Status,Entry_Key,Printed_Page,Column,Source_Label,Raw_OCR_Label,Raw_OCR_Block,Form,Gloss,POS,Loan,Uncertain
ocr_unreviewed,mundlay1996:766,30,1,766,766,jalóm (V) ‘to thunder’.,jalóm,to thunder,V,no,no
ocr_unreviewed,mundlay1996:767,30,1,767,767,"jālú (V) ‘to climb down (from a tree, etc.}’.",jālú,"to climb down (from a tree, etc.}",V,no,no
ocr_unreviewed,mundlay1996:768,30,1,768,L768,"jálu (NV) ‘fever’, cf. Md. jal.",jálu,fever,NV,yes,no
ocr_unreviewed,mundlay1996:769,30,1,769,L769,"jambu (N) ‘blackberry’, cf. M. jambhul, also a clan name (is it an old loan into Sk.?}.",jambu,blackberry,N,yes,no
ocr_unreviewed,mundlay1996:770,30,1,770,770,jāmo (V) ‘to measure’.,jāmo,to measure,V,no,no
ocr_unreviewed,mundlay1996:771,30,1,771,771,jāmi (N) ‘buyer’.,jāmi,buyer,N,no,no
ocr_unreviewed,mundlay1996:772,30,1,772,L772,"janā (N) ‘person’, cf. M. jan used with numerals, e.g., yiù jana mānšo ‘two people’.",janā,person,N,yes,no
ocr_unreviewed,mundlay1996:773,30,1,773,773,jāngri(N) ‘foreigner; non-tribal’.,jāngri,foreigner; non-tribal,N,no,no
ocr_unreviewed,mundlay1996:774,30,1,774,774,jappi (Adj) ‘thick’.,jappi,thick,Adj,no,no
ocr_unreviewed,mundlay1996:775,30,1,775,L775,"jarā! ‘just a little’, cf. M. jaralsa.",jarā!,just a little,,yes,no
ocr_unreviewed,mundlay1996:776,30,1,776,L776,"jarā2z (NV) ‘fever’, cf. M. jvar.",jarā2z,fever,NV,yes,no
ocr_unreviewed,mundlay1996:777,30,1,777,771,jārān (N) ‘crab’.,jārān,crab,N,no,no
ocr_unreviewed,mundlay1996:778,30,1,778,Ł778,jarmali bhändā (NC) ‘cooking utensils made of German silver (aluminum alloyY.,jarmali bhändā,,NC,yes,no
ocr_unreviewed,mundlay1996:779,30,1,779,L779,jātā (N) ‘husband’s brother’s wife’.,jātā,husband,N,yes,no
ocr_unreviewed,mundlay1996:780,30,1,780,L780,jathā (N) see 779.,jathā,,N,yes,no
ocr_unreviewed,mundlay1996:781,30,1,781,L781,"jāto(N) ‘caste’, cf. MH. jat.",jāto,caste,N,yes,no
ocr_unreviewed,mundlay1996:782,30,1,782,L782,"jatrā (N) ‘village fair’, cf. M. jatra.",jatrā,village fair,N,yes,no
ocr_unreviewed,mundlay1996:783,30,1,783,L783,"jawān (N) ‘young’, cf. H. jawan. a. jawān worāùņ (NC) ‘eligible male’.",jawān,young,N,yes,no
ocr_unreviewed,mundlay1996:784,30,1,784,784,jãw (V) ‘to choose’.,jãw,to choose,V,no,no
ocr_unreviewed,mundlay1996:785,30,1,785,L785,"jekhām (NV) ‘wound’, cf. M. jakham.",jekhām,wound,NV,yes,no
ocr_unreviewed,mundlay1996:786,30,1,786,L786,"jelbi(N) ‘a sweet, cf. M. jilbi.",jelbi,,N,yes,no
ocr_unreviewed,mundlay1996:787,30,1,787,787,jeré (V) ‘to become; to be ready’ (auxiliary verb of importance).,jeré,to become; to be ready,V,no,no
ocr_unreviewed,mundlay1996:788,30,1,788,788,jikifr) N) ‘eye’.,jikifr) N),eye,,no,no
ocr_unreviewed,mundlay1996:789,30,1,789,789,jiki bi (V) ‘to suffer from sore eyes’.,jiki bi,to suffer from sore eyes,V,no,no
ocr_unreviewed,mundlay1996:790,30,1,790,790,jiki-kāpri (NC) ‘eyelid’.,jiki-kāpri,eyelid,NC,no,no
ocr_unreviewed,mundlay1996:791,30,1,791,791,jiki ratåy (V) ‘reddening of eyes’.,jiki ratåy,reddening of eyes,V,no,no
ocr_unreviewed,mundlay1996:792,30,1,792,792,jiki täpne (NC) ‘eye-brow’ (cf. 1572).,jiki täpne,eye-brow,NC,no,no
ocr_unreviewed,mundlay1996:793,30,1,793,793,jiki yãto (N) ‘tears’ (cf. 92).,jiki yãto,tears,N,no,no
ocr_unreviewed,mundlay1996:794,30,1,794,794,"jilgutiñ (N) ‘earthworm’, cf. K. jilpgod.",jilgutiñ,earthworm,N,no,no
ocr_unreviewed,mundlay1996:795,30,1,795,795,jiryängā (N) ‘tomato’.,jiryängā,tomato,N,no,no
ocr_unreviewed,mundlay1996:796,30,1,796,L796,jiw (N) ‘soul’.,jiw,soul,N,yes,no
ocr_unreviewed,mundlay1996:797,30,2,797,797,"jogo (N) ‘leech’, cf. H. jõk.",jogo,leech,N,no,no
ocr_unreviewed,mundlay1996:798,30,2,798,798,"jogāgo (N) ‘gum’, cf. jer (Korku).",jogāgo,gum,N,no,no
ocr_unreviewed,mundlay1996:799,30,2,799,799,jochi (V) ‘to bake’.,jochi,to bake,V,no,no
ocr_unreviewed,mundlay1996:800,30,2,800,800,joppo (N) ‘water’.,joppo,water,N,no,no
ocr_unreviewed,mundlay1996:801,30,2,801,801,judo (N) ‘beams ofa roof.,judo,,N,no,no
ocr_unreviewed,mundlay1996:802,30,2,802,802,judó (V) ‘to betroth’.,judó,to betroth,V,no,no
ocr_unreviewed,mundlay1996:803,30,2,803,L803,jummú (V) ‘to answer a question’.,jummú,to answer a question,V,yes,no
ocr_unreviewed,mundlay1996:804,30,2,804,804,jó (pronoun) ‘T.,jó,,pronoun,no,no
ocr_unreviewed,mundlay1996:805,30,2,805,L805,"jawāy (N) ‘son-in-law°, cf. M. jawai, K. jaway.",jawāy,,N,yes,no
ocr_unreviewed,mundlay1996:806,30,2,806,806,jawāy-ja (NC) ‘one’s own son-in-law’.,jawāy-ja,one,NC,no,no
ocr_unreviewed,mundlay1996:807,30,2,807,L807,"jeher (N) ‘poison’, cf. H. jakar.",jeher,poison,N,yes,no
ocr_unreviewed,mundlay1996:808,30,2,808,L808,jikiraphid (V) ‘blink; wink’.,jikiraphid,blink; wink,V,yes,no
ocr_unreviewed,mundlay1996:809,30,2,809,L809,"jitta-jinna, cf. M. jirka-titka.",jitta-jinna,,,yes,no
ocr_unreviewed,mundlay1996:810,30,2,810,L810,"jiwta (Adj) ‘alive’, cf. M. jivanta.",jiwta,alive,Adj,yes,no
ocr_unreviewed,mundlay1996:811,30,2,811,811,jiwtaddo (N) ‘living tree (opp. of dead}’.,jiwtaddo,living tree (opp. of dead},N,no,no
ocr_unreviewed,mundlay1996:812,30,2,812,812,joda-jerei (N) ‘engaged couple’.,joda-jerei,engaged couple,N,no,no
ocr_unreviewed,mundlay1996:813,30,2,813,813,jodu (N) ‘bamboo’.,jodu,bamboo,N,no,no
ocr_unreviewed,mundlay1996:814,30,2,814,814,joppo-ikhat (NC) ‘whirlpool’.,joppo-ikhat,whirlpool,NC,no,no
ocr_unreviewed,mundlay1996:815,30,2,815,815,"junu (NV) ‘broom; sweep’, cf. K. j-un-u ‘broom’, jug- ‘to sweep’. jh",junu,broom; sweep,NV,no,no
ocr_unreviewed,mundlay1996:816,30,2,816,L816,"jhagarā (N) ‘quarrel’, cf. H. jhagda.",jhagarā,quarrel,N,yes,no
ocr_unreviewed,mundlay1996:817,30,2,817,?817,jhakā-jhokuú (V) ‘to stagger’.,jhakā-jhokuú,to stagger,V,no,yes
ocr_unreviewed,mundlay1996:818,30,2,818,L818,"jhakkān (N) ‘lid’, cf. M. jhakan.",jhakkān,lid,N,yes,no
ocr_unreviewed,mundlay1996:819,30,2,819,819,"jhāllyā (N) ‘peacock’, cf. Gu. jhalia (male).",jhāllyā,peacock,N,no,no
ocr_unreviewed,mundlay1996:820,30,2,820,L820,"jhandā (N) ‘flag’, cf. H. jhanda.",jhandā,flag,N,yes,no
ocr_unreviewed,mundlay1996:821,30,2,821,7821,"jhāpnă (V) ‘to cover’, cf. M. jhakpe.",jhāpnă,to cover,V,no,no
ocr_unreviewed,mundlay1996:822,30,2,822,822,jhéli (V) ‘to defend against attack’.,jhéli,to defend against attack,V,no,no
ocr_unreviewed,mundlay1996:823,30,2,823,823,jher (V) ‘to swing’.,jher,to swing,V,no,no
ocr_unreviewed,mundlay1996:824,30,2,824,824,jhiņgā ‘there’.,jhiņgā,there,,no,no
ocr_unreviewed,mundlay1996:825,30,2,825,L825,"jhirā(N) ‘spring, brook’, cf. M. jhara.",jhirā,"spring, brook",N,yes,no
ocr_unreviewed,mundlay1996:826,30,2,826,Ł826,"jholā (N) ‘swing’, cf. H. jhalna.",jholā,swing,N,yes,no
ocr_unreviewed,mundlay1996:827,30,2,827,?827,"jhuri(V) ‘to rock a cradle’, cf. H. jhulna.",jhuri,to rock a cradle,V,no,yes
ocr_unreviewed,mundlay1996:828,30,2,828,?828,"jhoryānta (N pl) ‘cockroaches’, cf. M. jhural. k",jhoryānta,cockroaches,N pl,no,yes
ocr_unreviewed,mundlay1996:829,30,2,829,7829,"kā(N pp) ‘towards’, cf. H. ko.",kā,towards,N pp,no,no
ocr_unreviewed,mundlay1996:830,30,2,830,1830,"kacarā (N) ‘garbage’, cf. M. kacra.",kacarā,garbage,N,no,no
ocr_unreviewed,mundlay1996:831,30,2,831,L831,"kādakko (Adj) ‘strong, concentrateď’, cf. M. kadak.",kādakko,"strong, concentrateď",Adj,yes,no
ocr_unreviewed,mundlay1996:832,30,2,832,832,kāãjar (N) ‘top’.,kāãjar,top,N,no,no
ocr_unreviewed,mundlay1996:833,30,2,833,833,kajito (VN) ‘to steal; thief’.,kajito,to steal; thief,VN,no,no
ocr_unreviewed,mundlay1996:834,31,1,834,834,kĀāgo (V) ‘to taste bitter’.,kĀāgo,to taste bitter,V,no,no
ocr_unreviewed,mundlay1996:835,31,1,835,835,kāggo (N) ‘mouth’.,kāggo,mouth,N,no,no
ocr_unreviewed,mundlay1996:836,31,1,836,836,kāgo-kāgo jhagra (N) ‘quarrel’.,kāgo-kāgo jhagra,quarrel,N,no,no
ocr_unreviewed,mundlay1996:837,31,1,837,L837,"kākā (N) ‘uncle’, cf. H. kākā, also M. kākä.",kākā,uncle,N,yes,no
ocr_unreviewed,mundlay1996:838,31,1,838,L838,"kāki(N) ʻauntť’, cf. H. kēkī, also M. kāki.",kāki,auntť,N,yes,no
ocr_unreviewed,mundlay1996:839,31,1,839,L839,"kākato (N) ‘paper’, cf. M. kagad, H. kagaj.",kākato,paper,N,yes,no
ocr_unreviewed,mundlay1996:840,31,1,840,840,kākhén (VN} ‘comb’.,kākhén,comb,VN,no,no
ocr_unreviewed,mundlay1996:841,31,1,841,L841,kākri (N) ‘cucumber; name of a clan’.,kākri,cucumber; name of a clan,N,yes,no
ocr_unreviewed,mundlay1996:842,31,1,842,842,kākhā (V) ‘to carry in arms’.,kākhā,to carry in arms,V,no,no
ocr_unreviewed,mundlay1996:843,31,1,843,843,"kakheņki (N) ‘comb’, see 840.",kakheņki,comb,N,no,no
ocr_unreviewed,mundlay1996:844,31,1,844,L844,kal(N) ‘noise’.,kal,noise,N,yes,no
ocr_unreviewed,mundlay1996:855,31,1,855,855,kalkal (N) ‘noise’.,kalkal,noise,N,no,no
ocr_unreviewed,mundlay1996:856,31,1,856,?856,kalāt(N) ‘wife’.,kalāt,wife,N,no,yes
ocr_unreviewed,mundlay1996:857,31,1,857,856,kalāttel (N) ‘brother-in-law and sister-in- law’.,kalāttel,brother-in-law and sister-in- law,N,no,no
ocr_unreviewed,mundlay1996:858,31,1,858,857,kalāttēyā (N) ‘wife’s brother’.,kalāttēyā,wife,N,no,no
ocr_unreviewed,mundlay1996:859,31,1,859,858,"kalto (N) Nihali name for themselves. 859. kalen (N) ‘egg’, pl. kaleni.",kalto,egg,N,no,no
ocr_unreviewed,mundlay1996:860,31,1,860,860,kalenta (N pl) ‘eggs of lice’.,kalenta,eggs of lice,N pl,no,no
ocr_unreviewed,mundlay1996:861,31,1,861,?861,kalmā (N) ‘noise’.,kalmā,noise,N,no,yes
ocr_unreviewed,mundlay1996:862,31,1,862,862,kalmā biki (V) ‘be silent’.,kalmā biki,be silent,V,no,no
ocr_unreviewed,mundlay1996:863,31,1,863,L863,kāmā (V) ‘to prepare? (also used as auxiliary).,kāmā,,V,yes,no
ocr_unreviewed,mundlay1996:864,31,1,864,L864,kamāy (N) ‘earning’.,kamāy,earning,N,yes,no
ocr_unreviewed,mundlay1996:865,31,1,865,L865,kamáy (V) ‘to cause to’ (auxiliary for forming causals).,kamáy,to cause to,V,yes,no
ocr_unreviewed,mundlay1996:866,31,1,866,L866,kampond (N) ‘enclosed courtyard’.,kampond,enclosed courtyard,N,yes,no
ocr_unreviewed,mundlay1996:867,31,1,867,L867,"kamrā (N) ‘coarse woolen blanket’, cf. M. kamble.",kamrā,coarse woolen blanket,N,yes,no
ocr_unreviewed,mundlay1996:868,31,1,868,L868,kānde (N) ‘onion(sY.,kānde,,N,yes,no
ocr_unreviewed,mundlay1996:869,31,1,869,869,kangen (N} ‘one measure of grain (roughly equal to a kilo}.,kangen,,N,no,no
ocr_unreviewed,mundlay1996:870,31,1,870,870,kāntā (N pl) ‘mosquitoes’.,kāntā,mosquitoes,N pl,no,no
ocr_unreviewed,mundlay1996:871,31,1,871,L871,"kapācho (N) ‘cotton’, cf. M. kapus, H. kapās.",kapācho,cotton,N,yes,no
ocr_unreviewed,mundlay1996:872,31,1,872,L872,"kapātiņ (V) ‘tremble’, cf. K. ‘tremble’.",kapātiņ,tremble,V,yes,no
ocr_unreviewed,mundlay1996:873,31,1,873,873,"kāpliñ (N) ‘butterfly’, cf. K. kaphilij.",kāpliñ,butterfly,N,no,no
ocr_unreviewed,mundlay1996:874,31,1,874,874,kapor (N) ‘winnowing basket’.,kapor,winnowing basket,N,no,no
ocr_unreviewed,mundlay1996:875,31,1,875,875,kāppo (VN) ‘sleep’.,kāppo,sleep,VN,no,no
ocr_unreviewed,mundlay1996:876,31,1,876,876,kāppu (VN) ‘ritual impurity after birth’.,kāppu,ritual impurity after birth,VN,no,no
ocr_unreviewed,mundlay1996:877,31,1,877,L877,"karamphul (N) ‘ear-ring’, cf. M. karanphul.",karamphul,ear-ring,N,yes,no
ocr_unreviewed,mundlay1996:878,31,1,878,L878,"karā (N) ‘anklet (silvery, cf. M. kada.",karā,,N,yes,no
ocr_unreviewed,mundlay1996:879,31,1,879,879,karbu (N) ‘foam (on waves of sea}’.,karbu,foam (on waves of sea},N,no,no
ocr_unreviewed,mundlay1996:880,31,1,880,L880,karchi (N) ‘pitcher’.,karchi,pitcher,N,yes,no
ocr_unreviewed,mundlay1996:881,31,1,881,881,karsi (N) see 880; cf. M. kalsi.,karsi,,N,no,no
ocr_unreviewed,mundlay1996:882,31,1,882,L882,"kāryā (N) ‘chips of woog’, cf. Md. kadya.",kāryā,chips of woog,N,yes,no
ocr_unreviewed,mundlay1996:883,31,1,883,L883,"karelā (N) ‘bitter-gourd’, cf. H. karelā.",karelā,bitter-gourd,N,yes,no
ocr_unreviewed,mundlay1996:884,31,2,884,7884,"karjo (N) ‘cashew tree’, cf. M. kaju, cf. kaju-malayu.",karjo,cashew tree,N,no,no
ocr_unreviewed,mundlay1996:885,31,2,885,885,karpi (N) ‘seller’.,karpi,seller,N,no,no
ocr_unreviewed,mundlay1996:886,31,2,886,886,karpi (V) ‘to sell’.,karpi,to sell,V,no,no
ocr_unreviewed,mundlay1996:887,31,2,887,887,"kārwēñ (N) ‘comb’, cf. kakhén.",kārwēñ,comb,N,no,no
ocr_unreviewed,mundlay1996:888,31,2,888,888,karyom (N) ‘elder brother’s wife’.,karyom,elder brother,N,no,no
ocr_unreviewed,mundlay1996:889,31,2,889,?889,katām (N) ‘silence’.,katām,silence,N,no,yes
ocr_unreviewed,mundlay1996:890,31,2,890,890,"kathāndāri (N) ""horsegram (split)’.",kathāndāri,horsegram (split),N,no,no
ocr_unreviewed,mundlay1996:891,31,2,891,891,"kathla (N) ‘armpit, Mundari hatala?, K. kath”là?.",kathla,"armpit, Mundari hatala?, K. kath",N,no,no
ocr_unreviewed,mundlay1996:892,31,2,892,L892,"kātiri (NV) ‘scissors’, cf. M. katri.",kātiri,scissors,NV,yes,no
ocr_unreviewed,mundlay1996:893,31,2,893,893,kātok-kātok (V) “cry ofa crow’.,kātok-kātok,,V,no,no
ocr_unreviewed,mundlay1996:894,31,2,894,894,kathām (N) ‘tortoise’.,kathām,tortoise,N,no,no
ocr_unreviewed,mundlay1996:895,31,2,895,895,kathom (N) dialect variant of 894.,kathom,,N,no,no
ocr_unreviewed,mundlay1996:896,31,2,896,896,"kathān (N) ‘nut’, cf. M. kathiņn ‘hard (as in hard shelled nut}.",kathān,nut,N,no,no
ocr_unreviewed,mundlay1996:897,31,2,897,897,"katlā (N) ‘armpit’, see 891.",katlā,armpit,N,no,no
ocr_unreviewed,mundlay1996:898,31,2,898,L898,"katthā (N) ‘catechv’, cf. H. kattha.",katthā,catechv,N,yes,no
ocr_unreviewed,mundlay1996:899,31,2,899,899,kātu (N) ‘kidney of a lamb’.,kātu,kidney of a lamb,N,no,no
ocr_unreviewed,mundlay1996:900,31,2,900,900,"kātú(VN) ‘embrace’, SM. küdu.",kātú,embrace,VN,no,no
ocr_unreviewed,mundlay1996:901,31,2,901,901,kāw (N) ‘flesh’.,kāw,flesh,N,no,no
ocr_unreviewed,mundlay1996:902,31,2,902,L902,"kawlu (N) ‘tile’, cf. M. kaul.",kawlu,tile,N,yes,no
ocr_unreviewed,mundlay1996:903,31,2,903,L903,kãur (N) ‘mos.,kãur,,N,yes,no
ocr_unreviewed,mundlay1996:904,31,2,904,L904,"kāwrā (N) ‘crow’, cf. M. kawla.",kāwrā,crow,N,yes,no
ocr_unreviewed,mundlay1996:905,31,2,905,905,"kāwur (N) ‘green moss’, see 903.",kāwur,green moss,N,no,no
ocr_unreviewed,mundlay1996:906,31,2,906,L906,"kāyni(V} ‘to tell, cf. H. kahānī, Md. kayni.",kāyni,,V,yes,no
ocr_unreviewed,mundlay1996:907,31,2,907,L907,"kāykāy ‘some’, cf. Md. kaikai.",kāykāy,some,,yes,no
ocr_unreviewed,mundlay1996:908,31,2,908,908,kedā (V) ‘to feel.,kedā,,V,no,no
ocr_unreviewed,mundlay1996:909,31,2,909,L909,"kegđe (PP) ‘towards’, cf. M. kade.",kegđe,towards,PP,yes,no
ocr_unreviewed,mundlay1996:910,31,2,910,L910,"kēřņki (N) ‘scissors’, cf. H. kêici, kãicI.",kēřņki,scissors,N,yes,no
ocr_unreviewed,mundlay1996:911,31,2,911,911,"kekhmere (N) ‘lizard’, cf. K. kekhemered.",kekhmere,lizard,N,no,no
ocr_unreviewed,mundlay1996:912,31,2,912,L912,"kelei (N) ‘tinning brass utensils’, cf. M. kalha.",kelei,tinning brass utensils,N,yes,no
ocr_unreviewed,mundlay1996:913,31,2,913,913,"kelli (N) ‘she-calf, K. kella, kelli.",kelli,,N,no,no
ocr_unreviewed,mundlay1996:914,31,2,914,L914,"kemti ‘less’, cf. Hd. kamt.",kemti,less,,yes,no
ocr_unreviewed,mundlay1996:915,31,2,915,L915,"kendil (N) ‘hurricane lantern’, cf. M. kandil.",kendil,hurricane lantern,N,yes,no
ocr_unreviewed,mundlay1996:916,31,2,916,916,"kepā (N) ‘louse’, pl. kepta.",kepā,louse,N,no,no
ocr_unreviewed,mundlay1996:917,31,2,917,917,kerchi (V) ‘to scratch’.,kerchi,to scratch,V,no,no
ocr_unreviewed,mundlay1996:918,31,2,918,L918,kere (N) ‘plantain’.,kere,plantain,N,yes,no
ocr_unreviewed,mundlay1996:919,31,2,919,L919,"kerei (N) ‘frying pan’, cf. M. kadhai.",kerei,frying pan,N,yes,no
ocr_unreviewed,mundlay1996:920,31,2,920,920,ketto (V) ‘to extinguish fire’.,ketto,to extinguish fire,V,no,no
ocr_unreviewed,mundlay1996:921,31,2,921,L921,"kināko (N) ‘wheat flour’, cf. M. kanik.",kināko,wheat flour,N,yes,no
ocr_unreviewed,mundlay1996:922,31,2,922,922,kirsā (N) ‘tich man’.,kirsā,tich man,N,no,no
ocr_unreviewed,mundlay1996:923,31,2,923,923,kitā (NV) ‘winnow’.,kitā,winnow,NV,no,no
ocr_unreviewed,mundlay1996:924,31,2,924,7924,kithi (N) ‘cartridge’.,kithi,cartridge,N,no,no
ocr_unreviewed,mundlay1996:925,31,2,925,925,kiyām ‘tomorrow’.,kiyām,tomorrow,,no,no
ocr_unreviewed,mundlay1996:926,31,2,926,926,"kó (V} ‘to bring’, N.B. koken and košen as future forms.",kó,to bring,V,no,no
ocr_unreviewed,mundlay1996:927,32,1,927,L927,"kobdur (N) ‘pigeon’, cf. M. kabutar, K. kobdur.",kobdur,pigeon,N,yes,no
ocr_unreviewed,mundlay1996:928,32,1,928,7928,kocă (V) ‘to bend’.,kocă,to bend,V,no,no
ocr_unreviewed,mundlay1996:929,32,1,929,7929,koccã ‘atan angle’.,koccã,atan angle,,no,no
ocr_unreviewed,mundlay1996:930,32,1,930,930,koddu (N) ‘thumb’.,koddu,thumb,N,no,no
ocr_unreviewed,mundlay1996:931,32,1,931,931,kógo (N) ‘snake’. a. kogonjehker (N) ‘venom’.,kógo,snake,N,no,no
ocr_unreviewed,mundlay1996:932,32,1,932,7932,"kokhor (N) ‘hen’, cf. -koi SM.",kokhor,hen,N,no,no
ocr_unreviewed,mundlay1996:933,32,1,933,933,kokôõy (N) ‘ant’.,kokôõy,ant,N,no,no
ocr_unreviewed,mundlay1996:934,32,1,934,934,"kol (N) ‘wife, woman’, cf. K. koro.",kol,"wife, woman",N,no,no
ocr_unreviewed,mundlay1996:935,32,1,935,935,kolta (N) ‘Nihal’.,kolta,Nihal,N,no,no
ocr_unreviewed,mundlay1996:936,32,1,936,936,koltu see 935.,koltu,,,no,no
ocr_unreviewed,mundlay1996:937,32,1,937,937,kol bhuto (N) ‘female ghost’.,kol bhuto,female ghost,N,no,no
ocr_unreviewed,mundlay1996:938,32,1,938,Ł938,"kombā (N) ‘cock’, cf. K. kõba, M. komda. a. kombā pãto (N) ‘sacrifice ofa cock’.",kombā,cock,N,yes,no
ocr_unreviewed,mundlay1996:939,32,1,939,L939,"kollyā! (N) ‘coal’, cf. H. koyla.",kollyā!,coal,N,yes,no
ocr_unreviewed,mundlay1996:940,32,1,940,L940,"kollyā2 (N) ‘jackal’, cf. Md. kolla.",kollyā2,jackal,N,yes,no
ocr_unreviewed,mundlay1996:941,32,1,941,941,"konbitamāndi (N) ‘non-tribal languages’, cf. M. kunbi ‘farmer’.",konbitamāndi,non-tribal languages,N,no,no
ocr_unreviewed,mundlay1996:942,32,1,942,942,kondor (V) ‘to tumble’.,kondor,to tumble,V,no,no
ocr_unreviewed,mundlay1996:943,32,1,943,943,koplyā (N) ‘hoe’.,koplyā,hoe,N,no,no
ocr_unreviewed,mundlay1996:944,32,1,944,7944,kór (V) ‘to take away’.,kór,to take away,V,no,no
ocr_unreviewed,mundlay1996:945,32,1,945,L945,"kor (V) ‘to do’, cf. M. kar.",kor,to do,V,yes,no
ocr_unreviewed,mundlay1996:946,32,1,946,946,"koro (V) ‘to die’ (euphemistic), see 944.",koro,to die,V,no,no
ocr_unreviewed,mundlay1996:947,32,1,947,947,kotor (N) ‘intestines’.,kotor,intestines,N,no,no
ocr_unreviewed,mundlay1996:948,32,1,948,948,kothor (N) ‘a measure of land’.,kothor,a measure of land,N,no,no
ocr_unreviewed,mundlay1996:949,32,1,949,7949,"kotto (V) ‘to beat, strike, pound’.",kotto,"to beat, strike, pound",V,no,no
ocr_unreviewed,mundlay1996:950,32,1,950,L950,"kotrā (N) ‘nest’, cf. M. kotar.",kotrā,nest,N,yes,no
ocr_unreviewed,mundlay1996:951,32,1,951,951,koftu see 956.,koftu,,,no,no
ocr_unreviewed,mundlay1996:952,32,1,952,952,"kóy see kó, subjunctive?",kóy,,,no,no
ocr_unreviewed,mundlay1996:953,32,1,953,L953,"koyal (N) ‘cuckoo’, cf. H. koyal.",koyal,cuckoo,N,yes,no
ocr_unreviewed,mundlay1996:954,32,1,954,954,koyni (V) ‘to cut down a tree’.,koyni,to cut down a tree,V,no,no
ocr_unreviewed,mundlay1996:955,32,1,955,955,kubā (V) ‘to be intoxicated’.,kubā,to be intoxicated,V,no,no
ocr_unreviewed,mundlay1996:956,32,1,956,956,"kubdyā (N) ‘hunchback’, H. kubya.",kubdyā,hunchback,N,no,no
ocr_unreviewed,mundlay1996:957,32,1,957,957,kucā (N) ‘rump’.,kucā,rump,N,no,no
ocr_unreviewed,mundlay1996:958,32,1,958,L958,"kudu (N) ‘bamboo door’, cf. M. kud.",kudu,bamboo door,N,yes,no
ocr_unreviewed,mundlay1996:959,32,1,959,959,kugusu (N) ‘hair’.,kugusu,hair,N,no,no
ocr_unreviewed,mundlay1996:960,32,1,960,960,kuguso see 959.,kuguso,,,no,no
ocr_unreviewed,mundlay1996:961,32,1,961,L961,"küi (N) ‘well, cf. H. kuã. a. kūi dáy (NC) ‘road to the well’.",küi,"well, cf. H. kuã. a. kūi dáy (NC) ‘road to the well",N,yes,no
ocr_unreviewed,mundlay1996:962,32,1,962,L962,"kúlā (N) ‘tiger’, cf. K. kula.",kúlā,tiger,N,yes,no
ocr_unreviewed,mundlay1996:963,32,1,963,L963,kunbi (N) ‘farmer’ (caste name among Hindu farmers).,kunbi,farmer,N,yes,no
ocr_unreviewed,mundlay1996:964,32,1,964,L964,"kupurā (N) ‘clothes’, cf. M. kapda.",kupurā,clothes,N,yes,no
ocr_unreviewed,mundlay1996:965,32,1,965,965,kurá (N) ‘unripe fruit’.,kurá,unripe fruit,N,no,no
ocr_unreviewed,mundlay1996:966,32,1,966,L966,"kurci (N) ‘chair’, cf. M. khurch, H. kursi.",kurci,chair,N,yes,no
ocr_unreviewed,mundlay1996:967,32,1,967,967,kuri (V) ‘to apply sacred powders to the forehead’.,kuri,to apply sacred powders to the forehead,V,no,no
ocr_unreviewed,mundlay1996:968,32,2,968,968,kuruko (N) ‘ear ornament for men’.,kuruko,ear ornament for men,N,no,no
ocr_unreviewed,mundlay1996:969,32,2,969,969,kurup (N) ‘stone’.,kurup,stone,N,no,no
ocr_unreviewed,mundlay1996:970,32,2,970,970,kutii (NV) ‘signboard; to show the way’.,kutii,signboard; to show the way,NV,no,no
ocr_unreviewed,mundlay1996:971,32,2,971,?971,kuthoroy (V) ‘to cringe in fear’. kh,kuthoroy,to cringe in fear,V,no,yes
ocr_unreviewed,mundlay1996:972,32,2,972,972,khá (V) ‘to remain; stay in one place’.,khá,to remain; stay in one place,V,no,no
ocr_unreviewed,mundlay1996:973,32,2,973,L973,khājju (V) ‘to scratch’.,khājju,to scratch,V,yes,no
ocr_unreviewed,mundlay1996:974,32,2,974,L974,"khāli (Adj) ‘empty’, cf. H. kkali.",khāli,empty,Adj,yes,no
ocr_unreviewed,mundlay1996:975,32,2,975,L975,"khāndá (VN) ‘shoulder’, cf. M. khanda.",khāndá,shoulder,VN,yes,no
ocr_unreviewed,mundlay1996:976,32,2,976,L976,khāndi (V) ‘to cuť.,khāndi,,V,yes,no
ocr_unreviewed,mundlay1996:977,32,2,977,L977,"khändo (N) ‘choli-piece’, cf. M. khan.",khändo,choli-piece,N,yes,no
ocr_unreviewed,mundlay1996:978,32,2,978,978,"khārā (N) ‘earth’, cf. 972. a. khārādevtā (NC) ‘earth-goddess’.",khārā,earth,N,no,no
ocr_unreviewed,mundlay1996:979,32,2,979,979,khār-khori (V) ‘to clear one’s throat’.,khār-khori,to clear one,V,no,no
ocr_unreviewed,mundlay1996:980,32,2,980,980,"khārā sārowi (NC) ‘threshing floor’, cf. M. saravne ‘to polish with cowdung’.",khārā sārowi,threshing floor,NC,no,no
ocr_unreviewed,mundlay1996:981,32,2,981,981,khārú (NV) ‘family; herd’.,khārú,family; herd,NV,no,no
ocr_unreviewed,mundlay1996:982,32,2,982,L982,"khātā (Adj) ‘sour’, cf. H. khattā.",khātā,sour,Adj,yes,no
