Printed_Page|Column|Item|List|Letter|Headword|Grammar|Gloss_German|Gloss_English|Etymology|Editor_Note
322|R|22|ind|N|na(n)jarel|tr|baden|to bathe|< ai. snāpayati tr "baden", mit Einkreuzung von snāna- "Baden"|
322|R|23|ind|N|nasvalo|adj|krank|ill|< ai. na + saphala "mit Früchten, potent" bzw. na-subala- "nicht bei Kräften" (Finck)|
322|R|24|ind|N|našel|itr|weglaufen, fliehen|to run away; to flee|< ai. naśyati; vgl. hi. nāsnā "verloren sein, fliehen" (Turner)|
322|R|25|ind|N|našti(k)|aux, impers|nicht können|to be unable|< na + šaj te "können"; vgl. šaj; kaum < ai. nāsti "ist nicht"|
322|R|26|ind|N|nav|m|Name|name|< pa. ai. nāman-; vgl. hi. nām|
322|R|27|ind|N|nerno|adj|nüchtern|sober|< ai. niranna- "hungernd"; vgl. hi. nirnā "ohne Nahrung"|
322|R|28|ind|N|nevo|adj|neu|new|< pk. ai. nava-; vgl. hi. nav|
322|R|29|ind|N|nilaj, milaj|m|Sommer|summer|< ai. pa. nidāgha- "Hitze", vgl. oṛiyā niā "Feuer"|
322|R|30|ind|O|odova|pron|jener|that|< od- pron|
322|R|31|ind|O|okova|pron|jener|that|ohne Etym.|
322|R|32|ind|O|ova, oja, va||ja!|yes!|vom Demonstrativum?|no grammatical label
322|R|33|ind|O|ovel|itr|werden|to become|< avel durch Labialis. oder < ai. bhavati; prät. ulo < ai. bhūta-, vgl. pa. hoti, -hūta-|
322|R|34|ind|P|pacali|f|(Rozw) Milz|spleen|ohne Etym.|
322|R|35|ind|P|paćal|tr|glauben, vertrauen, gehorchen|to believe; to trust; to obey|< pk. paccaya- < ai. pratyāyati|
322|R|36|ind|P|pako|adj|reif|ripe|< pa. pakka- < ai. pakva- "gekocht, reif"?; vgl. hi. pakkā|
322|R|37|ind|P|palal adv, pal(a)|präp|dahinter, hinten|behind|< ai. pare "später, jenseits"; s.a. Griech. Etyma: pale|
322|R|38|ind|P|pandž|num|fünf|five|< pa. ai. pañca-; vgl. hi. pã:c|
322|R|39|ind|P|pani|m|Wasser|water|< pa. ai. pānīya-; vgl. hi. pānī|
322|R|40|ind|P|parikerel|tr|danken|to thank|< pa. paṭikaroti "dagegentun, zurückgeben" < ai. pratikaroti; fehlt ni.|
322|R|41|ind|P|parnavo, pharnavo|m|Freund, Blutsbruder|friend; blood brother|ohne Etym.; vgl. phiravno|
322|R|42|ind|P|parno|adj|weiß|white|< pa. paṇḍu- < ai. pāṇḍu-; vgl. oṛiyā paṇḍu "gelblich, braun"|the etymology bracket is printed at the head of p. 323 col. 1
323|L|01|ind|P|pařuvel|tr|ändern, tauschen|to change; to exchange|zu pa. pāreti < ai. pārayati "hinüberbringen"?|the bracket printed above this entry belongs to parno on p. 322
323|L|02|ind|P|paš|f|Hälfte|half|< ai. pārśva- "Rippengegend, Seite"; vgl. pk. passa-; hi. pās|
323|L|03|ind|P|pašavro|m|Rippe|rib|< ai. *paṛśu-pāṭaka- "expanse of the ribs"?|
323|L|04|ind|P|paše|adv|nahe|near|< ai. pārśve "nahe"; vgl. hi. pās|
323|L|05|ind|P|patavo|m|grobe Decke, Teppich|coarse blanket; rug|vgl. pa. ai. patta- "Stoff, Webseide" und hi. paṭ "Stoff, Tuch"; s. Iran. Etyma|
323|L|06|ind|P|patmad|f|Ferse|heel|zu ai. pād- "Fuß" ?|
323|L|07|ind|P|patrin|f|Blatt|leaf|< ai. pattra- "Schwungfeder, Flügel"; vgl. hi. pāt, pāttī|
323|L|08|ind|P|-pe|Verbalnomen|||< pk. -ppaṇa < ai. -tvana bzw. < pa. -itabba < ai. -(i)tavya; vgl. hi. -pan|suffix entry; label doubles as the gloss
323|L|09|ind|P|pekel|tr|backen, braten|to bake; to roast|< apabhr. pakavaï (aber ai. pacati); vgl. hi. paknā "gekocht werden"|
323|L|10|ind|P|peko|adj|gebacken, gebraten|baked; roasted|< ai. pakva-; vgl. pako; Vokal durch pekel beeinflußt?|
323|L|11|ind|P|pelo|m|Hode|testicle|< ai. pela-; vgl. hi. pelā (Turner)|
323|L|12|ind|P|perdal|präp|jenseits|beyond|< ai. paratara "weiter weg"|
323|L|13|ind|P|perel|itr|fallen|to fall|< pa. ai. patati "fliegen, fallen"; vgl. hi. paṛnā|
323|L|14|ind|P|pero|m|Nachbarschaft, Siedlung|neighbourhood; settlement|ohne Etym.|
323|L|15|ind|P|peř|m|Bauch, Darm|belly; intestine|< pk. peṭṭa- "Bauch"; vgl. hi. peṭ|
323|L|16|ind|P|pes|pron refl|sich|oneself|< pk. appa/atta < ai. ātman- "Seele, selbst"; vgl. hi. āp "selbst", apnā "eigene"|
323|L|17|ind|P|pićal|impers|tropfen|to drip|< rum. a pica "tropfen" ?; pa. phuṣita- "bespritzt" < ai. pruṣita lautlich fern; mögl. onomatop.|
323|L|18|ind|P|pijel|tr|trinken|to drink|< pa. piaī < ai. pibati; vgl. hi. pīnā|
323|L|19|ind|P|pirand|m|(Sa) unteres Ende, Fußende|lower end; foot end|< piro "Fuß" + ai. anta- "Ende, Rand"; vgl. šerand|
323|L|20|ind|P|piravel¹ (Sa), p(h)ravel (Arli)|tr|öffnen|to open|zu piro; ai. bhindati "spalten, lösen, trennen" ist lautlich kaum möglich|homonym 1; etymology bracket printed at the head of col. 2
323|R|21|ind|P|piravel²||(Sa) den Hof machen|to court|zu phiravel "herumführen" ?|homonym 2; no grammatical label
323|R|22|ind|P|piri|f|Topf, Krug|pot; jug|pk. piḍhara- < ai. piṭharī|
323|R|23|ind|P|piro (Sa), pro (Sinti/Slowenien)|adj|offen|open|ai. bhinna- "gespalten, offen" paßt lautlich nicht|
323|R|24|ind|P|pišel|tr|mahlen|to grind|< ai. piṁṣati, ppp piṣṭa-; vgl. hi. pīsnā|
323|R|25|ind|P|pišom|f|Floh|flea|< ai. pluṣi-; vgl. lahndā pissu|
323|R|26|ind|P|plaiservel||(Sinti) bezahlen|to pay|ohne Etym.; kaum slav. platiti|no grammatical label
323|R|27|ind|P|pokinel|tr|bezahlen|to pay|mögl. Kompos zu kinel; po- < ai. pra- oder pari- ?|
323|R|28|ind|P|por|m|Feder|feather|< ai. parṇa- "Gefieder, Laub"; vgl. ashkun pār|
323|R|29|ind|P|pori|f|Schwanz|tail|< ai. pūta-/*puṭṭa- "Hintern" oder pk. pora- "Knoten"; vgl. hi. por "Glied, Knöchel, Gelenk"|
323|R|30|ind|P|porizen|f|Sieb|sieve|ohne Etym.|
323|R|31|ind|P|pořavel|tr|auftrennen, aufsperren|to undo; to open wide|< pk. phuḍaï < ai. sphuṭati "aufbrechen" itr|
323|R|32|ind|P|poski, posita|f|Tasche (Kleidung)|pocket|< pa. pasiti < ai. prasiti "Band, Schlinge"?|
323|R|33|ind|P|poš|f/m|Staub, Pulver|dust; powder|< pa. ai. pāṁśu-; vgl. hi. pã:s "Mist, Dung"|
323|R|34|ind|P|prasal|tr|spotten|to mock|< ai. pra-hasati "in Lachen ausbrechen"; vgl. auch p(h)erjas|
323|R|35|ind|P|prástel|itr|laufen|to run|< ai. pra-sthāti "hervorstehen; aufbrechen"?; vgl. ai. prasthāna- "Aufbruch, Beginn"|
323|R|36|ind|P|pravel|xref|s. piravel¹|||see-reference
323|R|37|ind|P|pro|xref|s. piro|||see-reference
323|R|38|ind|P|prindžanel|tr|kennen, erkennen|to know; to recognise|< ai. pratyabhijānāti "erkennen", kontam. mit pratyabhijñāna-, über *prahinaccāna- (s. Turner)|
323|R|39|ind|P|punřango|adj|barfuß|barefoot|< punřo + nango "nackt"|
323|R|40|ind|P|punřo, pinřo|m|Fuß, Bein|foot; leg|< pk. ai. piṇḍa- "Klumpen, Stück, Wade"; vgl. hi. piṇḍlī "Wade"|
323|R|41|ind|P|purano|adj|alt (Sachen)|old (of things)|< pk. ai. purāṇa-; vgl. hi. purānā|the etymology bracket is printed at the head of p. 324 col. 1
324|L|01|ind|P|puravel||(So) sengen|to singe|zu pořavel?|the bracket printed above this entry belongs to purano on p. 323; no grammatical label
324|L|02|ind|P|puršuka|pl|Krumen|crumbs|ohne Etym.|
324|L|03|ind|P|purum|f|Zwiebel|onion|ohne Etym.; lat. porrum scheidet aus|
324|L|04|ind|P|pusavel, phusavel|tr|stechen|to prick|< pa. phusati < ai. spṛśati "berühren, schlagen"; vgl. hi. puslānā "überreden"|
324|L|05|ind|P|putarel, phutarel|tr|öffnen, lösen|to open; to loosen|< ai. sphuṭati; pa. phuṭita- ppp "aufbrechen" itr ? (-t- nicht lautgesetzlich); vgl. auch pořavel|
324|L|06|ind|PH|phabaj|f (m)|Apfel|apple|vgl. baškarik (dard.) bōbái u. a.; nur ni.|
324|L|07|ind|PH|phabol itr, phabarel|tr|brennen|to burn|ohne Etym.|
324|L|08|ind|PH|phagarel|tr|zerbrechen, zerschlagen|to break; to smash|Etym. s. phago|
324|L|09|ind|PH|phago|adj|zerbrochen|broken|< pk. bhagga- < ai. bhagna- ppp zu ai. bhajyate "ist zerbrochen"|
324|L|10|ind|PH|phak|f|Flügel|wing|< pk. pakkha- < ai. pakṣa-; vgl. hi. pākh|
324|L|11|ind|PH|phal|f|Brett|board|< pa. ai. phāla- "abgebrochenes Stück"; vgl. hi. phāl "Stück der Arecanuß" (Turner); Bedeutung "Stück Holz" im Ni. verbreitet|
324|L|12|ind|PH|phandel|tr|binden, schließen|to bind; to close|< pa. ai. bandhati; vgl. hi. bã:dhnā|
324|L|13|ind|PH|phanřə|f|Seide|silk|zu pk. ai. paṭṭa- "Stoff, Webseide" ?; vgl. patavo|
324|L|14|ind|PH|pharnavo|xref|s. parnavo|||see-reference
324|L|15|ind|PH|pharo|adj|schwer|heavy|< pk. ai. bhāra- "Last, Gewicht"; vgl. hi. bhār "Last"|
324|L|16|ind|PH|phařavel|tr|spalten, zerreißen|to split; to tear|< pk. phāḍeï < ai. sphāṭayati; vgl. hi. phāṛnā|
324|L|17|ind|PH|phen|f|Schwester|sister|< pk. bahiṇī < ai. bhaginī; vgl. hi. bahin|
324|L|18|ind|PH|phenel|tr|sagen|to say|< pa. bhaṇati < ai. bhanati "laut rufen"; vgl. hi. bhannā (Turner)|
324|L|19|ind|PH|pherel|tr|füllen|to fill|< pk. bharaï "unterstützen, füllen" < ai. bharati "tragen", RV "füllen"; Bedeutung "füllen" in ni. Sprachen stark vertreten|
324|R|20|ind|PH|pherja(s)|f|Scherz, Spaß|joke; fun|< pk. ai. parihāsa- "Gelächter, Spott"; vgl. hi. parihās; s. a. prasal!|
324|R|21|ind|PH|phiko|m|Schulter, Stütze|shoulder; support|zu ai. sp(i)ya- "Schulterblatt"; vgl. kašmiri phyok, khowar phiu u.ä.|
324|R|22|ind|PH|phiravno|m|Freund, Liebhaber|friend; lover|< ai. priya- (Valt); eher zu phir-|
324|R|23|ind|PH|phirel|itr|gehen, spazierengehen|to go; to walk about|< pk. phiraï; vgl. hi. phirnā "wenden"|
324|R|24|ind|PH|phivli|f|Witwe|widow|< pk. vihavā < ai. vidhavā; mit Suffix|
324|R|25|ind|PH|phov|xref|s. phuv²|||see-reference
324|R|26|ind|PH|phral|m|Bruder|brother|< ai. bhrātā; vgl. tirāhī brā|
324|R|27|ind|PH|phravel|xref|s. piravel¹|||see-reference
324|R|28|ind|PH|phučel|tr|fragen|to ask|< pa. pucchati < ai. pṛcchati; vgl. hi. pūchnā|
324|R|29|ind|PH|phućol|itr|anschwellen|to swell|< pk. phukkaï "blasen" < ai. *phūt-kṛ- ; vgl. hi. phũ:knā|
324|R|30|ind|PH|phuj||(Sa) interj (Abscheu); schlecht (Rozw)|faugh! (interjection of disgust); bad|< ai. phuyati "stinken" oder spontane Interj.|
324|R|31|ind|PH|phukavel|tr|verleumden|to slander|< pk. bhukkaï < ai. bukkati "bellen"; vgl. hi. bhūknā "bellen"|
324|R|32|ind|PH|phumb|f|Eiter|pus|< pa. pubba-; ai. pūya|
324|R|33|ind|PH|phurdel|itr|blasen|to blow|< ai. phūt- + del "blasen"; aber s.a. phućol|
324|R|34|ind|PH|phuro|adj|alt (Personen)|old (of people)|< pk. vuddha-/vuḍḍha- < ai. vṛddha-; vgl. hi. būrhā "alter Mann"|
324|R|35|ind|PH|phus|f, m|Stroh(halm)|straw|< pa. bhusa- < ai. busa- "Stroh, Spreu"; vgl. hi. bhus, bhūsā|
324|R|36|ind|PH|phusavel|xref|s. pusavel|||see-reference
324|R|37|ind|PH|phutarel|xref|s. putarel|||see-reference
324|R|38|ind|PH|phuv¹|f|Boden, Erde|ground; earth|< ai. bhūmi-; vgl. hi. bhū|homonym 1
324|R|39|ind|PH|phuv², phov|f|Augenbraue|eyebrow|< pk. bhuma- < ai. bhruva-; vgl. hi. bhãv|homonym 2
324|R|40|ind|R|radel||(Sa) abziehen, Zelte abbrechen|to move off; to strike camp|< ai. rah- "trennen, verlassen" + del ?|no grammatical label
324|R|41|ind|R|raha|adv|(So) lange|long (of time)|ohne Etym.|
324|R|42|ind|R|rahmin, raxemi, rexami|f|(Sinti) Mantel|coat|ohne Etym.|
325|L|01|ind|R|raj|m|Herr|lord|< pk. rāā/rāya < ai. rājan-; vgl. hi. rāy "König"|
325|L|02|ind|R|rakerel (Sinti)|xref|s. vaćarel|||see-reference
325|L|03|ind|R|raklo|m|Sohn, Junge (Nichtzig.)|son; boy (non-Gypsy)|< < ai. laḍḍa- "Schurke, Bursche" bzw. *laḍḍika- mit Metathese; vgl. hi. laṛkā "Junge"; panjābī laḍikkā "verwöhntes Kind"|
325|L|04|ind|R|rani|f|Dame, Herrin|lady; mistress|< pk. raṇṇi < ai. rājñī; vgl. hi. rānī|
325|L|05|ind|R|rašaj|m|Priester|priest|< ai. ṛṣi- "religiöser Sänger" mit anderer Ableitung; vgl. khot. riṣaya-|
325|L|06|ind|R|rat¹|f|Nacht|night|< pk. ratti- < ai. rātrī; vgl. hi. rāt(ī)|homonym 1
325|L|07|ind|R|rat²|m|Blut|blood|< pk. ratta- < ai. rakta- "gefärbt, rot"; vgl. hi. rātā "rot"; ni. Bedeutung "Blut" verbreitet|homonym 2
325|L|08|ind|R|reparel, riparel, leparel|tr|erinnern, erwähnen|to remember; to mention|ohne Etym.|
325|L|09|ind|R|riči|m|Bär|bear|< pk. riccha- < ai. ṛkṣa-/ṛkṣī; vgl. hi. rich/rīchin u. rīchnī|
325|L|10|ind|R|rig|f|Seite, Rand|side; edge|vgl. hi. ḍhig "Seite, Viertel"|
325|L|11|ind|R|ril|xref|s. Iran. Etyma: řəl|||see-reference to the Iranian list
325|L|12|ind|R|rodel|tr|suchen|to seek|vgl. pk. ḍhuṁḍhullaï "umherwandern" < ai. *ḍhun-ḍhati "suchen"; vgl. hi. ḍhũ:ḍhnā|
325|L|13|ind|R|rovel|tr|weinen|to weep|< pk. rōyaï < ai. rodati/rudati; vgl. hi. ronā|
325|L|14|ind|R|rovli|f|Stab, Stock|staff; stick|< pk. la(g)uḍa-/laula- < ai. lakuṭa- "Knüppel"; vgl. hi. lauṛā; wahrscheinlicher als < gr. ραβδί|
325|L|15|ind|R|ruk(h)|m|Baum|tree|< pk. rukkha- < ai. vṛkṣa-; vgl. hi. rūkh|
325|L|16|ind|R|rup|m|Silber|silver|< pk. ruppa- < ai. rūpya- "schön; Silber"; vgl. hi. rūp|
325|L|17|ind|R|rušel||(Sinti, Sa) böse sein|to be angry|< ai. ruṣyati|no grammatical label
325|L|18|ind|R|rušto|adj|(Sinti) zornig, böse|angry|< ai. ruṣṭa-|
325|L|19|ind|R|ruv|m|Wolf|wolf|< ai. vṛka- bzw. *ruka-|
325|L|20|ind|Ř|řan|f|Ast, Stock|branch; stick|< pa. ai. daṇḍa-; vgl. hi. ḍã:ḍ|
325|L|21|ind|Ř|řandel|tr|kratzen|to scratch|ohne Etym.|etymology bracket printed at the head of col. 2
325|R|22|ind|Ř|řəl|xref|s. Iran. Etyma|||see-reference to the Iranian list
325|R|23|ind|Ř|řoj|f|Löffel|spoon|< pk. ḍōva; vgl. hi. ḍoī/ḍorā|
325|R|24|ind|Ř|řom|m|Zigeuner, (Ehe-)Mann|Gypsy; husband|< pk. ai. ḍomba-/ḍoma- "eine Sänger- und Musikerkaste"; vgl. hi. ḍom(b)/ḍomṛā|
325|R|25|ind|Ř|řomni|f|Zigeunerin, (Ehe-)Frau|Gypsy woman; wife|< ai. ḍombinī; vgl. hi. ḍomnī|
325|R|26|ind|S|sa|pron|alle, alles|all; everything|< pk. savva- < ai. sarva-; vgl. hi. sab|
325|R|27|ind|S|sako, sakon; hako (Sinti)|pron|jeder|each|< sa/ha + kon oder < skr. svako "jeder"; mögl. kontam.|
325|R|28|ind|S|salo m Schwager; sali|f|Schwägerin|sister-in-law|< ai. sālya- "Bruder der Frau"|
325|R|29|ind|S|sano|adj|dünn, fein|thin; fine|< pk. saṇha- < ai. ślakṣṇa- "weich, sanft"; vgl. marāṭhī sānā|
325|R|30|ind|S|sap|m|Schlange|snake|< pk. sappa- < ai. sarpa-; vgl. hi. sã:p|
325|R|31|ind|S|sapano|adj|naß|wet|zu sap über "glitschig" ?|
325|R|32|ind|S|sapni|f|Schlange|snake|< pa. sappinī < ai. sarpiṇī; vgl. hi. sã:pin|
325|R|33|ind|S|sar|adv|wie|how|< pk. sarao "gemäß" < ai. saratram "nach dem Wert von"; nach Sa eher verkürzt < pron. Formen mit ka-|
325|R|34|ind|S|sasto|adj|gesund, ganz|healthy; whole|< ai. svastha-; vgl. pašto sastī dass.|
325|R|35|ind|S|sastri|m|Eisen, Waffe|iron; weapon|< ai. śastram "Instrument zum Schneiden, Eisen"|
325|R|36|ind|S|sastro|m|Schwiegervater|father-in-law|< pk. sasura- < ai. śvaśura-; vgl. hi. sasur|
325|R|37|ind|S|sasuj|f|Schwiegermutter|mother-in-law|< pk. sassū < ai. śvaśrū; vgl. hi. sās(u)|
325|R|38|ind|S|savo|pron|welcher?|which?|Derivation von so ?|
325|R|39|ind|S|savořo|pron|alle, jeder|all; every|< pk. sāva + -ořo < ai. sarva-|
325|R|40|ind|S|serel pe(s)|refl|sich erinnern|to remember|ohne Etym.|
325|R|41|ind|S|sevi; sevli, suvli (Sa)|f|Korb|basket|< ai. śūrpa "Korb zum Getreideworfeln"|
325|R|42|ind|S|sićol|tr|lernen|to learn|s. sikavel; vgl. hi. sīkhnā|
325|R|43|ind|S|sigo|adv|schnell, eilig|fast; hurried|< pk. siggha- < ai. śīghra-; vgl. panjābī sīghar|the etymology bracket is printed at the head of p. 326 col. 1
326|L|01|ind|S|sikavel|tr|unterrichten, lehren|to teach|< pa. sikkhapeti kaus zu ai. śikṣate; vgl. hi. sīkhānā|the bracket printed above this entry belongs to sigo on p. 325
326|L|02|ind|S|sinto m, sinte|pl|(Roma-Gruppe in Mitteleuropa)|Roma group of central Europe|ohne Etym.|
326|L|03|ind|S|sivel|tr|nähen|to sew|< pk. sivvaï < ai. sīvyati; vgl. hi. sīnā|
326|L|04|ind|S|so|pron|was|what|verkürzt < pk. kassa/kāso < ai. kasya obl|
326|L|05|ind|S|sosten|f|Hose, Unterhose|trousers; underpants|kaum zu ai. svasthāna- "der eigene Platz" bzw. svasthagana- (Turner); vgl. hi. sūthan "Hose"|
326|L|06|ind|S|sovel¹|itr|schlafen|to sleep|< pa. supati < ai. svapati; vgl. hi. sonā|homonym 1
326|L|07|ind|S|sovel², sovlax|f|Schwur, Eid|oath|< pa. sapatha- < ai. śapatha- "Fluch"; vgl. hi. saũh (Turner); sovlax < sovel + xa- durch falsche Abtrennung|homonym 2
326|L|08|ind|S|sumnakaj, sovnakaj|m|Gold|gold|zu ai. suvarṇa- bzw. sauvarṇa- + Suffix; pa. suvanna-; vgl. hi. sona|
326|L|09|ind|S|sumnalo|adj|Gold-, heilig|golden; holy|zu sumna-kaj ?|
326|L|10|ind|S|sung|m/f|Geruch, Duft|smell; scent|< pk. suṁghaï < ai. śṛṁkhati/śiṅghati; vgl. hi. sũ:ghnā "riechen"|
326|L|11|ind|S|suno|m|Traum, Schlaf|dream; sleep|< pk. suvina- < pa. supina- < ai. *supna-|
326|L|12|ind|S|surevel||(So) flechten|to plait|ohne Etym.|no grammatical label
326|L|13|ind|S|suslo|adj|naß|wet|ohne Etym.|
326|L|14|ind|S|suto|ppp|schlafend|asleep|< ai. supta-|
326|L|15|ind|S|suv|f|Nadel|needle|< pk. sūī < ai. sūcī; vgl. hi. sūī|
326|L|16|ind|Š|šax|m|Kohl, Kraut|cabbage; greens|< ai. śāka- "Gemüse"; vgl. pk. sāga|
326|L|17|ind|Š|šaj|aux, impers|können|to be able|< pers. šāyad "es ist möglich"; mögl. auch < ai. śaknoti, pk. sakkaï "können"|
326|L|18|ind|Š|šasel, šašel||(Sa) erschrecken, vertreiben|to frighten; to drive away|zu ai. śaṁsati "rühmen, preisen", abhi-śaṁsati "beschuldigen" ?; erinnert an tk. şaşmak "verwirrt sein"|no grammatical label
326|R|19|ind|Š|šel|num|hundert|hundred|< ai. śata; vgl. hi. sau|
326|R|20|ind|Š|šelja|pl|Kleie|bran|< ai. śadaka- "ungeschältes Korn"|
326|R|21|ind|Š|šelo|m|Seil, Strick|rope; cord|< ai. śulba-/śulva-; aber pk. suvva; marāṭhī sub|
326|R|22|ind|Š|šerand|m|Kopfkissen|pillow|< ai. *śira-anta/śirṣānta- "Kopfende"; vgl. lahndā sirã:di "Kopfende des Betts"; oder spät < šero + and|
326|R|23|ind|Š|šero|m|Kopf|head|< ai. śiras-; pk. sira-; vgl. hi. sir|
326|R|24|ind|Š|šil|m|Kälte|cold|< ai. śīta-; vgl. hi. sīl "Feuchtigkeit"|
326|R|25|ind|Š|šing|m|Horn|horn|< ai. śṛṅga-; vgl. hi. sĩ:g|
326|R|26|ind|Š|šišlo (Sa); sislo|adj|kräftig, robust|strong; robust|ohne Etym.; vgl. Bug. čišlo dass.; nicht zu kišlo; zu slav. sila ?|
326|R|27|ind|Š|šol|f/m|Pfiff|whistle|< ai. svara- "Laut"?; vgl. auch pers. šūr "Lärm, Aufruhr" und arm. sul-em "pfeifen"|
326|R|28|ind|Š|šošoj|m|Hase|hare|< ai. śaśa-; vgl. hi. sasā (Turner)|
326|R|29|ind|Š|šov|num|sechs|six|< ai. ṣaṣ-/ṣaṭ|
326|R|30|ind|Š|štar|num|vier|four|< pk. cattāri < ai. catvāra-; vgl. hi. cār|
326|R|31|ind|Š|šudro|adj|kühl|cool|ohne Etym.|
326|R|32|ind|Š|šuk|f|Schönheit|beauty|< ai. śukra- "schön"; pa. sukka- ; vgl. hi. suk "hell, weiß" (Turner)|
326|R|33|ind|Š|šukar|adj|schön|beautiful|< ai. *śukra-vāra ? (aber ai. "Freitag")|
326|R|34|ind|Š|šuklo|adj|sauer|sour|Etym. s. šut|
326|R|35|ind|Š|šuko|adj|trocken|dry|< ai. śuṣka-; vgl. pk. sukka-; hi. sūkhā|
326|R|36|ind|Š|šulavel|tr|fegen|to sweep|< ai. śodhayati "reinigen"|
326|R|37|ind|Š|šut|m|Essig|vinegar|< ai. śukta- "sauer geworden"; vgl. khowar šut "sauer"|
326|R|38|ind|Š|šuvlo|adj|geschwollen|swollen|zu ai. śūyate "ist geschwollen"; vgl. pk. sūa-|
326|R|39|ind|Š|šužo|adj|rein, sauber|clean|zu ai. śucyati/śocyate "ist gereinigt"; vgl. pk. soccaï "reinigen"; kontam. mit užo ?|
327|L|01|ind|T|tačo|xref|s. čačo|||see-reference
327|L|02|ind|T|taxel||(Sa) malen|to paint|< ai. takṣati "schnitzen, behauen"|no grammatical label
327|L|03|ind|T|tajsa, tasja, tehara|adv|morgen|tomorrow|kaum zu divesara "am Morgen, bei Tage"; s. Griech. Etyma|
327|L|04|ind|T|tala¹|präp|unter|under|Etym. s. tele|homonym 1
327|L|05|ind|T|tala²||(Sa) dann|then|ohne Etym.|homonym 2; no grammatical label
327|L|06|ind|T|taloj|m|Gaumen|palate|< ai. pk. tālu dass., hi. tālū|
327|L|07|ind|T|tamlo|adj|(Sa) dunkel|dark|< ai. tamas- "Dunkel" bzw. *tamrala- "dunkel" zu tamra-; kaum < skr. tamno|
327|L|08|ind|T|tasavel|tr|würgen, ersticken|to throttle; to suffocate|vgl. hi. ṭhāsnā (Turner), thã:snā|
327|L|09|ind|T|tato|adj|warm|warm|< pk. tatta- < ai. tapta-; vgl. hi. tattā|
327|L|10|ind|T|te¹||daß (Konjunktivpartikel)|that (subjunctive particle)|< ai. tad "das"; arm. the unwahrscheinlich wegen Aspiration|homonym 1; no grammatical label
327|L|11|ind|T|te²|präp|(Paspati) zu, bei|to; at|mit lok -te identisch|homonym 2
327|L|12|ind|T|tehara|xref|s. tajsa|||see-reference
327|L|13|ind|T|tele|adv|unten, herunter|below; down|< ai. tala- "Grund, Boden", adv tale; vgl. hi. tale "unter(halb)"|
327|L|14|ind|T|ter: ter po ter|adv|allmählich|gradually|ohne Etym.|printed as a phrase entry
327|L|15|ind|T|terno|adj|jung|young|< pk. ai. taruṇa-|
327|L|16|ind|T|tikno, cikno|adj|klein|small|< pa. tikkha-/tikhiṇa- < ai. tīkṣṇa- "scharf, heiß, fein"?; vgl. hi. tīkhā "scharf"; cikno mit unregelm. Lautentwicklung|
327|L|17|ind|T|tiro, toro|pron|dein|your|vgl. apabhr. tuhara; hi. terā|
327|L|18|ind|T|tradel|tr|treiben|to drive|< ai. tardati (tṛṇatti) "aufspalten, freisetzen"; pk. taḍḍaï "ausbreiten"?|
327|L|19|ind|T|traš|f|Angst, Furcht|fear|< ai. trāsa- "Zittern"; vgl. u. trašal; ähnlich auch pers. tars "Furcht", tarsīdan "sich fürchten"|
327|L|20|ind|T|trašal|itr|sich fürchten|to be afraid|< ai. trasati "zittern, sich fürchten" (mit a nach ai. trāsa- ?); š von *tarṣati ?|
327|L|21|ind|T|trin|num|drei|three|< ai. neutr trīṇi; vgl. hi. tīn|
327|L|22|ind|T|truš|f|Durst|thirst|< ai. tṛṣā "Durst", tṛṣyati "dürsten"|
327|L|23|ind|T|trušul|m/f|Kreuz|cross|< ai. triśūla- "Dreizack"|
327|R|24|ind|T|tu|pron|du|you|< pk. tum < ai. tuvam/tvam; vgl. hi. tū|
327|R|25|ind|T|tumaro|pron|euer|your (plural)|vgl. apabhr. tumhāra|
327|R|26|ind|T|tumen|pron|ihr (2.pl.)|you (plural)|< pk. tumhe|
327|R|27|ind|T|tušni|f|Glas, Flasche|glass; bottle|ohne Etym.|
327|R|28|ind|TH|thabol|itr|brennen|to burn|< mi. *dambh-/*dabbh- "brennen" statt ai. dah-, dagdha-; vgl. panjābī dambhṇā|
327|R|29|ind|TH|thaj|konj|und|and|< ai. tathāpi "so, in der Weise" ?; vgl. pašto thā "dann"|
327|R|30|ind|TH|than¹|m|Raum, Platz|room; place|< pk. thāna- < ai. sthāna-; vgl. hi. thān|homonym 1
327|R|31|ind|TH|than²|m|(So) Tuch, Stoff|cloth; fabric|vgl. hi. thān "Stück Stoff"|homonym 2
327|R|32|ind|TH|thar|f|Backenzahn|molar|< pk. daṁṭha "Reißzahn" < ai. *daṁstra- oder pk. dāḍhā < ai. dāṭhā; vgl. hi. dāṛh|diacritics on the two Prakrit/OIA forms verified at higher magnification
327|R|33|ind|TH|tharel¹|tr/itr|brennen|to burn|< pk. daḍḍha- < ai. dagdha- "verbrannt"; vgl. hi. dāṛhnā itr "brennen"|homonym 1
327|R|34|ind|TH|tharel²|xref|s. atharel|||homonym 2; see-reference
327|R|35|ind|TH|thav¹|m|Faden|thread|< pk. dabbha- < ai. darbha- "Grasbüschel" (Turner); < ai. sthāman- "Standort" (mit der Bedeutung von gr. στημόνι "Aufzug"; vgl. Mikl); nach Sa < ai. *dhāgga-, hi. dhāgā "Faden"; < ai. dāman- "Band, Binde, Fessel" (Valt; ohne Aspiration!)|homonym 1
