Record_Type,Item,Gloss,Site_Code,Site_Name,Source_Dialect_Label,PDF_Page,Printed_Page,Column,Cell_Image,Manual_Transcription,Manual_Review,Uncertainty,OCR_Evidence,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,88,chicken,BAT,Bathad,Inner Seraji,72,65,2,cells/i088-BAT-pdf072.png,kʊkʰɽi,manual-source-image,,kukhri,installed,,kul,sil-kullu-1985-bathad,"blair2021kullu[Appendix C, printed p. 65, item 88, Bathad]",silkullu1985:bat:i088:v1
wordlist cell,89,egg,BAT,Bathad,Inner Seraji,72,65,2,cells/i089-BAT-pdf072.png,ʊɳɖʰaə,manual-source-image,,undhao.,installed,,kul,sil-kullu-1985-bathad,"blair2021kullu[Appendix C, printed p. 65, item 89, Bathad]",silkullu1985:bat:i089:v1
wordlist cell,90,cow,BAT,Bathad,Inner Seraji,72,65,2,cells/i090-BAT-pdf072.png,gʰiə,manual-source-image,,glia,installed,,kul,sil-kullu-1985-bathad,"blair2021kullu[Appendix C, printed p. 65, item 90, Bathad]",silkullu1985:bat:i090:v1
wordlist cell,91,buffalo,BAT,Bathad,Inner Seraji,72,65,2,cells/i091-BAT-pdf072.png,meʃi / bʰẽns,manual-source-image,,meji/bhEns.,installed,,kul,sil-kullu-1985-bathad,"blair2021kullu[Appendix C, printed p. 65, item 91, Bathad]",silkullu1985:bat:i091:v1|silkullu1985:bat:i091:v2
wordlist cell,92,milk,BAT,Bathad,Inner Seraji,72,65,2,cells/i092-BAT-pdf072.png,ɖʊtʰ,manual-source-image,,duth,installed,,kul,sil-kullu-1985-bathad,"blair2021kullu[Appendix C, printed p. 65, item 92, Bathad]",silkullu1985:bat:i092:v1
wordlist cell,93,leather,BAT,Bathad,Inner Seraji,72,65,2,cells/i093-BAT-pdf072.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-bathad,"blair2021kullu[Appendix C, printed p. 65, item 93, Bathad]",
wordlist cell,94,tail,BAT,Bathad,Inner Seraji,72,65,2,cells/i094-BAT-pdf072.png,lɪŋgɳa / pɪɳɖo,manual-source-image,,lingna/pinzo,installed,,kul,sil-kullu-1985-bathad,"blair2021kullu[Appendix C, printed p. 65, item 94, Bathad]",silkullu1985:bat:i094:v1|silkullu1985:bat:i094:v2
wordlist cell,95,horns,BAT,Bathad,Inner Seraji,72,65,2,cells/i095-BAT-pdf072.png,ʃiŋg,manual-source-image,,Jing,installed,,kul,sil-kullu-1985-bathad,"blair2021kullu[Appendix C, printed p. 65, item 95, Bathad]",silkullu1985:bat:i095:v1
wordlist cell,96,goat,BAT,Bathad,Inner Seraji,72,65,2,cells/i096-BAT-pdf072.png,bəkəɽo,manual-source-image,,bakaro.,installed,,kul,sil-kullu-1985-bathad,"blair2021kullu[Appendix C, printed p. 65, item 96, Bathad]",silkullu1985:bat:i096:v1
wordlist cell,81,betel nut,GAR,Garsah,Kullui,73,66,3,cells/i081-GAR-pdf073.png,səpaɽi,manual-source-image,,8i. spari,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 81, Garsah]",silkullu1985:gar:i081:v1
wordlist cell,82,tobacco,GAR,Garsah,Kullui,73,66,3,cells/i082-GAR-pdf073.png,t̪ombəko,manual-source-image,,82. tombrko,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 82, Garsah]",silkullu1985:gar:i082:v1
wordlist cell,83,tea,GAR,Garsah,Kullui,73,66,3,cells/i083-GAR-pdf073.png,tʃə,manual-source-image,,tf1,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 83, Garsah]",silkullu1985:gar:i083:v1
wordlist cell,84,oil,GAR,Garsah,Kullui,73,66,3,cells/i084-GAR-pdf073.png,t̪el,manual-source-image,,84. TEl,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 84, Garsah]",silkullu1985:gar:i084:v1
wordlist cell,85,salt,GAR,Garsah,Kullui,73,66,3,cells/i085-GAR-pdf073.png,loɳə,manual-source-image,,85. lôn,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 85, Garsah]",silkullu1985:gar:i085:v1
wordlist cell,86,meat,GAR,Garsah,Kullui,73,66,3,cells/i086-GAR-pdf073.png,ʃɪkʰə,manual-source-image,,8 Jıkhn,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 86, Garsah]",silkullu1985:gar:i086:v1
wordlist cell,87,fish,GAR,Garsah,Kullui,73,66,3,cells/i087-GAR-pdf073.png,motʃi,manual-source-image,,87. motshi,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 87, Garsah]",silkullu1985:gar:i087:v1
wordlist cell,88,chicken,GAR,Garsah,Kullui,73,66,3,cells/i088-GAR-pdf073.png,kʊkəɭi,manual-source-image,,83. kokali,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 88, Garsah]",silkullu1985:gar:i088:v1
wordlist cell,89,egg,GAR,Garsah,Kullui,73,66,3,cells/i089-GAR-pdf073.png,dʌɳːe,manual-source-image,,87. dan:E,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 89, Garsah]",silkullu1985:gar:i089:v1
wordlist cell,90,cow,GAR,Garsah,Kullui,73,66,3,cells/i090-GAR-pdf073.png,gaːi,manual-source-image,,70 •ga',installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 90, Garsah]",silkullu1985:gar:i090:v1
wordlist cell,91,buffalo,GAR,Garsah,Kullui,73,66,3,cells/i091-GAR-pdf073.png,meʃːi,manual-source-image,,41 mES:i.,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 91, Garsah]",silkullu1985:gar:i091:v1
wordlist cell,92,milk,GAR,Garsah,Kullui,73,66,3,cells/i092-GAR-pdf073.png,ɖəɖʰ,manual-source-image,,42. dodh,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 92, Garsah]",silkullu1985:gar:i092:v1
wordlist cell,93,leather,GAR,Garsah,Kullui,73,66,3,cells/i093-GAR-pdf073.png,kʰoɭəɽə,manual-source-image,,43. kholar^,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 93, Garsah]",silkullu1985:gar:i093:v1
wordlist cell,94,tail,GAR,Garsah,Kullui,73,66,3,cells/i094-GAR-pdf073.png,lʊŋgətʰə,manual-source-image,,lungtha,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 94, Garsah]",silkullu1985:gar:i094:v1
wordlist cell,95,horns,GAR,Garsah,Kullui,73,66,3,cells/i095-GAR-pdf073.png,ʃeŋg,manual-source-image,,15. Jeng,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 95, Garsah]",silkullu1985:gar:i095:v1
wordlist cell,96,goat,GAR,Garsah,Kullui,73,66,3,cells/i096-GAR-pdf073.png,bokəɽu,manual-source-image,,bokaru,installed,,kul,sil-kullu-1985-garsah,"blair2021kullu[Appendix C, printed p. 66, item 96, Garsah]",silkullu1985:gar:i096:v1
wordlist cell,81,betel nut,KUL,Kullu,Kullui,73,66,1,cells/i081-KUL-pdf073.png,səpaːɽi,manual-source-image,,":""Pari",installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 81, Kullu]",silkullu1985:kul:i081:v1
wordlist cell,82,tobacco,KUL,Kullu,Kullui,73,66,1,cells/i082-KUL-pdf073.png,t̪əmakʊ,manual-source-image,,t'maku,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 82, Kullu]",silkullu1985:kul:i082:v1
wordlist cell,83,tea,KUL,Kullu,Kullui,73,66,1,cells/i083-KUL-pdf073.png,tʃəːro potʃə,manual-source-image,,tsh ro potfi,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 83, Kullu]",silkullu1985:kul:i083:v1
wordlist cell,84,oil,KUL,Kullu,Kullui,73,66,1,cells/i084-KUL-pdf073.png,t̪eːl,manual-source-image,,te:1,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 84, Kullu]",silkullu1985:kul:i084:v1
wordlist cell,85,salt,KUL,Kullu,Kullui,73,66,1,cells/i085-KUL-pdf073.png,luːɳə,manual-source-image,,"lu:7""",installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 85, Kullu]",silkullu1985:kul:i085:v1
wordlist cell,86,meat,KUL,Kullu,Kullui,73,66,1,cells/i086-KUL-pdf073.png,məːs / ʃɪkʰə,manual-source-image,,m:s//Sukhn,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 86, Kullu]",silkullu1985:kul:i086:v1|silkullu1985:kul:i086:v2
wordlist cell,87,fish,KUL,Kullu,Kullui,73,66,1,cells/i087-KUL-pdf073.png,motʃi,manual-source-image,,mötfi,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 87, Kullu]",silkullu1985:kul:i087:v1
wordlist cell,88,chicken,KUL,Kullu,Kullui,73,66,1,cells/i088-KUL-pdf073.png,mʊrgi / kʊkəɭi,manual-source-image,,masgifhishali,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 88, Kullu]",silkullu1985:kul:i088:v1|silkullu1985:kul:i088:v2
wordlist cell,89,egg,KUL,Kullu,Kullui,73,66,1,cells/i089-KUL-pdf073.png,dʌɳɖaː,manual-source-image,,Finda:,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 89, Kullu]",silkullu1985:kul:i089:v1
wordlist cell,90,cow,KUL,Kullu,Kullui,73,66,1,cells/i090-KUL-pdf073.png,gaːi,manual-source-image,,ga:i,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 90, Kullu]",silkullu1985:kul:i090:v1
wordlist cell,91,buffalo,KUL,Kullu,Kullui,73,66,1,cells/i091-KUL-pdf073.png,mʰẽːʃ,manual-source-image,,mhẽ:,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 91, Kullu]",silkullu1985:kul:i091:v1
wordlist cell,92,milk,KUL,Kullu,Kullui,73,66,1,cells/i092-KUL-pdf073.png,ɖəɖʰ,manual-source-image,,dodh,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 92, Kullu]",silkullu1985:kul:i092:v1
wordlist cell,93,leather,KUL,Kullu,Kullui,73,66,1,cells/i093-KUL-pdf073.png,kʰoɭəɽə / tʃʌmbəɭə,manual-source-image,,kholra/tfawiln,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 93, Kullu]",silkullu1985:kul:i093:v1|silkullu1985:kul:i093:v2
wordlist cell,94,tail,KUL,Kullu,Kullui,73,66,1,cells/i094-KUL-pdf073.png,lʊŋgətʰə,manual-source-image,,luygtha,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 94, Kullu]",silkullu1985:kul:i094:v1
wordlist cell,95,horns,KUL,Kullu,Kullui,73,66,1,cells/i095-KUL-pdf073.png,ʃʰeːŋg,manual-source-image,,She:ng,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 95, Kullu]",silkullu1985:kul:i095:v1
wordlist cell,96,goat,KUL,Kullu,Kullui,73,66,1,cells/i096-KUL-pdf073.png,bokəɽə,manual-source-image,,bokara,installed,,kul,sil-kullu-1985-kullu,"blair2021kullu[Appendix C, printed p. 66, item 96, Kullu]",silkullu1985:kul:i096:v1
wordlist cell,81,betel nut,BHU,Bhutti,Kullui,73,66,2,cells/i081-BHU-pdf073.png,səpaɽi,manual-source-image,,sopasi,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 81, Bhutti]",silkullu1985:bhu:i081:v1
wordlist cell,82,tobacco,BHU,Bhutti,Kullui,73,66,2,cells/i082-BHU-pdf073.png,t̪əmaku,manual-source-image,,tomaku,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 82, Bhutti]",silkullu1985:bhu:i082:v1
wordlist cell,83,tea,BHU,Bhutti,Kullui,73,66,2,cells/i083-BHU-pdf073.png,tʃaː,manual-source-image,,tfa:,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 83, Bhutti]",silkullu1985:bhu:i083:v1
wordlist cell,84,oil,BHU,Bhutti,Kullui,73,66,2,cells/i084-BHU-pdf073.png,t̪eːl,manual-source-image,,137,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 84, Bhutti]",silkullu1985:bhu:i084:v1
wordlist cell,85,salt,BHU,Bhutti,Kullui,73,66,2,cells/i085-BHU-pdf073.png,luːɳ,manual-source-image,,lu:n,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 85, Bhutti]",silkullu1985:bhu:i085:v1
wordlist cell,86,meat,BHU,Bhutti,Kullui,73,66,2,cells/i086-BHU-pdf073.png,ʃɪkʰə,manual-source-image,,fikhn,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 86, Bhutti]",silkullu1985:bhu:i086:v1
wordlist cell,87,fish,BHU,Bhutti,Kullui,73,66,2,cells/i087-BHU-pdf073.png,mʌtʃi,manual-source-image,,matshi,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 87, Bhutti]",silkullu1985:bhu:i087:v1
wordlist cell,88,chicken,BHU,Bhutti,Kullui,73,66,2,cells/i088-BHU-pdf073.png,kʊkəɭi,manual-source-image,,"kak°t,i",installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 88, Bhutti]",silkullu1985:bhu:i088:v1
wordlist cell,89,egg,BHU,Bhutti,Kullui,73,66,2,cells/i089-BHU-pdf073.png,dʌɳə,manual-source-image,,drn?,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 89, Bhutti]",silkullu1985:bhu:i089:v1
wordlist cell,90,cow,BHU,Bhutti,Kullui,73,66,2,cells/i090-BHU-pdf073.png,gai,manual-source-image,,gai,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 90, Bhutti]",silkullu1985:bhu:i090:v1
wordlist cell,91,buffalo,BHU,Bhutti,Kullui,73,66,2,cells/i091-BHU-pdf073.png,mẽːʃi,manual-source-image,,mé.:,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 91, Bhutti]",silkullu1985:bhu:i091:v1
wordlist cell,92,milk,BHU,Bhutti,Kullui,73,66,2,cells/i092-BHU-pdf073.png,ɖəɖʰ,manual-source-image,,dadh,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 92, Bhutti]",silkullu1985:bhu:i092:v1
wordlist cell,93,leather,BHU,Bhutti,Kullui,73,66,2,cells/i093-BHU-pdf073.png,kʰaːɭ,manual-source-image,,kha:1,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 93, Bhutti]",silkullu1985:bhu:i093:v1
wordlist cell,94,tail,BHU,Bhutti,Kullui,73,66,2,cells/i094-BHU-pdf073.png,lʊɳɖək,manual-source-image,,lund'k,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 94, Bhutti]",silkullu1985:bhu:i094:v1
wordlist cell,95,horns,BHU,Bhutti,Kullui,73,66,2,cells/i095-BHU-pdf073.png,ʃʊŋg,manual-source-image,,sung',installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 95, Bhutti]",silkullu1985:bhu:i095:v1
wordlist cell,96,goat,BHU,Bhutti,Kullui,73,66,2,cells/i096-BHU-pdf073.png,bokɽi,manual-source-image,,boksi,installed,,kul,sil-kullu-1985-bhutti,"blair2021kullu[Appendix C, printed p. 66, item 96, Bhutti]",silkullu1985:bhu:i096:v1
wordlist cell,81,betel nut,MNK,Manikaran,Kullui,74,67,3,cells/i081-MNK-pdf074.png,sʊpaːɽi,manual-source-image,,sup:agi,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 81, Manikaran]",silkullu1985:mnk:i081:v1
wordlist cell,82,tobacco,MNK,Manikaran,Kullui,74,67,3,cells/i082-MNK-pdf074.png,t̪ʊmaku,manual-source-image,,tumaku,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 82, Manikaran]",silkullu1985:mnk:i082:v1
wordlist cell,83,tea,MNK,Manikaran,Kullui,74,67,3,cells/i083-MNK-pdf074.png,tʃaː,manual-source-image,,tfa:,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 83, Manikaran]",silkullu1985:mnk:i083:v1
wordlist cell,84,oil,MNK,Manikaran,Kullui,74,67,3,cells/i084-MNK-pdf074.png,t̪el,manual-source-image,,tel,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 84, Manikaran]",silkullu1985:mnk:i084:v1
wordlist cell,85,salt,MNK,Manikaran,Kullui,74,67,3,cells/i085-MNK-pdf074.png,lʊɳ,manual-source-image,,Lun,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 85, Manikaran]",silkullu1985:mnk:i085:v1
wordlist cell,86,meat,MNK,Manikaran,Kullui,74,67,3,cells/i086-MNK-pdf074.png,mas,manual-source-image,source-question-mark,mas (?),installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 86, Manikaran]",silkullu1985:mnk:i086:v1
wordlist cell,87,fish,MNK,Manikaran,Kullui,74,67,3,cells/i087-MNK-pdf074.png,matʃəɭi,manual-source-image,,matfali,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 87, Manikaran]",silkullu1985:mnk:i087:v1
wordlist cell,88,chicken,MNK,Manikaran,Kullui,74,67,3,cells/i088-MNK-pdf074.png,kʊkəɽi,manual-source-image,,kukari,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 88, Manikaran]",silkullu1985:mnk:i088:v1
wordlist cell,89,egg,MNK,Manikaran,Kullui,74,67,3,cells/i089-MNK-pdf074.png,ʌɳɖə,manual-source-image,,Anda,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 89, Manikaran]",silkullu1985:mnk:i089:v1
wordlist cell,90,cow,MNK,Manikaran,Kullui,74,67,3,cells/i090-MNK-pdf074.png,gaː,manual-source-image,,дa:,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 90, Manikaran]",silkullu1985:mnk:i090:v1
wordlist cell,91,buffalo,MNK,Manikaran,Kullui,74,67,3,cells/i091-MNK-pdf074.png,mẽʃ,manual-source-image,,mě),installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 91, Manikaran]",silkullu1985:mnk:i091:v1
wordlist cell,92,milk,MNK,Manikaran,Kullui,74,67,3,cells/i092-MNK-pdf074.png,ɖʊɖə,manual-source-image,,,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 92, Manikaran]",silkullu1985:mnk:i092:v1
wordlist cell,93,leather,MNK,Manikaran,Kullui,74,67,3,cells/i093-MNK-pdf074.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 93, Manikaran]",
wordlist cell,94,tail,MNK,Manikaran,Kullui,74,67,3,cells/i094-MNK-pdf074.png,pʊɳɖə,manual-source-image,,pinzà,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 94, Manikaran]",silkullu1985:mnk:i094:v1
wordlist cell,95,horns,MNK,Manikaran,Kullui,74,67,3,cells/i095-MNK-pdf074.png,ʃɪŋgə,manual-source-image,,Jinga,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 95, Manikaran]",silkullu1985:mnk:i095:v1
wordlist cell,96,goat,MNK,Manikaran,Kullui,74,67,3,cells/i096-MNK-pdf074.png,kəlaɽə,manual-source-image,,kalara,installed,,kul,sil-kullu-1985-manikaran,"blair2021kullu[Appendix C, printed p. 67, item 96, Manikaran]",silkullu1985:mnk:i096:v1
wordlist cell,81,betel nut,ANI,Ani,Outer Seraji,74,67,1,cells/i081-ANI-pdf074.png,sʊpaɽi,manual-source-image,,supari,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 81, Ani]",silkullu1985:ani:i081:v1
wordlist cell,82,tobacco,ANI,Ani,Outer Seraji,74,67,1,cells/i082-ANI-pdf074.png,t̪obəku,manual-source-image,,tablaku,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 82, Ani]",silkullu1985:ani:i082:v1
wordlist cell,83,tea,ANI,Ani,Outer Seraji,74,67,1,cells/i083-ANI-pdf074.png,tʃə,manual-source-image,,tla,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 83, Ani]",silkullu1985:ani:i083:v1
wordlist cell,84,oil,ANI,Ani,Outer Seraji,74,67,1,cells/i084-ANI-pdf074.png,t̪el,manual-source-image,,137,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 84, Ani]",silkullu1985:ani:i084:v1
wordlist cell,85,salt,ANI,Ani,Outer Seraji,74,67,1,cells/i085-ANI-pdf074.png,lũːɳ,manual-source-image,,Lu:n,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 85, Ani]",silkullu1985:ani:i085:v1
wordlist cell,86,meat,ANI,Ani,Outer Seraji,74,67,1,cells/i086-ANI-pdf074.png,ʃɪkə,manual-source-image,,ex!.,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 86, Ani]",silkullu1985:ani:i086:v1
wordlist cell,87,fish,ANI,Ani,Outer Seraji,74,67,1,cells/i087-ANI-pdf074.png,matʃi,manual-source-image,,:f7em,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 87, Ani]",silkullu1985:ani:i087:v1
wordlist cell,88,chicken,ANI,Ani,Outer Seraji,74,67,1,cells/i088-ANI-pdf074.png,mʊrge,manual-source-image,,murge,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 88, Ani]",silkullu1985:ani:i088:v1
wordlist cell,89,egg,ANI,Ani,Outer Seraji,74,67,1,cells/i089-ANI-pdf074.png,əɳɖai,manual-source-image,,andai,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 89, Ani]",silkullu1985:ani:i089:v1
wordlist cell,90,cow,ANI,Ani,Outer Seraji,74,67,1,cells/i090-ANI-pdf074.png,gaʊ,manual-source-image,,дau,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 90, Ani]",silkullu1985:ani:i090:v1
wordlist cell,91,buffalo,ANI,Ani,Outer Seraji,74,67,1,cells/i091-ANI-pdf074.png,meʃi,manual-source-image,,mєfi,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 91, Ani]",silkullu1985:ani:i091:v1
wordlist cell,92,milk,ANI,Ani,Outer Seraji,74,67,1,cells/i092-ANI-pdf074.png,ɖəɖʰ,manual-source-image,,dadh,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 92, Ani]",silkullu1985:ani:i092:v1
wordlist cell,93,leather,ANI,Ani,Outer Seraji,74,67,1,cells/i093-ANI-pdf074.png,,manual-source-image,blank,,missing,source cell visually confirmed blank,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 93, Ani]",
wordlist cell,94,tail,ANI,Ani,Outer Seraji,74,67,1,cells/i094-ANI-pdf074.png,lʊŋgʊno,manual-source-image,,lugguno,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 94, Ani]",silkullu1985:ani:i094:v1
wordlist cell,95,horns,ANI,Ani,Outer Seraji,74,67,1,cells/i095-ANI-pdf074.png,ʃiŋgʰ,manual-source-image,,fingh,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 95, Ani]",silkullu1985:ani:i095:v1
wordlist cell,96,goat,ANI,Ani,Outer Seraji,74,67,1,cells/i096-ANI-pdf074.png,bəkəɽo,manual-source-image,,bakaro,installed,,kul,sil-kullu-1985-ani,"blair2021kullu[Appendix C, printed p. 67, item 96, Ani]",silkullu1985:ani:i096:v1
wordlist cell,97,dog,CHU,Churla,Kullui,76,69,1,cells/i097-CHU-pdf076.png,ˈkoːt̪ə,manual-source-image,,kóta,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 69, item 97, Churla]",silkullu1985:chu:i097:v1
wordlist cell,98,mosquito,CHU,Churla,Kullui,76,69,1,cells/i098-CHU-pdf076.png,moˈtʃ(h)u,manual-source-image,,mo'tf(n)u,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 69, item 98, Churla]",silkullu1985:chu:i098:v1
wordlist cell,99,ant,CHU,Churla,Kullui,76,69,1,cells/i099-CHU-pdf076.png,ˈkomoɽi,manual-source-image,,komóri,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 69, item 99, Churla]",silkullu1985:chu:i099:v1
wordlist cell,100,spider,CHU,Churla,Kullui,76,69,1,cells/i100-CHU-pdf076.png,gla(h)u,manual-source-image,,gla(h)u,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 69, item 100, Churla]",silkullu1985:chu:i100:v1
wordlist cell,101,person,CHU,Churla,Kullui,76,69,1,cells/i101-CHU-pdf076.png,ˈmʌɳu,manual-source-image,,monu,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 69, item 101, Churla]",silkullu1985:chu:i101:v1
wordlist cell,102,man,CHU,Churla,Kullui,76,69,1,cells/i102-CHU-pdf076.png,ˈməɽɖə,manual-source-image,,'masdò,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 69, item 102, Churla]",silkullu1985:chu:i102:v1
wordlist cell,103,woman,CHU,Churla,Kullui,76,69,1,cells/i103-CHU-pdf076.png,beˈt̪əɭi,manual-source-image,,!1e739,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 69, item 103, Churla]",silkullu1985:chu:i103:v1
wordlist cell,104,child,CHU,Churla,Kullui,76,69,1,cells/i104-CHU-pdf076.png,ˈʃoːrʊ,manual-source-image,,So: s$,installed,,kul,sil-kullu-1985-churla,"blair2021kullu[Appendix C, printed p. 69, item 104, Churla]",silkullu1985:chu:i104:v1
