Snapshot_Date,Entry_Key,GUID,Letter,Page,Entry_Kind,Headword,Homograph,IPA,Part_Of_Speech,Sense_Count,Sense_Number,Gloss_English,Gloss_Hindi,Definition_Kind,Usage_Note,Semantic_Domains,Example,Example_Translation,Complex_Form_Type,Complex_Form_Parts,Variant_Of_Type,Variant_Of_Target,Variant_Of_Key,Variant_Backref_Type,Variant_Backref_Target,Cross_Reference_Type,Cross_Reference_Target,Status,Reason,Record_SHA256
2026-08-26,woods2019halbi:g596161d0-72b5-467a-8013-38df3e78f5c4,g596161d0-72b5-467a-8013-38df3e78f5c4,प,11,entry,पीला,,pila,n,2,1,child,बालक; बच्चा,definition,,2.6.4.2 Child,,,,,,,,,,cf; cf; cf; cf; cf; cf,पीला मन; बालक पन; पीला झीला; पीला झीला; सँदूक; अदी,installed,,d7ba4159adac3fd6ff118cec1d19a1320e24b6249f34bfb53f621ce3b8e281c1
2026-08-26,woods2019halbi:g596161d0-72b5-467a-8013-38df3e78f5c4,g596161d0-72b5-467a-8013-38df3e78f5c4,प,11,entry,पीला,,pila,n,2,2,small,,definition,,,,,,,,,,,,cf; cf; cf; cf; cf; cf,पीला मन; बालक पन; पीला झीला; पीला झीला; सँदूक; अदी,installed,,8910a36a292dc32f6b394c040571ad22ecc42a2603c82442eaa3f556e06981e2
2026-08-26,woods2019halbi:g5967aeb5-0ca7-4446-bd1c-17a57528ab80,g5967aeb5-0ca7-4446-bd1c-17a57528ab80,ज,9,minorentrycomplex,जूड़ दाबक,,dʒuɽ dabək,cn,1,,cold in nose or head,जुकाम; सरदी,definition,,2.5.1 Sick; 2.5.2 Disease,,,comp. of,जूड़,,,,,,,,installed,,c433df37846a2a574972f6c0e853301ef227247cf26399ac2f3efa916ee64cf9
2026-08-26,woods2019halbi:g5967c0fc-cda8-422d-9b40-334fa1f045a0,g5967c0fc-cda8-422d-9b40-334fa1f045a0,ब,11,entry,बीगराऊक,,biɡrauk,v,2,1,bees to come out of hive; hair to come out of bun of its own accord,,definition,is also a manifestation of an evil spirit when a woman is giving birth,7.2 Move,,,,,,,,,,,,installed,,f1d6125133ec1ccca704ba302ac00be614da928b21050a02fd2a0f2db74c0598
2026-08-26,woods2019halbi:g5967c0fc-cda8-422d-9b40-334fa1f045a0,g5967c0fc-cda8-422d-9b40-334fa1f045a0,ब,11,entry,बीगराऊक,,biɡrauk,v,2,2,to be all over the place,,definition,,,केस के बीगरान देऊ रोली मने।,"Her hair had gone all over the place, so I'm told.",,,,,,,,,,installed,,9d2f11247f41965f56fac46f97781d5a6a466cb12abf1b099593387398fbd6f6
2026-08-26,woods2019halbi:g5968605c-9d22-4718-8f51-319335fd3c35,g5968605c-9d22-4718-8f51-319335fd3c35,प,20,minorentrycomplex,पोरले रापूक,,porle rapuk,comVb,1,,to plant something well,,definition,,1.5 Plant,,,ph. v. of,पोरले + रापूक,,,,,,,,installed,,ace368e347d0ca117ce813e26cc593cbbf1277f02f85c01e1f939204c3336528
2026-08-26,woods2019halbi:g596a1848-f9c4-4b6a-b964-12e3a18bd5fc,g596a1848-f9c4-4b6a-b964-12e3a18bd5fc,क,6,entry,करेट,,kəreʈ,n,1,,concrete,सीमेंट,definition,,"8.3.6.2 Hard, firm",हून के करेट बीती थाने सूकाऊआत।,They will dry out the concrete there (with a heater).,,,,,,,,,,installed,,a59f033d07ceb05874ec042f5f0b94512107b3538ce7e4b2cc82dc5fea5b0359
2026-08-26,woods2019halbi:g597450da-b215-4ea6-ab3a-35c831dbaa4b,g597450da-b215-4ea6-ab3a-35c831dbaa4b,द,5,minorentrycomplex,दीआ दीई,,dia dii,cn,1,,reciprocal giving; give way,,definition,,"6.8.3.1 Give, donate",,,redup. of,देऊक,,,,,,,,installed,,c4ae8e6efd091ec444e0c8a6ae413cb276d5bea8cf4355a16550d47c85fac953
2026-08-26,woods2019halbi:g597597cf-4707-44f4-85b4-79e0b6f9d397,g597597cf-4707-44f4-85b4-79e0b6f9d397,क,11,subentry,माटी काटी,,maʈi kaʈi,cn,1,,the earth,,gloss,,1.2 World; 1.2.1 Land,,,,,,,,,,cf,माटी देऊक,installed,,ea39dd2fc9b429ec6d449a753597567fcfe06505eb44d454922140faee278455
2026-08-26,woods2019halbi:g59781996-25a4-42d3-9d17-8beae7745e7c,g59781996-25a4-42d3-9d17-8beae7745e7c,द,1,subentry,दका,,dəka,n,2,1,showing,प्रदर्शन,gloss,,,,,,,,,,,,,,installed,,d2d3e397d1552bc9398409ef2ee52a1c4530cf71986a4f0b4ce6cbb67986ce77
2026-08-26,woods2019halbi:g59781996-25a4-42d3-9d17-8beae7745e7c,g59781996-25a4-42d3-9d17-8beae7745e7c,द,1,subentry,दका,,dəka,n,2,2,looking,देख,gloss,,,,,,,,,,,,,,installed,,e0c103ccabe515b916b8777302032da017aac81fb5535907593ac4373d74b651
2026-08-26,woods2019halbi:g5989df96-e690-492c-8a94-edf2d1076c46,g5989df96-e690-492c-8a94-edf2d1076c46,क,3,entry,कनतर,,kəntər,n,1,,interest on money lent,ब्याज,definition,,6.8.6 Money,,,,,,,,,,,,installed,,15679eaba5b0e86f2bd16934508ccd9032eb88786771d570e24cd83a5e37f4c4
2026-08-26,woods2019halbi:g599eaa53-e118-466d-abc2-4bd95d606cef,g599eaa53-e118-466d-abc2-4bd95d606cef,क,1,minorentrycomplex,कचरी घर,,kətʃri ɡʰər,cn,3,1,courthouse,,definition,,4.7.4 Court of law; 6.5.1 Building,,,comp. of,घर + कचरी,,,,,,,,installed,,74714dfaeab12ba8d923ee7f5e2703958b3648e67cfa46b99ea32fd6419d4189
2026-08-26,woods2019halbi:g599eaa53-e118-466d-abc2-4bd95d606cef,g599eaa53-e118-466d-abc2-4bd95d606cef,क,1,minorentrycomplex,कचरी घर,,kətʃri ɡʰər,cn,3,2,office building,,definition,,6.5.1.2 Types of houses; 6.5.1 Building,,,comp. of,घर + कचरी,,,,,,,,installed,,666d024c3b6af509ca302252f78221b536d28ce0ab1f848b3aa4026d340ac4b7
2026-08-26,woods2019halbi:g599eaa53-e118-466d-abc2-4bd95d606cef,g599eaa53-e118-466d-abc2-4bd95d606cef,क,1,minorentrycomplex,कचरी घर,,kətʃri ɡʰər,cn,3,3,house of an important man,,definition,,6.5.1.1 House; 4.5.6.1 High status; 6.5.1 Building,,,comp. of,घर + कचरी,,,,,,,,installed,,91f9df5384a4107b39982b2ff5369822f4aff6cc29c183560346949765443d0d
2026-08-26,woods2019halbi:g59ac5800-2b34-41c3-9ce4-5db7c2bc6bcf,g59ac5800-2b34-41c3-9ce4-5db7c2bc6bcf,ब,6,minorentrycomplex,बाँदी होऊक,,bãdi houk,comVb,1,,to be fastened; to be tied,,definition,,,हून बेलेट के ऊड़तो बेरा बाँदी होतोर आए।,One is to be fastening those belts when taking off.,ph. v. of,बाँदूक + होऊक + ई,,,,,,,,installed,,3bfe7b30eb35adddeb26a33de45daea0661b7ab48e0d7e586ae9f10b76ff2f61
2026-08-26,woods2019halbi:g59b821a1-17ef-4fe0-ba65-7ea46210c9e4,g59b821a1-17ef-4fe0-ba65-7ea46210c9e4,प,15,entry,पोंजेआर,,põdʒear,n,1,,diviner (masc); palmreader (masc),भविष्य बतानेवाला; हस्त रेखाविद्; हस्तरेखा विद्वान,definition,"reads rice grains to find reasons for problems, recover lost items, locat find water sources",4.9.5 Practice religion,"लोग मन चो घर मोनातो काजे, माला जातो काजे, बीआ करतो काजे, हून पोंजेआर बीता पाँजी दकून देऊआए।","For people's house building, going for betrothal, for performing wedding, they will have the diviner look in his sacred book.",,,,,,,,cf,गूनेआ,installed,,0c3453a7785498569a2892b8a411fcf8cbd48a50432ac849a3628b7780e3c602
2026-08-26,woods2019halbi:g59bf3270-6e7e-4723-adb5-908874d2e2c0,g59bf3270-6e7e-4723-adb5-908874d2e2c0,भ,7,entry,भूसकी,,bʰuski,adj,1,,"large, fem",बड़ा; विशाल,definition,,8.2 Big,भूसकी बाई।,the large lady.,,,,,,,,cf,बोदहेआ,installed,,76f9b06adab778a9d2b2224d008ab96d60ab4a4d3034c92755c3c6a66560ce8e
2026-08-26,woods2019halbi:g59cac5ba-2ffc-4a4e-b6dc-743dd4126572,g59cac5ba-2ffc-4a4e-b6dc-743dd4126572,आ,6,entry,आर,,ar,cnvsuf,1,,nominaliser marker,,definition,,,,,,,,,,,,,,installed,,5aab7dbaac0f3fdd786a637ae6b50f98f734223817daca31b286f2347b4b0ea5
2026-08-26,woods2019halbi:g59d26d81-065f-44ea-8820-842696321d6c,g59d26d81-065f-44ea-8820-842696321d6c,ब,2,minorentrycomplex,बोनूआ राजा,,bonua radʒa,cn,1,,forest-dweller king,,definition,,4.6.4 Rule,,,comp. of,बन + राजा,,,,dial. var.,बनूआ राजा,,,installed,,964aa0ea23c35b9bbb065b38e65c5792a2cbd37fa67776658da6d7887988f237
2026-08-26,woods2019halbi:g59d30e74-106c-4ed8-a732-5e18b2fd0f88,g59d30e74-106c-4ed8-a732-5e18b2fd0f88,म,13,entry,मूरदा,,murda,n,1,,corpse,लाश; लोथ; शव,definition,,2.1 Body; 2.6.6.2 Corpse,,,,,,,,,,cf,मोड़ी,installed,,61dc85f0d31ddcad4385e56795e4243fbac21f2f212c98852b5405c383efca16
2026-08-26,woods2019halbi:g59d9e962-2d20-4e46-9334-fb1f76610b64,g59d9e962-2d20-4e46-9334-fb1f76610b64,र,4,entry,राजी,,radʒi,n,1,,agreement to a suggestion,सहमति,definition,,3.2.5.4 Agree with someone,नेपाल जातो काजे लेका मन राजी आसोत।,The boys are in agreement about going to Nepal.,,,,,,,,,,installed,,e1ea8885c112bfcdcb8be8cbcff93cad92b788dfb000757a1541ec54d8be0cb5
2026-08-26,woods2019halbi:g59dba082-bced-4923-a109-bd2d39c920b0,g59dba082-bced-4923-a109-bd2d39c920b0,म,13,entry,मूरेआऊक,,mureauk,v,1,,to begin,आरंभ करना; शुरू करना,definition,,8.4.6.1 Start something,आएआ बीती के दकून भाती गागूक मूरेआएसे।,After seeing (her) mother she is beginning to cry.,,,,,,,,,,installed,,1435cffc1122d06e5de5b07748fbdd5a43843a302b793aabebc9b5f934bb829d
2026-08-26,woods2019halbi:g59e14e3d-b115-472a-974c-ddb3f1f1f273,g59e14e3d-b115-472a-974c-ddb3f1f1f273,म,15,subentry,मके,,məke,ppron,1,,to me,मुझे; मेरे लिए,gloss,,9.2.3 Pronouns; 7.3.4.7 Extend,,,,,,,,,,,,installed,,90c6e3b87422b53c4c0471b63db8e0db1915a2a35e3236362b4386b5c5b451ca
2026-08-26,woods2019halbi:g59e4da17-2dfd-4d65-8472-ad4ae4005c9c,g59e4da17-2dfd-4d65-8472-ad4ae4005c9c,स,13,minorentrycomplex,सींद गोका,,sĩd ɡoka,cn,1,,"root of date palm, shrub, Phoenix sylvestris",,definition,used in the birth purifcation ceremony,1.5.1 Tree; 1.5.5 Parts of a plant,,,comp. of,सींद,,,,,,,,installed,,5cea27f69ce7239af93e9a03f105c2899cb8aab03cb19d2206aab5d6d4c281cc
2026-08-26,woods2019halbi:g59e512a1-95f9-4a4d-a790-4e52d99b6d6f,g59e512a1-95f9-4a4d-a790-4e52d99b6d6f,स,17,entry,सूकला गूड़ा,,sukla ɡuɽa,pn,1,,Sukla Gura village,,definition,,,,,,,,,,,,,,installed,,a61132befb2de320df96bff5961e1d67ee6e88d438c7d7c748d8619e8daac928
2026-08-26,woods2019halbi:g59e564df-5784-4ba5-aa83-7b7392ea0a5d,g59e564df-5784-4ba5-aa83-7b7392ea0a5d,त,7,minorentrycomplex,तेतर फोर,,tetər pʰor,cn,1,,tamarind seed pod,,definition,,5.2.3.1.2 Food from fruit; 1.5.5 Parts of a plant,,,comp. of,फोर + तेतर,,,,,,,,installed,,b809155119bfc28074f257bc8fdb8d27d9fe28133285e0278de4c14e1ecde22e
2026-08-26,woods2019halbi:g59eb690a-296d-4b5e-82df-1620a32ff333,g59eb690a-296d-4b5e-82df-1620a32ff333,ब,19,entry,बेसईन,,besuin,n,1,,caste name (fem),,definition,,4.1.4.1 Social class,,,,,,,,,,cf,बेसूआ,installed,,e5d28b0e148c2986cf765bc86989bb3ebe165693c036a81813991feab8d011d8
2026-08-26,woods2019halbi:g59ee83f8-6fe0-4677-8c45-eb8751f709f9,g59ee83f8-6fe0-4677-8c45-eb8751f709f9,ल,13,entry,लोहँडी गूड़ा,,lohə̃ɖi ɡuɽa,pn,1,,Lohandi Gura,,definition,,,,,,,,,,,,,,installed,,d5ad8d2c2a3558f4593a20cdf9190e2257bff0985c7e9cbd1e91a41e1145cdf3
2026-08-26,woods2019halbi:g59f59f52-40f3-452a-a2df-27f25867df75,g59f59f52-40f3-452a-a2df-27f25867df75,ऊ,4,entry,ऊन,,un,,2,1,"conjunctive, completive",,definition,,,हूता ले माटी देऊन एऊआत।,Having buried him they will come from there.,,,,,,dial. var.; dial. var.; dial. var.,ई; न; ईते,,,installed,,4f298ae917fb8e485d345b288c7d1d8b89abdaf6c30ff6d745cd921c4965f666
2026-08-26,woods2019halbi:g59f59f52-40f3-452a-a2df-27f25867df75,g59f59f52-40f3-452a-a2df-27f25867df75,ऊ,4,entry,ऊन,,un,,2,2,self,,definition,,,,,,,,,,dial. var.; dial. var.; dial. var.,ई; न; ईते,,,installed,,a5f4b0d8aa9a71d181585a1bb50df21788fb2ee328ab2e530148c49811f8d20d
2026-08-26,woods2019halbi:g59fa846e-7b8d-4b17-8166-82062a90a070,g59fa846e-7b8d-4b17-8166-82062a90a070,ख,2,entry,खपाऊक,,kʰəpauk,v,1,,to cause to tarry; to make take a long time doing something,विलम्‍ब करना,definition,as the walls when plastering them,"9.6.2.5 Cause; 7.2.7.2 Stay, remain",पूसतक बोनातो काजे खूब कागत खापाएसे।,For making the book the pages are causing it to take a long time.,,,,,,,,cf,गमाऊक,installed,,6def1fa883489cefb34363adb4a0ad8048e4f213f66a2288a4c5e21e130b7c34
2026-08-26,woods2019halbi:g5a03726f-dadd-4de3-9f18-7c80fc37342d,g5a03726f-dadd-4de3-9f18-7c80fc37342d,आ,1,minorentrycomplex,आईग छेकूक,,aiɡ tʃʰekuk,comVb,1,,to warm by fire,गरम करना,definition,warm self or someone else,8.3.4 Hot; 5.5 Fire,,,ph. v. of,आईग + छेकूक,,,,,,,,installed,,39b40f9fce8c47d4cf772798719e75b57d3d4d1000deb0e18a666e5a805a9be3
2026-08-26,woods2019halbi:g5a042dfb-899c-41ff-90a1-ca766811c0a9,g5a042dfb-899c-41ff-90a1-ca766811c0a9,अ,4,minorentryvariant,अमीरीका,,əmirika,,0,,,,,,,,,,,dial. var. of,अमरीका,woods2019halbi:gb92ff82d-0d24-42e2-8e2a-897f2339f90a,,,,,installed,,ee514f8e2dd4aa8d75342f2caf7de5a3924b8a5130ef2dece79a9fffdaa49c3c
2026-08-26,woods2019halbi:g5a066c20-1674-4901-a20d-c2927d302316,g5a066c20-1674-4901-a20d-c2927d302316,त,4,entry,तीतीक,,titik,adv,1,,quickly,जल्दी,definition,,8.4.6.4.4 Immediately; 8.4.8.3 Sudden; 8.4.8 Speed,,,,,,,,,,,,installed,,e40447623a7dd44a23b016ca68d6c989a53edcf31d95dff290226913adb5299e
2026-08-26,woods2019halbi:g5a083c92-1ad8-418a-a56b-7b8b93916253,g5a083c92-1ad8-418a-a56b-7b8b93916253,स,15,entry,सीरहीन,,sirhin,n,1,,female shaman,,definition,,4.9.7 Religious organization; 2.6.5.2 Woman,,,,,,,,,,,,installed,,b72c5ee66329993ae402a427419a335b8c8c8cb9ff68a63897e161f836d546b6
2026-08-26,woods2019halbi:g5a0a7e0f-58e2-4538-88b1-764ba0b783f6,g5a0a7e0f-58e2-4538-88b1-764ba0b783f6,ध,4,minorentrycomplex,हात धोऊक,,hat dʰouk,comVb,1,,to wash hands; to wash after eating,हाथ धोना,definition,,2.1.3.1 Arm; 5.6.2 Bathe,,,ph. v. of,धोऊक + हात,,,,,,,,installed,,287fe5b6825e7ac754dda342a233c739ef6d9f262dcb85ec733dd3c957a3e84d
2026-08-26,woods2019halbi:g5a402eb9-05c7-4e2c-9c61-8236c67dcf6b,g5a402eb9-05c7-4e2c-9c61-8236c67dcf6b,थ,2,entry,थारी,,tʰari,n,1,,plate,थाली,definition,,6.7.7 Container,आरू थारी ने भात ने पानी फूल धरला।,And they took flowers and water on a plate with cooked rice.,,,,,,,,cf,बोटका,installed,,206450341b8385065654927680f5c13cfe2f1d7dd9227b74a037bec9bbc828b8
2026-08-26,woods2019halbi:g5a4295a1-7a93-42c5-947a-ce3bbca33507,g5a4295a1-7a93-42c5-947a-ce3bbca33507,प,6,entry,पाटे,,paʈe,adv,1,,last; behind; at back of,पीछे,definition,,8.5.1.1.1 Behind,,,,,,,,,,,,installed,,b16d8984f6ef85e45432e33be5c3c9e79db1289baf7181dc8f995d8e1474e56e
2026-08-26,woods2019halbi:g5a44088a-3be9-48ec-9714-3e0cc9baa56a,g5a44088a-3be9-48ec-9714-3e0cc9baa56a,म,3,entry,माएँ लोटेआ बाप लोटी मन,,maẽ loʈea bap loʈi mən,idiom,1,,exclamation of anger; one who has sex with his mother and father,,definition,lit: male person who has sexual intercourse with his mother and father,3.4.2.3 Angry,,,,,,,,,,,,installed,,d8e5cee8fe355e067156c85bba7365f6bdb4c28422b15b8a2457655e3668c848
2026-08-26,woods2019halbi:g5a4629d9-63d1-4b9f-9cf2-fb725be40d43,g5a4629d9-63d1-4b9f-9cf2-fb725be40d43,ब,17,minorentrycomplex,सूसरा बेटा,,susra beʈa,cn,1,,kin term; dyadic relationship; relationship between woman and husband's elder brother's son,,definition,,4.1.9.2 Related by marriage,पाकलू मामा चो बटा के बाकाओँडीन बूबू लूला के सूसरा बेटा बोलूआए। हून के लोग मन सूसरा बटा बोलूआत।,"Aunt Bakaond calls uncle Paklu's son, Lula, - (that is, HuEBrSo). People call that relation -.",comp. of,सूसरा + बेटा,,,,,,cf,सूसरा,installed,,220aa034d7a13fed91a2c630dbac88bf078d3300bf85ae35cc6bcb831dfb3fd2
2026-08-26,woods2019halbi:g5a468daa-f240-4f2f-846e-810a052aa827,g5a468daa-f240-4f2f-846e-810a052aa827,स,23,entry,सोसी,,sosi,n,1,,reed for,,definition,double and somewhat like an oboe's reed,4.2.3.5 Musical instrument,,,,,,,,,,,,installed,,a2ed6014528be28c7d949de7ffd07032adbd3d9b2c0120a7e360ebb54095cfab
2026-08-26,woods2019halbi:g5a5bc5b4-5125-4d5a-b979-e02f86553530,g5a5bc5b4-5125-4d5a-b979-e02f86553530,स,18,entry,सूप,,sup,n,1,,winnowing basket,सूप,definition,,6.6.4.2 Weaving baskets and mats; 6.2.6.1 Winnow grain; 6.7.7 Container,,,,,,,,,,cf,सूपली,installed,,576d8912b52f41daffd5819ed9d677cc5627edd4519c418795792ca85590860d
2026-08-26,woods2019halbi:g5a61af93-e563-46ea-b7c0-655f06a2b4de,g5a61af93-e563-46ea-b7c0-655f06a2b4de,क,9,entry,काए,,kae,rpron,9,1,what,क्‍या,definition,,9.2.3 Pronouns; 9.2.3.4 Question words; 9.2.3 Pronouns; 9.2.3.4 Question words; 9.2.3.3 Relative pronouns; 9.2.3.4 Question words,काए आनलास?,What did you bring?,,,,,,Hin. borr.; Hin. borr.; Hin. borr.,कया; काए के लीए; क्यों,cf,काएनू,installed,,ef41e78a7ad75dccc6a4405fd86ced85455bfb054c556cc390508e97d4c03ca2
2026-08-26,woods2019halbi:g5a61af93-e563-46ea-b7c0-655f06a2b4de,g5a61af93-e563-46ea-b7c0-655f06a2b4de,क,9,entry,काए,,kae,rpron,9,2,echo question marker,,definition,,,पीला मन एऊआत काए।,"The children will come, don't you know.",,,,,,Hin. borr.; Hin. borr.; Hin. borr.,कया; काए के लीए; क्यों,cf,काएनू,installed,,729733a685d966bc492e9134a1f147d076b14974f740623ca8f9bac6523ec21d
2026-08-26,woods2019halbi:g5a61af93-e563-46ea-b7c0-655f06a2b4de,g5a61af93-e563-46ea-b7c0-655f06a2b4de,क,9,entry,काए,,kae,rpron,9,3,or,या,definition,,"9.6.1.2 Or, either",जोड़ो बेरा नूआए बोड़े चो आए काए नानी मोँद चो आए जाले।,"It's not the joining-together time, it's the big-liquor time or maybe the small liquor time, I'm not sure.",,,,,,Hin. borr.; Hin. borr.; Hin. borr.,कया; काए के लीए; क्यों,cf,काएनू,installed,,32e35a4fe521e39cd67f2e0fac66f382824324ae831b8669b59126dc5775cd92
2026-08-26,woods2019halbi:g5a61af93-e563-46ea-b7c0-655f06a2b4de,g5a61af93-e563-46ea-b7c0-655f06a2b4de,क,9,entry,काए,,kae,rpron,9,4,"exclamation of certainty such as 'really!', 'you know!', 'naturally!'",,definition,,"9.4.4.1 Certainly, definitely",हींडते गेलू काए।,,,,,,,Hin. borr.; Hin. borr.; Hin. borr.,कया; काए के लीए; क्यों,cf,काएनू,installed,,dd5c9c8259ce689e62e914e762fbc43cb1d8b37d906d2c3dfa395471071f50e2
2026-08-26,woods2019halbi:g5a61af93-e563-46ea-b7c0-655f06a2b4de,g5a61af93-e563-46ea-b7c0-655f06a2b4de,क,9,entry,काए,,kae,rpron,9,5,emphasis about quantity,,definition,,,दकसे आपून दूरगा लेका काए मोंद आनूआत।,"You'll see, for Durga himself they will bring a lot of liquor.",,,,,,Hin. borr.; Hin. borr.; Hin. borr.,कया; काए के लीए; क्यों,cf,काएनू,installed,,3b00d9817c3416a6eead5516734ffbd0d619d8751373d2164727852e7c7d3fc6
2026-08-26,woods2019halbi:g5a61af93-e563-46ea-b7c0-655f06a2b4de,g5a61af93-e563-46ea-b7c0-655f06a2b4de,क,9,entry,काए,,kae,rpron,9,6,emphatic emphasis,,definition,,,आऊर काए पोराला मने।,"And how they ran away, so I'm told.",,,,,,Hin. borr.; Hin. borr.; Hin. borr.,कया; काए के लीए; क्यों,cf,काएनू,installed,,1ec0dca1e4bb8435086e4b34b5b6fc2db44a56d633d1fb8a6ddf762f64118856
2026-08-26,woods2019halbi:g5a61af93-e563-46ea-b7c0-655f06a2b4de,g5a61af93-e563-46ea-b7c0-655f06a2b4de,क,9,entry,काए,,kae,rpron,9,7,excl(uncertain),,definition,,,"पासे डील ढाल, काए, ढील ढाल करलू आऊर नाहालू।","Later loosened, ummm, we let them go free and we bathed.",,,,,,Hin. borr.; Hin. borr.; Hin. borr.,कया; काए के लीए; क्यों,cf,काएनू,installed,,5dd1a24a979c5a2eb677454e25fd072c274c08141babf754ea55fad131f7ae9b
2026-08-26,woods2019halbi:g5a61af93-e563-46ea-b7c0-655f06a2b4de,g5a61af93-e563-46ea-b7c0-655f06a2b4de,क,9,entry,काए,,kae,rpron,9,8,excl(attention),,definition,,,एदे काए।,"Here, pay attention.",,,,,,Hin. borr.; Hin. borr.; Hin. borr.,कया; काए के लीए; क्यों,cf,काएनू,installed,,80183a9925db4f35955333ea9238be8ee99aa169c90809f3f92599c37da01076
2026-08-26,woods2019halbi:g5a61af93-e563-46ea-b7c0-655f06a2b4de,g5a61af93-e563-46ea-b7c0-655f06a2b4de,क,9,entry,काए,,kae,rpron,9,9,excl(obvious),,definition,,,"एबे बूनूआऊँ, काए।","Now we will sow, of course!",,,,,,Hin. borr.; Hin. borr.; Hin. borr.,कया; काए के लीए; क्यों,cf,काएनू,installed,,e8c1ffa2b84b69b07cdd8d3b1fdf24c2dfc1cd7f5886040ad89dc07a57616916
2026-08-26,woods2019halbi:g5a643e09-2519-4c71-9f9e-790e254695b5,g5a643e09-2519-4c71-9f9e-790e254695b5,ज,9,minorentrycomplex,नूँआँ जूना,,nũã dʒuna,cn,1,,new day festival,,definition,same as,"4.2.2.1 Ceremony; 4.2.2.3 Celebrate; 4.2.2 Social event; 4.2.2.2 Festival, show",,,comp. of,नूँआँ + जूना,,,,,,cf,नूँआँ दीन,installed,,7d988e770158546161f3843a99752a69f2f52dc9d77d8d8f66f91e3d897cae8e
2026-08-26,woods2019halbi:g5a6c07d8-aee4-477d-8825-1d2d0e6d27eb,g5a6c07d8-aee4-477d-8825-1d2d0e6d27eb,झ,2,entry,झापड़ा,,dʒʰapɽa,n,1,,long-haired male person,केशधारी,definition,,2.6.5.1 Man; 2.1.5 Hair; 8.2.2 Long; 2 Person,,,,,,,,,,cf,झापड़ी,installed,,943ea8c4c28579771c2bebfb3cd3501150f40663c64bbb03029398ece2eb765d
2026-08-26,woods2019halbi:g5a7879c9-5d2a-4187-a746-78d1f49853b9,g5a7879c9-5d2a-4187-a746-78d1f49853b9,ह,6,entry,हीटूक,,hiʈuk,v,2,1,to come off,गिरना,definition,,7.2 Move,चामडी हीटलीसे।,The scab has come off.,,,,,,,,,,installed,,43ef80975681f25145fa3ce7e3ff02f3ee2634b6bd26aa369f33e39110a84f44
2026-08-26,woods2019halbi:g5a7879c9-5d2a-4187-a746-78d1f49853b9,g5a7879c9-5d2a-4187-a746-78d1f49853b9,ह,6,entry,हीटूक,,hiʈuk,v,2,2,to fade,उड़ना; उतरना,definition,,,फोटीई चो रँग हीटलीसे।,The cloth's colour has faded.,,,,,,,,,,installed,,8d471b22a1f3d02fb417701b491443f1c33a5b05dcddc4eafb9057763b2bcbae
2026-08-26,woods2019halbi:g5a7fc7e5-f3a3-4e42-853d-cc2d52934dd4,g5a7fc7e5-f3a3-4e42-853d-cc2d52934dd4,ब,7,minorentrycomplex,सकी बाँदूक,,səki bãduk,comVb,1,,to make a  friendship,,definition,,4.1.1 Friend; 4.1.7 Begin a relationship,"“ए आएआ आमी सकी बाँदूँदे जो ऊचब गड़ेआ राजा चो राज ने,” बोलसोत मने।","They are saying, ""Hey, Mother, let's go to King Uchab Gerea's kingdom, we will make friendship.""",ph. v. of,बाँदूक,,,,,,,,installed,,85d18ce8c57b1e8b0ad91c5f044c84b7fd6ebd6abe03905eddc838ab9a6d1b8c
2026-08-26,woods2019halbi:g5a8274f4-85c0-4b9d-992c-f77f05d69240,g5a8274f4-85c0-4b9d-992c-f77f05d69240,म,17,entry,मोंदर,,mõdər,n,1,,drum type,ड्रम,definition,"large, two-headed drum used by Marias",4.2.3.5 Musical instrument,,,,,,,,,,,,installed,,06cac9e0825eef0587d020fff10247e5056788ae00a1f51eacdaa2612180c9e2
2026-08-26,woods2019halbi:g5a8c876c-8f8e-49e2-8d87-7540b87a15cc,g5a8c876c-8f8e-49e2-8d87-7540b87a15cc,आ,2,entry,आऊर,,aur,cn,3,1,and,और,definition,,"9.6.1.1 And, also",,,,,,,,fr. var.,फारका,cf,आरू,installed,,394b5fba79c2869f215dcf067cd952812e455b476a81548ad8d0a511647f7cef
2026-08-26,woods2019halbi:g5a8c876c-8f8e-49e2-8d87-7540b87a15cc,g5a8c876c-8f8e-49e2-8d87-7540b87a15cc,आ,2,entry,आऊर,,aur,cn,3,2,other; another,अनय; दूसरा; दूसरा कीई,definition,,8.3.5.2.3 Different; 6.5.4.1 Road,"नाहातो साबूंद आऊर आए, फोटई साप करतो साबूंद आऊर आए।","Bathsoap is one type (of soap), washing clothes soap is another type.",,,,,,fr. var.,फारका,cf,आरू,installed,,9565c71f96e842fdfbcdcc5c896ebd1e36b98baf32eb6692c01c9b90f755a97d
2026-08-26,woods2019halbi:g5a8c876c-8f8e-49e2-8d87-7540b87a15cc,g5a8c876c-8f8e-49e2-8d87-7540b87a15cc,आ,2,entry,आऊर,,aur,cn,3,3,more,अधिक; ज़्यादा,definition,,,आऊर नी जानें मोएं।,I don't know any more.,,,,,,fr. var.,फारका,cf,आरू,installed,,c55a183ba307c3f148a5f72be03d974f1fdadba172a59db739a69462ba073c92
