Record_Type,Item,Gloss,Site_Code,Site_Name,Role,PDF_Page,Printed_Page,Column,Raw_Response,Similarity_Groups,Reviewed_Transcription,Manual_Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Keys
wordlist cell,112,daughter,GUT,Tikrapada Gutob,comparison control,36,31,1,2 onoʔon,2,onoʔon,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 112, Tikrapada Gutob]",
wordlist cell,112,daughter,PAR,Kinumun Parenga Parja,comparison control,36,31,1,3 koɖon,3,koɖon,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 112, Kinumun Parenga Parja]",
wordlist cell,112,daughter,RON,Malenga Rona Desiya,comparison control,36,31,1,4 ʈɔkɪ,4,ʈɔkɪ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 112, Malenga Rona Desiya]",
wordlist cell,112,daughter,ODI,Cuttack Oriya,comparison control,36,31,1,5 dʒiːo,5,dʒiːo,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 112, Cuttack Oriya]",
wordlist cell,113,husband,BIA,Biapada U. Didayi,target,36,31,1,1 nehanɖa,1,nehanɖa,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Biapada U. Didayi]",silbondadidayi1997:bia:i113:v1
wordlist cell,113,husband,CHI,Chitrakonda L. Didayi,target,36,31,1,1 nehanɖa,1,nehanɖa,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i113:v1
wordlist cell,113,husband,KAL,Kaluguda U. Didayi,target,36,31,1,7 n̩ɖanɖe,7,n̩ɖanɖe,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Kaluguda U. Didayi]",silbondadidayi1997:kal:i113:v1
wordlist cell,113,husband,ORA,Orapadar U. Didayi,target,36,31,1,1 nehanɖa,1,nehanɖa,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Orapadar U. Didayi]",silbondadidayi1997:ora:i113:v1
wordlist cell,113,husband,ORI,Oringi L. Didayi,target,36,31,1,1 nehanɖa,1,nehanɖa,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Oringi L. Didayi]",silbondadidayi1997:ori:i113:v1
wordlist cell,113,husband,RAS,Rasabeda L. Bonda,target,36,31,1,6 m̩poɾ,6,m̩poɾ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Rasabeda L. Bonda]",silbondadidayi1997:ras:i113:v1
wordlist cell,113,husband,KEN,Kendhuguda L. Bonda,target,36,31,1,6 m̩poɾ,6,m̩poɾ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i113:v1
wordlist cell,113,husband,KAD,Kadamguda L. Bonda,target,36,31,1,6 m̩poɾ,6,m̩poɾ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Kadamguda L. Bonda]",silbondadidayi1997:kad:i113:v1
wordlist cell,113,husband,DUM,Dumripada U. Bonda,target,36,31,1,6 m̩poɾ,6,m̩poɾ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Dumripada U. Bonda]",silbondadidayi1997:dum:i113:v1
wordlist cell,113,husband,GUT,Tikrapada Gutob,comparison control,36,31,1,2 ɾemol,2,ɾemol,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Tikrapada Gutob]",
wordlist cell,113,husband,PAR,Kinumun Parenga Parja,comparison control,36,31,1,3 mʌɾɐʔ,3,mʌɾɐʔ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Kinumun Parenga Parja]",
wordlist cell,113,husband,RON,Malenga Rona Desiya,comparison control,36,31,2,4 mʊnʊs,4,mʊnʊs,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Malenga Rona Desiya]",
wordlist cell,113,husband,ODI,Cuttack Oriya,comparison control,36,31,2,5 suɑmi,5,suɑmi,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 113, Cuttack Oriya]",
wordlist cell,114,wife,BIA,Biapada U. Didayi,target,36,31,2,1 nekɔɳɔi,1,nekɔɳɔi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Biapada U. Didayi]",silbondadidayi1997:bia:i114:v1
wordlist cell,114,wife,CHI,Chitrakonda L. Didayi,target,36,31,2,1 nekɔɳɔi,1,nekɔɳɔi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i114:v1
wordlist cell,114,wife,KAL,Kaluguda U. Didayi,target,36,31,2,7 kɳoidẽ,7,kɳoidẽ,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Kaluguda U. Didayi]",silbondadidayi1997:kal:i114:v1
wordlist cell,114,wife,ORA,Orapadar U. Didayi,target,36,31,2,1 nekɔɳɔi,1,nekɔɳɔi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Orapadar U. Didayi]",silbondadidayi1997:ora:i114:v1
wordlist cell,114,wife,ORI,Oringi L. Didayi,target,36,31,2,1 nekɔɳɔi,1,nekɔɳɔi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Oringi L. Didayi]",silbondadidayi1997:ori:i114:v1
wordlist cell,114,wife,RAS,Rasabeda L. Bonda,target,36,31,2,6 kʊni,6,kʊni,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Rasabeda L. Bonda]",silbondadidayi1997:ras:i114:v1
wordlist cell,114,wife,KEN,Kendhuguda L. Bonda,target,36,31,2,6 kʊni,6,kʊni,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i114:v1
wordlist cell,114,wife,KAD,Kadamguda L. Bonda,target,36,31,2,6 kʊni,6,kʊni,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Kadamguda L. Bonda]",silbondadidayi1997:kad:i114:v1
wordlist cell,114,wife,DUM,Dumripada U. Bonda,target,36,31,2,6 kʊɳui,6,kʊɳui,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Dumripada U. Bonda]",silbondadidayi1997:dum:i114:v1
wordlist cell,114,wife,GUT,Tikrapada Gutob,comparison control,36,31,2,"2 kɪmoi, 2 kʊmboi",2|2,kɪmoi | kʊmboi,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Tikrapada Gutob]",
wordlist cell,114,wife,PAR,Kinumun Parenga Parja,comparison control,36,31,2,3 kuɖumɐʔ,3,kuɖumɐʔ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Kinumun Parenga Parja]",
wordlist cell,114,wife,RON,Malenga Rona Desiya,comparison control,36,31,2,4 mɐjdʒɪ,4,mɐjdʒɪ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Malenga Rona Desiya]",
wordlist cell,114,wife,ODI,Cuttack Oriya,comparison control,36,31,2,5 stɾ̪i,5,stɾ̪i,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 114, Cuttack Oriya]",
wordlist cell,115,boy,BIA,Biapada U. Didayi,target,36,31,2,1 ɪŋgiɾboʔo,1,ɪŋgiɾboʔo,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Biapada U. Didayi]",silbondadidayi1997:bia:i115:v1
wordlist cell,115,boy,CHI,Chitrakonda L. Didayi,target,36,31,2,1 ɪŋgiɾboʔo,1,ɪŋgiɾboʔo,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i115:v1
wordlist cell,115,boy,KAL,Kaluguda U. Didayi,target,36,31,2,8 gũjɔ̃,8,gũjɔ̃,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Kaluguda U. Didayi]",silbondadidayi1997:kal:i115:v1
wordlist cell,115,boy,ORA,Orapadar U. Didayi,target,36,31,2,8 hʊjɔ̃,8,hʊjɔ̃,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Orapadar U. Didayi]",silbondadidayi1997:ora:i115:v1
wordlist cell,115,boy,ORI,Oringi L. Didayi,target,36,31,2,1 ɪŋgiɾo,1,ɪŋgiɾo,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Oringi L. Didayi]",silbondadidayi1997:ori:i115:v1
wordlist cell,115,boy,RAS,Rasabeda L. Bonda,target,36,31,2,6 ogu,6,ogu,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Rasabeda L. Bonda]",silbondadidayi1997:ras:i115:v1
wordlist cell,115,boy,KEN,Kendhuguda L. Bonda,target,36,31,2,7 gulene,7,gulene,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i115:v1
wordlist cell,115,boy,KAD,Kadamguda L. Bonda,target,36,31,2,7 gulene,7,gulene,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Kadamguda L. Bonda]",silbondadidayi1997:kad:i115:v1
wordlist cell,115,boy,DUM,Dumripada U. Bonda,target,36,31,2,"1 ŋgeɾe, 9 gʊbʊle",1|9,ŋgeɾe | gʊbʊle,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Dumripada U. Bonda]",silbondadidayi1997:dum:i115:v1|silbondadidayi1997:dum:i115:v2
wordlist cell,115,boy,GUT,Tikrapada Gutob,comparison control,36,31,2,2 oɖuvon,2,oɖuvon,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Tikrapada Gutob]",
wordlist cell,115,boy,PAR,Kinumun Parenga Parja,comparison control,36,31,2,3 bubon,3,bubon,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Kinumun Parenga Parja]",
wordlist cell,115,boy,RON,Malenga Rona Desiya,comparison control,36,31,2,4 pɪlɐ,4,pɪlɐ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Malenga Rona Desiya]",
wordlist cell,115,boy,ODI,Cuttack Oriya,comparison control,36,31,2,"4 pilɑʔ, 5 puːo, pilɑʔ",4|5|5,pilɑʔ | puːo | pilɑʔ,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 115, Cuttack Oriya]",
wordlist cell,116,girl,BIA,Biapada U. Didayi,target,36,31,2,1 selamboʔo,1,selamboʔo,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Biapada U. Didayi]",silbondadidayi1997:bia:i116:v1
wordlist cell,116,girl,CHI,Chitrakonda L. Didayi,target,36,31,2,1 selamboʔo,1,selamboʔo,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i116:v1
wordlist cell,116,girl,KAL,Kaluguda U. Didayi,target,36,31,2,1 selamboʔo,1,selamboʔo,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Kaluguda U. Didayi]",silbondadidayi1997:kal:i116:v1
wordlist cell,116,girl,ORA,Orapadar U. Didayi,target,36,31,2,1 selamboʔo,1,selamboʔo,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Orapadar U. Didayi]",silbondadidayi1997:ora:i116:v1
wordlist cell,116,girl,ORI,Oringi L. Didayi,target,36,31,2,1 selao,1,selao,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Oringi L. Didayi]",silbondadidayi1997:ori:i116:v1
wordlist cell,116,girl,RAS,Rasabeda L. Bonda,target,36,31,2,6 ɖakui,6,ɖakui,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Rasabeda L. Bonda]",silbondadidayi1997:ras:i116:v1
wordlist cell,116,girl,KEN,Kendhuguda L. Bonda,target,36,31,2,6 ɖakui,6,ɖakui,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i116:v1
wordlist cell,116,girl,KAD,Kadamguda L. Bonda,target,36,31,2,6 ɖakui,6,ɖakui,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Kadamguda L. Bonda]",silbondadidayi1997:kad:i116:v1
wordlist cell,116,girl,DUM,Dumripada U. Bonda,target,36,31,2,7 selane,7,selane,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Dumripada U. Bonda]",silbondadidayi1997:dum:i116:v1
wordlist cell,116,girl,GUT,Tikrapada Gutob,comparison control,36,31,2,2 onoʔon,2,onoʔon,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Tikrapada Gutob]",
wordlist cell,116,girl,PAR,Kinumun Parenga Parja,comparison control,36,31,2,3 guɳɪ,3,guɳɪ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Kinumun Parenga Parja]",
wordlist cell,116,girl,RON,Malenga Rona Desiya,comparison control,36,31,2,4 ʈɔkɪ,4,ʈɔkɪ,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Malenga Rona Desiya]",
wordlist cell,116,girl,ODI,Cuttack Oriya,comparison control,36,31,2,5 dʒiopilɑʔ,5,dʒiopilɑʔ,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 116, Cuttack Oriya]",
wordlist cell,117,day,BIA,Biapada U. Didayi,target,36,31,2,1 çɪmi,1,çɪmi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 117, Biapada U. Didayi]",silbondadidayi1997:bia:i117:v1
wordlist cell,117,day,CHI,Chitrakonda L. Didayi,target,36,31,2,1 çɪmi,1,çɪmi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 31, item 117, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i117:v1
wordlist cell,117,day,KAL,Kaluguda U. Didayi,target,37,32,1,1 çɪmi,1,çɪmi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Kaluguda U. Didayi]",silbondadidayi1997:kal:i117:v1
wordlist cell,117,day,ORA,Orapadar U. Didayi,target,37,32,1,1 çɪmi,1,çɪmi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Orapadar U. Didayi]",silbondadidayi1997:ora:i117:v1
wordlist cell,117,day,ORI,Oringi L. Didayi,target,37,32,1,1 çɪmi,1,çɪmi,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Oringi L. Didayi]",silbondadidayi1997:ori:i117:v1
wordlist cell,117,day,RAS,Rasabeda L. Bonda,target,37,32,1,1 çɪmɪʔi,1,çɪmɪʔi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Rasabeda L. Bonda]",silbondadidayi1997:ras:i117:v1
wordlist cell,117,day,KEN,Kendhuguda L. Bonda,target,37,32,1,1 çɪmɪʔi,1,çɪmɪʔi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i117:v1
wordlist cell,117,day,KAD,Kadamguda L. Bonda,target,37,32,1,1 çɪmɪʔi,1,çɪmɪʔi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Kadamguda L. Bonda]",silbondadidayi1997:kad:i117:v1
wordlist cell,117,day,DUM,Dumripada U. Bonda,target,37,32,1,1 çɪmi,1,çɪmi,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Dumripada U. Bonda]",silbondadidayi1997:dum:i117:v1
wordlist cell,117,day,GUT,Tikrapada Gutob,comparison control,37,32,1,1 sɪmin,1,sɪmin,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Tikrapada Gutob]",
wordlist cell,117,day,PAR,Kinumun Parenga Parja,comparison control,37,32,1,2 dʒɐɖɪŋ,2,dʒɐɖɪŋ,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Kinumun Parenga Parja]",
wordlist cell,117,day,RON,Malenga Rona Desiya,comparison control,37,32,1,3 d̪ɪn,3,d̪ɪn,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Malenga Rona Desiya]",
wordlist cell,117,day,ODI,Cuttack Oriya,comparison control,37,32,1,3 d̪ino,3,d̪ino,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 117, Cuttack Oriya]",
wordlist cell,118,night,BIA,Biapada U. Didayi,target,37,32,1,1 mɪɖɪg,1,mɪɖɪg,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Biapada U. Didayi]",silbondadidayi1997:bia:i118:v1
wordlist cell,118,night,CHI,Chitrakonda L. Didayi,target,37,32,1,1 mɪnɖɪg,1,mɪnɖɪg,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i118:v1
wordlist cell,118,night,KAL,Kaluguda U. Didayi,target,37,32,1,"4 tu̪miŋgo, 5 ɪta̪ŋge",4|5,tu̪miŋgo | ɪta̪ŋge,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Kaluguda U. Didayi]",silbondadidayi1997:kal:i118:v1|silbondadidayi1997:kal:i118:v2
wordlist cell,118,night,ORA,Orapadar U. Didayi,target,37,32,1,4 tu̪muŋgo,4,tu̪muŋgo,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Orapadar U. Didayi]",silbondadidayi1997:ora:i118:v1
wordlist cell,118,night,ORI,Oringi L. Didayi,target,37,32,1,1 mɪɖɪg,1,mɪɖɪg,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Oringi L. Didayi]",silbondadidayi1997:ori:i118:v1
wordlist cell,118,night,RAS,Rasabeda L. Bonda,target,37,32,1,1 mɪnɖip,1,mɪnɖip,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Rasabeda L. Bonda]",silbondadidayi1997:ras:i118:v1
wordlist cell,118,night,KEN,Kendhuguda L. Bonda,target,37,32,1,1 mɪnɖip,1,mɪnɖip,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kendhuguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Kendhuguda L. Bonda]",silbondadidayi1997:ken:i118:v1
wordlist cell,118,night,KAD,Kadamguda L. Bonda,target,37,32,1,1 mɪnɖip,1,mɪnɖip,visual-source-page,,installed,,re,sil-bonda-didayi-1997-kadamguda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Kadamguda L. Bonda]",silbondadidayi1997:kad:i118:v1
wordlist cell,118,night,DUM,Dumripada U. Bonda,target,37,32,1,4 tu̪muŋgo,4,tu̪muŋgo,visual-source-page,,installed,,re,sil-bonda-didayi-1997-dumripada-u-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Dumripada U. Bonda]",silbondadidayi1997:dum:i118:v1
wordlist cell,118,night,GUT,Tikrapada Gutob,comparison control,37,32,1,2 noiʔjel,2,noiʔjel,visual-source-page,,excluded,excluded comparison control,gu,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Tikrapada Gutob]",
wordlist cell,118,night,PAR,Kinumun Parenga Parja,comparison control,37,32,1,---,,,visual-source-page,,excluded,excluded comparison control,go,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Kinumun Parenga Parja]",
wordlist cell,118,night,RON,Malenga Rona Desiya,comparison control,37,32,1,3 ɾɐtɪ̪,3,ɾɐtɪ̪,visual-source-page,,excluded,excluded comparison control,AdivasiOriya,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Malenga Rona Desiya]",
wordlist cell,118,night,ODI,Cuttack Oriya,comparison control,37,32,1,3 ɾɑti̪,3,ɾɑti̪,visual-source-page,,excluded,excluded comparison control,Or,,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 118, Cuttack Oriya]",
wordlist cell,119,morning,BIA,Biapada U. Didayi,target,37,32,1,1 n̩dʒɪɾ,1,n̩dʒɪɾ,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-biapada-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 119, Biapada U. Didayi]",silbondadidayi1997:bia:i119:v1
wordlist cell,119,morning,CHI,Chitrakonda L. Didayi,target,37,32,1,1 n̩dʒɪɾ,1,n̩dʒɪɾ,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-chitrakonda-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 119, Chitrakonda L. Didayi]",silbondadidayi1997:chi:i119:v1
wordlist cell,119,morning,KAL,Kaluguda U. Didayi,target,37,32,1,1 n̩dʒɪɾ,1,n̩dʒɪɾ,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-kaluguda-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 119, Kaluguda U. Didayi]",silbondadidayi1997:kal:i119:v1
wordlist cell,119,morning,ORA,Orapadar U. Didayi,target,37,32,1,4 tʃʌpaɾge,4,tʃʌpaɾge,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-orapadar-u-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 119, Orapadar U. Didayi]",silbondadidayi1997:ora:i119:v1
wordlist cell,119,morning,ORI,Oringi L. Didayi,target,37,32,1,1 n̩dʒɪɾ,1,n̩dʒɪɾ,visual-source-page,,installed,,gt,sil-bonda-didayi-1997-oringi-l-didayi,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 119, Oringi L. Didayi]",silbondadidayi1997:ori:i119:v1
wordlist cell,119,morning,RAS,Rasabeda L. Bonda,target,37,32,1,1 n̩dʒuɾ,1,n̩dʒuɾ,visual-source-page,,installed,,re,sil-bonda-didayi-1997-rasabeda-l-bonda,"mathew-chamberlain2022bonda-didayi[Appendix B, printed p. 32, item 119, Rasabeda L. Bonda]",silbondadidayi1997:ras:i119:v1
