Record_Type,Report,Printed_Page,Column,Gloss_Number,Gloss,Site_Code,Site_Name,Dialect_Group,Response,Similarity_Group,Raw_Transcription,Transcription,Review,Uncertainty,Status,Reason,Language_ID,Dialect_ID,Source,Entry_Key
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,152,cloth,b,Soi Sri,Rajar Gang,1,2,futi,futi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 152, Soi Sri]",silbishnupriya2008:g152:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,152,cloth,a,Tilakpur,Madoi Gang,1,2,p uti,pʰuti,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 152, Tilakpur]",silbishnupriya2008:g152:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,152,cloth,c,Gulerhaor,Rajar Gang,1,2,p uti,pʰuti,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 152, Gulerhaor]",silbishnupriya2008:g152:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,152,cloth,d,Dhonitila,Rajar Gang,1,2,p uti,pʰuti,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 152, Dhonitila]",silbishnupriya2008:g152:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,152,cloth,e,Machimpur,Rajar Gang,1,2,p uti,pʰuti,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 152, Machimpur]",silbishnupriya2008:g152:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,152,cloth,f,Madhapur,Madoi Gang,1,2,p uti,pʰuti,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 152, Madhapur]",silbishnupriya2008:g152:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,153,medicine,0,Standard Bangla,comparison control,1,1,oud,oʃud,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 153, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,153,medicine,a,Tilakpur,Madoi Gang,1,2,hdok,hɔdʒok,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 153, Tilakpur]",silbishnupriya2008:g153:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,153,medicine,b,Soi Sri,Rajar Gang,1,2,hdok,hɔdʒok,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 153, Soi Sri]",silbishnupriya2008:g153:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,153,medicine,c,Gulerhaor,Rajar Gang,1,2,hdok,hɔdʒok,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 153, Gulerhaor]",silbishnupriya2008:g153:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,153,medicine,d,Dhonitila,Rajar Gang,1,2,hdok,hɔdʒok,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 153, Dhonitila]",silbishnupriya2008:g153:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,153,medicine,e,Machimpur,Rajar Gang,1,2,hdok,hɔdʒok,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 153, Machimpur]",silbishnupriya2008:g153:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,153,medicine,f,Madhapur,Madoi Gang,1,2,hdok,hɔdʒok,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 153, Madhapur]",silbishnupriya2008:g153:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,154,paper,0,Standard Bangla,comparison control,1,1,kaod,kaɡodʒ,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 154, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,154,paper,a,Tilakpur,Madoi Gang,1,1,kaod,kaɡodʒ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 154, Tilakpur]",silbishnupriya2008:g154:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,154,paper,b,Soi Sri,Rajar Gang,1,2,,tʃɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 154, Soi Sri]",silbishnupriya2008:g154:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,154,paper,c,Gulerhaor,Rajar Gang,1,2,,tʃɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 154, Gulerhaor]",silbishnupriya2008:g154:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,154,paper,d,Dhonitila,Rajar Gang,1,2,,tʃɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 154, Dhonitila]",silbishnupriya2008:g154:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,154,paper,e,Machimpur,Rajar Gang,1,2,,tʃɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 154, Machimpur]",silbishnupriya2008:g154:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,154,paper,f,Madhapur,Madoi Gang,1,2,,tʃɛ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 154, Madhapur]",silbishnupriya2008:g154:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,155,needle,0,Standard Bangla,comparison control,1,1,u,ʃutʃ,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 155, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,155,needle,a,Tilakpur,Madoi Gang,1,2,hui,hutʃi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 155, Tilakpur]",silbishnupriya2008:g155:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,155,needle,b,Soi Sri,Rajar Gang,1,2,hui,hutʃi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 155, Soi Sri]",silbishnupriya2008:g155:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,155,needle,c,Gulerhaor,Rajar Gang,1,2,hui,hutʃi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 155, Gulerhaor]",silbishnupriya2008:g155:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,155,needle,d,Dhonitila,Rajar Gang,1,2,hui,hutʃi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 155, Dhonitila]",silbishnupriya2008:g155:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,155,needle,e,Machimpur,Rajar Gang,1,2,hui,hutʃi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 155, Machimpur]",silbishnupriya2008:g155:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,155,needle,f,Madhapur,Madoi Gang,1,2,hui,hutʃi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 155, Madhapur]",silbishnupriya2008:g155:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,156,thread,0,Standard Bangla,comparison control,1,1,suta,suta,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 156, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,156,thread,c,Gulerhaor,Rajar Gang,1,2,lui,luɾi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 156, Gulerhaor]",silbishnupriya2008:g156:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,156,thread,d,Dhonitila,Rajar Gang,1,2,lui,luɾi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 156, Dhonitila]",silbishnupriya2008:g156:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,156,thread,e,Machimpur,Rajar Gang,1,2,lui,luɾi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 156, Machimpur]",silbishnupriya2008:g156:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,156,thread,a,Tilakpur,Madoi Gang,1,2,nui,nuɾi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 156, Tilakpur]",silbishnupriya2008:g156:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,156,thread,b,Soi Sri,Rajar Gang,1,2,nui,nuɾi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 156, Soi Sri]",silbishnupriya2008:g156:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,156,thread,f,Madhapur,Madoi Gang,1,2,nui,nuɾi,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 156, Madhapur]",silbishnupriya2008:g156:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,157,broom,0,Standard Bangla,comparison control,1,1,d au,dʒʰaɽu,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 157, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,157,broom,a,Tilakpur,Madoi Gang,1,2,hooni,hoɾoni,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 157, Tilakpur]",silbishnupriya2008:g157:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,157,broom,b,Soi Sri,Rajar Gang,1,2,hooni,hoɾoni,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 157, Soi Sri]",silbishnupriya2008:g157:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,157,broom,c,Gulerhaor,Rajar Gang,1,2,hooni,hoɾoni,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 157, Gulerhaor]",silbishnupriya2008:g157:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,157,broom,d,Dhonitila,Rajar Gang,1,2,hooni,hoɾoni,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 157, Dhonitila]",silbishnupriya2008:g157:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,157,broom,e,Machimpur,Rajar Gang,1,2,hooni,hoɾoni,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 157, Machimpur]",silbishnupriya2008:g157:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,157,broom,f,Madhapur,Madoi Gang,1,2,hooni,hoɾoni,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 157, Madhapur]",silbishnupriya2008:g157:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,158,spoon (for eating),0,Standard Bangla,comparison control,1,1,amo,tʃamotʃ,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 158, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,158,spoon (for eating),a,Tilakpur,Madoi Gang,1,1,amo,tʃamotʃ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 158, Tilakpur]",silbishnupriya2008:g158:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,158,spoon (for eating),b,Soi Sri,Rajar Gang,1,1,amo,tʃamotʃ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 158, Soi Sri]",silbishnupriya2008:g158:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,158,spoon (for eating),c,Gulerhaor,Rajar Gang,1,1,amo,tʃamotʃ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 158, Gulerhaor]",silbishnupriya2008:g158:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,158,spoon (for eating),d,Dhonitila,Rajar Gang,1,1,amo,tʃamotʃ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 158, Dhonitila]",silbishnupriya2008:g158:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,158,spoon (for eating),e,Machimpur,Rajar Gang,1,1,amo,tʃamotʃ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 158, Machimpur]",silbishnupriya2008:g158:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,158,spoon (for eating),f,Madhapur,Madoi Gang,1,1,amo,tʃamotʃ,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 158, Madhapur]",silbishnupriya2008:g158:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,159,knife (to cut meat),0,Standard Bangla,comparison control,1,1, ui,tʃʰuɾi,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 159, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,159,knife (to cut meat),a,Tilakpur,Madoi Gang,1,2,aku,tʃaku,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 159, Tilakpur]",silbishnupriya2008:g159:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,159,knife (to cut meat),b,Soi Sri,Rajar Gang,1,2,aku,tʃaku,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 159, Soi Sri]",silbishnupriya2008:g159:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,159,knife (to cut meat),c,Gulerhaor,Rajar Gang,1,2,aku,tʃaku,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 159, Gulerhaor]",silbishnupriya2008:g159:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,159,knife (to cut meat),d,Dhonitila,Rajar Gang,1,2,aku,tʃaku,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 159, Dhonitila]",silbishnupriya2008:g159:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,159,knife (to cut meat),e,Machimpur,Rajar Gang,1,2,aku,tʃaku,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 159, Machimpur]",silbishnupriya2008:g159:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,159,knife (to cut meat),f,Madhapur,Madoi Gang,1,2,aku,tʃaku,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 159, Madhapur]",silbishnupriya2008:g159:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,160,hammer,a,Tilakpur,Madoi Gang,1,1,atua,atuɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 160, Tilakpur]",silbishnupriya2008:g160:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,160,hammer,b,Soi Sri,Rajar Gang,1,1,atua,atuɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 160, Soi Sri]",silbishnupriya2008:g160:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,160,hammer,c,Gulerhaor,Rajar Gang,1,1,atua,atuɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 160, Gulerhaor]",silbishnupriya2008:g160:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,160,hammer,d,Dhonitila,Rajar Gang,1,1,atua,atuɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 160, Dhonitila]",silbishnupriya2008:g160:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,160,hammer,e,Machimpur,Rajar Gang,1,1,atua,atuɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 160, Machimpur]",silbishnupriya2008:g160:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,160,hammer,f,Madhapur,Madoi Gang,1,1,atua,atuɾa,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 160, Madhapur]",silbishnupriya2008:g160:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,43,2,160,hammer,0,Standard Bangla,comparison control,1,1,hatui,hatuɾi,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 43, item 160, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,44,1,161,axe,0,Standard Bangla,comparison control,1,1,ku ar,kutʰar,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 44, item 161, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,44,1,161,axe,a,Tilakpur,Madoi Gang,1,2,banuk,banuk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 44, item 161, Tilakpur]",silbishnupriya2008:g161:sil-bishnupriya-2008-tilakpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,44,1,161,axe,b,Soi Sri,Rajar Gang,1,2,banuk,banuk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 44, item 161, Soi Sri]",silbishnupriya2008:g161:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,44,1,161,axe,c,Gulerhaor,Rajar Gang,1,2,banuk,banuk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-gulerhaor,"kim-kim2008bishnupriya[Appendix B.3, printed p. 44, item 161, Gulerhaor]",silbishnupriya2008:g161:sil-bishnupriya-2008-gulerhaor:i1
expanded wordlist attestation,kim-kim2008bishnupriya,44,1,161,axe,d,Dhonitila,Rajar Gang,1,2,banuk,banuk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-dhonitila,"kim-kim2008bishnupriya[Appendix B.3, printed p. 44, item 161, Dhonitila]",silbishnupriya2008:g161:sil-bishnupriya-2008-dhonitila:i1
expanded wordlist attestation,kim-kim2008bishnupriya,44,1,161,axe,e,Machimpur,Rajar Gang,1,2,banuk,banuk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-machimpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 44, item 161, Machimpur]",silbishnupriya2008:g161:sil-bishnupriya-2008-machimpur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,44,1,161,axe,f,Madhapur,Madoi Gang,1,2,banuk,banuk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-madhapur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 44, item 161, Madhapur]",silbishnupriya2008:g161:sil-bishnupriya-2008-madhapur:i1
expanded wordlist attestation,kim-kim2008bishnupriya,44,1,162,bow,b,Soi Sri,Rajar Gang,1,1,dnuk,dɛnuk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-soi-sri,"kim-kim2008bishnupriya[Appendix B.3, printed p. 44, item 162, Soi Sri]",silbishnupriya2008:g162:sil-bishnupriya-2008-soi-sri:i1
expanded wordlist attestation,kim-kim2008bishnupriya,44,1,162,bow,0,Standard Bangla,comparison control,1,1,d nuk,dʰɔnuk,source text-layer transcript; legacy glyphs checked against page image,,excluded,standard Bangla comparison list; not Bishnupriya,,,"kim-kim2008bishnupriya[Appendix B.3, printed p. 44, item 162, Standard Bangla]",
expanded wordlist attestation,kim-kim2008bishnupriya,44,1,162,bow,a,Tilakpur,Madoi Gang,1,1,d nuk,dʰɔnuk,source text-layer transcript; legacy glyphs checked against page image,,installed,,Bishnupriya,sil-bishnupriya-2008-tilakpur,"kim-kim2008bishnupriya[Appendix B.3, printed p. 44, item 162, Tilakpur]",silbishnupriya2008:g162:sil-bishnupriya-2008-tilakpur:i1
