PDF_Page,Printed_Page,OIA_Source,OIA_Match_Form,CDIAL_ID,Match_Status,Candidates,RHS_Source,Indus_Kohistani_Forms
9,485,*ṭikka-1,ṭikka,5458,exact,5458,ṭikā̀ 1,ṭikā̀
9,485,*ṭipp-2,ṭipp,5444-2,exact,5444-2,ṭïp (B); ṭìp-ṭiph 3 (J),ṭïp;ṭìp-ṭiph
9,485,*ṭukk,ṭukk,5466,exact,5466,ṭùk 3 -ṭukh,ṭùk  -ṭukh
9,485,*ṭukka,ṭukka,5466-2,exact,5466-2,"ṭukràh, ṭhókh 2",ṭukràh;ṭhókh
9,485,*ṭuṅga-1,ṭuṅga,5423-8,exact,5423-8,ṭhókh 1,ṭhókh
9,485,*ṭeppa-1,ṭeppa,5472,loose,5472,ṭìph 1,ṭìph
9,485,ṭeraka,ṭeraka,5474,loose,5474,ṭḕr,ṭḕr
9,485,*ṭokka-1,ṭokka,5477,loose,5477,ṭukrī̀,ṭukrī̀
9,485,*ṭokka-2,ṭokka,5476-2,loose,5476-2,ṭōkä́h (B),ṭōkä́h
9,485,*ṭoṭṭa-1,ṭoṭṭa,5479,disambiguated,5479;5965,ṭūṭī̀,ṭūṭī̀
9,485,*ṭoppa-1,ṭoppa,5481,loose,5481,ṭōpé.e (B),ṭōpé.e
9,485,*ṭola,ṭola,5483,common-base,5483;5483-3,ṭū̀l 2,ṭū̀l
9,485,*ṭhagg,ṭhagg,5489,exact,5489,ṭhagʌ́ṽ,ṭhagʌ́ṽ
9,485,*ṭhass,ṭhass,5499,exact,5499,ṭhʌ̀s karʌ́ṽ,ṭhʌ̀s karʌ́ṽ
9,485,*ṭhīkka,ṭhīkka,5503,exact,5503,ṭhī́kh,ṭhī́kh
9,485,*ṭhell,ṭhell,5512-2,loose,5512-2,ṭhī̀li,ṭhī̀li
9,485,*ṭhoṭṭha,ṭhoṭṭha,6108,loose,6108;5506-3;5855-2;5965-2,ṭhṓṭh 2,ṭhṓṭh
9,485,*ṭhomba,ṭhomba,5514-2,loose,5514-2,ṭhō̃mbàh,ṭhō̃mbàh
9,485,*ṭhoss,ṭhoss,5511-4,loose,5511-4,ṭhōsā̀,ṭhōsā̀
9,485,*ḍakk-3,ḍakk,5518,exact,5518,ḍakō̃́ (G),ḍakō̃́
9,485,*ḍakka-1,ḍakka,5519,exact,5519,ḍā̀kh,ḍā̀kh
9,485,†*ḍagga-3,ḍagga,5524a,exact,5524a,ḍag ghō̃́ (G),ḍag ghō̃́
9,485,*ḍaṅga-1,ḍaṅga,5423-11,exact,5423-11,ḍiṅgʌ́r,ḍiṅgʌ́r
10,486,*dɑṅgɑrɑ-1,dɑṅgɑrɑ,5526-2,exact,5526-2,ḍʌṅgʌ́r 1,ḍʌṅgʌ́r
10,486,dɑṅgɑrɑ-2,dɑṅgɑrɑ,5526-2,exact,5526-2,ḍaṅgʌ́r 2,ḍaṅgʌ́r
10,486,*ḍabba-1,ḍabba,5528,exact,5528,ḍʌbàh 1,ḍʌbàh
10,486,*ḍabba-2,ḍabba,5529,exact,5529,ḍʌ́b 1,ḍʌ́b
10,486,ḍambara,ḍambara,5532,exact,5532,in ḍumčḕx,ḍumčḕx
10,486,*ḍavala,ḍavala,5538,exact,5538,ḍṑl 2,ḍṑl
10,486,*ḍākka-1,ḍākka,5543,exact,5543,ḍākàh,ḍākàh
10,486,*ḍāṭṭha,ḍāṭṭha,5527-5,exact,5527-5,ḍäd́.ö (B),ḍäd́.ö
10,486,**ḍāpita,ḍāpita,,unmatched,,ḍēvʌ́ṽ,ḍēvʌ́ṽ
10,486,ḍibba-3,ḍibba,5549a,exact,5549a,ḍʌ́b 2,ḍʌ́b
10,486,ḍimba-2,ḍimba,5551,exact,5551,ḍím 3,ḍím
10,486,ḍimba-4,ḍimba,5552,exact,5552,ḍím 1,ḍím
10,486,*ḍuḍḍa-2,ḍuḍḍa,5560-2,exact,5560-2,ḍòḍo (Š),ḍòḍo
10,486,*ḍubb,ḍubb,5561,exact,5561,ḍū̀b,ḍū̀b
10,486,*ḍera-1,ḍera,5564,loose,5564,ḍēràh,ḍēràh
10,486,*ḍoṅga-1,ḍoṅga,5568,loose,5568,ḍuṅgàh,ḍuṅgàh
10,486,*ḍobb,ḍobb,5561-2,loose,5561-2,ḍōb (G),ḍōb
10,486,ḍomba,ḍomba,5570,loose,5570,ḍū́m 2,ḍū́m
10,486,*ḍhaṅk,ḍhaṅk,5574-2,exact,5574-2,ḍhʌṅgī̀,ḍhʌṅgī̀
10,486,*ḍhaḍh.a-1,ḍhaḍh.a,,unmatched,,ḍhʌ́ḍ˚,ḍhʌ́ḍ˚
10,486,*ḍhaḍḍha-3,ḍhaḍḍha,5576,exact,5576,ḍhaṛʌ́ṅg,ḍhaṛʌ́ṅg
10,486,*ḍhaṇḍha,ḍhaṇḍha,5578,exact,5578,ḍhā̃́ṇḍ˚,ḍhā̃́ṇḍ˚
10,486,*ḍhaṇḍha- plus kulyā́,ḍhaṇḍha,5578,exact,5578,ḍhʌṇḍkulū́,ḍhʌṇḍkulū́
10,486,*ḍhapp,ḍhapp,5579,exact,5579,ḍhʌ́ph 1 karʌ́ṽ,ḍhʌ́ph  karʌ́ṽ
10,486,*ḍhappa,ḍhappa,5580,exact,5580,ḍhʌpū́,ḍhʌpū́
10,486,ḍhāla,ḍhāla,5583,exact,5583,ḍhā̀l,ḍhā̀l
10,486,*ḍhiṅka-3,ḍhiṅka,5596-3,exact,5596-3,ḍhíṅgi 1,ḍhíṅgi
10,486,*ḍhiṅga,ḍhiṅga,5524-9,loose,5524-9,ḍhíṅgi 2,ḍhíṅgi
10,486,*ḍhūss,ḍhūss,5595,exact,5595,ḍhús,ḍhús
10,486,*ḍhera-1,ḍhera,5599,loose,5599,ḍhērī̀,ḍhērī̀
10,486,*ḍhera-2,ḍhera,5599-2,loose,5599-2,ḍhēr (G),ḍhēr
10,486,*ḍhokka-2,ḍhokka,5603,loose,5603,ḍhókh,ḍhókh
10,486,ḍhōla,ḍhōla,5608,exact,5608,ḍhōl (G),ḍhōl
10,486,tá,tá,5612,exact,5612,in tḯzǟ (B),tḯzǟ
10,486,tákṣati,tákṣati,5620,exact,5620,tac̣hʌ́ṽ,tac̣hʌ́ṽ
10,486,taṭa,taṭa,5629,exact,5629,"ṭʌ̀ṛā, tʌ̀ṛā",ṭʌ̀ṛā;tʌ̀ṛā
10,486,*taḍati1,taḍati,5632,exact,5632,tʌṛʌ̀qh,tʌṛʌ̀qh
10,486,taṇḍulá,taṇḍulá,5637,exact,5637,talʌ́ṽ,talʌ́ṽ
10,486,tátas,tátas,5639,exact,5639,tàh,tàh
10,486,tátra,tátra,5643,exact,5643,tʌ́l 3,tʌ́l
10,486,*tanaka,tanaka,5652-2,exact,5652-2,"tán, tánʌ (G)",tán;tánʌ
10,486,tanikā,tanikā,5652,exact,5652,tʌ̀ỹ 2,tʌ̀ỹ
10,486,*tapaka,tapaka,5670,exact,5670,tʌ̀v 2,tʌ̀v
10,486,tápas,tápas,5674,exact,5674,"táū, tʌ́v 1",táū;tʌ́v
10,486,taptá- × tapti,taptá- × tapti,,unmatched,,tʌ̀th 1,tʌ̀th
10,486,tapti,tapti,5683,manual,5683;14554a,tʌtī̀ 2,tʌtī̀
10,486,tápyati,tápyati,5684,exact,5684,tapʌ́ṽ,tapʌ́ṽ
10,486,*tamana-2,tamana,5687,exact,5687,tamʌ̀ỹ,tamʌ̀ỹ
10,486,támisrā,támisrā,5692,exact,5692,tamʌỹ́ṣi,tamʌỹ́ṣi
10,486,tárati,tárati,5702,exact,5702,tarʌ́ṽ,tarʌ́ṽ
10,486,taravāri,taravāri,5706,exact,5706,tarviýɛ̄l (B); tʌlvḕr,tarviýɛ̄l;tʌlvḕr
10,486,tarikā,tarikā,5710-2,exact,5710-2,tʌrī̃́ 2,tʌrī̃́
10,486,*targa,targa,5718,exact,5718,takṛàh,takṛàh
10,486,tala,tala,5731,exact,5731,tʌ́l 1,tʌ́l
10,486,taṣṭá,taṣṭá,5743,exact,5743,ṭhā̀ṭh,ṭhā̀ṭh
10,486,tásya,tásya,5612,exact,5612,tʌsī̃̀,tʌsī̃̀
10,486,tātá,tātá,5754,exact,5754,"tʌtā̀, tā̀ 1",tʌtā̀;tā̀
10,486,*tātiya,tātiya,5759,exact,5759,tʌtī̀ 1,tʌtī̀
10,486,tā́nva,tā́nva,5766,exact,5766,tā̃̀,tā̃̀
10,486,tāpá,tāpá,5767,exact,5767,tā 2 (B),tā
10,486,tāmrá,tāmrá,5779,exact,5779,tāmbàh,tāmbàh
10,486,tāráyati,tāráyati,5796,manual,5796;14562a,tārʌ́ṽ,tārʌ́ṽ
10,486,tārā,tārā,5798,exact,5798,tā̀r 1,tā̀r
10,486,tā́lu,tā́lu,5803,exact,5803,tā̀l 1,tā̀l
10,486,tittirá,tittirá,5809,exact,5809,tītʌ́r,tītʌ́r
10,486,tíllati,tíllati,5836,exact,5836,tilʌ́ṽ,tilʌ́ṽ
10,486,*timbaru,timbaru,5872-2,exact,5872-2,t́ïmbɑ̈r (B); tùmbur (J),t́ïmbɑ̈r;tùmbur
10,486,tundi,tundi,5860,exact,5860,tuìni,tuìni
10,486,turī,turī,5880,exact,5880,in ċʌ̀gʌr tūrū́,ċʌ̀gʌr tūrū́
11,487,tuvɑ́m,tuvɑ́m,5889,loose,5889,"ċʌ́ṽ 3 , tùh 1",ċʌ́ṽ;tùh
11,487,*tuśyɑ,tuśyɑ,5850-2,exact,5850-2,tiš (G),tiš
11,487,túṣāra,túṣāra,5894,exact,5894,tuihā̀r,tuihā̀r
11,487,*tūriya,tūriya,5901-3,exact,5901-3,turī̀,turī̀
11,487,tŕ.pyati,tŕ.pyati,5932,exact,5932,"c̣ipʌ́ṽ, tàph 1",c̣ipʌ́ṽ;tàph
11,487,tṛṣṭá,tṛṣṭá,5938,loose,5938,čìṭhi,čìṭhi
11,487,*tṛṣyā,tṛṣyā,5943,loose,5943,c̣ī́ṣ1,c̣ī́ṣ
11,487,tṛṣyā́vant,tṛṣyā́vant,5944,loose,5944,c̣iṣàh,c̣iṣàh
11,487,tailá,tailá,5958,exact,5958,tī́l,tī́l
11,487,*traṭṭ,traṭṭ,5989,exact,5989,c̣ʌ̀ṭh 1,c̣ʌ̀ṭh
11,487,*trappa,trappa,5445-2,exact,5445-2,"tʌrʌ̀ph 1 diyʌ́ṽ, tarpʌ́ṽ",tʌrʌ̀ph  diyʌ́ṽ;tarpʌ́ṽ
11,487,*trayedaśa,trayedaśa,6001-2,loose,6001-2,"čī́š (B, G); c̣igṑlʌš (J)",čī́š;c̣igṑlʌš
11,487,*trāyah.,trāyah.,5994,common-base,5994;5994-2,c̣ɑ̄̀,c̣ɑ̄̀
11,487,**trāyāṅgula,trāyāṅgula,,unmatched,,c̣ʌguíli,c̣ʌguíli
11,487,*thapp,thapp,6091,exact,6091,thapʌ́ṛ,thapʌ́ṛ
11,487,*thar,thar,6092,exact,6092,thʌ́r (-thʌr) ho-,thʌ́r (-thʌr) ho-
11,487,*thānna,thānna,6095,exact,6095,thɑ̄̀n,thɑ̄̀n
11,487,*thukk,thukk,6097,exact,6097,thuíkhi,thuíkhi
11,487,*thur,thur,6101,exact,6101,thúr-thur ho-,thúr-thur ho-
11,487,thūthū,thūthū,6104,exact,6104,thùtū,thùtū
11,487,daṇḍá,daṇḍá,6128,exact,6128,ḍā́ṇḍ˚,ḍā́ṇḍ˚
11,487,darati,darati,6190,exact,6190,ḍhʌrū́,ḍhʌrū́
11,487,darbhá,darbhá,6203,exact,6203,ẓʌ̀b,ẓʌ̀b
11,487,davara,davara,6225,exact,6225,ḍōrī̀,ḍōrī̀
11,487,**dādāpula,dādāpula,,unmatched,,dā́l 1,dā́l
11,487,dā́rḍhya,dā́rḍhya,6302,exact,6302,ḍʌḍ (G),ḍʌḍ
11,487,dina,dina,6328,exact,6328,in ʌ̀ṛ-dī̃̀ 1,ʌ̀ṛ-dī̃̀
11,487,dīrghá,dīrghá,6368,exact,6368,ẓìg˚,ẓìg˚
11,487,duh.khá,duh.khá,6375,loose,6375,in dhúk-ɣám,dhúk-ɣám
11,487,**dukka,dukka,5557,loose,5557,dukḗ,dukḗ
11,487,duhitŕ.,duhitŕ.,6481,exact,6481,dhī́,dhī́
11,487,dū́rvā,dū́rvā,6501,exact,6501,ẓū̀b,ẓū̀b
11,487,dola-1,dola,6582,loose,6582,ḍūlī̀,ḍūlī̀
11,487,*dola-2,dola,6583,loose,6583,ḍōrū́,ḍōrū́
11,487,*drakk,drakk,6613,exact,6613,ẓikō̃́ (G); ẓhikʌ́ṽ (J),ẓikō̃́;ẓhikʌ́ṽ
11,487,*dramṇa,dramṇa,6620-2,exact,6620-2,ẓʌ́ṽ 2,ẓʌ́ṽ
11,487,dramma,dramma,6622,exact,6622,ḍamṛéy (G); ḍhamṛī̀ (J),ḍamṛéy;ḍhamṛī̀
11,487,drā́kṣā,drā́kṣā,6628,exact,6628,ẓā̀c̣h,ẓā̀c̣h
11,487,*driṣṭi,driṣṭi,pii-6343-2,exact,pii-6343-2,ḍī́ṭhi,ḍī́ṭhi
11,487,droṇī-2,droṇī,6644,loose,6644,ẓū̀,ẓū̀
11,487,**dvaraviṣṭi,dvaraviṣṭi,,unmatched,,darbʌ̀ṭh,darbʌ̀ṭh
11,487,*dvala,dvala,6653,exact,6653,in lhʌmbʌlū̀,lhʌmbʌlū̀
11,487,*dhakk,dhakk,6701,exact,6701,ḍhakʌ́r,ḍhakʌ́r
11,487,dhaṭa-1,dhaṭa,6706,exact,6706,dhʌ́ṛ2 karʌ́ṽ,dhʌ́ṛ karʌ́ṽ
11,487,*dhaḍa,dhaḍa,6712,exact,6712,dhʌ́ṛ1,dhʌ́ṛ
11,487,dhána,dhána,6717,exact,6717,dhʌ́ṽ,dhʌ́ṽ
11,487,dhánus- plus kā́ṇḍa,dhánus,6726,exact,6726,dhʌ́ṽkā,dhʌ́ṽkā
11,487,dhandha,dhandha,6727,exact,6727,dhanàh,dhanàh
11,487,*dhapp,dhapp,6729,exact,6729,dhʌ́ph,dhʌ́ph
11,487,*dhamm,dhamm,6735,exact,6735,"dhʌ́m, dhamzʌ́ṽ",dhʌ́m;dhamzʌ́ṽ
11,487,*dhammakka,dhammakka,6736,exact,6736,dhʌmkī́,dhʌmkī́
11,487,dhara,dhara,6740,exact,6740,in bʌỳli dhʌ́r,bʌỳli dhʌ́r
11,487,dhárati,dhárati,6747,exact,6747,dharʌ́ṽ,dharʌ́ṽ
11,487,dharáṇī-1,dharáṇī,6744,exact,6744,dhʌrī̃̀,dhʌrī̃̀
11,487,dhāṭī,dhāṭī,6772,exact,6772,dhāṛàh,dhāṛàh
11,487,dhānā́-1,dhānā́,6777,exact,6777,dh́ā̃ (B),dh́ā̃
11,487,dhāneya,dhāneya,6776-2,loose,6776-2,in dhʌ̃ṛiā́l,dhʌ̃ṛiā́l
11,487,dhāpayati,dhāpayati,6783,exact,6783,dhayʌ́ṽ 2,dhayʌ́ṽ
11,487,dhāráyati,dhāráyati,6791,exact,6791,dhārō̃́ (G),dhārō̃́
11,487,dhā́ra-2,dhā́ra,6788,exact,6788,dhā́r 2,dhā́r
11,487,dhā́rā-2,dhā́rā,6793,exact,6793,dhā̀r 1,dhā̀r
11,487,dhāvayati2,dhāvayati,6803-2,exact,6803-2,dhayʌ́ṽ 1,dhayʌ́ṽ
11,487,dhā́sas,dhā́sas,6807,exact,6807,dhā̀s,dhā̀s
11,487,*dhukk,dhukk,6820,exact,6820,dhukʌ́ṽ,dhukʌ́ṽ
11,487,**dhutta,dhutta,,unmatched,,dhū̀th,dhū̀th
12,488,*dhunmɑn,dhunmɑn,6824,exact,6824,in dhúm-dhʌmā̀l,dhúm-dhʌmā̀l
12,488,*dhuvɑti2,dhuvɑti,6833,exact,6833,dhuyʌ́ṽ,dhuyʌ́ṽ
12,488,*dhūḍi,dhūḍi,6835,exact,6835,dhúṛ,dhúṛ
12,488,dhūmá,dhūmá,6849,exact,6849,"dhùā̃, dhúm-dhum",dhùā̃;dhúm-dhum
12,488,*dhūmākhara,dhūmākhara,6857,exact,6857,dhumāṛàh,dhumāṛàh
12,488,*dhūmāndha,dhūmāndha,6858,exact,6858,dhún,dhún
12,488,*dhokka-2,dhokka,5603,loose,5603,dhō̃̀kā,dhō̃̀kā
12,488,ná,ná,6906,manual,6906;14655a,nàh,nàh
12,488,nakulá,nakulá,6908,exact,6908,nō̃làh,nō̃làh
12,488,*nakkha,nakkha,6914-2,exact,6914-2,nā́kh,nā́kh
12,488,**nakkhura,nakkhura,,unmatched,,nʌkhū̀r,nʌkhū̀r
12,488,nagná,nagná,6926,exact,6926,nʌ̀nd,nʌ̀nd
12,488,naḍá,naḍá,6936,exact,6936,"nʌ́ī, nʌlkàh",nʌ́ī;nʌlkàh
12,488,náyati,náyati,6966,exact,6966,niō̃́ (G),niō̃́
12,488,nayaná-2,nayaná,6968,exact,6968,nǟ́ (B),nǟ́
12,488,nartáyati,nartáyati,6979,exact,6979,naṭʌ́ṽ,naṭʌ́ṽ
12,488,nartana,nartana,6978,exact,6978,naṭnī́ (G),naṭnī́
12,488,nárya,nárya,7077,loose,7077,nʌ́r,nʌ́r
12,488,náva-1,náva,6983,exact,6983,nʌ̀ṽ 1,nʌ̀ṽ
12,488,náva2,náva,6984,exact,6984,nʌ̀ṽ 2,nʌ̀ṽ
12,488,navamá,navamá,7006,exact,7006,nʌvʌ̀ṽ,nʌvʌ̀ṽ
12,488,náviya,náviya,7021,disambiguated,7021;7025-2,nʌyʌ́ṽ,nʌyʌ́ṽ
12,488,náśyati,náśyati,7027,exact,7027,našʌ́ṽ,našʌ́ṽ
12,488,nasta,nasta,7031,exact,7031,náth (G); nʌthū̀r (J),náth;nʌthū̀r
12,488,nastā,nastā,7031-5,exact,7031-5,in natkéy (G),natkéy
12,488,nahí,nahí,7035,exact,7035,nʌ̀ỹ 1,nʌ̀ỹ
12,488,nāḍī-1,nāḍī,7047,exact,7047,nāṛū́ (G),nāṛū́
12,488,nāḍī-3,nāḍī,7049,exact,7049,nāṛī̀,nāṛī̀
12,488,nā́bhi,nā́bhi,7062,exact,7062,nā̃̀ 2,nā̃̀
12,488,nā́man,nā́man,7067,exact,7067,nav 2 (G); nā̃́ 1 (J),nav;nā̃́
12,488,nāmin,nāmin,7070,exact,7070,nāmī̀,nāmī̀
12,488,nāraṅgá,nāraṅgá,7073,exact,7073,nārʌ̀ṅg,nārʌ̀ṅg
12,488,nihṣattva,nihṣattva,7119,loose,7119,nisʌ́th,nisʌ́th
12,488,*nigāti,nigāti,7165,exact,7165,in ʌṅgā̀,ʌṅgā̀
12,488,nidāghá,nidāghá,7193,exact,7193,in nī̀l-bʌsā́n (n1),nī̀l-bʌsā́n (n)
12,488,nidrā́,nidrā́,7200,exact,7200,nī̀ẓ,nī̀ẓ
12,488,nidrālú,nidrālú,7202,exact,7202,niẓā́l,niẓā́l
12,488,nimbū,nimbū,7247,exact,7247,lēmbū́,lēmbū́
12,488,niranna,niranna,7266,exact,7266,in nirànkʌy,nirànkʌy
12,488,níreti,níreti,7288,loose,7288,nhālʌ́ṽ 1,nhālʌ́ṽ
12,488,*nirdāti,nirdāti,7542-2,exact,7542-2,nīṇḍ˚ (G),nīṇḍ˚
12,488,nirmala,nirmala,7366,exact,7366,"nimʌ̀l, limʌỳli",nimʌ̀l;limʌỳli
12,488,nirlajja,nirlajja,7385,exact,7385,nilʌ̀z,nilʌ̀z
12,488,*nirlīyate,nirlīyate,7389,loose,7389,nīlʌ́ṽ 1,nīlʌ́ṽ
12,488,nívartate,nívartate,7411,loose,7411,nìṭhi,nìṭhi
12,488,*nīḍāti,nīḍāti,7542,exact,7542,nī̀ḍ˚,nī̀ḍ˚
12,488,nīrá,nīrá,7552,exact,7552,in nīltā́,nīltā́
12,488,nī́la,nī́la,7563,exact,7563,nī̀li,nī̀li
12,488,nīhārá,nīhārá,7574,exact,7574,nihā́r 1,nihā́r
12,488,nṛttá,nṛttá,7580,loose,7580,nā́ṭh,nā́ṭh
12,488,netra-3,netra,7588,loose,7588,nɛ̄́t (G),nɛ̄́t
12,488,nemí,nemí,7592,loose,7592,nʌ́ỹ 3,nʌ́ỹ
12,488,naiva,naiva,7603,exact,7603,nī́,nī́
12,488,*pakk,pakk,7618,exact,7618,pík-pʌkh karʌ́ṽ,pík-pʌkh karʌ́ṽ
12,488,pakvá,pakvá,7621,exact,7621,pʌ̀kh 1,pʌ̀kh
12,488,*pakvavaṭa,pakvavaṭa,7625,exact,7625,pʌkōṛī́,pʌkōṛī́
12,488,pakṣá,pakṣá,7627,exact,7627,"pʌỳc̣hi, pā́c̣h",pʌỳc̣hi;pā́c̣h
12,488,*pakṣataṭaka,pakṣataṭaka,7629,exact,7629,pʌ̀c̣hʌr,pʌ̀c̣hʌr
12,488,pákṣman,pákṣman,7638,exact,7638,phiṕī (B); pʌpʌ̀ỹ (J),phiṕī;pʌpʌ̀ỹ
12,488,*paggala,paggala,7643,exact,7643,phāgʌ́l,phāgʌ́l
12,488,*pacchi,pacchi,7652,exact,7652,pʌčhī́,pʌčhī́
12,488,pacyáte,pacyáte,7654,loose,7654,paċʌ́ṽ,paċʌ́ṽ
12,488,páñca,páñca,7655,exact,7655,pā̃̀z,pā̃̀z
12,488,páñcadaśa,páñcadaśa,7662,exact,7662,ṕʌnžīš (B); pʌnžīš (G),ṕʌnžīš;pʌnžīš
12,488,pañcamá,pañcamá,7669,exact,7669,pãnzō̃́ (G),pãnzō̃́
12,488,paṭ-2,paṭ,7691,exact,7691,pàṭ 3 -paṭh,pàṭ  -paṭh
12,488,paṭṭa-1 or paṭṭa-2,paṭṭa-1 or paṭṭa,,unmatched,,pàṭh 1,pàṭh
12,488,paṭṭa-2,paṭṭa,7700,exact,7700,ph́u.ṭ (B); pʌṭī́ and in ḍā̃̀-pʌ̀ṭh,ph́u.ṭ;pʌṭī́;ḍā̃̀-pʌ̀ṭh
12,488,páṭhati,páṭhati,7712,exact,7712,paṛʌ́ṽ 1,paṛʌ́ṽ
13,489,pɑnɑ-1,pɑnɑ,7714,loose,7714,pā̃ṛī̃̀ 1,pā̃ṛī̃̀
13,489,pɑnɑ-2,pɑnɑ,7715,loose,7715,in pʌṅgʌ̀ṭh,pʌṅgʌ̀ṭh
13,489,*patta-2,patta,7732,exact,7732,pʌtī́ (G); pā́th 2 (J),pʌtī́;pā́th
13,489,*pattaṅga,pattaṅga,7721-2,exact,7721-2,patáṅg,patáṅg
13,489,*pattama,pattama,7732,common-base,7732-2;7732-3,pʌ̀tʌỹ,pʌ̀tʌỹ
13,489,*pattara,pattara,,unmatched,,patár (G),patár
13,489,**pattima,pattima,,unmatched,,pʌ́ētʌṽ 1,pʌ́ētʌṽ
13,489,páttra,páttra,7733,exact,7733,"pàṭh 2 , inc̣apʌṛiā̃̀ ghɑ̄́ and in",pàṭh;inc̣apʌṛiā̃̀ ghɑ̄́ and in
13,489,pattralá,pattralá,7736,exact,7736,pʌċhʌ́l,pʌċhʌ́l
13,489,**pathabhakṣa,pathabhakṣa,,unmatched,,pʌ̀c̣h,pʌ̀c̣h
13,489,**panthakārin,panthakārin,,unmatched,,pʌnērī̀,pʌnērī̀
13,489,*panthapāla,panthapāla,7783,exact,7783,pʌnvā̀l,pʌnvā̀l
13,489,pánthā,pánthā,7785,exact,7785,pā̀n 3,pā̀n
13,489,**panthikā,panthikā,,unmatched,,pāyn (G),pāyn
13,489,pára,pára,7793,exact,7793,päŕō̃ (B),päŕō̃
13,489,pára- plus *dādda,pára,7793,exact,7793,pʌṛdādī́,pʌṛdādī́
13,489,paralokika,paralokika,,unmatched,,pʌríli (zḗ),pʌríli (zḗ)
13,489,paripavana,paripavana,7843,exact,7843,pʌryū̃́ (G),pʌryū̃́
13,489,*paribudhyate,paribudhyate,7848,loose,7848,parzō̃́ (G); pōrzʌ́ṽ (J),parzō̃́;pōrzʌ́ṽ
13,489,*parima,parima,7799d-2,exact,7799d-2,in pärë́ĩ žh́ān,pärë́ĩ žh́ān
13,489,parút,parút,7907,exact,7907,ṕōr kāl (B); par (G),ṕōr kāl;par
13,489,paruttná,paruttná,7908,exact,7908,pōrùkh,pōrùkh
13,489,parṇá,parṇá,7918,exact,7918,pʌ̀ṇḍ˚,pʌ̀ṇḍ˚
13,489,párpaṭa,párpaṭa,7934,exact,7934,"pʌpā̀, pāpʌṛā̀",pʌpā̀;pāpʌṛā̀
13,489,párśu,párśu,7948,exact,7948,pʌṣṭuìli,pʌṣṭuìli
13,489,palāṇḍú,palāṇḍú,7954,exact,7954,palā̃̀,palā̃̀
13,489,*pallaṭṭ,pallaṭṭ,7968,exact,7968,pa.lṭʌ́ṽ,pa.lṭʌ́ṽ
13,489,pallava-1,pallava,7969,exact,7969,"palúh, palúi (G)",palúh;palúi
13,489,paśupāla,paśupāla,7987,exact,7987,pʌyā̀l,pʌyā̀l
13,489,*paśca,paśca,7990,exact,7990,páš 1 (G),páš
13,489,páśyati,páśyati,8012,exact,8012,payšʌ́ṽ,payšʌ́ṽ
13,489,*paṣṭāna,paṣṭāna,8014,manual,8014;14682a,pʌṭhā̃̀,pʌṭhā̃̀
13,489,pākṣa,pākṣa,8025,exact,8025,pāṣáv (G); pā̀ṣ (Š),pāṣáv;pā̀ṣ
13,489,pāṭa,pāṭa,8030,exact,8030,in khʌṛpā́ 1,khʌṛpā́
13,489,*pāḍi,pāḍi,8041,exact,8041,in pʌ̀khur,pʌ̀khur
13,489,pɑ̄́ṇḍara,pɑ̄́ṇḍara,8047,loose,8047,pʌnʌ̀r,pʌnʌ̀r
13,489,pātáyati,pātáyati,8053,exact,8053,päyë́l (B),päyë́l
13,489,pā́da,pā́da,8056,exact,8056,pav (G); pā̀ 1 (J),pav;pā̀
13,489,*pādaḍa,pādaḍa,8058,exact,8058,pā̀ṛʌy,pā̀ṛʌy
13,489,pɑ̄́na,pɑ̄́na,8081,disambiguated,7714;7715;8081,pā̃́,pā̃́
13,489,pānī́ya,pānī́ya,8082,exact,8082,ṕiä̃ï̃ (B),ṕiä̃ï̃
13,489,pārá-1,pārá,8100,exact,8100,pā́r 1,pā́r
13,489,pāláyati,pāláyati,8129,exact,8129,pālʌ́ṽ,pālʌ́ṽ
13,489,pālakyā,pālakyā,8126,exact,8126,pālʌ̀kh,pālʌ̀kh
13,489,pāṣi,pāṣi,8139,exact,8139,pʌ̀ēṣ,pʌ̀ēṣ
13,489,picchilá,picchilá,8156,exact,8156,"piċhíli, phiċíli",piċhíli;phiċíli
13,489,piñjara-2,piñjara,7685-2,exact,7685-2,pinžʌràh,pinžʌràh
13,489,píṇḍa,píṇḍa,8168,exact,8168,pìṇḍ˚,pìṇḍ˚
13,489,pittá,pittá,8181,exact,8181,pī̀th,pī̀th
13,489,pittala-2,pittala,8184,exact,8184,pitʌ́l,pitʌ́l
13,489,pítriya,pítriya,8188,exact,8188,pičṓ (G); pī́c̣h (J),pičṓ;pī́c̣h
13,489,pipīlá,pipīlá,8201,exact,8201,pīl (G); pīlā̀ (J); pihi’lī (S),pīl;pīlā̀;pihi’lī
13,489,*piphīla,piphīla,8201-2,exact,8201-2,phüyél (B),phüyél
13,489,píbati,píbati,8209,exact,8209,puyʌ́ṽ,puyʌ́ṽ
13,489,*pilla,pilla,8214,manual,8214;8214a,pilū́,pilū́
13,489,piṣṭá,piṣṭá,8218,exact,8218,ṕïṭ (B),ṕïṭ
13,489,pīṭha,pīṭha,8222,exact,8222,pīṛī̀,pīṛī̀
13,489,pītala-1,pītala,8233,exact,8233,p̀ïl (B); pī̀li (J),p̀ïl;pī̀li
13,489,pī́van,pī́van,8242,exact,8242,píū̃,píū̃
