Snapshot_Date,Unit_ID,Parent_Unit_ID,PDF_Page,Printed_Page,Entry_Label,Series,Item_Type,Language,Dialect_Or_Source,Raw_Form,Raw_Gloss,Raw_Status,Raw_Relation,Old_Targets,Resolved_Targets,Final_Status,Final_Language_ID,Final_Parameter_ID,Emitted_Key,Resolution,Agent_Correction,Review,Material_Error,Source,Record_SHA256
2026-08-19,p409:u041:f001,p409:u041,14,409,2839,DED,form,Gondi,A Su.,telnār,south,queried,reflex,main:2839,d3449,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2839]",2d8c791f0d14e67eddd9f4729bd6dd9b27734fb8c8d6af97a837d101bf761722
2026-08-19,p409:u042,,14,409,2840,DED,record,,,,,,,main:2840,d3450,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2840]",c0eeb5f30e8a491cf33f2a7af2b8063f3194c78bebd5be3c9f867e4e42e14ad7
2026-08-19,p409:u042:f001,p409:u042,14,409,2840,DED,form,Gondi,A Su.,teh-,"to rouse from sleep, revive to life",active,reflex,main:2840,d3450,installed_form,adil,d3450,burrow-emeneau1972den1:p409:u042:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2840]",1fda29ebc4e04004db6b5222edcac981f6bdf137a59741a0e738866d53235c69
2026-08-19,p409:u043,,14,409,2841(b),DED,record,,,,,,,main:2841,d3451,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2841(b)]",2ef970fb433da345335d7b45444ff8208556acf42ac4894893297edc3a4d965c
2026-08-19,p409:u043:f001,p409:u043,14,409,2841(b),DED,form,Kannada,"Rabakavi, LSB 5.19",dariki,a belch,active,reflex,main:2841,d3451,unreconciled_transcription,rabakavi,d3451,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2841(b)]",66945b519192d9da5eee4dc37c1e18350e5053c0c0abff69b3bdf4d7ab4855f8
2026-08-19,p409:u043:f002,p409:u043,14,409,2841(b),DED,form,Pengo,,dreb in-,to belch,active,reflex,main:2841,d3451,installed_form,Pengo,d3451,burrow-emeneau1972den1:p409:u043:f002,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'dreb in-' reconciled as 'ḍreb in-',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2841(b)]",0682511b3099430173104885b380298d91839b8609aa2ecfceedfe15b6ef818b
2026-08-19,p409:u044,,14,409,2852,DED,record,,,,,,,main:2852,d3464,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2852]",aaaddffc376c136ac9bc7e0830cc6db282478ab3e3162d55ab3223e91f346e92
2026-08-19,p409:u044:f001,p409:u044,14,409,2852,DED,form,Kodagu,Kar.,te'l- (-i-),to float,active,reflex,main:2852,d3464,installed_form,Kodagu,d3464,burrow-emeneau1972den1:p409:u044:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,"agent form ""te'l- (-i-)"" reconciled as 'te·l- (-i-)'",source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2852]",f2d6d06c06ca5cea07cf0483315f68147667f20e9b98b157b95997f842f14361
2026-08-19,p409:u045,,14,409,2861,DED,record,,,,,,,main:2861,d3476,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2861]",13f7b1589ba554960b849eda8f52905691449d758a82d91a255211ef3881ff47
2026-08-19,p409:u045:f001,p409:u045,14,409,2861,DED,form,Gondi,many dialects,tōy-,to swell,queried,reflex,main:2861,d3476,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2861]",6885d65afe277bd3982ac0b65045be0e99bdc658224b5b64b812970bf23da2a7
2026-08-19,p409:u045:f002,p409:u045,14,409,2861,DED,form,Gondi,Tr.,toiyānā,to swell,active,variant,main:2861,d3476,installed_form,betul,d3476,burrow-emeneau1972den1:p409:u045:f002,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2861]",1b4faceb06c22c413d4c4e591fe1b744d27d2d08fbd61275b618023a77dd8151
2026-08-19,p409:u045:f003,p409:u045,14,409,2861,DED,form,Gondi,W.,toiyānā,to swell,active,variant,main:2861,d3476,installed_form,mandla,d3476,burrow-emeneau1972den1:p409:u045:f003,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2861]",da460d6b593cf2d47a7b9e419ba8d0f384c1a82b3ed115b89c9414fad713a5ce
2026-08-19,p409:u046,,14,409,2867,DED,record,,,,,,,main:2867,d3482,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2867]",2276cbd08d2b5bc9394924f86ac2804ded9cbef578cdb8ccde978a5736bc05d4
2026-08-19,p409:u046:f001,p409:u046,14,409,2867,DED,form,Jain Sanskrit,IL 20.193,todaka-,an anklet,comparison_only,comparison_only,main:2867,d3482,excluded_nonaccepted,,,,"comparison form retained as prose, not installed as a reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2867]",ed43a024a1d302848537ce740dc056a644ce1f78838edb0b97e7f1822e685c5d
2026-08-19,p409:u047,,14,409,2869,DED,record,,,,,,,main:2869,d3485,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2869]",b1b9342e99e8f41999b786deb3cb8de7fa51d2910f358e9850e05f1496188202
2026-08-19,p409:u047:f001,p409:u047,14,409,2869,DED,form,Konda,,dodi,"backyard of house (for plants, etc.)",active,reflex,main:2869,d3485,installed_form,Konda,d3485,burrow-emeneau1972den1:p409:u047:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'dodi' reconciled as 'ḍoḍi',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2869]",89f7198c5befb1a5163e8e44c2437e40886418d07242cae4d232425a75f13201
2026-08-19,p409:u048,,14,409,2873,DED,record,,,,,,,main:2873,d3489,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2873]",5d89f900459aed64e55852277be9ea1b386a6502611bbd9921093d197cf9c57b
2026-08-19,p409:u048:f001,p409:u048,14,409,2873,DED,form,Gondi,Ma.,doti,a kind of basket,active,reflex,main:2873,d3489,installed_form,maria,d3489,burrow-emeneau1972den1:p409:u048:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'doti' reconciled as 'ḍoṭi',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2873]",de1dac7680c2d6a0175c15b73c27c0e8807c6d8bb9cf8e9d0859051d95096e8f
2026-08-19,p409:u049,,14,409,2879,DED,record,,,,,,,main:2879,d3498,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2879]",b792ea6e0e1670293723f8088406bcf9110c986c66961c73d29afbd7949ede26
2026-08-19,p409:u049:f001,p409:u049,14,409,2879,DED,form,Kannada,"Barkur, LSB 11.8",doṇḍe,throat,active,reflex,main:2879,d3498,installed_form,barkur,d3498,burrow-emeneau1972den1:p409:u049:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2879]",56427c3337e75de15cdc19cb11550f8557ab22266df4499b107edef97c686359
2026-08-19,p409:u049:f002,p409:u049,14,409,2879,DED,form,Gondi,Ma.,"tōrsa, tōsa",,queried,reflex,main:2879,d3498,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2879]",e423ed00c46f4cb2feae97691195f0de484f9afbaeb4712e24dec15ed7d87bd2
2026-08-19,p409:u049:f003,p409:u049,14,409,2879,DED,form,Gondi,G. Mu.,tōsa,,active,variant,main:2879,d3498,installed_form,Gondi,d3498,burrow-emeneau1972den1:p409:u049:f003,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2879]",bc8769ff1282e11453a1c146082dcb1f2e5901bc824d9577d30ef80b1547d2a0
2026-08-19,p409:u049:f004,p409:u049,14,409,2879,DED,form,Gondi,L.,tosu,,active,variant,main:2879,d3498,installed_form,maria,d3498,burrow-emeneau1972den1:p409:u049:f004,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2879]",1700b4e3440ed4876c8ec485bc7c231f279738eefd6ceb6e7ab5481e722cf2ff
2026-08-19,p409:u049:f005,p409:u049,14,409,2879,DED,form,Gondi,Mu.,sōsa,,active,variant,main:2879,d3498,installed_form,muria,d3498,burrow-emeneau1972den1:p409:u049:f005,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2879]",85a10e83b911b0f49ff60cc4885d0582014bff3f9c1f56f3be280e68f3327749
2026-08-19,p409:u050,,14,409,2890,DED,record,,,,,,,main:2890,d3509,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2890]",b009467fa5304783ba48656e7aac73fb65490e84464d6f328d731c66722168d1
2026-08-19,p409:u050:f001,p409:u050,14,409,2890,DED,form,Malayalam,,tōna,"much, greatly",queried,reflex,main:2890,d3509,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2890]",1d2b8be57dcbf16219b5be749945ef79f97d5dbcf6dc40ddeaeb89278d561a32
2026-08-19,p409:u051,,14,409,2891,DED,record,,,,,,,main:2891,d3340,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2891]",9c62b8047ed63b90d13e1251e8b3a447a3e30779dbccf27a43c16b4235a02e7d
2026-08-19,p409:u051:f001,p409:u051,14,409,2891,DED,form,Tamil,,tura,,comparison_only,comparison_only,main:2891,d3340,excluded_nonaccepted,,,,"comparison form retained as prose, not installed as a reflex",,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2891]",d6e7dc519f27b558ef34490333b8594a67c250b38e671f9449e4e34ebcdc684f
2026-08-19,p409:u052,,14,409,2893,DED,record,,,,,,,main:2893,d3511,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2893]",1a95573adc73373d2e04bd985eef90992889de5e53011a00eaa31e9126fd0a9c
2026-08-19,p409:u052:f001,p409:u052,14,409,2893,DED,form,Tamil,"RS, p. 157, item 360",tōmpu,a tub,active,reflex,main:2893,d3511,installed_form,Tamil,d3511,burrow-emeneau1972den1:p409:u052:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2893]",7ff60c46a1e3482378b5c5ff7795500c69c685f15275e266daf0d7588f061d0c
2026-08-19,p409:u052:f002,p409:u052,14,409,2893,DED,form,Gondi,LuS.,toposhee,a basketwork receptacle for grain,active,reflex,main:2893,d3511,installed_form,Gondi,d3511,burrow-emeneau1972den1:p409:u052:f002,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2893]",9fe5dfc4f5c947c4f122819e760260286feed64d6cdef2c46b984b20c1fa430b
2026-08-19,p409:u053,,14,409,2898,DED,record,,,,,,,main:2898,d3515,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2898]",8c5d2063e46f031c192d3197dd8d64b1c53e7d6ffafdd27d682bf708acfc6fa6
2026-08-19,p409:u053:f001,p409:u053,14,409,2898,DED,form,Kannada,Nanj.,domme,lungs of cow,active,reflex,main:2898,d3515,installed_form,nanjangud,d3515,burrow-emeneau1972den1:p409:u053:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2898]",ea3c613ecb791e38335542eb3ab8534e8f19f0de1fba26b3063b2312158e0f3c
2026-08-19,p409:u053:f002,p409:u053,14,409,2898,DED,form,Gondi,A Su.,dobba,lung,active,reflex,main:2898,d3515,installed_form,adil,d3515,burrow-emeneau1972den1:p409:u053:f002,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'dobba' reconciled as 'dobbā',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2898]",77b962955a5b5ba98d5af30d20765f7c303d906408ada7e76a1a612da13b40f1
2026-08-19,p409:u054,,14,409,2899,DED,record,,,,,,,main:2899,d3516,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2899]",6ce0b4a5d9d9165275af5b0584afe02dd07947802e32bb69e4a5580d2243db97
2026-08-19,p409:u054:f001,p409:u054,14,409,2899,DED,form,Malayalam,,toṇṭi,old woman,active,reflex,main:2899,d3516,installed_form,Malayalam,d3516,burrow-emeneau1972den1:p409:u054:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2899]",11a981ccfd5c1d6bfad3e9f7f3cea5315d5fc301ace8f16bc6ad5cd4e28c4d5c
2026-08-19,p409:u054:f002,p409:u054,14,409,2899,DED,form,Tulu,B-K,toṇḍe,old man,active,reflex,main:2899,d3516,installed_form,Tulu,d3516,burrow-emeneau1972den1:p409:u054:f002,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'toṇḍe' reconciled as 'toṇḍé',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2899]",7e2f89b601e2bd50ba50e985a1bdbea6b30f77e2ed69f51c5dbdc9816960c7c7
2026-08-19,p409:u054:f003,p409:u054,14,409,2899,DED,form,Tulu,B-K,toṇḍi,old woman,active,variant,main:2899,d3516,installed_form,Tulu,d3516,burrow-emeneau1972den1:p409:u054:f003,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2899]",c2609d2b5d70b6e9243433e39802352e13258f8d3e91548a18b2a89fab5df273
2026-08-19,p409:u054:f004,p409:u054,14,409,2899,DED,form,Telugu,,"tolukaru, tolakari, tolakarin̄cu",rainy season; beginning of rainy season; to rain for the first time in the season,active,reflex,main:2899,d3516,unreconciled_transcription,Telugu,d3516,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2899]",9057b79786191710338be904f7f1e52592c48bac09864e98cc97c6e2d4b58df8
2026-08-19,p409:u054:f005,p409:u054,14,409,2899,DED,form,Gondi,A Su.,tottāy,old,active,reflex,main:2899,d3516,installed_form,adil,d3516,burrow-emeneau1972den1:p409:u054:f005,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2899]",43e4b4a8a76cfbf0f45d29a336134be50a188d30f74c29f9f23e8a24c6040ca6
2026-08-19,p409:u054:f006,p409:u054,14,409,2899,DED,form,Gondi,A Su.,tottūr,ancestors,active,derived,main:2899,d3516,installed_form,adil,d3516,burrow-emeneau1972den1:p409:u054:f006,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2899]",ffaf882c5a76fd6d9d6648ec62e477965faad24ffeb75c370bf0f721ae2200ed
2026-08-19,p409:u054:f007,p409:u054,14,409,2899,DED,form,Gondi,A Su.,tollē,"previous, in ancient times",active,derived,main:2899,d3516,installed_form,adil,d3516,burrow-emeneau1972den1:p409:u054:f007,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2899]",afd092c1457445d6220eca95f4677053e455c2d97e5d7677ad33e27802723064
2026-08-19,p409:u055,,14,409,2902,DED,record,,,,,,,main:2902,d3522,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2902]",0865ce324bec2a9be3f75c53b31caa4ec2d0058d0764671ad3e819d648611850
2026-08-19,p409:u055:f001,p409:u055,14,409,2902,DED,form,Tulu,B-K,"toripu, tolipu, corpu = torpu",to kick,active,reflex,main:2902,d3522,unreconciled_transcription,Tulu,d3522,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2902]",67acb372226c067aaa3cc044360735220fd01e4c75d2e7b17058a2986eaff94f
2026-08-19,p409:u056,,14,409,2904,DED,record,,,,,,,main:2904,d3525,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2904]",7f5b55925e602f2db402a02d71d3be8e175597965a71268f006667c376f16b91
2026-08-19,p409:u056:f001,p409:u056,14,409,2904,DED,form,Tulu,,"solma, solmē",salutation,active,reflex,main:2904,d3525,unreconciled_transcription,Tulu,d3525,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2904]",43c21b5c289eaac1174d9924ebb301489b7f9c80e51284aa54e861583fbc8cf9
2026-08-19,p409:u057,,14,409,2907,DED,record,,,,,,,main:2907,d3528,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2907]",bc91ac21ee1fbbb62eab45210df3eefd07b165c1bc7d6f034b7d3c0320ae8801
2026-08-19,p409:u057:f001,p409:u057,14,409,2907,DED,form,Kui,,doda,"a pitted surface, pitted sore",active,reflex,main:2907,d3528,installed_form,Kui,d3528,burrow-emeneau1972den1:p409:u057:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'doda' reconciled as 'doḍa',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2907]",72146b6f6ea147c71fdb95c4eccc3847ce2abfb15cd905e6715b695fc52e4f2d
2026-08-19,p409:u058,,14,409,2922,DED,record,,,,,,,main:2922,d3544,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2922]",a9d0f18b2793ec2a91243c1014a6cc2b02ec9fd462ce51a1efbd7ed88ba23cae
2026-08-19,p409:u058:f001,p409:u058,14,409,2922,DED,form,Gondi,Koya Su.,toṭṭe,peel,active,reflex,main:2922,d3544,installed_form,koya,d3544,burrow-emeneau1972den1:p409:u058:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2922]",09e054e99a4358880e89ddd63e2598530dee5a8bfa6fcf9a5b99707f40f32f5d
2026-08-19,p409:u059,,14,409,2927,DED,record,,,,,,,main:2927,d3549,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2927]",1ec38bca79f57795efb58fb8345da058a26cd09869bea32edd5ae058554b864e
2026-08-19,p409:u059:f001,p409:u059,14,409,2927,DED,form,Gondi,Mu.,tōr-,to draw water from well,active,reflex,main:2927,d3549,installed_form,muria,d3549,burrow-emeneau1972den1:p409:u059:f001,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2927]",36d74c1860df00d191d7663e458e9f8c8881d495e03c9f71879fc335009502f0
2026-08-19,p409:u059:f002,p409:u059,14,409,2927,DED,form,Gondi,Koya Su.,tōr-,to draw water from well,active,variant,main:2927,d3549,installed_form,koya,d3549,burrow-emeneau1972den1:p409:u059:f002,unique old-number resolution; agent transcription exactly corroborated by current DEDR,,source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2927]",0bfd919a736aea87441981e1b530372784527b9b137a3ef8840faabcca6ebfdd
2026-08-19,p409:u060,,14,409,2935,DED,record,,,,,,,main:2935,d3557,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2935]",647c74da63c2444a9fe5e3b12ea34170d17c082f335d9bae1e04527bc96bd7ef
2026-08-19,p409:u060:f001,p409:u060,14,409,2935,DED,form,Kui,,troja (trōji-),"to grow in body, become mature and well-developed; pl. act. trōska (trōski-)",active,reflex,main:2935,d3557,installed_form,Kui,d3557,burrow-emeneau1972den1:p409:u060:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'troja (trōji-)' reconciled as 'trōja (trōji-)',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2935]",eead9b7cd778f6073f5b5868307a6d8d6bb4c6d40c711e203bf0100779aa30d7
2026-08-19,p409:u061,,14,409,2939,DED,record,,,,,,,main:2939,d3563,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2939]",79c2b3319e5ddc804221c5bf20216c21db67ae5c4a0a34c690d9ca7dd8b8540f
2026-08-19,p409:u061:f001,p409:u061,14,409,2939,DED,form,Gadaba,"S., LSB 20.4",tōnek,relative,active,reflex,main:2939,d3563,installed_form,salur,d3563,burrow-emeneau1972den1:p409:u061:f001,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'tōnek' reconciled as 'tōṇek',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2939]",6a88ebd1888bcfc576054a085b4d8efa8286bd0acc7a2128d8fdb318d2843142
2026-08-19,p409:u061:f002,p409:u061,14,409,2939,DED,form,Gondi,A Su.,tōrō,with,active,reflex,main:2939,d3563,installed_form,adil,d3563,burrow-emeneau1972den1:p409:u061:f002,unique old-number resolution; agent structure corroborated; diacritics restored from unique current-DEDR match,agent form 'tōrō' reconciled as 'tōṛō',source-image/current-DEDR reconciled,no,"burrow-emeneau1972den1[p. 409, entry 2939]",6fa94f55c2ea3e35237b5d41b08ae557b26933992953c8ca5659e8066f5f9c09
2026-08-19,p409:u062,,14,409,2942,DED,record,,,,,,,main:2942,d3566,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2942]",a3c2c6f554d87fcc6b8e85fabd5490685a456db577bee1fa2ca93cfa0a9cf055
2026-08-19,p409:u062:f001,p409:u062,14,409,2942,DED,form,Kodagu,Kar.,*to'nd-,"it came in a flash, as a sudden idea",active,reflex,main:2942,d3566,unreconciled_transcription,Kodagu,d3566,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2942]",1c5454160be56ddae281a84f284d73d905680d2d78eb9d45be2b1ed8f96b4b9a
2026-08-19,p409:u062:f002,p409:u062,14,409,2942,DED,form,Pengo,,tonj- = cōnj-,,active,variant,main:2942,d3566,unreconciled_transcription,Pengo,d3566,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2942]",08a3be0015e238d31d336f49c5c1e4d8d4434674cec73b1f727bf34329c6bb2d
2026-08-19,p409:u062:f003,p409:u062,14,409,2942,DED,form,Pengo,,tōc- = cōc-,,active,variant,main:2942,d3566,unreconciled_transcription,Pengo,d3566,,unique old-number resolution; agent transcription lacks a unique exact or diacritic-insensitive current-DEDR corroboration,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2942]",ecf1ada826aa71e376c04bd1aabbc64bdf6c19da44e872e8e1088520b50ad493
2026-08-19,p409:u063,,14,409,2949,DED,record,,,,,,,main:2949|main:44,d3574|d47,raw_segment_audited,,,,structured raw segment retained in audit; 2 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 409, entry 2949]",b04997e6db851c77ec75b91e8911af49e5fe42f3a7b570ea82d940acf354d16f
2026-08-19,p409:u063:f001,p409:u063,14,409,2949,DED,form,Konda,,nacak in- (id-),to make noise in cutting through flesh,queried,reflex,main:2949|main:44,d3574,excluded_nonaccepted,,,,tentative form retained in source prose without a rank-1 reflex edge,,source structure reviewed; exclusion or unresolved state is explicit,no,"burrow-emeneau1972den1[p. 409, entry 2949]",ae12dea4ea9f52750a473800f95ae527f1e90be26feb1343b84f1503a485c779
2026-08-19,p410:u001,,15,410,2957,DED,record,,,,,,,main:2957,d3582,raw_segment_audited,,,,structured raw segment retained in audit; 1 current DEDR target(s) resolved,,page-agent structure reviewed; running text pending diplomatic verification,unreviewed,"burrow-emeneau1972den1[p. 410, entry 2957]",8b482636d1a00884aecb1436885bf4f02d12f6c284c2b94b36d3b87ed99a3f05
