Status,Entry_Key,PDF_Page,Printed_Head,Form,Variants,Gloss,DEDR_IDs,DEDR_Relations,Checked_Unlinked,Unresolved_DEDR_IDs,Raw_Entry
ingested,wolf-kota:p26:e1,26,mugarv- (mugard-),mugarv-,mugard-,to bow down,,,yes,,mugarv- (mugard-) — [-] to bow down
ingested,wolf-kota:p26:e2,26,muk- (muky-),muk-,muky-,to strain [mukit muṛya in Raman.3],4896(a),direct,,,muk- (muky-) — (4896) to strain [mukit muṛya in Raman.3]
ingested,wolf-kota:p26:e3,26,mukāṛ,mukāṛ,,cloth covering face when mourning or anxiety ridden,,,yes,,mukāṛ — [-] cloth covering face when mourning or anxiety ridden
ingested,wolf-kota:p26:e4,26,mukuty,mukuty,,place where leather crosses (also knots?) in affixing head to par (III: 71b; IV: 94),,,yes,,mukuty — [-] place where leather crosses (also knots?) in affixing head to par (III: 71b; IV: 94)
ingested,wolf-kota:p26:e5,26,mukūcd,mukūcd,,all mundkanons and terkarns sit together after praying and leave as one. Always on Saturday and Monday. [the whole village comes the Saturday after the muṭm and the Monday after the muṭm. But if the mutm is on sat or Sunday the sat praying is cancelled.,,,,,mukūcd — all mundkanons and terkarns sit together after praying and leave as one. Always on Saturday and Monday. [the whole village comes the Saturday after the muṭm and the Monday after the muṭm. But if the mutm is on sat or Sunday the sat praying is cancelled.
ingested,wolf-kota:p26:e6,26,muḷgōyt,muḷgōyt,,porcupine,,,,,muḷgōyt — [muḷ + -] porcupine
ingested,wolf-kota:p26:e7,26,mumbal,mumbal,,front teeth,,,,,mumbal — [mund + pal] front teeth
ingested,wolf-kota:p26:e8,26,mumuṛy,mumuṛy,,"knot tied in front of mundkānōn’s head, with hair (I: 44; 150)",4921,direct,,,"mumuṛy — (4921) knot tied in front of mundkānōn’s head, with hair (I: 44; 150)"
ingested,wolf-kota:p26:e9,26,mumuṭ,mumuṭ,,women’s hair knot in front of head I: 150,,,,,mumuṭ — women’s hair knot in front of head I: 150
ingested,wolf-kota:p26:e10,26,mund- (mundy-),mund-,mundy-,"“to go in front, act first”; volunteer for work first",5020,direct,,,"mund- (mundy-) — (5020) “to go in front, act first”; volunteer for work first"
ingested,wolf-kota:p26:e11,26,muṇḍ,muṇḍ,,waistcloth,,,,,muṇḍ — waistcloth
ingested,wolf-kota:p26:e12,26,mundkānōḷ/mundkātōḷ,mundkānōḷ,mundkātōḷ,wife of mundka⋅no⋅n; leads women in god-related ritual activities,,,,,mundkānōḷ/mundkātōḷ — wife of mundka⋅no⋅n; leads women in god-related ritual activities
ingested,wolf-kota:p26:e13,26,mundkānōn/mundkātōn,mundkānōn,mundkātōn,leader in all village rituals relating to the god,,,,,mundkānōn/mundkātōn — leader in all village rituals relating to the god
ingested,wolf-kota:p26:e14,26,muṇḍy,muṇḍy,,"“ state of man unable to pay debt, rent, or contribution”; welcher, beggar, leech",4936,direct,,,"muṇḍy — (4936) “ state of man unable to pay debt, rent, or contribution”; welcher, beggar, leech"
ingested,wolf-kota:p26:e15,26,munēr-,munēr-,,(Tamil) become rich (get conjugation),,,,,munēr- — (Tamil) become rich (get conjugation)
ingested,wolf-kota:p26:e16,26,mungay,mungay,,forearm and hand,,,yes,,mungay — [-] forearm and hand
ingested,wolf-kota:p26:e17,26,mungil,mungil,,bamboo,,,yes,,mungil — [-] bamboo
ingested,wolf-kota:p26:e18,26,munguṭ,munguṭ,,"(EVS: mungaṭ, mungoṭ) style of hair in women’s ritual; all but rim of hair is shaved I: 95",,,,,"munguṭ (EVS: mungaṭ, mungoṭ) style of hair in women’s ritual; all but rim of hair is shaved I: 95"
ingested,wolf-kota:p26:e19,26,murg- (murgy-),murg-,murgy-,“to growl”,5013,direct,,,murg- (murgy-) — (5013) “to growl”
ingested,wolf-kota:p26:e20,26,mury- (murc-),mury-,murc-,"“to break (stick like things, intr. tr.) indent (neck in throwing pot)”; break up clumps of rice",4975,direct,,,"mury- (murc-) — (4975) “to break (stick like things, intr. tr.) indent (neck in throwing pot)”; break up clumps of rice"
ingested,wolf-kota:p26:e21,26,muṭ- (muc-),muṭ-,muc-,to touch (generally—not just “corpse at funeral”) I: 102,4934,direct,,,muṭ- (muc-) — (4934) to touch (generally—not just “corpse at funeral”) I: 102
ingested,wolf-kota:p26:e22,26,muṭāḷ,muṭāḷ,,stupid person,,,yes,,muṭāḷ — [-] stupid person
ingested,wolf-kota:p26:e23,26,muṭā muṛmuḷn,muṭā muṛmuḷn,,“without any reason” (word is used to talk to or about someone who told a lie),4928,direct,,,muṭā muṛmuḷn — (4928) “without any reason” (word is used to talk to or about someone who told a lie)
ingested,wolf-kota:p26:e24,26,muṭgārn,muṭgārn,,Badaga partner of a Kota,,,,,muṭgārn — Badaga partner of a Kota
ingested,wolf-kota:p26:e25,26,mutl,mutl,,"“maturity, rupeness, old age” (DEDR 4954)",4954,direct,,,"mutl — “maturity, rupeness, old age” (DEDR 4954)"
ingested,wolf-kota:p26:e26,26,muṭm,muṭm,,“day when moon is not visible”,4941,direct,,,muṭm — (4941) “day when moon is not visible”
ingested,wolf-kota:p26:e27,26,muyndgiṛc,muyndgiṛc,,widowed or abandoned wife,,,,,muyndgiṛc — [muynd + dative + viṛc- ?] widowed or abandoned wife
ingested,wolf-kota:p26:e28,26,muyndōn,muyndōn,,"one who volunteers first for any job, dangerous or otherwise. Implication is he doesn’t get work done at home. Eager beaver.",,,,,"muyndōn — one who volunteers first for any job, dangerous or otherwise. Implication is he doesn’t get work done at home. Eager beaver."
ingested,wolf-kota:p26:e29,26,muyr/moyr,muyr,moyr,complaint,5013,direct,,,muyr/moyr — (5013) complaint
ingested,wolf-kota:p26:e30,26,mūg,mūg,,“clay pot in which cows are milked by priests at milk-ceremony”; I: 144,4887,direct,,,mūg — (4887) “clay pot in which cows are milked by priests at milk-ceremony”; I: 144
ingested,wolf-kota:p26:e31,26,mūk- (muyk-),mūk-,muyk-,“to submerge” [DEDR gives (mūyk-)],4993,direct,,,mūk- (muyk-) — (4993) “to submerge” [DEDR gives (mūyk-)]
ingested,wolf-kota:p26:e32,26,mūl,mūl,,"“corner, direction” (see EVS for diagram of different directions)",5044,direct,,,"mūl — (5044) “corner, direction” (see EVS for diagram of different directions)"
ingested,wolf-kota:p26:e33,26,mūl vīcr oygd,mūl vīcr oygd,,peeking or seeing one from the corner of one’s eye and going on as if one didn’t see,,,yes,,mūl vīcr oygd — [-] peeking or seeing one from the corner of one’s eye and going on as if one didn’t see
ingested,wolf-kota:p26:e34,26,mūṛ,mūṛ,,shoulder,5122,direct,,,mūṛ — (5122) shoulder
ingested,wolf-kota:p26:e35,26,mūv,mūv,,child,,,yes,,mūv — [-] child
ingested,wolf-kota:p26:e36,26,mūv- (mūd-),mūv-,mūd-,4887 “to scoop up (water) with pot”,,,,,mūv- (mūd-) — 4887 “to scoop up (water) with pot”
ingested,wolf-kota:p26:e37,26,nakarg,nakarg,,"“sp. grass; Andropogon foulkesii”; kind of grass used with cow dung in child naming, funerary and buffalo salt-giving ceremonies",1397,direct,,,"nakarg — (1397) “sp. grass; Andropogon foulkesii”; kind of grass used with cow dung in child naming, funerary and buffalo salt-giving ceremonies"
ingested,wolf-kota:p27:e1,27,namb- (namby-),namb-,namby-,"“to believe, trust”",3600,direct,,,"namb- (namby-) — (3600) “to believe, trust”"
ingested,wolf-kota:p27:e2,27,naṇīg,naṇīg,,"“clear fat, lard, fat in belly of animal”",2921,direct,,,"naṇīg — (2921) “clear fat, lard, fat in belly of animal”"
ingested,wolf-kota:p27:e3,27,nanj/neynj,nanj,neynj,"chest, heart",3736,direct,,,"nanj/neynj — (3736) chest, heart"
ingested,wolf-kota:p27:e4,27,naṇṭ,naṇṭ,,groom (in sentence “naṇṭ vaduko” spoken by third party to announce groom has come to bride’s house),3588,related,,,naṇṭ — [3588] groom (in sentence “naṇṭ vaduko” spoken by third party to announce groom has come to bride’s house)
ingested,wolf-kota:p27:e5,27,naṇṭn,naṇṭn,,(formerly I defined as: kinship term groom’s family uses to refer to bride’s family; more detailed below) III:25 Naṇṭns are always men. The nantns of woman who marries outside of her village are generally the men of her natal village. More specifically her male relatives through her father. A man’s nantns are his kēr mates (also male relatives through father),3588,related,,,naṇṭn — [3588] (formerly I defined as: kinship term groom’s family uses to refer to bride’s family; more detailed below) III:25 Naṇṭns are always men. The nantns of woman who marries outside of her village are generally the men of her natal village. More specifically her male relatives through her father. A man’s nantns are his kēr mates (also male relatives through father)
ingested,wolf-kota:p27:e6,27,naṇṭnel,naṇṭnel,,cloth given by naṇṭns or dear ones to deceased at funeral sometime before pērn sastram,,,,,naṇṭnel — cloth given by naṇṭns or dear ones to deceased at funeral sometime before pērn sastram
ingested,wolf-kota:p27:e7,27,nar,nar,,grey hair,3609,direct,,,nar — (3609) grey hair
ingested,wolf-kota:p27:e8,27,naṛ- (naṭ-),naṛ-,naṭ-,"“to fix upright in ground, transplant”",3583,direct,,,"naṛ- (naṭ-) — (3583) “to fix upright in ground, transplant”"
ingested,wolf-kota:p27:e9,27,naṛjām,naṛjām,,middle of night,3584,related,,,naṛjām — [3584 + -] middle of night
ingested,wolf-kota:p27:e10,27,nark,nark,,fear,,,,,nark — fear
ingested,wolf-kota:p27:e11,27,naṛt- (nayṛt-),naṛt-,nayṛt-,"“to teach to walk, make to proceed, manage affair”",3582,direct,,,"naṛt- (nayṛt-) — (3582) “to teach to walk, make to proceed, manage affair”"
ingested,wolf-kota:p27:e12,27,naṛv- (naṛd-),naṛv-,naṛd-,"“to walk, proceed, happen”",3582,direct,,,"naṛv- (naṛd-) — (3582) “to walk, proceed, happen”"
ingested,wolf-kota:p27:e13,27,naṭkal,naṭkal,,flagstones stuck upright in ground in Kolmēl as meeting place.,3583,related,,,naṭkal — [3583] flagstones stuck upright in ground in Kolmēl as meeting place.
ingested,wolf-kota:p27:e14,27,nayḷ- (naḷc-),nayḷ-,naḷc-,“to play”,3612,direct,,,nayḷ- (naḷc-) — (3612) “to play”
ingested,wolf-kota:p27:e15,27,nayr,nayr,,"fox, jackal",3606,direct,,,"nayr — (3606) fox, jackal"
ingested,wolf-kota:p27:e16,27,nayṛvaṛt,nayṛvaṛt,,manner of conduct,,,yes,,nayṛvaṛt — [-] manner of conduct
ingested,wolf-kota:p27:e17,27,nāj,nāj,,small stream,,,,,nāj — small stream
ingested,wolf-kota:p27:e18,27,nān- (nānd-),nān-,nānd-,“to become wet in rain”,3630,direct,,,nān- (nānd-) — (3630) “to become wet in rain”
ingested,wolf-kota:p27:e19,27,nānm,nānm,,memory,,,,,nānm — [<Skt. jnāpaka] memory
ingested,wolf-kota:p27:e20,27,nāṛ,nāṛ,,"“country, settled area (opposite to jungle), place where dead go”",3638,direct,,,"nāṛ — (3638) “country, settled area (opposite to jungle), place where dead go”"
ingested,wolf-kota:p27:e21,27,nāṛ tēr/tōr (tēry-),nāṛ tēr,tōr (tēry-),"lit. ‘country becomes clear’, i.e. becoming able to see who one is going; to dawn",3471,direct,,,"nāṛ tēr/tōr (tēry-) — (3471) lit. ‘country becomes clear’, i.e. becoming able to see who one is going; to dawn"
ingested,wolf-kota:p27:e22,27,nātuyn,nātuyn,,woman’s brother’s wife,,,,,nātuyn — woman’s brother’s wife
ingested,wolf-kota:p27:e23,27,nāyd,nāyd,,relatives (like all living in one kēr),,,yes,,nāyd — [-] relatives (like all living in one kēr)
ingested,wolf-kota:p27:e24,27,nāyro,nāyro,,(bad odor) stinks,,,yes,,nāyro — [-] (bad odor) stinks
ingested,wolf-kota:p27:e25,27,nec- (nec-),nec-,,“to weave”,3745,direct,,,nec- (nec-) — (3745) “to weave”
ingested,wolf-kota:p27:e26,27,nel,nel,,"“truth”; condition (in the Kota sense), stability",3675,direct,,,"nel — (3675) “truth”; condition (in the Kota sense), stability"
ingested,wolf-kota:p27:e27,27,nelāgōṛ,nelāgōṛ,,place in Kolmēl where corpse is kept while spouse removes jewelry at funeral (see tāv vecd vāṛm) [EVS: “place between village and funeralplace where ornaments of survivors are removed and a cow (and sometimes a buffalo) is killed)”] IV: 44,,,,,nelāgōṛ — place in Kolmēl where corpse is kept while spouse removes jewelry at funeral (see tāv vecd vāṛm) [EVS: “place between village and funeralplace where ornaments of survivors are removed and a cow (and sometimes a buffalo) is killed)”] IV: 44
ingested,wolf-kota:p27:e28,27,nelm,nelm,,bones; “ground”,3676,related,,,nelm — [3676] bones; “ground”
ingested,wolf-kota:p27:e29,27,nelmpac mog,nelmpac mog,,boy in varldāv responsible for holding (i.e. collecting?) bones,,,,,nelmpac mog — [nelm + pat + mog] boy in varldāv responsible for holding (i.e. collecting?) bones
ingested,wolf-kota:p27:e30,27,nenjuḷk/peṭuḷk iṛvo⋅ṛo,nenjuḷk,peṭuḷk iṛvo⋅ṛo,to memorize (keep in heart/stomach),,,,,nenjuḷk/peṭuḷk iṛvo⋅ṛo — to memorize (keep in heart/stomach)
ingested,wolf-kota:p27:e31,27,neny- (nenc-),neny-,nenc-,to think,3683,direct,,,neny- (nenc-) — (3683) to think
ingested,wolf-kota:p27:e32,27,ner,ner,,"people in a line or circle working or dancing. nerl uk- to join a group of people (arranged in a line or circle) who are doing work or dancing. special usage: during the funeral dance, joining in.",,,,,"ner — people in a line or circle working or dancing. nerl uk- to join a group of people (arranged in a line or circle) who are doing work or dancing. special usage: during the funeral dance, joining in."
ingested,wolf-kota:p28:e1,28,nerk-/neryk -,nerk-,neryk -,"to rub between hands or under feet; to twirl (as in making fire–perhaps this is how nījkol came about, some say neyrkol with r somewhere between r and j)",2927,direct,,,"nerk-/neryk - — (2927) to rub between hands or under feet; to twirl (as in making fire–perhaps this is how nījkol came about, some say neyrkol with r somewhere between r and j)"
ingested,wolf-kota:p28:e2,28,nerl,nerl,,“shade”,3679,direct,,,nerl — (3679) “shade”
ingested,wolf-kota:p28:e3,28,neṛneṛm,neṛneṛm,,lying flat on back with head bent back,3738,direct,,,neṛneṛm — (3738) lying flat on back with head bent back
ingested,wolf-kota:p28:e4,28,nert- (nerty-),nert-,nerty-,to line up,3673,direct,,,nert- (nerty-) — (3673) to line up
ingested,wolf-kota:p28:e5,28,nert-/nerty-,nert-,nerty-,"(DEDR 3682, to bring to fruition); to do all rituals, behavior correctly ex. 1997:6 elm nerytr vām āḷ takēn (do all the rituals properly and I’ll give you a man, in this case a tērkārn, said by god through Pa Mathi’s voice)",3682,related,,,"nert-/nerty- (DEDR 3682, to bring to fruition); to do all rituals, behavior correctly ex. 1997:6 elm nerytr vām āḷ takēn (do all the rituals properly and I’ll give you a man, in this case a tērkārn, said by god through Pa Mathi’s voice)"
ingested,wolf-kota:p28:e6,28,nerv,nerv,,? I: 95,,,,,nerv – ? I: 95
ingested,wolf-kota:p28:e7,28,nervaṇm,nervaṇm,,"nakedness, without cloths",,,yes,,"nervaṇm — [-] nakedness, without cloths"
ingested,wolf-kota:p28:e8,28,neṭēn,neṭēn,,“ground”; floorrt,3676,direct,,,neṭēn — (3676) “ground”; floorrt
ingested,wolf-kota:p28:e9,28,netr,netr,,blood,3748,direct,,,netr — (3748) blood
ingested,wolf-kota:p28:e10,28,neyjkōl,neyjkōl,,"firesticks, fire by friction",,,,,"neyjkōl — firesticks, fire by friction"
ingested,wolf-kota:p28:e11,28,nēk,nēk,,memory of spatial location such that in the dark or with one’s eyes closed places can be located,,,yes,,nēk — [-] memory of spatial location such that in the dark or with one’s eyes closed places can be located
ingested,wolf-kota:p28:e12,28,nēlg,nēlg,,plough (I: 101),2907,direct,,,nēlg — (2907) plough (I: 101)
ingested,wolf-kota:p28:e13,28,nēr- (nēr-),nēr-,,to grow (intr.),3692,related,,,nēr- (nēr-) — [3692?] to grow (intr.)
ingested,wolf-kota:p28:e14,28,nērl,nērl,,"During the pāl cātrm, a bunch of nērl, 2-3 feet long, is run from the horns of the cow along its back up to the tail. It is used to remove tīṭ. (info from Pucan. see also below, Mandelbaum’s info); used in new house ceremony, posts made from this",,,,,"nērl — During the pāl cātrm, a bunch of nērl, 2-3 feet long, is run from the horns of the cow along its back up to the tail. It is used to remove tīṭ. (info from Pucan. see also below, Mandelbaum’s info); used in new house ceremony, posts made from this"
ingested,wolf-kota:p28:e15,28,nil-/nin- (nind-),nil-,nin-|nind-,"“to stand, stand still, stop”",3675,direct,,,"nil-/nin- (nind-) — (3675) “to stand, stand still, stop”"
ingested,wolf-kota:p28:e16,28,nilc- (nilc-),nilc-,,“to make to stand”,3675,direct,,,nilc- (nilc-) — (3675) “to make to stand”
ingested,wolf-kota:p28:e17,28,ninc- (ninc-),ninc-,,“to make to stand”,3675,direct,,,ninc- (ninc-) — (3675) “to make to stand”
ingested,wolf-kota:p28:e18,28,nirūpi (Tamil),nirūpi (Tamil),,prove,,,,,nirūpi (Tamil) — prove
ingested,wolf-kota:p28:e19,28,nīdy,nīdy,,"justice, truth",,,,,"nīdy — justice, truth"
ingested,wolf-kota:p28:e20,28,nīr,nīr,,water,,,,,nīr — water
ingested,wolf-kota:p28:e21,28,nīr āṭ- (āc-),nīr āṭ-,āc-,to wash oneself,,,,,nīr āṭ- (āc-) — to wash oneself
ingested,wolf-kota:p28:e22,28,nīr kāṛ,nīr kāṛ,,valley areas that are generally wet.,,,,,nīr kāṛ — valley areas that are generally wet.
ingested,wolf-kota:p28:e23,28,nīr poyngd eṛm,nīr poyngd eṛm,,spring IV: 95,,,,,nīr poyngd eṛm — spring IV: 95
ingested,wolf-kota:p28:e24,28,nīṭ- (nīc-),nīṭ-,nīc-,“to stretch (limbs)”,3692,direct,,,nīṭ- (nīc-) — (3692) “to stretch (limbs)”
ingested,wolf-kota:p28:e25,28,nōm(b),nōm(b),,"“period when cloak is covered over head of relative of dead person (three days at green funeral, eight days at dry funeral)”; ritual mourning generally nā gāt — Kurgoj mānt? I: 156",3800,direct,,,"nōm(b) — (3800) “period when cloak is covered over head of relative of dead person (three days at green funeral, eight days at dry funeral)”; ritual mourning generally nā gāt — Kurgoj mānt? I: 156"
ingested,wolf-kota:p28:e26,28,nōm kāv- (kāt-),nōm kāv-,kāt-,to observe the rules of nōm (i.e. to “wait” them out),,,,,nōm kāv- (kāt-) — to observe the rules of nōm (i.e. to “wait” them out)
ingested,wolf-kota:p28:e27,28,nōṭ- (nōc-),nōṭ-,nōc-,"“to look at, look for, examine, be looked at” [noyd- stem in some compounds I:62]",3794,direct,,,"nōṭ- (nōc-) — (3794) “to look at, look for, examine, be looked at” [noyd- stem in some compounds I:62]"
ingested,wolf-kota:p28:e28,28,nōv,nōv,,"“disease, pain”",3793,direct,,,"nōv — (3793) “disease, pain”"
ingested,wolf-kota:p28:e29,28,nuḷy- (nuḷc-),nuḷy-,nuḷc-,“to pinch”,3717,direct,,,nuḷy- (nuḷc-) — (3717) “to pinch”
ingested,wolf-kota:p28:e30,28,nung- (nungy-),nung-,nungy-,"“to gulp down without chewing” (I: 50, nuyngmarm)",3697,direct,,,"nung- (nungy-) — (3697) “to gulp down without chewing” (I: 50, nuyngmarm)"
ingested,wolf-kota:p28:e31,28,o- (oy-; gerund oyṛ- oyt),o- (oy-; gerund oyṛ- oyt),,to go (see also ōg-),4572,direct,,,o- (oy-; gerund oyṛ- oyt) — (4572) to go (see also ōg-)
ingested,wolf-kota:p28:e32,28,o- (ot-),o-,ot-,“to kick”,616,direct,,,o- (ot-) — (616) “to kick”
ingested,wolf-kota:p28:e33,28,-obi,-obi,,- nearby,,,yes,,-obi — [-] - nearby
ingested,wolf-kota:p28:e34,28,obī,obī,,“together” (“same place” not confirmed),990,direct,,,obī — (990a) “together” (“same place” not confirmed)
ingested,wolf-kota:p29:e1,29,oc,oc,,new,,,,,oc — new
ingested,wolf-kota:p29:e2,29,ocāḷ,ocāḷ,,"“new” man, i.e. non-Kota",,,yes,,"ocāḷ — [-] “new” man, i.e. non-Kota"
ingested,wolf-kota:p29:e3,29,ocērn,ocērn,,continuous (see 2001 song day tape),,,,,ocērn — continuous (see 2001 song day tape)
ingested,wolf-kota:p29:e4,29,ocmūl,ocmūl,,"new custom, from folk etymology of māmūl; mā probably seen as mahā, and oc is substituting meaning new or other.",,,yes,,"ocmūl — [-] new custom, from folk etymology of māmūl; mā probably seen as mahā, and oc is substituting meaning new or other."
ingested,wolf-kota:p29:e5,29,od,od,,“kick”,616,direct,,,od — (616) “kick”
ingested,wolf-kota:p29:e6,29,od- (ot-),od-,ot-,“to kick” (I: 56),,,,,od- (ot-) — “to kick” (I: 56)
ingested,wolf-kota:p29:e7,29,odāṛ- (odāc-),odāṛ-,odāc-,"to experience difficulty, “to struggle, try (to do find, etc.)” [“perform movements of sexual intercourse” not confirmed]",616,direct,,,"odāṛ- (odāc-) — (616) to experience difficulty, “to struggle, try (to do find, etc.)” [“perform movements of sexual intercourse” not confirmed]"
ingested,wolf-kota:p29:e8,29,oḍ cuyto,oḍ cuyto,,(sp?) “one around” the manner of tying varāṛ around chest during terkarn special dance,,,,,oḍ cuyto — (sp?) “one around” the manner of tying varāṛ around chest during terkarn special dance
ingested,wolf-kota:p29:e9,29,odtalpe,odtalpe,,"one time, having gone there. . .",,,yes,,"odtalpe — [-] one time, having gone there. . ."
ingested,wolf-kota:p29:e10,29,ok-/oyk-,ok-,oyk-,“to drive (cattle) round in threshing”; (n. okl) to thresh grain by tying up 4-7 bullocks and letting them stamp on it,927,direct,,,ok-/oyk- — (927) “to drive (cattle) round in threshing”; (n. okl) to thresh grain by tying up 4-7 bullocks and letting them stamp on it
ingested,wolf-kota:p29:e11,29,okkal duyṇ,okkal duyṇ,,pot belly,,,,,okkal duyṇ — pot belly
ingested,wolf-kota:p29:e12,29,okl,okl,,“act of threshing one lot of grain completely” (I: 2),927,direct,,,okl — (927) “act of threshing one lot of grain completely” (I: 2)
ingested,wolf-kota:p29:e13,29,ol-,ol-,,"“to exist, be in a place” (3rd person nuet. odō in Kolmēl, urē in Kurgōj mānt)",697,direct,,,"ol- — (697) “to exist, be in a place” (3rd person nuet. odō in Kolmēl, urē in Kurgōj mānt)"
ingested,wolf-kota:p29:e14,29,oḷk,oḷk,,"a small measure, about ½ liter of dry grain (III: 73a) (1/8 pāṇy)",681,direct,,,"oḷk — (681) a small measure, about ½ liter of dry grain (III: 73a) (1/8 pāṇy)"
ingested,wolf-kota:p29:e15,29,oḷkāl,oḷkāl,,“mortar”,651,direct,,,oḷkāl — (651) “mortar”
ingested,wolf-kota:p29:e16,29,oḷy/oḷyd,oḷy,oḷyd,good,1017,direct,,,oḷy/oḷyd — (1017) good
ingested,wolf-kota:p29:e17,29,oḷ kuṇḍam,oḷ kuṇḍam,,fire a devr time (I: 2) sp?,,,,,oḷ kuṇḍam — fire a devr time (I: 2) sp?
ingested,wolf-kota:p29:e18,29,oḷy- (oḷc-),oḷy-,oḷc-,to hide (oneself or another object),,,yes,,oḷy- (oḷc-) — [-] to hide (oneself or another object)
ingested,wolf-kota:p29:e19,29,oḷyd vēcd,oḷyd vēcd,,“good getting”; no exact equivalent in Kota for “blessing” (ācirvātam in Tamil),,,,,oḷyd vēcd — “good getting”; no exact equivalent in Kota for “blessing” (ācirvātam in Tamil)
ingested,wolf-kota:p29:e20,29,oṇg- (oṇgy-),oṇg-,oṇgy-,"“to become dry in heat, wither” [III: 79a ungīpd kid marm]",601,direct,,,"oṇg- (oṇgy-) — (601) “to become dry in heat, wither” [III: 79a ungīpd kid marm]"
ingested,wolf-kota:p29:e21,29,op,op,,“state of being in agreement”,924,direct,,,op — (924) “state of being in agreement”
ingested,wolf-kota:p29:e22,29,opat,opat,,fast [from food],,,yes,,opat — [-] fast [from food]
ingested,wolf-kota:p29:e23,29,opc- (opc-),opc-,,"“to hand over, entrust”",924,direct,,,"opc- (opc-) — (924) “to hand over, entrust”"
ingested,wolf-kota:p29:e24,29,or- (ot-),or-,ot-,"“to carry, undertake, obey”; follow (tradition); to do all work/activities associated with (object of verb); I: 162 (mundal ord cātrm, this verb?)",4565,direct,,,"or- (ot-) — (4565) “to carry, undertake, obey”; follow (tradition); to do all work/activities associated with (object of verb); I: 162 (mundal ord cātrm, this verb?)"
ingested,wolf-kota:p29:e25,29,oṛ,oṛ,,“small crack in wood or iron”,946,direct,,,oṛ — (946) “small crack in wood or iron”
ingested,wolf-kota:p29:e26,29,oṛc- (oṛc-),oṛc-,,“to break (kindling)”,946,direct,,,oṛc- (oṛc-) — (946) “to break (kindling)”
ingested,wolf-kota:p29:e27,29,org- (orgy-),org-,orgy-,to sleep,707,direct,,,org- (orgy-) — (707) to sleep
ingested,wolf-kota:p29:e28,29,orj- (orj-),orj-,,"“to rub”; to wipe away, clean, rub off",665,direct,,,"orj- (orj-) — (665) “to rub”; to wipe away, clean, rub off"
ingested,wolf-kota:p29:e29,29,ork,ork,,sleep,707,direct,,,ork — (707) sleep
ingested,wolf-kota:p29:e30,29,oṛkaṭ,oṛkaṭ,,waist,947,direct,,,oṛkaṭ — (947) waist
ingested,wolf-kota:p29:e31,29,orknānt / orknāntl,orknānt,orknāntl,begin to fall asleep/ sleep,,,,,orknānt / orknāntl — begin to fall asleep/ sleep
ingested,wolf-kota:p29:e32,29,oṛḷ,oṛḷ,,body,586,direct,,,oṛḷ — (586) body
ingested,wolf-kota:p29:e33,29,oṛmily,oṛmily,,(adj.) (firewood) which has been split,,,yes,,oṛmily — [-] (adj.) (firewood) which has been split
ingested,wolf-kota:p29:e34,29,orp- (orpy-),orp-,orpy-,"“to act in overweening, desperate fashion, refuse to listen, (illness) is dangerous” (I: 66)",650,direct,,,"orp- (orpy-) — (650) “to act in overweening, desperate fashion, refuse to listen, (illness) is dangerous” (I: 66)"
ingested,wolf-kota:p29:e35,29,orp- (orpy-),orp-,orpy-,“to excel”,649,direct,,,orp- (orpy-) — (649) “to excel”
ingested,wolf-kota:p29:e36,29,ortkōl,ortkōl,,matchstick (lit. “striking stick”),665|2237,related|related,,,ortkōl — [665 + 2237] matchstick (lit. “striking stick”)
ingested,wolf-kota:p30:e1,30,ortm,ortm,,figuring out what someone is thinking; ability to assess a situation and understand what needs to be done,,,yes,,ortm — [-] figuring out what someone is thinking; ability to assess a situation and understand what needs to be done
ingested,wolf-kota:p30:e2,30,orv- (ort-),orv-,ort-,"“to rub into a paste, rub with a stone in making pot”; strike a match",665,direct,,,"orv- (ort-) — (665) “to rub into a paste, rub with a stone in making pot”; strike a match"
ingested,wolf-kota:p30:e3,30,oṛv- (oṛt-),oṛv-,oṛt-,"to decide, pronounce (judgement)",,,yes,,"oṛv- (oṛt-) — [-] to decide, pronounce (judgement)"
ingested,wolf-kota:p30:e4,30,oṛv- (oṛt-),oṛv-,oṛt-,(tērkārn tēr oṛto) diviner shakes (gets possessed),,,yes,,oṛv- (oṛt-) — [-] (tērkārn tēr oṛto) diviner shakes (gets possessed)
ingested,wolf-kota:p30:e5,30,oṛv- (oṛd-),oṛv-,oṛd-,“to break (intr.)”; split,946,direct,,,oṛv- (oṛd-) — (946) “to break (intr.)”; split;
ingested,wolf-kota:p30:e6,30,oṛv- (oṛt-),oṛv-,oṛt-,“to break (tr)”,946,direct,,,oṛv- (oṛt-) — (946) “to break (tr)”
ingested,wolf-kota:p30:e7,30,oṛv- (oṛt-),oṛv-,oṛt-,"to prepare food for the whole village, as in the pēr ātd cātram (see 12/31/00), phrase “ūr oṛtte”",,,,,"oṛv- (oṛt-) — to prepare food for the whole village, as in the pēr ātd cātram (see 12/31/00), phrase “ūr oṛtte”"
ingested,wolf-kota:p30:e8,30,oṣti,oṣti,,"(<osti, vul. of uyartti, Tamil ) Excellence, greatness (I: 60)",,,,,"oṣti — (<osti, vul. of uyartti, Tamil ) Excellence, greatness (I: 60)"
ingested,wolf-kota:p30:e9,30,ot,ot,,"“nearness, proximity” (“state of being friendly, help” not confirmed)",609,direct,,,"ot — (609) “nearness, proximity” (“state of being friendly, help” not confirmed)"
