Record_Type,Source_Key,PDF_Page,Printed_Page,Item,Gloss,List_Code,List_Name,Source_Group,Reliability,Raw_Form,Form,Continuation_Lines,Review,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Key
wordlist cell,hallberg1992pashto,123,105,82,oil,DIR,Dir Pashto,Northern settled,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-dir,"hallberg1992pashto[Appendix B, printed p. 105, item 82, DIR]",ssnp04:g082:dir
wordlist cell,hallberg1992pashto,123,105,80,tomato,BAJ,Bajaur Pashto,Northern tribal,B,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 105, item 80, BAJ]",ssnp04:g080:baj
wordlist cell,hallberg1992pashto,123,105,81,cabbage,BAJ,Bajaur Pashto,Northern tribal,B,bVn gopi,bʌn gopi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 105, item 81, BAJ]",ssnp04:g081:baj
wordlist cell,hallberg1992pashto,123,105,82,oil,BAJ,Bajaur Pashto,Northern tribal,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-baj,"hallberg1992pashto[Appendix B, printed p. 105, item 82, BAJ]",ssnp04:g082:baj
wordlist cell,hallberg1992pashto,123,105,80,tomato,MOH,Mohmand Pashto,Northern tribal,B,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 105, item 80, MOH]",ssnp04:g080:moh
wordlist cell,hallberg1992pashto,123,105,81,cabbage,MOH,Mohmand Pashto,Northern tribal,B,bVn goPi,bʌn goɸi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 105, item 81, MOH]",ssnp04:g081:moh
wordlist cell,hallberg1992pashto,123,105,82,oil,MOH,Mohmand Pashto,Northern tribal,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-moh,"hallberg1992pashto[Appendix B, printed p. 105, item 82, MOH]",ssnp04:g082:moh
wordlist cell,hallberg1992pashto,123,105,80,tomato,NIG,Ningrahar Pashto,Northern tribal,A,srV rumi'àn / srV bàn'jàn,srʌ rumi'ɑn / srʌ bɑn'jɑn,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 105, item 80, NIG]",ssnp04:g080:nig
wordlist cell,hallberg1992pashto,123,105,81,cabbage,NIG,Ningrahar Pashto,Northern tribal,A,bànd gopi,bɑnd gopi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 105, item 81, NIG]",ssnp04:g081:nig
wordlist cell,hallberg1992pashto,123,105,82,oil,NIG,Ningrahar Pashto,Northern tribal,A,tEl,tɛl,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-nig,"hallberg1992pashto[Appendix B, printed p. 105, item 82, NIG]",ssnp04:g082:nig
wordlist cell,hallberg1992pashto,123,105,80,tomato,SHN,Shinwari Pashto,Northern tribal,A,'srV bàijàn/ TVmàTVr,'srʌ bɑijɑn/ ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-shn,"hallberg1992pashto[Appendix B, printed p. 105, item 80, SHN]",ssnp04:g080:shn
wordlist cell,hallberg1992pashto,123,105,81,cabbage,SHN,Shinwari Pashto,Northern tribal,A,bVnd go'pi,bʌnd go'pi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-shn,"hallberg1992pashto[Appendix B, printed p. 105, item 81, SHN]",ssnp04:g081:shn
wordlist cell,hallberg1992pashto,123,105,82,oil,SHN,Shinwari Pashto,Northern tribal,A,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-shn,"hallberg1992pashto[Appendix B, printed p. 105, item 82, SHN]",ssnp04:g082:shn
wordlist cell,hallberg1992pashto,123,105,80,tomato,BAR,Bar/Loi Shilman Pashto,Northern tribal,B,srV pàTiKgVR,srʌ pɑʈiŋgʌɽ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bar,"hallberg1992pashto[Appendix B, printed p. 105, item 80, BAR]",ssnp04:g080:bar
wordlist cell,hallberg1992pashto,123,105,81,cabbage,BAR,Bar/Loi Shilman Pashto,Northern tribal,B,bVn gopi,bʌn gopi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bar,"hallberg1992pashto[Appendix B, printed p. 105, item 81, BAR]",ssnp04:g081:bar
wordlist cell,hallberg1992pashto,123,105,82,oil,BAR,Bar/Loi Shilman Pashto,Northern tribal,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-bar,"hallberg1992pashto[Appendix B, printed p. 105, item 82, BAR]",ssnp04:g082:bar
wordlist cell,hallberg1992pashto,123,105,80,tomato,MAL,Mallagori Pashto,Northern tribal,B,srV pàTiKgVn,srʌ pɑʈiŋgʌn,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mal,"hallberg1992pashto[Appendix B, printed p. 105, item 80, MAL]",ssnp04:g080:mal
wordlist cell,hallberg1992pashto,123,105,81,cabbage,MAL,Mallagori Pashto,Northern tribal,B,pVT gopi,pʌʈ gopi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mal,"hallberg1992pashto[Appendix B, printed p. 105, item 81, MAL]",ssnp04:g081:mal
wordlist cell,hallberg1992pashto,123,105,82,oil,MAL,Mallagori Pashto,Northern tribal,B,tEl,tɛl,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mal,"hallberg1992pashto[Appendix B, printed p. 105, item 82, MAL]",ssnp04:g082:mal
wordlist cell,hallberg1992pashto,123,105,80,tomato,ZKH,Zakha Khel Afridi Pashto,Northern tribal,B,srV potiKgVR,srʌ potiŋgʌɽ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-zkh,"hallberg1992pashto[Appendix B, printed p. 105, item 80, ZKH]",ssnp04:g080:zkh
wordlist cell,hallberg1992pashto,123,105,81,cabbage,ZKH,Zakha Khel Afridi Pashto,Northern tribal,B,bVn gopi,bʌn gopi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-zkh,"hallberg1992pashto[Appendix B, printed p. 105, item 81, ZKH]",ssnp04:g081:zkh
wordlist cell,hallberg1992pashto,123,105,82,oil,ZKH,Zakha Khel Afridi Pashto,Northern tribal,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-zkh,"hallberg1992pashto[Appendix B, printed p. 105, item 82, ZKH]",ssnp04:g082:zkh
wordlist cell,hallberg1992pashto,123,105,80,tomato,JAM,Jamrud Afridi Pashto,Northern tribal,A,srV bàtIKgVR,srʌ bɑtɪŋgʌɽ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jam,"hallberg1992pashto[Appendix B, printed p. 105, item 80, JAM]",ssnp04:g080:jam
wordlist cell,hallberg1992pashto,123,105,81,cabbage,JAM,Jamrud Afridi Pashto,Northern tribal,A,bVn go'pi,bʌn go'pi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jam,"hallberg1992pashto[Appendix B, printed p. 105, item 81, JAM]",ssnp04:g081:jam
wordlist cell,hallberg1992pashto,123,105,82,oil,JAM,Jamrud Afridi Pashto,Northern tribal,A,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jam,"hallberg1992pashto[Appendix B, printed p. 105, item 82, JAM]",ssnp04:g082:jam
wordlist cell,hallberg1992pashto,123,105,80,tomato,TIR,Tirah Afridi Pashto,Northern tribal,B,srV bo'TiKgVR,srʌ bo'ʈiŋgʌɽ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tir,"hallberg1992pashto[Appendix B, printed p. 105, item 80, TIR]",ssnp04:g080:tir
wordlist cell,hallberg1992pashto,123,105,81,cabbage,TIR,Tirah Afridi Pashto,Northern tribal,B,bVn gophi,bʌn gophi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tir,"hallberg1992pashto[Appendix B, printed p. 105, item 81, TIR]",ssnp04:g081:tir
wordlist cell,hallberg1992pashto,123,105,82,oil,TIR,Tirah Afridi Pashto,Northern tribal,B,tEl,tɛl,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tir,"hallberg1992pashto[Appendix B, printed p. 105, item 82, TIR]",ssnp04:g082:tir
wordlist cell,hallberg1992pashto,123,105,80,tomato,JAL,Jallozai Pashto,Northern,B,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jal,"hallberg1992pashto[Appendix B, printed p. 105, item 80, JAL]",ssnp04:g080:jal
wordlist cell,hallberg1992pashto,123,105,81,cabbage,JAL,Jallozai Pashto,Northern,B,bVnd gopi,bʌnd gopi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jal,"hallberg1992pashto[Appendix B, printed p. 105, item 81, JAL]",ssnp04:g081:jal
wordlist cell,hallberg1992pashto,123,105,82,oil,JAL,Jallozai Pashto,Northern,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-jal,"hallberg1992pashto[Appendix B, printed p. 105, item 82, JAL]",ssnp04:g082:jal
wordlist cell,hallberg1992pashto,123,105,80,tomato,CHE,Cherat Pashto,Northern,B,'' / sur bàTiKgVNV,'' / sur bɑʈiŋgʌɳʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-che,"hallberg1992pashto[Appendix B, printed p. 105, item 80, CHE]",ssnp04:g080:che
wordlist cell,hallberg1992pashto,123,105,81,cabbage,CHE,Cherat Pashto,Northern,B,bVnd gopi,bʌnd gopi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-che,"hallberg1992pashto[Appendix B, printed p. 105, item 81, CHE]",ssnp04:g081:che
wordlist cell,hallberg1992pashto,123,105,82,oil,CHE,Cherat Pashto,Northern,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-che,"hallberg1992pashto[Appendix B, printed p. 105, item 82, CHE]",ssnp04:g082:che
wordlist cell,hallberg1992pashto,123,105,80,tomato,PAR,Parachinar Pashto,Middle settled/tribal,B,TVmàTVr / pàtiKgV3R / srV pàtiKgV3R,ʈʌmɑʈʌr / pɑtiŋgʌ̃ɽ / srʌ pɑtiŋgʌ̃ɽ,1,SILDoulosNP positioned text; visual continuation joined,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 105, item 80, PAR]",ssnp04:g080:par
wordlist cell,hallberg1992pashto,123,105,81,cabbage,PAR,Parachinar Pashto,Middle settled/tribal,B,gopài,gopɑi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 105, item 81, PAR]",ssnp04:g081:par
wordlist cell,hallberg1992pashto,123,105,82,oil,PAR,Parachinar Pashto,Middle settled/tribal,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-par,"hallberg1992pashto[Appendix B, printed p. 105, item 82, PAR]",ssnp04:g082:par
wordlist cell,hallberg1992pashto,123,105,80,tomato,HAN,Hangu Pashto,Middle settled/tribal,B,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 105, item 80, HAN]",ssnp04:g080:han
wordlist cell,hallberg1992pashto,123,105,81,cabbage,HAN,Hangu Pashto,Middle settled/tribal,B,bVnd gobi,bʌnd gobi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 105, item 81, HAN]",ssnp04:g081:han
wordlist cell,hallberg1992pashto,123,105,82,oil,HAN,Hangu Pashto,Middle settled/tribal,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-han,"hallberg1992pashto[Appendix B, printed p. 105, item 82, HAN]",ssnp04:g082:han
wordlist cell,hallberg1992pashto,123,105,80,tomato,TAL,Thal Pashto,Middle settled/tribal,B,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 105, item 80, TAL]",ssnp04:g080:tal
wordlist cell,hallberg1992pashto,123,105,81,cabbage,TAL,Thal Pashto,Middle settled/tribal,B,bVn gopi,bʌn gopi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 105, item 81, TAL]",ssnp04:g081:tal
wordlist cell,hallberg1992pashto,123,105,82,oil,TAL,Thal Pashto,Middle settled/tribal,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-tal,"hallberg1992pashto[Appendix B, printed p. 105, item 82, TAL]",ssnp04:g082:tal
wordlist cell,hallberg1992pashto,123,105,80,tomato,KRK,Karak Pashto,Central,,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 105, item 80, KRK]",ssnp04:g080:krk
wordlist cell,hallberg1992pashto,123,105,81,cabbage,KRK,Karak Pashto,Central,,bVn gopV,bʌn gopʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 105, item 81, KRK]",ssnp04:g081:krk
wordlist cell,hallberg1992pashto,123,105,82,oil,KRK,Karak Pashto,Central,,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-krk,"hallberg1992pashto[Appendix B, printed p. 105, item 82, KRK]",ssnp04:g082:krk
wordlist cell,hallberg1992pashto,123,105,80,tomato,LAK,Lakki Marwat Pashto,Central,B,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 105, item 80, LAK]",ssnp04:g080:lak
wordlist cell,hallberg1992pashto,123,105,81,cabbage,LAK,Lakki Marwat Pashto,Central,B,bVnd gopVi,bʌnd gopʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 105, item 81, LAK]",ssnp04:g081:lak
wordlist cell,hallberg1992pashto,123,105,82,oil,LAK,Lakki Marwat Pashto,Central,B,Tel,ʈel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-lak,"hallberg1992pashto[Appendix B, printed p. 105, item 82, LAK]",ssnp04:g082:lak
wordlist cell,hallberg1992pashto,123,105,80,tomato,BAN,Bannu Pashto,Central,B,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 105, item 80, BAN]",ssnp04:g080:ban
wordlist cell,hallberg1992pashto,123,105,81,cabbage,BAN,Bannu Pashto,Central,B,gopi,gopi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 105, item 81, BAN]",ssnp04:g081:ban
wordlist cell,hallberg1992pashto,123,105,82,oil,BAN,Bannu Pashto,Central,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-ban,"hallberg1992pashto[Appendix B, printed p. 105, item 82, BAN]",ssnp04:g082:ban
wordlist cell,hallberg1992pashto,123,105,80,tomato,MIR,Miran Shah Pashto,Central,B,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 105, item 80, MIR]",ssnp04:g080:mir
wordlist cell,hallberg1992pashto,123,105,81,cabbage,MIR,Miran Shah Pashto,Central,B,bVn gopi,bʌn gopi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 105, item 81, MIR]",ssnp04:g081:mir
wordlist cell,hallberg1992pashto,123,105,82,oil,MIR,Miran Shah Pashto,Central,B,tEl,tɛl,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mir,"hallberg1992pashto[Appendix B, printed p. 105, item 82, MIR]",ssnp04:g082:mir
wordlist cell,hallberg1992pashto,123,105,80,tomato,WAA,Wana Pashto,Central,B,tVmVTàr,tʌmʌʈɑr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 105, item 80, WAA]",ssnp04:g080:waa
wordlist cell,hallberg1992pashto,123,105,81,cabbage,WAA,Wana Pashto,Central,B,bVnd gopVi,bʌnd gopʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 105, item 81, WAA]",ssnp04:g081:waa
wordlist cell,hallberg1992pashto,123,105,82,oil,WAA,Wana Pashto,Central,B,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-waa,"hallberg1992pashto[Appendix B, printed p. 105, item 82, WAA]",ssnp04:g082:waa
wordlist cell,hallberg1992pashto,123,105,80,tomato,QUE,Quetta Pashto,Southern,A,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-que,"hallberg1992pashto[Appendix B, printed p. 105, item 80, QUE]",ssnp04:g080:que
wordlist cell,hallberg1992pashto,123,105,81,cabbage,QUE,Quetta Pashto,Southern,A,bVnd gobVi,bʌnd gobʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-que,"hallberg1992pashto[Appendix B, printed p. 105, item 81, QUE]",ssnp04:g081:que
wordlist cell,hallberg1992pashto,123,105,82,oil,QUE,Quetta Pashto,Southern,A,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-que,"hallberg1992pashto[Appendix B, printed p. 105, item 82, QUE]",ssnp04:g082:que
wordlist cell,hallberg1992pashto,123,105,80,tomato,CHA,Chaman Pashto,Southern,A,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-cha,"hallberg1992pashto[Appendix B, printed p. 105, item 80, CHA]",ssnp04:g080:cha
wordlist cell,hallberg1992pashto,123,105,81,cabbage,CHA,Chaman Pashto,Southern,A,bVnd gobVi,bʌnd gobʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-cha,"hallberg1992pashto[Appendix B, printed p. 105, item 81, CHA]",ssnp04:g081:cha
wordlist cell,hallberg1992pashto,123,105,82,oil,CHA,Chaman Pashto,Southern,A,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-cha,"hallberg1992pashto[Appendix B, printed p. 105, item 82, CHA]",ssnp04:g082:cha
wordlist cell,hallberg1992pashto,123,105,80,tomato,PAS,Pishin Pashto,Southern,A,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pas,"hallberg1992pashto[Appendix B, printed p. 105, item 80, PAS]",ssnp04:g080:pas
wordlist cell,hallberg1992pashto,123,105,81,cabbage,PAS,Pishin Pashto,Southern,A,bVnd gobVi,bʌnd gobʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pas,"hallberg1992pashto[Appendix B, printed p. 105, item 81, PAS]",ssnp04:g081:pas
wordlist cell,hallberg1992pashto,123,105,82,oil,PAS,Pishin Pashto,Southern,A,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pas,"hallberg1992pashto[Appendix B, printed p. 105, item 82, PAS]",ssnp04:g082:pas
wordlist cell,hallberg1992pashto,123,105,80,tomato,KAK,Pishin Kakari Pashto,Southern,A,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-kak,"hallberg1992pashto[Appendix B, printed p. 105, item 80, KAK]",ssnp04:g080:kak
wordlist cell,hallberg1992pashto,123,105,81,cabbage,KAK,Pishin Kakari Pashto,Southern,A,bVnd gobVi,bʌnd gobʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-kak,"hallberg1992pashto[Appendix B, printed p. 105, item 81, KAK]",ssnp04:g081:kak
wordlist cell,hallberg1992pashto,123,105,82,oil,KAK,Pishin Kakari Pashto,Southern,A,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-kak,"hallberg1992pashto[Appendix B, printed p. 105, item 82, KAK]",ssnp04:g082:kak
wordlist cell,hallberg1992pashto,123,105,80,tomato,KHR,Kandahar Pashto,Southern,A,rumiàn,rumiɑn,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 105, item 80, KHR]",ssnp04:g080:khr
wordlist cell,hallberg1992pashto,123,105,81,cabbage,KHR,Kandahar Pashto,Southern,A,gobVi,gobʌi,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 105, item 81, KHR]",ssnp04:g081:khr
wordlist cell,hallberg1992pashto,123,105,82,oil,KHR,Kandahar Pashto,Southern,A,tel,tel,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-khr,"hallberg1992pashto[Appendix B, printed p. 105, item 82, KHR]",ssnp04:g082:khr
wordlist cell,hallberg1992pashto,123,105,80,tomato,WCI,Harnai Waneci,Waneci,A,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 105, item 80, WCI]",ssnp04:g080:wci
wordlist cell,hallberg1992pashto,123,105,81,cabbage,WCI,Harnai Waneci,Waneci,A,bVnd gobà,bʌnd gobɑ,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 105, item 81, WCI]",ssnp04:g081:wci
wordlist cell,hallberg1992pashto,123,105,82,oil,WCI,Harnai Waneci,Waneci,A,tel,tel,0,SILDoulosNP positioned text,installed,,wne,ssnp04-wci,"hallberg1992pashto[Appendix B, printed p. 105, item 82, WCI]",ssnp04:g082:wci
wordlist cell,hallberg1992pashto,123,105,80,tomato,ORM,Kaniguram Ormuri,Ormuri,A,TVmàTVr,ʈʌmɑʈʌr,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 105, item 80, ORM]",ssnp04:g080:orm
wordlist cell,hallberg1992pashto,123,105,81,cabbage,ORM,Kaniguram Ormuri,Ormuri,A,gopi,gopi,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 105, item 81, ORM]",ssnp04:g081:orm
wordlist cell,hallberg1992pashto,123,105,82,oil,ORM,Kaniguram Ormuri,Ormuri,A,tel,tel,0,SILDoulosNP positioned text,installed,,Orm,ssnp04-orm,"hallberg1992pashto[Appendix B, printed p. 105, item 82, ORM]",ssnp04:g082:orm
wordlist cell,hallberg1992pashto,124,106,83,salt,PES,Peshawar Pashto,Northern settled,A,'màlgà,'mɑlgɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 106, item 83, PES]",ssnp04:g083:pes
wordlist cell,hallberg1992pashto,124,106,84,meat,PES,Peshawar Pashto,Northern settled,A,'GwVxV,'ɣwʌxʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 106, item 84, PES]",ssnp04:g084:pes
wordlist cell,hallberg1992pashto,124,106,85,fat,PES,Peshawar Pashto,Northern settled,A,'wàzdV,'wɑzdʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-pes,"hallberg1992pashto[Appendix B, printed p. 106, item 85, PES]",ssnp04:g085:pes
wordlist cell,hallberg1992pashto,124,106,83,salt,CHS,Charsadda Pashto,Northern settled,A,màlgà,mɑlgɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 106, item 83, CHS]",ssnp04:g083:chs
wordlist cell,hallberg1992pashto,124,106,84,meat,CHS,Charsadda Pashto,Northern settled,A,GwVxà,ɣwʌxɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 106, item 84, CHS]",ssnp04:g084:chs
wordlist cell,hallberg1992pashto,124,106,85,fat,CHS,Charsadda Pashto,Northern settled,A,wàzgV,wɑzgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-chs,"hallberg1992pashto[Appendix B, printed p. 106, item 85, CHS]",ssnp04:g085:chs
wordlist cell,hallberg1992pashto,124,106,83,salt,MAR,Mardan Pashto,Northern settled,A,màlgà,mɑlgɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 106, item 83, MAR]",ssnp04:g083:mar
wordlist cell,hallberg1992pashto,124,106,84,meat,MAR,Mardan Pashto,Northern settled,A,GwVxV,ɣwʌxʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 106, item 84, MAR]",ssnp04:g084:mar
wordlist cell,hallberg1992pashto,124,106,85,fat,MAR,Mardan Pashto,Northern settled,A,wàzgV,wɑzgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mar,"hallberg1992pashto[Appendix B, printed p. 106, item 85, MAR]",ssnp04:g085:mar
wordlist cell,hallberg1992pashto,124,106,83,salt,SWA,Swabi Pashto,Northern settled,A,màlgà,mɑlgɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 106, item 83, SWA]",ssnp04:g083:swa
wordlist cell,hallberg1992pashto,124,106,84,meat,SWA,Swabi Pashto,Northern settled,A,GwVxà,ɣwʌxɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 106, item 84, SWA]",ssnp04:g084:swa
wordlist cell,hallberg1992pashto,124,106,85,fat,SWA,Swabi Pashto,Northern settled,A,wàzdV,wɑzdʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-swa,"hallberg1992pashto[Appendix B, printed p. 106, item 85, SWA]",ssnp04:g085:swa
wordlist cell,hallberg1992pashto,124,106,83,salt,MAD,Madyan Pashto,Northern settled,A,màlgV,mɑlgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 106, item 83, MAD]",ssnp04:g083:mad
wordlist cell,hallberg1992pashto,124,106,84,meat,MAD,Madyan Pashto,Northern settled,A,GwVxV,ɣwʌxʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 106, item 84, MAD]",ssnp04:g084:mad
wordlist cell,hallberg1992pashto,124,106,85,fat,MAD,Madyan Pashto,Northern settled,A,wàzdV,wɑzdʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-mad,"hallberg1992pashto[Appendix B, printed p. 106, item 85, MAD]",ssnp04:g085:mad
wordlist cell,hallberg1992pashto,124,106,83,salt,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,màlgV,mɑlgʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 106, item 83, MIN]",ssnp04:g083:min
wordlist cell,hallberg1992pashto,124,106,84,meat,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,GwVxà,ɣwʌxɑ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 106, item 84, MIN]",ssnp04:g084:min
wordlist cell,hallberg1992pashto,124,106,85,fat,MIN,Saidu Sharif/Mingora Pashto,Northern settled,A,wàzgV / wàzdV,wɑzgʌ / wɑzdʌ,0,SILDoulosNP positioned text,installed,,Psht,ssnp04-min,"hallberg1992pashto[Appendix B, printed p. 106, item 85, MIN]",ssnp04:g085:min
