Status,Entry_Key,PDF_Page,Printed_Page,Column,Column_Entry,Top,Raw_Form_POS,Form,POS,Raw_Gloss,Gloss,Duplicate_Raw_Form_POS,Duplicate_Raw_Gloss,Duplicate_Agrees,Reviewed_Form,Reviewed_Parameter_ID,Review_Match_Score
needs_review,thari:p215:c1:e18,30,215,1,18,782.6,t&cfoCn.iii),tacfocn.iii),,mat,mat,,,no,,,
needs_review,thari:p215:c1:e19,30,215,1,19,806.0,tQ(fha(aciv),tq(fha(aciv),,then,then,,,no,,,
needs_review,thari:p215:c1:e20,30,215,1,20,838.6,tant(n.f),tant,noun feminine,fibre,fibre,,,no,,,
needs_review,thari:p215:c2:e1,30,215,2,1,158.2,tenti Blrlsto,tenti blrlsto,,nervous system,nervous system,,,no,,,
needs_review,thari:p215:c2:e2,30,215,2,2,189.9,t.fep(n.iik),t.fep,noun,fever,fever,top ( a.a),"feVv -:e r, - 7",no,,,
needs_review,thari:p215:c2:e3,30,215,2,3,221.8,tfc»pelo(n.m;,tfc»pelo,noun masculine,cookii^t; pot,cookiigt; pot,tapeloCn.n),cooking pot -V - . • j j ■,no,,,
needs_review,thari:p215:c2:e4,30,215,2,4,254.7,teita^n.r),teitan.r),,lURl,lURl,,,no,,,
needs_review,thari:p215:c2:e5,30,215,2,5,293.8,teuiakhu(n.m),teuiakhu,noun masculine,tobacco,tobacco,,,no,,,
needs_review,thari:p215:c2:e6,30,215,2,6,332.7,tsr(n.iii},tsr,noun,"tanK, pond","tanK, pond",ter(n.a),"tank, pond",no,,,
needs_review,thari:p215:c2:e7,30,215,2,7,365.1,terain.ffl),terain.ffl),,tank. pool,tank. pool,tera(n.a),"tank, pool",no,,,
needs_review,thari:p215:c2:e8,30,215,2,8,390.8,ttrai(n.f),ttrai,noun feminine,"pond, pool","pond, pool",ieraitnVf),pbnd't pool,no,,,
needs_review,thari:p215:c2:e9,30,215,2,9,416.7,t©ri(n.f),tari,noun feminine,"palm, sole","palm, sole",t©ri(n.T),"palB,- sole - - ^",no,,,
needs_review,thari:p215:c2:e10,30,215,2,10,441.9,tsrjfenio(n.m),tsrjfenio,noun masculine,translation,translation,ter4eao(n.a),translation,no,,,
needs_review,thari:p215:c2:e11,30,215,2,11,467.8,t&rph(n.iii),tarph,noun,"siae, direciion","siae, direciion","t©rph(n,a)",^ide» directio >*. . A# ^ t *' ',no,,,
needs_review,thari:p215:c2:e12,30,215,2,12,494.0,teryo(n.m),teryo,noun masculine,"floor, bottom","floor, bottom",,,no,,,
needs_review,thari:p215:c2:e13,30,215,2,13,519.9,tervar(n.f),tervar,noun feminine,sword,sword,,,no,,,
needs_review,thari:p215:c2:e14,30,215,2,14,545.6,tferho(n.m;,tferho,noun masculine,well(20u-250 feet deep),well(20u-250 feet deep),terhoCnVa),¥eU;C20b-25O feet deep),no,,,
needs_review,thari:p215:c2:e15,30,215,2,15,584.9,t&lak(n.2c),talak,noun,divorce,divorce,teX^(n.a),diVorce,no,,,
needs_review,thari:p215:c2:e16,30,215,2,16,611.1,tevna(proj,tevna(proj,,yuu (oDl.),yuu (oDl.),,,no,,,
needs_review,thari:p215:c2:e17,30,215,2,17,636.5,tfevhS jo(pro),tfevhs jo,pronoun,) you.rs,) you.rs,tehaj6(pro),yours,no,,,
needs_review,thari:p215:c2:e18,30,215,2,18,661.7,tsvhi(pro),tsvhi,pronoun,you,you,tehaj6(pro),yours,no,,,
needs_review,thari:p215:c2:e19,30,215,2,19,687.9,ce t&vo(n.a),ce tavo,noun,baking plate,baking plate,teYo(n.a),baling plate,no,,,
needs_review,thari:p215:c2:e20,30,215,2,20,720.3,"t^isri(n,i j",tisri,noun,bowl,bowl,'tesri(ii^f),bowl ',no,,,
needs_review,thari:p215:c2:e21,30,215,2,21,752.9,"t,08ro(n.m)",to8ro,noun masculine,si-^ail iiieta.1 bowl,si-gail iiieta.1 bowl,,,no,,,
needs_review,thari:p215:c2:e22,30,215,2,22,778.9,tenajoCpro;,tenajocpro,,yours,yours,tehaj6(pro),yours,no,,,
needs_review,thari:p215:c2:e23,30,215,2,23,803.8,ta(n.m),ta,noun masculine,fever,fever,ta(n;a) -,fereV,no,,,
needs_review,thari:p215:c2:e24,30,215,2,24,836.9,tai(pp;,tai,postposition,"till, upto","till, upto",,,no,,,
needs_review,thari:p216:c1:e1,31,216,1,1,155.3,tao(pro),tao,pronoun,yours,yours,,,no,,,
needs_review,thari:p216:c1:e2,31,216,1,2,181.3,taKfot(n.f),takfot,noun feminine,strene..th,strene..th,t(ii.f) str,rength,no,,,
needs_review,thari:p216:c1:e3,31,216,1,3,207.4,tajo(a),tajo,adjective,fresh,fresh,oCaf^ ’• fre,esh',no,,,
needs_review,thari:p216:c1:e4,31,216,1,4,232.9,tarCn.f),tarc,noun feminine,telegram,telegram,,,no,,,
needs_review,thari:p216:c1:e5,31,216,1,5,258.1,tari(n.f},tari,noun feminine,clap,clap,,,no,,,
needs_review,thari:p216:c1:e6,31,216,1,6,290.7,tarikh(n.f),tarikh,noun feminine,"date, history","date, history",kh(n.f) dat,tei’history,no,,,
needs_review,thari:p216:c1:e7,31,216,1,7,316.4,taruo(n.in),taruo,noun,palate,palate,o(n.B) pal,late,no,,,
needs_review,thari:p216:c1:e8,31,216,1,8,342.3,taro(n.ai),taro,noun,"star, eyo-ball, pupil","star, eyo-ball, pupil",,,no,,,
needs_review,thari:p216:c1:e9,31,216,1,9,381.4,taro(n.m),taro,noun masculine,lock educiition,lock educiition,,,no,,,
needs_review,thari:p216:c1:e10,31,216,1,10,446.2,tavij(n.m),tavij,noun masculine,cxaarm,cxaarm,,,no,,,
needs_review,thari:p216:c1:e11,31,216,1,11,472.6,"tlKC(,pro)",tlkc(,pronoun,that,that,,,no,,,
needs_review,thari:p216:c1:e12,31,216,1,12,499.0,llkhoia),llkhoia),,sharp,sharp,o(a) sha,arp,no,,,
needs_review,thari:p216:c1:e13,31,216,1,13,537.4,tlcf(n.f),tlcf,noun feminine,"catterpiller, partridge","catterpiller, partridge",,,no,,,
needs_review,thari:p216:c1:e14,31,216,1,14,601.7,tlth(adv),tlth,adv,there,there,,,no,,,
needs_review,thari:p216:c1:e15,31,216,1,15,627.9,tlr&s(n.f),tlras,noun feminine,"thirst, thirsti- iiess","thirst, thirsti- iiess","s(n,f) rthi",irstf .thirsti-,no,,,
needs_review,thari:p216:c1:e16,31,216,1,16,666.8,tll(n.m),tll,noun masculine,sessuaui:^,sessuaui:g,,,no,,,
needs_review,thari:p216:c1:e17,31,216,1,17,692.7,tlla ro tel,tlla ro tel,,sesa^-.uiTi oil,sesag-.uiTi oil,,,no,,,
needs_review,thari:p216:c1:e18,31,216,1,18,718.6,tlli(n.f),tlli,noun feminine,spleen,spleen,,,no,,,
needs_review,thari:p216:c1:e19,31,216,1,19,750.8,tllo(n.iu),tllo,noun,mole,mole,,,no,,,
needs_review,thari:p216:c1:e20,31,216,1,20,777.2,ti(pro),ti,pronoun,you(obl.),you(obl.),,,no,,,
needs_review,thari:p216:c1:e21,31,216,1,21,802.4,tir(n.ffi),tir,noun,arrow,arrow,“irr,row,no,,,
needs_review,thari:p216:c1:e22,31,216,1,22,834.3,tireth(n.a),tireth,noun,holy place,holy place,tb(a.a) iol,l^place,no,,,
needs_review,thari:p216:c2:e1,31,216,2,1,155.3,iireth jatra,iireth jatra,,pilgriiiiaLe,pilgriiiiaLe,,,no,,,
needs_review,thari:p216:c2:e2,31,216,2,2,181.3,tili(n.i'),tili,noun,aatch-sticK,aatch-sticK,tili(n.f),natch-stick,no,,,
needs_review,thari:p216:c2:e3,31,216,2,3,206.9,tUlchi(n.fj,tulchi,noun,basil,basil,tOlchi(n.f),basil,no,,,
needs_review,thari:p216:c2:e4,31,216,2,4,233.1,"tu(,pro)",tu(,pronoun,"thou, you","thou, you",tu(pro),thoUf you,no,,,
needs_review,thari:p216:c2:e5,31,216,2,5,258.1,tut(n.mj,tut,noun,mulberry,mulberry,tttt(n^Bi),mulberry,no,,,
needs_review,thari:p216:c2:e6,31,216,2,6,290.2,tutari(n.f),tutari,noun feminine,clarion,clarion,tutari(a.f),clarion,yes,,,
needs_review,thari:p216:c2:e7,31,216,2,7,315.9,tutaroin.ui),tutaroin.ui),,bu^^le,buggle,tutaro(n«a),bugle,no,,,
needs_review,thari:p216:c2:e8,31,216,2,8,341.8,tutiCn.f),tutic,noun feminine,whistle,whistle,tuti(n.f),whistle,no,,,
needs_review,thari:p216:c2:e9,31,216,2,9,380.9,tunCn.f),tunc,noun feminine,green gourd,green gourd,turi(n.f),green gourd,no,,,
needs_review,thari:p216:c2:e10,31,216,2,10,413.3,tur ri (far,tur ri (far,,a kind of pulse,a kind of pulse,tur ri dar,a kind of puls,no,,,
needs_review,thari:p216:c2:e11,31,216,2,11,445.7,te(pp),te,postposition,"on, at","on, at",te(pp),"on, at",yes,,,
needs_review,thari:p216:c2:e12,31,216,2,12,473.1,teju;,teju,,"sharp, bri£,i*t","sharp, brig, i*t",tej(a),sharp* bright,no,,,
needs_review,thari:p216:c2:e13,31,216,2,13,497.8,"teji(n,fj",teji,noun,"quickness, brightness","quickness, brightness",teji(n.f),quickness* brightness,yes,,,
needs_review,thari:p216:c2:e14,31,216,2,14,536.2,terb&Cn.f),terbac,noun feminine,tnirtcenth day of India:i month,tnirtcenth day of India:i month,teres(n.f),thirteenth day Indian month,no,,,
needs_review,thari:p216:c2:e15,31,216,2,15,575.3,terata;,terata,,thirteen,thirteen,tera(a>,thirteen,no,,,
needs_review,thari:p216:c2:e16,31,216,2,16,600.8,ter'a,ter,adjective,leadin£ by the hand,leading by the hand,tera,leading by the,no,,,
needs_review,thari:p216:c2:e17,31,216,2,17,626.2,tel(n.iij),tel,noun,oil,oil,tel(n.n),oil,yes,,,
needs_review,thari:p216:c2:e18,31,216,2,18,665.3,teli(n.ffi),teli,noun,oilman,oilman,teli(n.a),oilaan,no,,,
needs_review,thari:p216:c2:e19,31,216,2,19,691.0,teh(pro),teh,pronoun,that,that,ieh(pro),that,no,,,
needs_review,thari:p216:c2:e20,31,216,2,20,717.2,tehro(a),tehro,adjective,like that,like that,tehro(a),like that,yes,,,
needs_review,thari:p216:c2:e21,31,216,2,21,749.3,to(conj),to,conj,then,then,t6(conJ),then,no,,,
needs_review,thari:p216:c2:e22,31,216,2,22,775.3,toe(conj),toe,conj,yet,yet,toe(conj),yet,yes,,,
needs_review,thari:p216:c2:e23,31,216,2,23,800.2,tocfyo(n.m),tocfyo,noun masculine,cai:.el,cai:.el,to^yo(a.ffl),caael,no,,,
needs_review,thari:p216:c2:e24,31,216,2,24,832.6,toneCconj),tonecconj),,"even it, although","even it, although",' toae(conJ},''eVea'if* althou,no,,,
needs_review,thari:p217:c1:e1,32,217,1,1,143.1,toto(n.in),toto,noun,parrot,parrot,,,no,,,
needs_review,thari:p217:c1:e2,32,217,1,2,168.8,toMn. f),tom,noun feminine,cannon,cannon,,,no,,,
needs_review,thari:p217:c1:e3,32,217,1,3,194.7,to&khano(n.m),toakhano,noun masculine,artillery,artillery,hano(n«B) art,tillery,no,,,
needs_review,thari:p217:c1:e4,32,217,1,4,219.7,tolCn.f),tolc,noun feminine,weight,weight,n.f) wei,ight,no,,,
needs_review,thari:p217:c1:e5,32,217,1,5,252.8,"tya£,(n.m)",tyag,noun masculine,sacrifice,sacrifice,Cn.s) sac,crifice,no,,,
needs_review,thari:p217:c1:e6,32,217,1,6,278.9,tris(a),tris,adjective,thirty th,thirty th,,,no,,,
needs_review,thari:p217:c1:e7,32,217,1,7,382.6,th©bho(n.m),thabho,noun masculine,pillar,pillar,hano(n«B) art,tillery,no,,,
needs_review,thari:p217:c1:e8,32,217,1,8,408.5,thekoro(a),thekoro,adjective,tired,tired,,,no,,,
needs_review,thari:p217:c1:e9,32,217,1,9,434.0,then(n.m),then,noun masculine,"teat of an animal, breast","teat of an animal, breast",tea,"at of an animal,",no,,,
needs_review,thari:p217:c1:e10,32,217,1,10,472.9,th&pta(n.f),thapta,noun feminine,slapB,slapB,,,no,,,
needs_review,thari:p217:c1:e11,32,217,1,11,506.2,th&pri(n.f),thapri,noun feminine,cake,cake,,,no,,,
needs_review,thari:p217:c1:e12,32,217,1,12,532.1,"th©r(n,m)",thar,noun masculine,cream,cream,,,no,,,
needs_review,thari:p217:c1:e13,32,217,1,13,558.1,therken(n.f),therken,noun feminine,threshold,threshold,ken(a.f) thre,eshold',no,,,
needs_review,thari:p217:c1:e14,32,217,1,14,590.7,th&rmamiter(na,tharmamiter(na,,a}thermometer,a}thermometer,mami ter(nm)the,ermome ter,no,,,
needs_review,thari:p217:c1:e15,32,217,1,15,623.6,tha(n.m),tha,noun masculine,"pots, vessels","pots, vessels",a.m) pots,"ts, Tessels",no,,,
needs_review,thari:p217:c1:e16,32,217,1,16,649.0,thathlo(n.jn),thathlo,noun,coppersmith,coppersmith,lo(n*ffl) cop,ppersmith,no,,,
needs_review,thari:p217:c1:e17,32,217,1,17,674.9,thari(n.f),thari,noun feminine,plate,plate,i(n.f) pla,"ate,",no,,,
needs_review,thari:p217:c1:e18,32,217,1,18,707.3,tnal(n.ia),tnal,noun,large luetal plate,large luetal plate,(h«B) lar,rge metal plate,no,,,
needs_review,thari:p217:c1:e19,32,217,1,19,732.8,"thllk(n,f)",thllk,noun feminine,"spit, saliva","spit, saliva",,,no,,,
needs_review,thari:p217:c1:e20,32,217,1,20,758.5,thUkrii(n.i),thukrii,noun,saliva,saliva,ni(n.f> sal,liva,no,,,
needs_review,thari:p217:c1:e21,32,217,1,21,790.9,thUr(n.Ui),thur,noun,trunk,trunk,,,no,,,
needs_review,thari:p217:c1:e22,32,217,1,22,817.0,thuii- (n . f),thuii,noun feminine,garlic,garlic,,,no,,,
needs_review,thari:p217:c1:e23,32,217,1,23,842.9,thorki(a),thorki,adjective,"small, little","small, little",,,no,,,
needs_review,thari:p217:c2:e1,32,217,2,1,194.7,dskd&k(n.f),dskdak,noun feminine,palpitation,palpitation,dekdek(n.f),palpitation,no,,,
needs_review,thari:p217:c2:e2,32,217,2,2,219.9,"d&n(n,m)",dan,noun masculine,cattle,cattle,dea(n«m),cattle,no,,,
needs_review,thari:p217:c2:e3,32,217,2,3,252.5,depha(n.m),depha,noun masculine,time,time,depha(a.m),time,yes,,,
needs_review,thari:p217:c2:e4,32,217,2,4,278.2,dephtri(n.f),dephtri,noun feminine,cardboard,cardboard,dephtri(n.f),cardboard,yes,,,
needs_review,thari:p217:c2:e5,32,217,2,5,304.1,demKasi(n.f),demkasi,noun feminine,as tha^a,as thaga,demkasKn.f),asthama,no,,,
needs_review,thari:p217:c2:e6,32,217,2,6,329.8,d8ya(n.f),d8ya,noun feminine,"mercy, kindness","mercy, kindness",deyaio^f),"mercy, ""kindness",no,,,
needs_review,thari:p217:c2:e7,32,217,2,7,356.0,dferkhas(n.f),dferkhas,noun feminine,"petition, applicati","petition, applicati","derkhas(n,f)","petition, appli",no,,,
needs_review,thari:p217:c2:e8,32,217,2,8,381.9,d8rji(n.m),d8rji,noun masculine,tailor,tailor,derji(a.m),tailor,no,,,
needs_review,thari:p217:c2:e9,32,217,2,9,407.3,"derjo(n,£ti)",derjo,noun,"standard, class","standard, class",derjo(a.m),"standard, class",yes,,,
needs_review,thari:p217:c2:e10,32,217,2,10,433.0,derd(n.m),derd,noun masculine,pain,pain,derd(n.m),pain,yes,,,
needs_review,thari:p217:c2:e11,32,217,2,11,471.9,d&r£ar(n.f),dargar,noun feminine,sikh temple,sikh temple,der£ar(n*f),sikh temple,no,,,
needs_review,thari:p217:c2:e12,32,217,2,12,505.3,dbrya(n.ffi),dbrya,noun,river,river,derya(n»a),river,no,,,
needs_review,thari:p217:c2:e13,32,217,2,13,530.9,d«rvajo(n.m},d«rvajo,noun masculine,door,door,derrajo(a.m),door,no,,,
needs_review,thari:p217:c2:e14,32,217,2,14,556.9,delal(n.ui),delal,noun,broker,broker,delal(n»m),broker [ -i,no,,,
needs_review,thari:p217:c2:e15,32,217,2,15,589.7,d©lali(n.f),dalali,noun feminine,brokerage,brokerage,delaliCa.f),brokerage,no,,,
needs_review,thari:p217:c2:e16,32,217,2,16,621.9,deliltn.f),delilt,noun feminine,argument,argument,delil(a.f),afguaent ^,no,,,
needs_review,thari:p217:c2:e17,32,217,2,17,647.6,d8Stano(n.m),d8stano,noun masculine,glove,glove,destano(a.a),^love,no,,,
needs_review,thari:p217:c2:e18,32,217,2,18,673.5,dfesto(n.m),dfesto,noun masculine,quire,quire,desto(n«a),quire,no,,,
needs_review,thari:p217:c2:e19,32,217,2,19,705.7,danyo(n.m),danyo,noun masculine,plaintiff,plaintiff,dahyo(n.B),plaintiff,no,,,
needs_review,thari:p217:c2:e20,32,217,2,20,731.1,dai(n.f),dai,noun feminine,"midwife, nurae","midwife, nurae",dai(n.f>,"aidvife, nurse",no,,,
needs_review,thari:p217:c2:e21,32,217,2,21,756.3,dakhla(n.f),dakhla,noun feminine,admission,admission,dakhla(a.f),admission,yes,,,
needs_review,thari:p217:c2:e22,32,217,2,22,788.7,da*s(n.ai) _,das,noun,spot,spot,dag(n.m),spot,no,,,
needs_review,thari:p217:c2:e23,32,217,2,23,814.4,danpUnCn.Bi),danpuncn.bi),,donation,donation,danpUa(n.m),donation,no,,,
needs_review,thari:p217:c2:e24,32,217,2,24,840.5,aalclni(n.f),aalclni,noun feminine,cinnamon,cinnamon,,,no,,,
needs_review,thari:p218:c1:e1,33,218,1,1,146.7,dalrotii(n.f),dalrotii,noun feminine,plain food,plain food,,,no,,,
needs_review,thari:p218:c1:e2,33,218,1,2,205.0,f),f),,he-3.rt,he-3.rt,,,no,,,
needs_review,thari:p218:c1:e3,33,218,1,3,231.2,dllaso(ii.ni),dllaso(ii.ni),,cor. sola tioj:;,cor. sola tioj:;,ooo,osolation,no,,,
needs_review,thari:p218:c1:e4,33,218,1,4,263.1,dllpak(n.in),dllpak,noun,pendant to avoid fear,pendant to avoid fear,ak(i.m) pen,ndant to avoid,no,,,
needs_review,thari:p218:c1:e5,33,218,1,5,301.7,"divani(n.f,a)",divani,noun feminine,civil(court),civil(court),"ani(n.f,a) civ",vil(court),no,,,
needs_review,thari:p218:c1:e6,33,218,1,6,327.4,"dUkan(n,ffi)",dukan,noun,shop,shop,,,no,,,
needs_review,thari:p218:c1:e7,33,218,1,7,353.3,dUkaiidar(n.ifl),dukaiidar,noun,shop-keeper,shop-keeper,andaf(Qia) Bhb,bjp-keeper,no,,,
needs_review,thari:p218:c1:e8,33,218,1,8,385.7,dU£dU£i(n.f),dugdugi,noun feminine,ruby pendant,ruby pendant,Ugi U l f ) ' rub,by pendant,no,,,
needs_review,thari:p218:c1:e9,33,218,1,9,411.9,dUnya(n.fj,dunya,noun,"universe, world","universe, world",yilaif) uni,iverse» world,no,,,
needs_review,thari:p218:c1:e10,33,218,1,10,438.1,dUsiuen(n.ci),dusiuen,noun,eneay,eneay,,,no,,,
needs_review,thari:p218:c1:e11,33,218,1,11,464.0,dUsiaeni(n. f),dusiaeni,noun feminine,eni-;ity,eni-; ity,,,no,,,
needs_review,thari:p218:c1:e12,33,218,1,12,496.9,duho(n.m),duho,noun masculine,sUiOke,sUiOke,,,no,,,
needs_review,thari:p218:c1:e13,33,218,1,13,522.5,dost(n.m),dost,noun masculine,friend,friend,,,no,,,
needs_review,thari:p218:c1:e14,33,218,1,14,548.5,dosti(n.f),dosti,noun feminine,frie-.dship dh,frie-.dship dh,,,no,,,
needs_review,thari:p218:c1:e15,33,218,1,15,651.7,dhek(n.m),dhek,noun masculine,"blow, hit","blow, hit",,,no,,,
needs_review,thari:p218:c1:e16,33,218,1,16,677.6,"dh©ni(n.iu)""",dhani,noun,"owner, husband","owner, husband",Bl(&.a) own,ner* husband,no,,,
needs_review,thari:p218:c1:e17,33,218,1,17,703.7,dhen(n.E.),dhen,noun,"wealth, property","wealth, property",n(nVay wea,"alth, property",no,,,
needs_review,thari:p218:c1:e18,33,218,1,18,729.4,dnforfcni(n.iii),dnforfcni,noun,"religion, virtue","religion, virtue",ri»B(a.a)' rel,"ligfon, vi r tue",no,,,
needs_review,thari:p218:c1:e19,33,218,1,19,755.1,dh8renisala(n. f,dh8renisala,noun feminine,f )dharan.shala,f )dharan.shala,,,no,,,
needs_review,thari:p218:c1:e20,33,218,1,20,781.3,dherti(n.f),dherti,noun feminine,"earth, land","earth, land",rti(n .f) ear,rths'land,no,,,
needs_review,thari:p218:c1:e21,33,218,1,21,806.7,dhana(n.m),dhana,noun masculine,corriaiider seed,corriaiider seed,"na(a,a) oor",rriander seed,no,,,
needs_review,thari:p218:c1:e22,33,218,1,22,839.1,dhatu(n.ffi),dhatu,noun,metal,metal,,,no,,,
needs_review,thari:p218:c2:e1,33,218,2,1,147.2,dniflie(adv),dniflie,adv,slowly,slowly,dhiBo(adv),slow,no,,,
needs_review,thari:p218:c2:e2,33,218,2,2,179.6,dhxflio(adv),dhxflio,adv,slow,slow,dhiBo(adv),slow,no,,,
needs_review,thari:p218:c2:e3,33,218,2,3,205.3,dhup(n.iii),dhup,noun,incense,incense,dhup(n.a),incense,yes,,,
needs_review,thari:p218:c2:e4,33,218,2,4,231.2,dhur(n.f),dhur,noun feminine,"sand, red soil","sand, red soil",dhur(n.f),"sand, red soil",yes,,,
needs_review,thari:p218:c2:e5,33,218,2,5,263.1,dhuKn.f),dhuk,noun feminine,sand,sand,dhui(n.f),sand,no,,,
needs_review,thari:p218:c2:e6,33,218,2,6,301.5,dhotyo(n.ffi),dhotyo,noun,dhoti,dhoti,"dhotyo(n,m)",dhoti,yes,,,
needs_review,thari:p218:c2:e7,33,218,2,7,327.2,dho£i(n.m),dhogi,noun masculine,washerman,washerman,dho£i(n.a),washeraan,no,,,
needs_review,thari:p218:c2:e8,33,218,2,8,353.3,dhoro(a),dhoro,adjective,wni te,wni te,dhoro(»),white,no,,,
needs_review,thari:p218:c2:e9,33,218,2,9,385.3,dhyan(n.jii),dhyan,noun,attention,attention,dhyan(n.n),attention T. ' -,no,,,
needs_review,thari:p218:c2:e10,33,218,2,10,464.0,nedhyo(a),nedhyo,adjective,Siiiall,Siiiall,s^dhyo(a),small,no,,,
needs_review,thari:p218:c2:e11,33,218,2,11,496.1,no(conj),no,conj,and,and,ne(conj),and ^,no,,,
needs_review,thari:p218:c2:e12,33,218,2,12,522.1,n&K(n.Ci},nak,noun,nose,nose,nak(n.m),node• ’ -,no,,,
needs_review,thari:p218:c2:e13,33,218,2,13,547.5,neke(adv),neke,adv,not,not,neke(adv),not,yes,,,
needs_review,thari:p218:c2:e14,33,218,2,14,572.9,nekso(n.m),nekso,noun masculine,"map, diacram","map, diacram",nekso(n*B},"map, diagram",no,,,
needs_review,thari:p218:c2:e15,33,218,2,15,598.9,nfoi-er(n.ui),nfoi-er,noun,"city, town","city, town",neger(n.a),"Oity, town",no,,,
needs_review,thari:p218:c2:e16,33,218,2,16,624.5,nfaj&r(n.f),nfajar,noun feminine,"sight, watch","sight, watch",n ejer(n .f),"sight, watch",no,,,
needs_review,thari:p218:c2:e17,33,218,2,17,650.5,nejaroCn.m;,nejaroc,noun masculine,"scene, si^ht","scene, sight",nejaro(n.a),"scene, sight",no,,,
needs_review,thari:p218:c2:e18,33,218,2,18,676.9,"n&tnoi.n,2i j",natnoi.n2i j,,dancer,dancer,"netno(n,m)",dancer,no,,,
needs_review,thari:p218:c2:e19,33,218,2,19,703.0,nfotni(n.f),nfotni,noun feminine,dancer,dancer,"netni(n,f)",dancer,no,,,
needs_review,thari:p218:c2:e20,33,218,2,20,728.5,n&tyo(n.m),natyo,noun masculine,dauicer,dauicer,"netyo(n,B)",dancer,no,,,
needs_review,thari:p218:c2:e21,33,218,2,21,754.1,nei^i(n.f J,neii,noun feminine,river,river,netfiCn.f),river,no,,,
needs_review,thari:p218:c2:e22,33,218,2,22,780.1,nenfed(n.f),nenfed,noun feminine,husband's sister,husband's sister,"naned(n,f)",husband's siste,no,,,
needs_review,thari:p218:c2:e23,33,218,2,23,805.3,nfobj(n.f},nfobj,noun feminine,"nerve, vein","nerve, vein",n e b jU .f),"nerve, vein",no,,,
needs_review,thari:p218:c2:e24,33,218,2,24,837.4,nfendoi(n.ffij,nfendoi,noun,husband's si ter's husband,husband's si ter's husband,nexidol(n.a),husband's site,no,,,
needs_review,thari:p219:c1:e1,34,219,1,1,147.2,nebhenyoroCa),nebhenyoroca),,illiterate,illiterate,,,no,,,
needs_review,thari:p219:c1:e2,34,219,1,2,166.6,n&maj(n.f),namaj,noun feminine,mualim prayer,mualim prayer,J(n.f)i mua,alla jprayer,no,,,
needs_review,thari:p219:c1:e3,34,219,1,3,179.6,"nemuriO\,n.ffi)",nemurion.ffi),,"kind, manner","kind, manner",,,no,,,
needs_review,thari:p219:c1:e4,34,219,1,4,205.5,nfo£i(n.ni),nfogi,noun,prophet,prophet,,,no,,,
needs_review,thari:p219:c1:e5,34,219,1,5,231.4,nfer(n.m),nfer,noun masculine,tap,tap,,,no,,,
needs_review,thari:p219:c1:e6,34,219,1,6,257.3,xiarfe.ci(a),xiarfe.ci,adjective,soft,soft,,,no,,,
needs_review,thari:p219:c1:e7,34,219,1,7,283.0,riferi(n.f),riferi,noun feminine,"wind-pipe, throat","wind-pipe, throat",yin,nd>pipe» throat,no,,,
needs_review,thari:p219:c1:e8,34,219,1,8,322.1,riferg(n.ui),riferg,noun,hell,hell,,,no,,,
needs_review,thari:p219:c1:e9,34,219,1,9,348.1,n&r£&s(n.f),nargas,noun feminine,narcissus,narcissus,a8(xt.f) nar,rciasus,no,,,
needs_review,thari:p219:c1:e10,34,219,1,10,373.7,n^rphoto(n.in),nrphoto,noun,cardemum bastard,cardemum bastard,iotoCn.ffl) car,rdeDium bastard,no,,,
needs_review,thari:p219:c1:e11,34,219,1,11,406.4,ners(n.f),ners,noun feminine,nurse,nurse,,,no,,,
needs_review,thari:p219:c1:e12,34,219,1,12,433.0,neliUuf),neliuuf),,"tube, vessel","tube, vessel",Xn.f) tub,"be, vessel",no,,,
needs_review,thari:p219:c1:e13,34,219,1,13,457.7,nesllin.m;,neslli,noun masculine,race,race,1 in.9) .ra,ace,no,,,
needs_review,thari:p219:c1:e14,34,219,1,14,483.9,iiGso(n.u),iigso,noun,intoxication,intoxication,in<iiaX .in,ntoxication,no,,,
needs_review,thari:p219:c1:e15,34,219,1,15,523.0,na(n.iu),na,noun,name,name,n.«) ^ naa,ae,no,,,
needs_review,thari:p219:c1:e16,34,219,1,16,549.2,na v8jno(a),na v8jno,adjective,faaouB,faaouB,,,no,,,
needs_review,thari:p219:c1:e17,34,219,1,17,582.3,na(pi.^adv),na(pi,adv,"to, not","to, not",,,no,,,
needs_review,thari:p219:c1:e18,34,219,1,18,608.0,riai(niij,riai(niij,,barber,barber,nm) bar,rber,no,,,
needs_review,thari:p219:c1:e19,34,219,1,19,633.7,na£(n.ffij,nag,noun,snake,snake,nim}) sna,ake,no,,,
needs_review,thari:p219:c1:e20,34,219,1,20,665.3,natek(n.m),natek,noun masculine,"play, draiaa","play, draiaa",k(nVa) play,"ay,' drama",no,,,
needs_review,thari:p219:c1:e21,34,219,1,21,698.0,nano(n.m),nano,noun masculine,"money, wealth","money, wealth",,,no,,,
needs_review,thari:p219:c1:e22,34,219,1,22,723.4,nanaria(n.ro),nanaria,noun,grand-fa-her'a house,grand-fa-her'a house,na(n.n) gra,and-father's,no,,,
needs_review,thari:p219:c1:e23,34,219,1,23,756.8,nani(n.f),nani,noun feminine,mother’s motuer,mother’s motuer,,,no,,,
needs_review,thari:p219:c1:e24,34,219,1,24,782.7,nano(n.ffl),nano,noun,mother's fat-ner,mother's fat-ner,,,no,,,
needs_review,thari:p219:c1:e25,34,219,1,25,808.6,napas(n.m),napas,noun masculine,fail,fail,,,no,,,
