Snapshot_Date,Collation_Date,Atlas_Numbers,PDF_Page,Printed_Page,Raw_Form,Raw_Gloss,Final_Status,Final_Form,Final_Parameter_ID,Emitted_Key,Resolution,Review,Material_Error,Source,Record_SHA256
2026-08-19,2026-08-20,20,7,26,lay-,beat,installed_comparison,lay-,,buddruss-grangali1979:item-20:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 26, item 20]",b15cdea459d53633f2e7a091ffa3c3fe8e90c300d86b0c5b074538f19746e363
2026-08-19,2026-08-20,21,7,26,käsirə́,white,installed_comparison,käsirə́,,buddruss-grangali1979:item-21:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 26, item 21]",877e64d6aa3bb9a70efc2ade3c51add79119a12d4a7fdf5f9c82545281f61c34
2026-08-19,2026-08-20,23,8,27,ā̃sṭ,mouth,installed_comparison,ā̃sṭ,,buddruss-grangali1979:item-23:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 27, item 23]",a275377cc9952fc376540dc59eb6112e9b5c2bfc88f5251a59f7cf52c558bc13
2026-08-19,2026-08-20,25,8,27,xā̃ṭṭä,irrigation canal,installed_comparison,xā̃ṭṭä,,buddruss-grangali1979:item-25:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 27, item 25]",527234c8e051e9d2c0a34712bb36d8df38a5dd4809499ecfa097509ca230e2b1
2026-08-19,2026-08-20,30,8,27,pisā̃sə,cat,installed_comparison,pisā̃sə,,buddruss-grangali1979:item-30:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 27, item 30]",7d3d0bbf6934a3f6bafba1506e379e48fb255d6086500a155e276f5c02da0df5
2026-08-19,2026-08-20,30,8,27,pisā̃zə́,cat,installed_comparison,pisā̃zə́,,buddruss-grangali1979:item-30:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 27, item 30]",bf59fee611b8df245243a4d2e1b65141f7e133a54d885b1ded5d76592860d621
2026-08-19,2026-08-20,31,8,27,gōro,horse,installed_comparison,gōro,,buddruss-grangali1979:item-31:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 27, item 31]",dc02f1d8f4d643c18cebdca2c4878f6374e5886c3e133726cd956346b0d9add4
2026-08-19,2026-08-20,32,8,27,šūrə,dog,installed_comparison,šūrə,,buddruss-grangali1979:item-32:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 27, item 32]",a6429e0762278e3bb0e6a24b5adcd607a6545555d03647ecf46a34c4a5c6e6d5
2026-08-19,2026-08-20,32,8,27,šūrə,dog,installed_comparison,šūrə,,buddruss-grangali1979:item-32:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 27, item 32]",e0795ab36994daaea71d81846b23581dda4f0d51270bb35a9433268cf28c3706
2026-08-19,2026-08-20,35,8,27,yidə́,heart,installed_comparison,yidə́,,buddruss-grangali1979:item-35:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 27, item 35]",8ad6f5eb7838c714d9031f123fe4300e563eba5802e3f328b9f673c006ae00b0
2026-08-19,2026-08-20,35,8,27,ida,heart,installed_comparison,ida,,buddruss-grangali1979:item-35:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 27, item 35]",9642b7bb924d9401d3e9360bcd407fb8ff2bafcf80edf32c76dd207cd0c369a5
2026-08-19,2026-08-20,37,8,27,ṣín,horn,installed_comparison,ṣín,,buddruss-grangali1979:item-37:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 27, item 37]",7f9376547901e4993b39d58cfd12012cebc78cc347cc0970f2a75789b82c557c
2026-08-19,2026-08-20,38,9,28,kārə,crow,installed_comparison,kārə,,buddruss-grangali1979:item-38:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 38]",7379218d0bd96dece9deccd70a2978519649d4fa0066564f6bd03e89d3fa2501
2026-08-19,2026-08-20,39,9,28,wō̃c̣,elbow,installed_comparison,wō̃c̣,,buddruss-grangali1979:item-39:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 39]",7bf0e41ad41bfbe37694340cec927e70c1e894a6b232cdeb9a80831f21851954
2026-08-19,2026-08-20,39,9,28,susik,shin-bone,installed_comparison,susik,,buddruss-grangali1979:item-39:shumashti,actual source gloss differs from Atlas 'elbow',full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 39]",754ddf1a499b546f124fc8fa37060d2e3451582228fe3b65962ec704a8f3b140
2026-08-19,2026-08-20,40,9,28,mis,brass; copper,installed_comparison,mis,,buddruss-grangali1979:item-40:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 40]",031a9a82255726c1a813e645155f2c220751f21d1fcac894146326e7cec240a3
2026-08-19,2026-08-20,41,9,28,usí,nineteen,installed_comparison,usí,,buddruss-grangali1979:item-41:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 41]",801935c784a2e38e91258967394447e9a8a435a42710c454a1c2f0cfce901498
2026-08-19,2026-08-20,42,9,28,λe-,give,installed_comparison,λe-,,buddruss-grangali1979:item-42:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 42]",7293adf5dbaab7cb8c8d01302db1e58761b3156cd3df5afbb999245a4f37e084
2026-08-19,2026-08-20,42,9,28,λi-,give,installed_comparison,λi-,,buddruss-grangali1979:item-42:shumashti:form-2,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 42]",cd794940fd641228867abde1be24f312c3153dd39059ce802e3a28bf4a3d21ac
2026-08-19,2026-08-20,43,9,28,bas,twelve,installed_comparison,bas,,buddruss-grangali1979:item-43:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 43]",e7f852303d48e2d2fda771c6191f57de6618a8c6b70f1cfabd4285aaa673d77c
2026-08-19,2026-08-20,43,9,28,bās,twelve,installed_comparison,bās,,buddruss-grangali1979:item-43:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 43]",1d5344ccf43ec5d683a46f5e4126c1f570d8b63a91f0d35d3a50dec5a3ecdea2
2026-08-19,2026-08-20,44,9,28,ū,water,installed_comparison,ū,,buddruss-grangali1979:item-44:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 44]",9ca39776bb4a7d053f6d06456e689c75ee0c6b0830c9eef95eee6974a0c4dddb
2026-08-19,2026-08-20,44,9,28,wō,water,installed_comparison,wō,,buddruss-grangali1979:item-44:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 44]",788cf0efe9f7e073fb069e08abb37c7d36144d91aaf22aff49c1875c654706c9
2026-08-19,2026-08-20,48,9,28,list,span (hand measure),installed_comparison,list,,buddruss-grangali1979:item-48:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 48]",3d4092cf45f77f0270893e67467bdc4afd80670c221930cb7ff035405ccbe25e
2026-08-19,2026-08-20,50,9,28,šuni-,hear,installed_comparison,šuni-,,buddruss-grangali1979:item-50:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 28, item 50]",73719770dfff3181c8c485a56581bc4a9ebdb50663f2d419ebc78606e18885f1
2026-08-19,2026-08-20,53,10,29,āt,flour,installed_comparison,āt,,buddruss-grangali1979:item-53:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 53]",33e4887e982d63a4a458cc5750f8f0a8a5ffd77021e7ac0fea5d847170c7816f
2026-08-19,2026-08-20,54,10,29,tula,sickle,installed_comparison,tula,,buddruss-grangali1979:item-54:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 54]",b3cf7a20f86ac1638040e8a45c195aa27b0adbe724134d5b1935f8467e38df23
2026-08-19,2026-08-20,56,10,29,angār,fire,installed_comparison,angār,,buddruss-grangali1979:item-56:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 56]",30e67188b5fbf628b46537c2592f7a7fc6724892c9ebb84f093e0cf34959c943
2026-08-19,2026-08-20,56,10,29,ãr,fire,installed_comparison,ãr,,buddruss-grangali1979:item-56:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 56]",f5381dac1766b28792fb50dcf814a1f61fba812fe9214e6f21cddf7adc890b3a
2026-08-19,2026-08-20,59,10,29,zū,girl,installed_comparison,zū,,buddruss-grangali1979:item-59:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 59]",82f5df17bcba478799b9e751e46d0f955d777c384bb32515788f16f875664310
2026-08-19,2026-08-20,60,10,29,puλ,son,installed_comparison,puλ,,buddruss-grangali1979:item-60:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 60]",44de18bae71d387d2c96068af32e3c05ed165dca951d123c5d6b8c6fe9950948
2026-08-19,2026-08-20,60,10,29,zakə́,child,installed_comparison,zakə́,,buddruss-grangali1979:item-60:ningalami,actual source gloss differs from Atlas 'son',full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 60]",990633f9cbe115ed48a2b71f507c13c277146de09fa19d0116da08733a713ff1
2026-08-19,2026-08-20,61,10,29,kõ,arrow,installed_comparison,kõ,,buddruss-grangali1979:item-61:shumashti,"source prints kõ(r), with optional final r",full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 61]",0209ac6c797668cf765e8d8b8bc79e81a2d1b0c4db1c0015ad3bc0ee01ab20b1
2026-08-19,2026-08-20,61,10,29,kõr,arrow,installed_comparison,kõr,,buddruss-grangali1979:item-61:shumashti:form-2,"source prints kõ(r), with optional final r",full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 61]",8ddba8631fba6f119d76b6e40ce4118b6c6efdd5a6f960bb6058907f0bddc7c0
2026-08-19,2026-08-20,63,10,29,la,brother,installed_comparison,la,,buddruss-grangali1979:item-63:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 63]",08fa4eb9283e1b694ea076be23f7f9b1995645529aaa898a773383aaed126669
2026-08-19,2026-08-20,63,10,29,lā,brother,installed_comparison,lā,,buddruss-grangali1979:item-63:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 63]",e65e33dbbf160ad1c617448c47d8ba5e233a04357b65a176c8f3c2a769796570
2026-08-19,2026-08-20,65,10,29,dūm,smoke,installed_comparison,dūm,,buddruss-grangali1979:item-65:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 65]",b4e4da0d8b250d8a62ce6a9869d6e4fc85b2df4c2da8272aa532124f17c5ef47
2026-08-19,2026-08-20,68,10,29,dārim,pomegranate,installed_comparison,dārim,,buddruss-grangali1979:item-68:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 29, item 68]",9dea5fda6c03ce1988b8da9e41e989c86db05ce10a11b8cd868b3e32a724cebe
2026-08-19,2026-08-20,71,11,30,gā̃s,grass,installed_comparison,gā̃s,,buddruss-grangali1979:item-71:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 71]",911a7f6b01abe9f34c2f060b24985d7e0d307d8308d361bc7204c830acd1a1c6
2026-08-19,2026-08-20,73,11,30,ēmand,winter,installed_comparison,ēmand,,buddruss-grangali1979:item-73:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 73]",81856f919e32686456ffa012b2451b757f2b030e2b91cbe8cb0ffbb78ea82d76
2026-08-19,2026-08-20,73,11,30,yeman,winter,installed_comparison,yeman,,buddruss-grangali1979:item-73:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 73]",79219d595261ad3ce20640609aeefe8b842c71e93f06b7305063af00ca28690f
2026-08-19,2026-08-20,75,11,30,õṣṭ,eight,installed_comparison,õṣṭ,,buddruss-grangali1979:item-75:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 75]",e25788729908debdc550989b02306b3086f0e7c60f14b9797ee61555e741e203
2026-08-19,2026-08-20,75,11,30,ãṣṭ,eight,installed_comparison,ãṣṭ,,buddruss-grangali1979:item-75:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 75]",eea66b06332870561dc3cd21a4e8daa48fe633d42ce8752bb461f7a112d5fe96
2026-08-19,2026-08-20,77,11,30,šudə́,milk,installed_comparison,šudə́,,buddruss-grangali1979:item-77:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 77]",aae797311e771308b634cbd757258f1ce8684b1dcdde4ac3970a06c0502da6a4
2026-08-19,2026-08-20,77,11,30,chīr,sour milk,installed_comparison,chīr,,buddruss-grangali1979:item-77:ningalami:form-2,secondary comparison in the commentary,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 77]",8657cac2a9e6adadf08a2bbfdbebf861ac455aa4658d39565132dd6fa7f3f491
2026-08-19,2026-08-20,78,11,30,zip,tongue,installed_comparison,zip,,buddruss-grangali1979:item-78:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 78]",bf870599f600340fc513a1d8d321a7b891f84708def0f3c7aa33b522365d0589
2026-08-19,2026-08-20,78,11,30,zīb,tongue,installed_comparison,zīb,,buddruss-grangali1979:item-78:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 78]",67453dc0d0e036e72e1888e5d7468f3556c0304e40d68a648ee7dec248d8bcb2
2026-08-19,2026-08-20,80,11,30,bachār,leopard,installed_comparison,bachār,,buddruss-grangali1979:item-80:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 80]",6e2655e565aab5f6681012df6dffb21350cfe0cbb4cf563b378d5636c97878c7
2026-08-19,2026-08-20,81,11,30,bistō,lip,installed_comparison,bistō,,buddruss-grangali1979:item-81:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 81]",0d25910627967634824208796342b36a5755f3cc4c4f4e8fadf551fcdf299a52
2026-08-19,2026-08-20,81,11,30,bōstar,lip,installed_comparison,bōstar,,buddruss-grangali1979:item-81:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 81]",ca43decb8f2a22b6ac4b53c869aa8aad887d8f8b20831c8741ba5c44fec4f0d0
2026-08-19,2026-08-20,82,11,30,xāt,bed,installed_comparison,xāt,,buddruss-grangali1979:item-82:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 82]",27458814f5478c2cd8a52f120ee80186f6c1e5fe599bc1f591419ab3f60d0703
2026-08-19,2026-08-20,84,11,30,mas,moon; month,installed_comparison,mas,,buddruss-grangali1979:item-84:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 30, item 84]",72846dc9b13704549f9f4a50f5dd2de697327d3b70a9ede230e83acc56f5d938
2026-08-19,2026-08-20,85,12,31,wōst,hand,installed_comparison,wōst,,buddruss-grangali1979:item-85:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 85]",7e1c532198963831a7d9ebf5a73c506ed0949dc81b8f73239f9d882a54271005
2026-08-19,2026-08-20,85,12,31,ast,hand,installed_comparison,ast,,buddruss-grangali1979:item-85:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 85]",9ecc03d25a017f61352f62ea6225d460e121c2be50f25304a642dab73af0fb3b
2026-08-19,2026-08-20,86,12,31,gē,house,installed_comparison,gē,,buddruss-grangali1979:item-86:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 86]",d65bd300329f2df6a899dbe49d15bf81908f7c57a291e1375b8ddc71b881293e
2026-08-19,2026-08-20,87,12,31,xuy-,eat,installed_comparison,xuy-,,buddruss-grangali1979:item-87:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 87]",e0f178d4290931221bef1bfe74f50958664c5b2730338b7228f17bc8c62e9896
2026-08-19,2026-08-20,89,12,31,leλi-,harvest; reap,installed_comparison,leλi-,,buddruss-grangali1979:item-89:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 89]",366d894e45fb90dece50f698993c7947479347f594cdc9b8a1ab8bcd1a677175
2026-08-19,2026-08-20,90,12,31,dār-a,mountain,installed_comparison,dār-a,,buddruss-grangali1979:item-90:ningalami,locative form extracted from the quoted utterance utalə dār-a,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 90]",072ae76c48af4f7f340222db195d7e8c9ca707ad784d2e5a2238682991477027
2026-08-19,2026-08-20,90,12,31,dār,mountain,installed_comparison,dār,,buddruss-grangali1979:item-90:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 90]",a1b1a4419cc3031589f9f39f08bade54fa235b06f192534400187930a3ba5758
2026-08-19,2026-08-20,92,12,31,λoā̃lī,mulberry,installed_comparison,λoā̃lī,,buddruss-grangali1979:item-92:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 92]",1893d519ccf3996511326d33367ea8513c09534330b5a181a1912232377106a6
2026-08-19,2026-08-20,93,12,31,im,snow,installed_comparison,im,,buddruss-grangali1979:item-93:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 93]",fd9b9e705f45e86835fa4a2206f0e9142ebc08626722020a67b7a304cad9ead8
2026-08-19,2026-08-20,93,12,31,im,snow,installed_comparison,im,,buddruss-grangali1979:item-93:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 93]",f6171e30e39d324a727925b2e348aaa7bc3b9cd6351bf5c14b35c9c3d755a10b
2026-08-19,2026-08-20,94,12,31,kācá,black,installed_comparison,kācá,,buddruss-grangali1979:item-94:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 94]",1346de286cc8e5d5db805885b250490be06f74557ede747e2041c7ef316f7615
2026-08-19,2026-08-20,94,12,31,xacə,black,installed_comparison,xacə,,buddruss-grangali1979:item-94:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 94]",e2b1c8a48dc7643cfe6deab21fe03a0a38ccd445f2e0d7178af842b4e37d3041
2026-08-19,2026-08-20,95,12,31,turū,walnut,installed_comparison,turū,,buddruss-grangali1979:item-95:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 95]",e11235c962a9832c4cb963728d4d1981e42ae8721f0d4b91707329ccc5350e9a
2026-08-19,2026-08-20,97,12,31,wyel,night,installed_comparison,wyel,,buddruss-grangali1979:item-97:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 97]",0a01ef88544eca83c844040702ac7f8f2f6b26eb59e76efeb46c9c1cba401d3c
2026-08-19,2026-08-20,98-99,12,31,wō̃c̣,eye,installed_comparison,wō̃c̣,,buddruss-grangali1979:item-98-99:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 98-99]",71ac67d177508a5ede243a6faafddfc503c6de03c3da036d9740465b0342fe33
2026-08-19,2026-08-20,98-99,12,31,aĩc,eye,installed_comparison,aĩc,,buddruss-grangali1979:item-98-99:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 98-99]",1f85883cba3119e4257277645fb4d36d3bded1db86e31009056455aafcd5e745
2026-08-19,2026-08-20,100,12,31,wā̃na,egg,installed_comparison,wā̃na,,buddruss-grangali1979:item-100:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 100]",93a94eb26ee8c22cd9054b497f332b5058ab44a0b612b0a9dad5d18b2e2f4c90
2026-08-19,2026-08-20,100,12,31,ā̃ra,egg,installed_comparison,ā̃ra,,buddruss-grangali1979:item-100:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 100]",0d809824be99ecf91cf3f5a161c6c2c2e78a6822517ebf03fae9b9faf30028d1
2026-08-19,2026-08-20,102,12,31,naučik,fingernail,installed_comparison,naučik,,buddruss-grangali1979:item-102:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 102]",31c945a50ad157a641acefe3902d01f48e1d0ddf0e88c438213a748f677da44a
2026-08-19,2026-08-20,103,12,31,zas,eleven,installed_comparison,zas,,buddruss-grangali1979:item-103:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 103]",4c7a978efc7dd3a0b140f53b84b89b03e174cbde01cd7d767958eafaa320594e
2026-08-19,2026-08-20,103,12,31,zās,eleven,installed_comparison,zās,,buddruss-grangali1979:item-103:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 31, item 103]",6ce2954aa06911a3ca9b922e2740a82ddf83aacd88fc4b9af2d1589128a12dba
2026-08-19,2026-08-20,105,13,32,kõ,ear,installed_comparison,kõ,,buddruss-grangali1979:item-105:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 105]",173c8353d5912073d0ee14db795fe0a9b7283b2496b2e1221187bbbe0c64e7bd
2026-08-19,2026-08-20,105,13,32,kõr,ear,installed_comparison,kõr,,buddruss-grangali1979:item-105:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 105]",b109280d9fdf98abe1eda36cc638fda2b1989edc644a4ff516212f2802795a3d
2026-08-19,2026-08-20,106,13,32,zō,barley,installed_comparison,zō,,buddruss-grangali1979:item-106:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 106]",5fa4d6e3f1d33c08a58d1bc8e19f4ab3e5ea94eca833be27b5a1722536b6dcdf
2026-08-19,2026-08-20,106,13,32,zo,barley,installed_comparison,zo,,buddruss-grangali1979:item-106:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 106]",702cf055f92eca71a3eaabc41f57c4ad4af59ae53e59f9e9a69e045626bd2850
2026-08-19,2026-08-20,107,13,32,ãṭhi,bone,installed_comparison,ãṭhi,,buddruss-grangali1979:item-107:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 107]",2bc350f3357c0dc74181e0d39adfcd95af53ef94d7f91b304398201ab2a77595
2026-08-19,2026-08-20,108-109,13,32,ĩc̣,bear,installed_comparison,ĩc̣,,buddruss-grangali1979:item-108-109:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 108-109]",d90062fbeec50a939541b64b72def3954a4b59ca22b3f71a9d59429bfebff25e
2026-08-19,2026-08-20,112,13,32,nãwasik,granddaughter,installed_comparison,nãwasik,,buddruss-grangali1979:item-112:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 112]",6347f810e92baeafb6745a74d67ee5c4dcbdf5d87defdae46df9580f7d93b676
2026-08-19,2026-08-20,113,13,32,xũr,foot,installed_comparison,xũr,,buddruss-grangali1979:item-113:ningalami,Buddruss questions whether the vowel is long,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 113]",01817c5c00cbe91b5db7f91a408ed6e1142b4ff032973b9e1541839c13fe4447
2026-08-19,2026-08-20,113,13,32,xur,foot,installed_comparison,xur,,buddruss-grangali1979:item-113:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 113]",a92a68e5cd1d07be5e0e219cd29fadc6e3c347f30c58508bf25733f45752db8e
2026-08-19,2026-08-20,114,13,32,bōt,stone,installed_comparison,bōt,,buddruss-grangali1979:item-114:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 114]",299568148f999446dfa89cf6ec9b9e9b407bad323a03806dbec91c88b81b112a
2026-08-19,2026-08-20,115,13,32,was,rain,installed_comparison,was,,buddruss-grangali1979:item-115:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 115]",27da9fcf419ca5872fe9d50e7d9468537213f1f0564d5edfcf2f62c588e5cedc
2026-08-19,2026-08-20,116,13,32,mōc,fish,installed_comparison,mōc,,buddruss-grangali1979:item-116:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 116]",67683a88b7b74a904907678b7c3eccdb1f54888960552a60d08eb476935baf6c
2026-08-19,2026-08-20,116,13,32,māc,fish,installed_comparison,māc,,buddruss-grangali1979:item-116:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 116]",7d5a24fc2032693e519a9e600e9fd7679a5006b2d413e406253bde2254d2d33f
2026-08-19,2026-08-20,118,13,32,yū,louse,installed_comparison,yū,,buddruss-grangali1979:item-118:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 118]",d088230688dbafa04252d1231fec7b22cb0633bda0516476eb943569c0c7b330
2026-08-19,2026-08-20,119,13,32,dyēisti aṅur,thumb,installed_comparison,dyēisti aṅur,,buddruss-grangali1979:item-119:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 119]",8cef1b6924b1f9dcd1da4179341110beacbd5db7e15435ff7886cc29305fb639
2026-08-19,2026-08-20,123-124,13,32,caudēs,fourteen,installed_comparison,caudēs,,buddruss-grangali1979:item-123-124:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 123-124]",b03099348cfd47fa84f05d9c180662bebf19aaf0ce972ce9da71ee07b1c5bf5a
2026-08-19,2026-08-20,123-124,13,32,cãudas,fourteen,installed_comparison,cãudas,,buddruss-grangali1979:item-123-124:shumashti,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 123-124]",1e39b994a1573ab8d8dfb05887306764693c6b47e8e70a6b31f560ca8c913c26
2026-08-19,2026-08-20,125-126,13,32,cᵘor,four,installed_comparison,cᵘor,,buddruss-grangali1979:item-125-126:ningalami,source uses a raised u,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 125-126]",770ca5db29c6063b1428a9d8abd1dca5af62402d320295481f76a6cc0110223a
2026-08-19,2026-08-20,128,13,32,lāc̣,grape,installed_comparison,lāc̣,,buddruss-grangali1979:item-128:ningalami,manually collated source comparison,full manual census against the 300 dpi render,no,"buddruss-grangali1979[p. 32, item 128]",ade02bd28cc8976858d1d2b0d3366b2005dd3bdef6fe426d8d398883519a16ca
