number,gloss,lrp1,lrp2,lrp3
0600,rejoice,ˈkʰʊ.ʃi mə.ˈla.wũ,ˈkʰʊ.ʃi mə.ˈla.wi,ˈɾa.zi ˈtʰa.wũ
0601,(be) sad,ˈᶑʊkʰ.jo,ˈᶑʊ.kʰi,ˈᶑʊ.kʰi
0602,sorrow (n),ᶑʊkʰ,ᶑʊkʰ,ᶑʊkʰ
0603,shame (n),ʃə.ˈɾəm,ʃə.ˈɾəm,ʃə.ˈɾəm
0604,pity (n),ˈᶑɪ.ja,ˈᶑɪ.ja,ˈᶑɪ.ja
0605,fear (n),ɓik,ɓik,ɓik
0606,frighten,ɓi.ˈa.wũ,ɓi ˈa.wũ,ɓi.ˈa.wũ
0607,"startle, surprise",ɦe.ˈɾan,ɦe.ˈɾan,ɦe.ˈɾan
0608,(be) proud,-,naz,naz
0609,respect (v),ɪz.ˈzət ˈkəɾ.wũ,ɪz.ˈzət ˈkəɾ.wũ,ɪz.ˈzət ˈkəɾ.wũ
0610,honour (v),man ˈal.wũ,man ˈal.wũ,nem.ˈɽai ˈkəɾ.wũ
0611,"despise, disdain",zə.ˈlil ˈkəɾ.wũ,ˈbez.ti ˈkəɾ.wũ,ˈbez.ti ˈkəɾ.wũ
0612,disgusting,ˈkɪ.nu,ˈkɪ.nu,ˈkɪ.nu
0613,"want, desire (v)",ˈzoɦ.wũ,ˈzaɦ.wũ,ˈʧa.ɦũ sũ
0614,decide,ˈpʰəĩs.lo ˈkəɾ.wo,ˈfəis.lo ˈkəɾ.wo,ˈfẽs.lo ˈkəɾ.wũ
0615,hesitate,ɦək.ˈla.wũ,ɡəb.ˈɾa.wũ,ɡəb.ˈɾa.wũ
0616,abstain,ˈʃe.ʈo ˈɾe.wũ,ˈʃe.ʈo ˈɾe.wũ,ˈʃe.ʈo ˈɾe.wũ
0617,"allow, permit",ɪ.ˈdʒat ˈal.wi,mo.ˈkəl ˈal.wi,mo.ˈkəl ˈal.wi
0618,forbid,na ˈpaɽ.wi,na ˈpaɽ.wi,na ˈpaɽ.wi
0619,prevent,ˈʊ.bo ˈɾakʰ.wo,ˈʊ.bũ ˈɾa.kʰũ,ˈʊ.bu ˈɾakʰ.wũ
0620,plan (n),ˈɾɪ.tʰa,ˈɾɪ.tʰa,ˈɾɪ.tʰa
0621,try,ko.ˈʃɪʃ,ko.ˈʃɪʃ,ko.ˈʃɪʃ
0622,succeed,zit,zit,zit
0623,fail,ˈpə.ɽi ˈza.wũ,ˈpə.ɽi ˈza.wũ,ˈpə.ɽi ˈza.wũ
0624,pretend,-,wə.ˈtaɽ.wũ,ɗe.ˈka.ɽo
0625,(be) kind,ᶑɪ.ja.ˈwən,ᶑɪ.ja.ˈwən,ᶑɪ.ja.ˈwan
0626,(be) generous,ˈʃək.kʰi,ᶑɪ.ˈja.ɭu,ˈᶑɪ.ˈja.lu
0627,(be) selfish,mət.ˈlə.bi,mət.ˈlə.bi,mət.ˈlə.bi
0628,(be) honest,ɪ.man.ˈdaɾ,ˈɦa.so,ɪ.man.ˈdaɾ
0629,(be) corrupt,bəi.ˈman,ɓəi.ˈman,ɓəi.ˈman
0630,(be) wicked,ɦə.ˈɾam.ɽi,ɦə.ˈɾam.ɽi,ɦə.ˈɾam.ɽi
0631,(be) fierce,ɓi ˈa.wũ,ɓi ˈa.wũ,ɓi ˈa.wũ
0632,(be) jealous,ˈɾi.ʃi ˈɓaɭ.wũ,ˈbəɭ.wũ,ˈɾi.ʃi ˈɓəɭ.wũ
0633,(be) shy,ʃəɾ.ˈmi.lo,ʃəɾ.ˈmi.lo,ʃəɾ.ˈmi.lo
0634,"(be) courageous, (be) brave",dɪ.ˈleɾ,dɪ.ˈleɾ,dɪ.ˈleɾ
0635,coward,ɓi.ˈkõɳ,ɓi.ˈkõɳ,ɓi.ˈkõɳ
0636,(be) curious,-,-,-
0637,"(be) eager, (be) zealous",ʃõ.ˈkin,ʃõ.ˈkin,ʃo.ˈki.lo
0638,(be) lazy,ˈɖʱɪ.ɾo,ˈɖʱɪ.ɾo,ˈɖʱɪ.ɾo
0639,(be) patient,sə.ˈbəɾ ˈkəɾ.ja ˈwa.ɭo,sə.ˈbəɾ ˈkəɾ.ja ˈwa.ɭo,sə.ˈbəɾ ˈkəɾ.ja ˈwa.ɭo
0640,(be) impatient,ˈtək.ɽo,be ˈsəb.ɾo,ˈtək.ɽo
0641,"(be) restless, (be) unsettled",be sə.ˈkun,be sə.ˈkun,be sə.ˈkun
0642,(be) stubborn,zɪd.ˈdɪ.lo,zɪd.ˈdi.lo,zɪd.ˈdi.lo
0643,reputation,man,man,man
0644,"hardship, distress",ᶑʊkʰ,ᶑʊkʰ,ᶑʊkʰ
0645,suffer,tək.ˈlip ˈsaɦ.wi,tək.ˈlif ˈsaɦ.wũ,tək.ˈlif ˈsaɦ.wi
0646,obstruct,ɦa.ˈkəl.wũ,ɦa.ˈkəl.wũ,ˈʊ.bu ˈɾak.wũ
0647,"stumbling block, obstruction",ɾʊ.ka.ˈwəʈ,ɾʊ.ka.ˈwəʈ,ɾʊ.ka.ˈwəʈ
0648,danger,ɓik,ɓik,ɓik
0649,"problem, trouble",ˈməs.lo,ˈməs.lo,ˈməs.lo
0650,self,ˈap.ɳi,ˈpã.dʒi,ˈpã.ʤi
0651,white man,ˈdo.ɭo,ˈdo.ɭo,ˈdo.ɭo
0652,fetus,mã na peʈ ma ˈsok.ɾũ,mã na peʈ ma ˈsok.ɾũ,mã na peʈ ma ˈsok.ɾũ
0653,baby,ˈsok.ɾũ,ˈɠuɠ.lo,"ɡõ.ɡũ, ˈsok.ɾũ"
0654,twin,ˈbel.ɽa,ˈbel.ɽa,ˈƒa.ɽa
0655,boy,ˈsok.ɾo,ˈsok.ɾo,ˈsok.ɾo
0656,girl,ˈsok.ɾi,ˈsok.ɾi,ˈsok.ɾi
0657,adult,zə.ˈwan,zə.ˈwan,zə.ˈwan
0658,young man,zə.ˈwan ˈsok.ɾo,zə.ˈwan ˈsok.ɾo,zə.ˈwan ˈsok.ɾo
0659,young woman,zə.ˈwan ˈsok.ɾi,zə.ˈwan ˈsok.ɾi,zə.ˈwan ˈsok.ɾi
0660,virgin,kʊ̃.ˈwa.ɾi,kʊ̃.ˈwa.ɾi,kʊ̃.ˈwa.ɾi
0661,divorced man,ˈɾãᶑ.wo,ˈɾãɖ.wo,ˈɾə̃ᶑ.wo
0662,divorced woman,ˈɾãᶑ.wi,ˈɾãɖ.wi,ˈɾə̃ᶑ.wi
0663,old person,ˈɡəĩ.ɖo,ˈᶑok.ɾo,ˈᶑok.ɾo
0664,relative (by blood),maɪʈ,maɪʈ,maɪʈ
0665,ancestor,pəɾ.ˈᶑa.ᶑa,pəɾ.ˈᶑa.ᶑa,pəɾ.ˈᶑa.ᶑa
0666a,grandparent (paternal),ˈᶑa.ᶑo,ˈᶑa.ᶑo,ˈᶑa.ᶑo
0666b,grandparent (maternal),ˈna.no,ˈna.no,ˈna.no
0667,father’s younger brother (uncle),ˈka.ko,ˈka.ko,ˈka.ko
0668,father’s older brother (uncle),ˈmoʈ.ɓa,ˈmo.ʈo ɓa,ˈmoʈ.ɓa
0669,mother’s younger brother (uncle),ˈma.ma,ˈma.mo,ˈma.mo
0670,mother’s older brother (uncle),ˈma.ma,ˈma.mo,ˈma.mo
0671,mother’s younger sister (aunt),ˈma.si,ˈma.ʃi,ˈma.ʃi
0672,mother’s older sister (aunt),ˈma.si,ˈma.ʃi,ˈma.ʃi
0673,father’s younger sister (aunt),ˈpʰʊp.pʰi,pʰi,fi
0674,father’s older sister (aunt),ˈpʰʊp.pʰi,pʰi,fi
0675,cousin,bəi,bəi,bəi ɓon
0676,firstborn,ˈpe.la ˈkʰo.ɭa no,ˈpe.la ˈko.ɭa no,ˈpe.la ˈkʰo.ɭa no ˈsok.ɾo
0677,descendant,kə.ˈʈəb,kʊ.ˈʈəb,kʊ.ˈʈəb
0678,son,ˈsok.ɾo,ˈsok.ɾo,ˈsok.ɾo
0679,daughter,ˈsok.ɾi,ˈsok.ɾi,ˈsok.ɾi
0680a,grandson,ˈpo.ʈo,ˈpot.ɾa,ˈpot.ɾo
0680b,granddaughter,ˈpo.ʈi,ˈpot.ɾi,ˈpot.ɾi
0681a,nephew (brothers’ son),bət.ˈɾi.zo,bət.ˈɾi.zo,bət.ˈɾi.zo
0681b,nephew (sisters’ son),ba.ˈɽe.za,ba.ˈɽẽz,ba.ɽẽz
0682a,niece (brothers’ daughter),bət.ˈɾi.zi,bət.ˈɾi.zi,bət.ˈɾi.zi
0682b,niece (sisters’ daughter),ba.ˈɽe.zi,ba.ˈɽẽz,bã.ˈɽẽz.ɽi
0683,"in-law, relative by marriage",ˈɦaɦ.ɾjã,ɦaɦ.ˈɾja,ˈɦaɦ.ɾjã
0684,father-in-law,ˈɦaɦ.ɾo,ˈɦaɦ.ɾo,ˈɦaɦ.ɾo
0685,mother-in-law,ˈɦa.ɦu,ˈɦa.ɦu,ˈɦa.ɦu
0686,brother-in-law,ˈɦa.ɭo,ˈɦa.ɭo,ˈɦa.ɭo
0687,sister-in-law,ˈɦa.ɭi,ˈɦa.ɭi,ˈɦa.ɭi
0688,daughter-in-law,wəw,wəw,wəw
0689,widower,ˈwã.ɖo,ˈɾə̃ɖ.wo,ˈɾə̃ɖ.wo
0690,orphan,dʒə.ˈtim,jə.ˈtim,jə.ˈtim
0691,fiancé (betrothed boyfriend),ˈad.mi,ɡəɾ.ˈwa.ɭo,ˈad.mi
0692,fiancée (betrothed girlfriend),ˈɓaɪ.ɽi,ɡəɾ.ˈwa.ɭi,ˈɓaɪ.ɽi
0693,boyfriend,ˈsə̃ŋ.ti,ˈsə̃ŋ.ti,ˈsə̃ŋ.ti
0694,girlfriend,sə̃ŋ.ˈtã.ɳi,sə̃ŋ.ˈtã.ɳi,sə̃ŋ.ˈtã.ɳi
0695,"tribe, ethnic group",nat,nat,nat
0696,clan,zat,zat,zat
0697,family,ɡəɾ ni ˈa.ka,pə.ɾi.ˈwaɾ,pə.ɾi.ˈwaɾ
0698,neighbour,pa.ˈɽes.ɾi,pa.ˈɽes.ɾi,pa.ˈɽes.ɾi
0699,acquaintance,ʊɽ.ˈkʰə̃ɳ ˈwa.ɭo,uɽ.ˈkə̃ɳ ˈwa.ɭo,ʊɽ.ˈkʰə̃ɳ ˈwa.ɭo
0700,host,ʃe.wa.ˈda.ɾi,ʃe.wa.ˈda.ɾi,ʃe.wa.ˈda.ɾi
0701,"guest, visitor",pə.ˈɾũ.ɽo,pə.ˈɾo.ɽũ,pə.ˈɾuɽ.jã
0702,stranger (unknown person),ɦə̃ɳ wa.ˈkub,ɦə̃ɳ wa.ˈkuf,ɦə̃ɳ wa.ˈkub
0703,enemy,dʊʃ.ˈmən,dʊʃ.ˈmən,dʊʃ.ˈmən
0704,traitor,ɡəɾ.ˈdaɾ,ɡəɾ.ˈdaɾ,ɡə.ˈdaɾ
0705,thief,soɾ,soɾ,soɾ
0706,guide (n),əɡ.ˈwãɳ,əɡ.ˈwãɳ,əɡ.ˈwãɳ
0707,messenger,koʈ.ˈwaɭ,nɪ.ˈja.po,koʈ.ˈwaɭ
0708,crowd,ˈbe.ɭa,ˈbe.ɭa,ˈbe.ɭa
0709,"chief, headman",pə.ˈʈel,pə.ˈʈel,pə.ˈʈel
0710,elder,ˈɡəĩ.ɖo,ˈᶑok.ɾo,ˈᶑok.ɾo
0711,master,ˈdə̃.ɳi,ɦa.ˈkəm,ˈdə̃.ɳi
0712,slave,no.ˈkəɾ,ɡʊ.ˈlam,ɡʊ.ˈlam
0713,farmer,ˈɦa.ɽi,ˈɦa.ɽi,ˈɦa.ɽi
0714,fisherman,mo.ˈɦa.ɽa,mo.ˈɦə.ɽa,mo.ˈɦa.ɽo
0715,hunter,ʃɪ.ˈka.ɾi,ʃɪ.ˈka.ɾi,ʃɪ.ˈka.ɾi
0716,blacksmith,lə.ˈwaɾ,lo.ˈwaɾ,lə.ˈwaɾ
0717,potter,kõ.ˈbaɾ,kõ.ˈbaɾ,kũ.ˈbaɾ
0718,weaver,bʱəɾt ˈbʱəɾ.ja ˈwa.ɭo,bʱəɾt ˈbʱəɾ.ja ˈwa.ɭo,bʱəɾət ˈbʱəɾ.ja ˈwa.ɭo
0719,butcher(n),ka.ˈsai,ka.ˈsəi,ka.ˈsai
0720,carpenter,ˈwa.ɖo,ˈwa.ɖo,ˈwa.ɖo
0721,trader,wa.ˈpa.ɾi,wa.ˈpa.ɾi,wa.ˈpa.ɾi
0722,seller,ˈwe.ʃa ˈwa.ɭo,ɡo.ˈɾoɽ.jo,ˈwe.ʃa ˈwa.ɭo
0723,teacher,mas.ˈtəɾ,mas.ˈtəɾ,mas.ˈtəɾ
0724,priest,bə.ˈɡət,bə.ˈɡət,bə.ˈɡət
0725,nun,bəɡ.ˈtã.ɳi,bəɡ.ˈtã.ɳi,bəɡ.ˈtã.ɳi
0726,novice,ˈse.lo,ˈtʃe.lo,ˈʧe.lo
0727,(domestic) servant,no.ˈkəɾ,no.ˈkəɾ,no.ˈkəɾ
0728,beggar,pʰə.ˈkiɾ,ma.ˈɡəɽ,pə.ˈkiɾ
0729,soldier,ˈpʰo.dʒi,ˈfo.zi,ˈfo.dʒi
0730,prostitute,ɦə.ˈɾam.ɽi,ɦə.ˈɾam.ɽi,ɦə.ˈɾam.ɽi
0731,"midwife, sage",dai,dai,dai
0732,"medicine man, traditional healer",ˈƒã.ɳũ,ɦə.ˈkim,ɦə.ˈkim
0733,fetish priest,ʈʰəɡ bə.ˈɡət,ʈʰəɡ bə.ˈɡət,ʈʰəɡ bə.ˈɡət
0734,sorcerer(male),ˈbo.po,ˈbo.pa,ˈbo.po
0735,witch (female),ˈbo.pi,ˈbo.pi,ˈbo.pi
0736,fortune teller,ˈdʒo.ɡi,nə.ˈdʒu.mi,ˈdʒo.ɡi
0737,"meet, encounter",ˈməɭ.wũ,ˈmaɭ.wũ,ˈməɭ.wũ
0738,accompany,-,ˈbe.ɭo ˈza.wũ,ˈbe.ɭũ ˈza.wũ
0739,(be) together,ˈbe.ɭa ˈtʰa.wũ,ˈbe.ɭo ˈtʰa.wũ,ˈbe.ɭa ˈtʰa.wũ
0740,"assemble, meet together",ɓə.ˈdai ˈbe.ɭa,ɓə.ˈdai ˈbe.ɭa,ɓə.ˈdai ˈbe.ɭa
0741,invite,ˈnot.ɾũ ˈal.wũ,ˈnot.ɾo ˈal.wũ,ˈnot.ɾũ ˈal.wũ
0742,(be) alone,ˈek.lo,ˈek.lo,ˈek.lũ
0743,abandon,ˈme.li ˈal.wo,ˈme.li ˈal.wũ,ˈme.li ˈlak.wũ
0744,"flee, run away from",ˈdoɽ.wũ,ˈdoɽ.wũ,ˈdoɽ.wũ
0745,drive away,ɦa.ˈʧɪn ˈza.wũ,ɦa.ˈtʃɪn ˈza.wũ,ɦa.ˈʧɪn ˈza.wũ
0746,avoid,ˈpa.ɦo ˈkəɾ.wo,ˈpa.ɦo ˈkəɾ.wo,ˈpa.ɦo ˈkəɾ.wũ
0747,imitate,wə.ˈsa.ɾa,sã.ˈwəɽ.ja ˈɡaɖ.wa,nə.ˈkəl ˈkəɾ.wi
0748,admire,ɡʊ̃ɳ ˈɡa.wũ,ɡʊ̃ɳ ˈɡa.wũ,ɡʊ̃ɳ ˈɡa.wũ
0749,language,ˈɓo.li,ˈɓo.li,ˈɓo.li
0750,word,ləwz,ləwz,lə.ˈfəz
0751,meaning (n),ˈma.na,ˈma.na,ˈma.na
0752,say,ˈɓol.wũ,ˈɓol.wũ,ˈɓol.wũ
0753,scold,ɦʊl ˈkəɾ.wũ,ɦʊl ˈkəɾ.wũ,ɦʊl ˈkəɾ.wũ
0754,voice,ə.ˈwaz,a.ˈwaz,a.ˈwaz
0755,whisper (v),kan ma ˈkeɦ.wũ,ɦan ˈkəɾ.wũ,kan ma ˈkeɦ.wũ
0756,mumble,ˈɓob.ɽo,ɓo.ˈbəɽ.wũ,bəɾ.bə.ˈɽa.wũ
0757,stutter,ˈɓa.to,ˈɓa.to,ˈɓa.to
0758,(be) eloquent,ˈmɪ.ʈʰũ ˈɓol.wũ,ˈme.ʈʰũ ˈɓol.wũ,ˈmɪ.ʈʰũ ˈɓol.wũ
0759,(be) silent,ˈsa.nu ˈma.nu,ˈsa.nu ˈma.nu,ˈsa.nu ˈma.nu
0760,write (v),ˈləkʰ.wũ,ˈləkʰ.wũ,ˈlekʰ.wũ
0761,greet (v.),ɾam ɾam ˈkəɾ.wũ,ɾam ɾam ˈkəɾ.wã,ɾam ɾam ˈkəɾ.wa
0762,call (someone),ɦad ˈpaɽ.wũ,ɦa ˈkəɾ.wũ,ɦad ˈpaɽ.wũ
0763,"say goodbye, take leave of",mok.ˈlã.ɳi ˈkəɾ.wi,mok.ˈlã.ni ˈkəɾ.wũ,mok.ˈlã.ɳi ˈkəɾ.wi
0764,announce,ƒãɳ ˈkəɾ.wũ,ƒãɳ ˈkəɾ.wũ,e.ˈlan ˈkəɾ.wũ
0765,announcement,ƒãɳ,ƒãɳ,e.ˈlan
0766,news,ˈkʰəb.ɾũ,ˈkʰəb.ɾjũ,ˈkʰəb.ɾũ
0767,explain,ɦəm.ˈza.wũ,ɦəm.ˈza.wũ,ɦəm.ˈza.wũ
0768,advise,məʃ.ˈwə.ɾo ˈal.wo,məʃ.ˈwə.ɾo ˈal.wo,ˈɾa.ɦe ɦə̃b.ˈɽa.wi
0769,gossip (v),ˈɡɪ.la ˈkəɾ.wi,ˈɡɪ.la ˈkəɾ.wũ,ˈɡɪ.la ˈkəɾ.wi
0770,"ask, request",ˈpus.wũ,ˈpus.wũ,ˈpus.wũ
0771,thank,dʱə.ne.ˈwaɾ ˈkeɦ.wũ,dʱə.ne.ˈwad ˈkəɾ.wũ,dʱə.ne.ˈwad ˈkeɦ.wũ
0772,promise (n),ˈwaɪ.do,ˈwaɪ.do,ˈwaɪ.do
0773,oath,ɦəm,ɦəm,ɦəm
0774,swear,ɦəm,ɦəm,ɦəm
0775,insult (v),ˈbez.ti ˈkə.ɾi,ˈbʊtʃ.ɽo ˈkəɾ.wũ,ˈbez.ti ˈkə.ɾi
0776,insult (n),ˈbez.ti,ˈbʊtʃ.ɽo,ˈbez.ti
0777,slander (v),ɗo lə.ˈɡa.wũ,ɗo lə.ˈɡa.wũ,ɗo lə.ˈɡa.wo
0778,threaten,ˈda.ɓo ˈal.wũ,ˈda.ɓo ˈal.wũ,ˈda.ɓo ˈal.wo
0779,argue,beʃ ˈkəɾ.wũ,beɦs ˈkəɾ.wũ,beɦs ˈkəɾ.wũ
0780,argument,beʃ,beɦs,beɦs
0781,"grumble, complain",kʊɾ.ˈkʊ.ɾo,kʊɾ.ˈkəɾ.wũ,kʊɾ.ˈkʊ.ɾo
0782,harass,ɓiw.ˈɾa.wũ,ɓiw.ˈɾa.wũ,ɓiw.ˈɾa.wũ
0783,accuse,ᶑo ˈɦə̃ɳ.wũ,ᶑo ˈɦə̃ɳ.wo,ᶑo ˈɦə̃ɳ.wo
0784,deny,na ˈpaɽ.wũ,na ˈpaɽ.wũ,na ˈpaɽ.wi
0785,admit (to a wrong),ˈman.wi,ˈman.wũ,ˈman.wi
0786,agree,ˈma.ni ˈza.wũ,ˈmə.ni ˈza.wũ,ˈma.ni ˈza.wũ
0787,agreement,zɪ.ˈban,zɪ.ˈban,zɪ.ˈban
0788,persuade,mə.ˈna.wo,mə.ˈna.wũ,mə.ˈna.wũ
0789,praise (n),ɡʊ̃ɳ,ɡʊ̃ɳ,ɡʊ̃ɳ
0790,"bless, praise (someone)",ɡʊ̃ɳ ˈɡa.wũ,ɡʊ̃ɳ ˈɡa.wũ,ɡʊ̃ɳ ˈɡa.wũ
0791,congratulate,mʊ̃m.ˈba.ɾək ˈal.wi,mʊ̃.ba.ˈɾək ˈal.wũ,mʊ̃.ˈba.ɾək ˈal.wũ
0792,"boast, brag",wə.ˈᶑa.wo ˈkəɾ.wo,wə.ˈᶑai ˈkəɾ.wũ,ˈfu.kũ ˈɦə̃ɳ.wũ
0793,story (tale),wat,wat,wat
0794,proverb,-,-,ka.ˈwət
0795,"speech,discourse",tək.ˈɾiɾ,tək.ˈɾiɾ,tək.ˈɾiɾ
0796,account (report) (n),ɾə.ˈpoʈ,kʰə.ˈbeɾ,kʰə.ˈbəɾ
0797,"embrace, hug (v)",ɓat ˈlakʰ.wũ,ɓat ˈlakʰ.wũ,ɓat ˈlakʰ.wũ
0798,caress (v),ɦatʰ ˈpʰeɾ.wũ,ɦatʰ pʰe.ˈɾə.wũ,ɦatʰ ˈpʰeɾ.wũ
0799,kiss (v),ˈtʃʊ.mi ˈal.wi,ˈɓə.tʃi ˈal.wũ,ˈtʃʊ.mi ˈal.wũ
0800,"nurse, suckle (baby)",dəw.ˈɾa.wũ,dəw.ˈɾa.wũ,dəw.ˈɾa.wũ
0801,tickle (v),ˈɡət.ti kã,ˈɡət.ti kã,ˈɡət.ti kã
0802,spank (child),tʰəp.ˈpəɽ ˈɦə̃ɳ.wi,tʰəp.ˈpəɽ ˈɦə̃ɳ.wi,tʰəp.ˈpəɽ ˈɦə̃ɳ.wi
0803,whip(n),ˈsab.ko,ˈsab.ko,səʈ.ˈpʊt.ɾo
0804,help,mə.ˈdət,mə.ˈdəd,mə.ˈdət
0805,protect,sə̃.ˈbal ˈkəɾ.wi,ɦə.ˈbal.wũ,ɦə̃.ˈbal ˈkəɾ.wi
0806,look after,sə̃.ˈbal ˈkəɾ.wi,ɦə.ˈbal.wũ,ɦə̃.ˈbal ˈkəɾ.wi
0807,bring up(a child),ˈsak.ɾi ˈkəɾ.wũ,nɪ.ˈpa.wũ,ˈsak.ɾi ˈkəɾ.wũ
0808,"rule over, dominate",bad.ˈʃai ˈkəɾ.wi,ba.ˈʃai ˈkəɾ.wũ,bad.ˈʃai ˈkəɾ.wi
0809,order(someone to do something),ɦʊ.ˈkəm ˈkəɾ.wo,ɦʊ.ˈkəm ˈkəɾ.wo,ɦʊ.ˈkəm ˈkəɾ.wo
0810,command(n),ɦʊ.ˈkəm,ɦʊ.ˈkəm,ɦʊ.ˈkəm
0811,"duty, obligation",pʰəɾz,fəɾz,pʰəɾəz
0812,send(someone to do something),ˈmel.wũ,ˈmel.wũ,ˈmel.wũ
0813,serve,ˈsak.ɾi,ˈsak.ɾi ˈkəɾ.wũ,ˈsak.ɾi
0814,"lead, guide(v)",əɡ.ˈwã.ɳi ˈkəɾ.wi,əɡ.ˈwã.ɳi ˈkəɾ.wi,əɡ.ˈwã.ɳi ˈkəɾ.wi
0815,follow,ˈtʃe.ɽe ˈza.wũ,ˈtʃe.ɽe ˈɦeɖ.wũ,ˈtʃe.ɽe ˈza.wũ
0816,obey,ˈkɪd.du ˈma.no,ˈkɪd.du ˈman.wu,ˈɡɪd.du ˈman.wũ
0817,please,ˈɾa.zi ˈkəɾ.wũ,ˈɾa.zi ˈkəɾ.wũ,ˈɾa.zi ˈkəɾ.wũ
0818,annoy,tə̃ŋ ˈkəɾ.wũ,tə̃ŋ ˈkəɾ.wũ,tə̃ɡ ˈkəɾ.wũ
0819,deceive,ˈdo.kʰo ˈal.wo,ˈdo.kʰo ˈal.wo,ˈdo.kʰo ˈkəɾ.wo
0820,to quarrel,ˈwəɖ.wũ,ˈwəɖ.wũ,ˈwəɖ.wũ
0821,take revenge,weɾ ˈwaɭ.wũ,weɾ ˈwaɭ.wũ,weɾ ˈwaɭ.wo
0822,"resolve, settle(dispute)",nɪ.ˈbeɾ.wũ,nɪ.ˈbeɾ.wũ,nɪ.ˈbeɾ.wũ
0823,"intercede, mediate",ˈɾa.zi ˈna.ma kə.ˈɾa.ja,mə.ˈnam.na ˈkəɾ.wã,ˈɾa.zi ˈna.ma ˈkəɾ.wa
0824,compromise,ʈʰa ˈkəɾ.wo,ʈʰa ˈkəɾ.wo,ʈʰa ˈkəɾ.wo
0825,"appease, pacify",ˈʈa.ɖo ˈkəɾ.wo,ˈʈa.ɖo ˈkəɾ.wo,ˈʈʰa.ɖu ˈkəɾ.wũ
0826,judge(v),ɪn.ˈsap ˈkəɾ.wo,ɪn.ˈsaf ˈkəɾ.wo,ɪn.ˈsaf ˈkəɾ.wo
0827,law,ka.ˈnun,ka.ˈnun,ka.ˈnun
0828,"(be) fair, just",ˈɦa.so,ˈɦa.sũ,ˈɦa.so
0829,(be) guilty,"ˈpa.pi, ᶑoɦ ˈwa.ɾo",ᶑoɦ ˈwa.ɭo,ˈpa.pi
0830,(be) innocent,ɓe.ˈᶑoi,ɓe.ˈᶑoi,ɓe.ˈᶑoi
0831,punish,"ˈsə.za ˈal.wi, ʈip ˈal.wi",ˈsə.za ˈal.wi,ˈsə.za ˈal.wi
0832,to fine,ᶑə̃ɖ ˈal.wo,ᶑə̃ɖ ˈal.wo,ᶑə̃ɖ ˈal.wo
0833,"penalty, punishment",ˈsə.za,ˈsə.za,ˈsə.za
0834,dwell,ˈɾeɦ.wũ,ˈɾeɦ.wũ,ˈɾeɦ.wũ
0835,"inhabitant, resident",ˈɾɪ.ɦa ˈwa.ɭo,ˈɾɪ.ɦa ˈwa.ɭo,ˈɾɪ.ɦa ˈwa.ɭa
0836,country dweller,zə̃ŋ ma ˈɾɪ.ɦa ˈwa.ɭo,zə̃ŋ ma ˈɾɪ.ɦa ˈwa.ɭo,zə̃.ˈɡəl ma ˈɾɪ.ɦa ˈwa.ɭa
0837,move away,ˈləɖ.wũ,ˈləɖ.wũ,ˈləɖ.wũ
0838,"country, ethnic area",des,des,des
0839,frontier(of ethnic area),ɦəd,ɦəd,ɦəd
0840,"town, city",ʃe.ˈɦeɾ,ʃe.ˈɦeɾ,ʃeɾ
0841,market(n),"ˈɡə.li, bə.ˈzaɾ",ˈɡə.li,ˈɡə.li
0842,wear clothes,ˈlʊɡ.ɽa ˈpeɾ.wã,ˈlʊɡ.ɽa ˈpeɾ.wã,ˈlʊɡ.ɽa ˈpeɾ.wũ
0843,dress(v),ˈlʊɡ.ɽa ˈpeɾ.wã,ˈlʊɡ.ɽa ˈpeɾ.wã,ˈlʊɡ.ɽa ˈpeɾ.wũ
0844,undress,ˈlʊɡ.ɽa ʊ.ˈtaɾ.wã,ˈlʊɡ.ɽa ʊ.ˈtaɾ.wã,ˈlʊɡ.ɽa ʊ.ˈtaɾ.wũ
0845,hat,ˈʈo.pi,ˈʈo.pi,ˈʈo.pi
0846,loincloth,ˈtʃə̃.ᶑi,ˈtʃə.ᶑi,ˈtʃə.ᶑo
0847,baby sling,ˈɡoɽ.jũ,ˈɡoɽ.jũ,ˈɡoɽ.jũ
0848,"shoe, sandal",ˈzo.ɭa,ˈzo.ɭa,ˈzo.ɭa
0849,bead,pa.ˈɾuɽ.jã,pa.ˈɾuɽ.jã,pa.ˈɾuɽ.jã
0850,"string, thread (beads) (v)",ˈᶑoɪ.ɽo,ˈᶑoɪ.ɽo,ˈᶑoɪ.ɽo
0851,bracelet,ˈsu.ɽa,ˈsuɽ.jũ,ˈsuɽ.jũ
0852,necklace,ɦaɾ,ɦaɾ,ɦaɾ
0853,ankle ring,ˈkəɽ.la,ˈkəɾ.la,ˈkə.ɽa
0854,earring,dʒə.ˈməʈ.jã,ˈdʒə.ba,dʒə.ˈməʈ.jã
0855,pierce (ears),wẽ.ˈdəl,wẽ.ˈdəl,wẽ.ˈdəl
0856,"plait, braid (hair)",ˈsoʈ.lo,ˈsoʈ.lo,ˈsoʈ.lo
0857,tattoo(s),ˈtaɭ.wũ,ˈtɾaz.wa,ˈtaɭ.zũ
0858,"cane, walking stick",ˈdo.ko,ˈlak.ɽi,ˈlak.ɽi
0859,"apply (ointment), besmear",so.ˈpəɽ.wũ,so.ˈpəɽ.wũ,so.ˈpəɽ.wũ
