PDF_Page,Column,Gloss,Site_Code,Lect,Site,Raw_Form,Status,Reason,Entry_Key
28,1,son,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",mɑwɑ sɑsɑ,installed,,silkoch2011:D:i1:son
28,1,son,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",sɑsɑ,installed,,silkoch2011:E:i1:son
28,1,son,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",sɑsɑ mɑwɑ,installed,,silkoch2011:C:i1:son
28,1,son,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam","pɪsɑ puɾsi,",installed,,silkoch2011:J:i1:son
28,1,son,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",puɾsi dʒumɑɾ,installed,,silkoch2011:J:i2:son
28,1,son,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",pɪsɑ puɾsi,installed,,silkoch2011:K:i1:son
28,1,daughter,A,Garo,"Tura, West Garo Hills district, Meghalaya",demeʔt͡ʃik̚,installed,,silkoch2011:A:i1:daughter
28,1,daughter,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",met́͡ʃɑ sɑbɾɑ,installed,,silkoch2011:B:i1:daughter
28,1,daughter,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",sɑ mit͡ʃɪk̚,installed,,silkoch2011:F:i1:daughter
28,1,daughter,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya","tiɾi dʒomɑɾ,",installed,,silkoch2011:I:i1:daughter
28,1,daughter,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",pisɑ tiɾi,installed,,silkoch2011:I:i2:daughter
28,1,daughter,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",sɑsɑ mɑd͡ʒu,installed,,silkoch2011:G:i1:daughter
28,1,daughter,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",sɑsɑ mɑd͡ʒu,installed,,silkoch2011:H:i1:daughter
28,1,daughter,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",mɑdʒ͡ u,installed,,silkoch2011:D:i1:daughter
28,1,daughter,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",mɑdʒ͡ u sɑsɑ,installed,,silkoch2011:E:i1:daughter
28,1,daughter,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",sɑsɑ mɑdʒu,installed,,silkoch2011:C:i1:daughter
28,1,daughter,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",pɪsɑ tiɾi,installed,,silkoch2011:J:i1:daughter
28,1,daughter,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",tɪɾɪ pɪsɑ,installed,,silkoch2011:K:i1:daughter
29,0,husband,A,Garo,"Tura, West Garo Hills district, Meghalaya",seɡɨpɑ,installed,,silkoch2011:A:i1:husband
29,0,husband,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",umbɑ bəɾɑ,installed,,silkoch2011:B:i1:husband
29,0,husband,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",d͡ʒɨk,installed,,silkoch2011:F:i1:husband
29,0,husband,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",mitʰlɑ,installed,,silkoch2011:I:i1:husband
29,0,husband,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",d͡ʒək,installed,,silkoch2011:G:i1:husband
29,0,husband,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya","dʒɨk, mɑwɑ",installed,,silkoch2011:H:i2:husband
29,0,husband,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",mijɑ,installed,,silkoch2011:D:i1:husband
29,0,husband,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",mijɑ,installed,,silkoch2011:E:i1:husband
29,0,husband,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",mijɑ,installed,,silkoch2011:C:i1:husband
29,0,husband,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",mitʰəlɑ,installed,,silkoch2011:J:i1:husband
29,0,husband,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",mitʰəlɑ,installed,,silkoch2011:K:i1:husband
29,0,wife,A,Garo,"Tura, West Garo Hills district, Meghalaya",dʒikɡɨpɑ,installed,,silkoch2011:A:i1:wife
29,0,wife,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",mit́͡ʃik bəɾɑ,installed,,silkoch2011:B:i1:wife
29,0,wife,F,Koch-Rabha,"Debitola village, Dhubri district, Assam","d͡ʒɨk,",installed,,silkoch2011:F:i1:wife
29,0,wife,F,Koch-Rabha,"Debitola village, Dhubri district, Assam","mitʃik,",installed,,silkoch2011:F:i2:wife
29,0,wife,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",nɑw,installed,,silkoch2011:I:i1:wife
29,0,wife,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",mit͡ʃik,installed,,silkoch2011:I:i2:wife
29,0,wife,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya","d͡ʒək, misik",installed,,silkoch2011:G:i2:wife
29,0,wife,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya","mitʃik,",installed,,silkoch2011:H:i1:wife
29,0,wife,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",mɑdʒu,installed,,silkoch2011:H:i2:wife
29,0,wife,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",mit͡ʃik,installed,,silkoch2011:D:i1:wife
29,0,wife,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",misik̚,installed,,silkoch2011:E:i1:wife
29,0,wife,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",misik̚,installed,,silkoch2011:C:i1:wife
29,0,wife,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",mit͡ʃik,installed,,silkoch2011:J:i1:wife
29,0,wife,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",misik̚,installed,,silkoch2011:K:i1:wife
29,1,boy,A,Garo,"Tura, West Garo Hills district, Meghalaya",meʔɑbisɑ,installed,,silkoch2011:A:i1:boy
29,1,boy,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",mústɑŋ sɑbɾɑ,installed,,silkoch2011:B:i1:boy
29,1,boy,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",mi ʃə,installed,,silkoch2011:F:i1:boy
29,1,boy,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",puɾsi d͡ʒomɑɾ,installed,,silkoch2011:I:i1:boy
29,1,boy,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",mɑwɑ,installed,,silkoch2011:G:i1:boy
29,1,boy,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",mɑʔwɑ,installed,,silkoch2011:H:i1:boy
29,1,boy,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",mɑwɑ,installed,,silkoch2011:D:i1:boy
29,1,boy,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",mɑwɑ,installed,,silkoch2011:E:i1:boy
29,1,boy,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",mɑwɑ,installed,,silkoch2011:C:i1:boy
29,1,boy,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam","puɾsi,",installed,,silkoch2011:J:i1:boy
29,1,boy,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",dekɑ,installed,,silkoch2011:J:i2:boy
29,1,boy,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",puɾsi,installed,,silkoch2011:K:i1:boy
29,1,girl,A,Garo,"Tura, West Garo Hills district, Meghalaya",meʔt͡ʃikbisɑ,installed,,silkoch2011:A:i1:girl
29,1,girl,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",met́͡ʃɑtɑŋ,installed,,silkoch2011:B:i1:girl
29,1,girl,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",sɑbɾɑ,installed,,silkoch2011:B:i2:girl
29,1,girl,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",mit͡ʃik̚sɑ,installed,,silkoch2011:F:i1:girl
29,1,girl,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",tiɾi d͡ʒomɑɾ,installed,,silkoch2011:I:i1:girl
29,1,girl,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",mɑdʒ͡ u,installed,,silkoch2011:G:i1:girl
29,1,girl,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya","mɑdʒu,",installed,,silkoch2011:H:i1:girl
29,1,girl,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",mit͡ʃəl,installed,,silkoch2011:H:i2:girl
29,1,girl,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",mɑdʒ͡ u,installed,,silkoch2011:D:i1:girl
29,1,girl,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",mɑdʒ͡ u,installed,,silkoch2011:E:i1:girl
29,1,girl,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",mɑdʒ͡ u,installed,,silkoch2011:C:i1:girl
29,1,girl,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam","tiɾi,",installed,,silkoch2011:J:i1:girl
29,1,girl,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",mit͡ʃɑlɑ,installed,,silkoch2011:J:i2:girl
29,1,girl,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",tiɾi,installed,,silkoch2011:K:i1:girl
30,0,day,A,Garo,"Tura, West Garo Hills district, Meghalaya",sɑl,installed,,silkoch2011:A:i1:day
30,0,day,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya","sʰɑn,",installed,,silkoch2011:B:i1:day
30,0,day,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",din,installed,,silkoch2011:B:i2:day
30,0,day,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",sɑn,installed,,silkoch2011:F:i1:day
30,0,day,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",sɑnok̚,installed,,silkoch2011:I:i1:day
30,0,day,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",din,installed,,silkoch2011:G:i1:day
30,0,day,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",sʰɑn,installed,,silkoch2011:H:i1:day
30,0,day,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",din,installed,,silkoch2011:D:i1:day
30,0,day,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",din,installed,,silkoch2011:E:i1:day
30,0,day,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",sɑn,installed,,silkoch2011:C:i1:day
30,0,day,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",sɑnok̚,installed,,silkoch2011:J:i1:day
30,0,day,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",sɑnok̚,installed,,silkoch2011:K:i1:day
30,0,night,A,Garo,"Tura, West Garo Hills district, Meghalaya",wɑl,installed,,silkoch2011:A:i1:night
30,0,night,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",pʰɑɾ,installed,,silkoch2011:B:i1:night
30,0,night,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",fɑɾ,installed,,silkoch2011:F:i1:night
30,0,night,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",pʰɑɾok,installed,,silkoch2011:I:i1:night
30,0,night,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",fɑɾ,installed,,silkoch2011:G:i1:night
30,0,night,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",fɑɾ,installed,,silkoch2011:H:i1:night
30,0,night,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",pʰɑɾ,installed,,silkoch2011:D:i1:night
30,0,night,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",pʰɑɾ,installed,,silkoch2011:E:i1:night
30,0,night,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",pʰɑɾ,installed,,silkoch2011:C:i1:night
30,0,night,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",pʰɑɾok,installed,,silkoch2011:J:i1:night
30,0,night,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",pʰɑɾok,installed,,silkoch2011:K:i1:night
30,0,morning,A,Garo,"Tura, West Garo Hills district, Meghalaya",pʰɾɨŋ,installed,,silkoch2011:A:i1:morning
30,0,morning,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",pʰuŋ,installed,,silkoch2011:B:i1:morning
30,0,morning,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",mɨnɨu,installed,,silkoch2011:F:i1:morning
30,0,morning,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",mɑnɑp,installed,,silkoch2011:I:i1:morning
30,0,morning,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",mənək,installed,,silkoch2011:G:i1:morning
30,0,morning,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",mənək̚,installed,,silkoch2011:H:i1:morning
30,0,morning,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",monop̚,installed,,silkoch2011:D:i1:morning
30,0,morning,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",monop̚,installed,,silkoch2011:E:i1:morning
30,0,morning,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",bihɑn,installed,,silkoch2011:C:i1:morning
30,0,morning,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",mənəp̚,installed,,silkoch2011:J:i1:morning
30,0,morning,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",mɑnɑp̚,installed,,silkoch2011:K:i1:morning
30,1,noon,A,Garo,"Tura, West Garo Hills district, Meghalaya",sɑldʒɑtt͡ʃi,installed,,silkoch2011:A:i1:noon
30,1,noon,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",dipoɾ,installed,,silkoch2011:B:i1:noon
30,1,noon,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",sɑn dupuɾ,installed,,silkoch2011:F:i1:noon
30,1,noon,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",dupuɾ,installed,,silkoch2011:I:i1:noon
30,1,noon,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",sɑn mɑd͡ʒɑɾ,installed,,silkoch2011:G:i1:noon
30,1,noon,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",sɑn mɑd͡ʒəɾ,installed,,silkoch2011:H:i1:noon
30,1,noon,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",sɑn mɑd͡ʒi,installed,,silkoch2011:D:i1:noon
30,1,noon,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",sɑn mɑd͡ʒi,installed,,silkoch2011:E:i1:noon
30,1,noon,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",dopʰuɾ,installed,,silkoch2011:C:i1:noon
30,1,noon,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam","dupuɾ,",installed,,silkoch2011:J:i1:noon
30,1,noon,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",sɑn mɑd͡ʒi,installed,,silkoch2011:J:i2:noon
30,1,noon,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",dupuɾ,installed,,silkoch2011:K:i1:noon
30,1,evening,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɑtʰɑm,installed,,silkoch2011:A:i1:evening
30,1,evening,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ɾɑŋsəɾi,installed,,silkoch2011:B:i1:evening
30,1,evening,F,Koch-Rabha,"Debitola village, Dhubri district, Assam","sɑnlej,",installed,,silkoch2011:F:i1:evening
30,1,evening,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",ɡɨsɨm,installed,,silkoch2011:F:i2:evening
30,1,evening,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ɡɑsum,installed,,silkoch2011:I:i1:evening
30,1,evening,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",ɡɨsɨm,installed,,silkoch2011:G:i1:evening
30,1,evening,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",ɾɑsɑn,installed,,silkoch2011:H:i1:evening
30,1,evening,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",lɨjni,installed,,silkoch2011:H:i2:evening
30,1,evening,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",ɡosom,installed,,silkoch2011:D:i1:evening
30,1,evening,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",ɡosom,installed,,silkoch2011:E:i1:evening
30,1,evening,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya","sundə,",installed,,silkoch2011:C:i1:evening
30,1,evening,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",ɡɨsəm,installed,,silkoch2011:C:i2:evening
30,1,evening,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ɡɑsum,installed,,silkoch2011:J:i1:evening
30,1,evening,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ɡɑsum,installed,,silkoch2011:K:i1:evening
31,0,yesterday,A,Garo,"Tura, West Garo Hills district, Meghalaya",mezɑl,installed,,silkoch2011:A:i1:yesterday
31,0,yesterday,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",mijɑ,installed,,silkoch2011:B:i1:yesterday
31,0,yesterday,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",mijɑj,installed,,silkoch2011:F:i1:yesterday
31,0,yesterday,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",mujɑ,installed,,silkoch2011:I:i1:yesterday
31,0,yesterday,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",miwɑj,installed,,silkoch2011:G:i1:yesterday
31,0,yesterday,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",miwəj,installed,,silkoch2011:H:i1:yesterday
31,0,yesterday,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",lini,installed,,silkoch2011:D:i1:yesterday
31,0,yesterday,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",ɡɑnek,installed,,silkoch2011:D:i2:yesterday
31,0,yesterday,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",lini,installed,,silkoch2011:E:i1:yesterday
31,0,yesterday,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",ɡɑnek,installed,,silkoch2011:E:i2:yesterday
31,0,yesterday,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",ɡɑnek̚,installed,,silkoch2011:C:i1:yesterday
31,0,yesterday,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",mujɑ,installed,,silkoch2011:J:i1:yesterday
31,0,yesterday,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",mujɑ,installed,,silkoch2011:K:i1:yesterday
31,0,today,A,Garo,"Tura, West Garo Hills district, Meghalaya",təʔɑl,installed,,silkoch2011:A:i1:today
31,0,today,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",té,installed,,silkoch2011:B:i1:today
31,0,today,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",tiniŋ,installed,,silkoch2011:F:i1:today
31,0,today,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",tɑjni,installed,,silkoch2011:I:i1:today
31,0,today,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",tiniŋ,installed,,silkoch2011:G:i1:today
31,0,today,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",tiniŋ,installed,,silkoch2011:H:i1:today
31,0,today,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",tini,installed,,silkoch2011:D:i1:today
31,0,today,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",tini,installed,,silkoch2011:E:i1:today
31,0,today,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",tini,installed,,silkoch2011:C:i1:today
31,0,today,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",tɑjni,installed,,silkoch2011:J:i1:today
31,0,today,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",tɑjni,installed,,silkoch2011:K:i1:today
31,1,tomorrow,A,Garo,"Tura, West Garo Hills district, Meghalaya",knɑl,installed,,silkoch2011:A:i1:tomorrow
31,1,tomorrow,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",ɡɑpʰuŋ,installed,,silkoch2011:B:i1:tomorrow
31,1,tomorrow,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",ɡɑnɑp,installed,,silkoch2011:F:i1:tomorrow
31,1,tomorrow,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",ɡenek̚,installed,,silkoch2011:I:i1:tomorrow
31,1,tomorrow,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",ɡɑnɑp,installed,,silkoch2011:G:i1:tomorrow
31,1,tomorrow,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",ɡɑnɑp,installed,,silkoch2011:H:i1:tomorrow
31,1,tomorrow,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",pʰujni,installed,,silkoch2011:D:i1:tomorrow
31,1,tomorrow,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",ɡɑnek̚,installed,,silkoch2011:D:i2:tomorrow
31,1,tomorrow,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",pʰujni,installed,,silkoch2011:E:i1:tomorrow
31,1,tomorrow,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",ɡɑneke,installed,,silkoch2011:E:i2:tomorrow
31,1,tomorrow,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",ɡɑnek̚,installed,,silkoch2011:C:i1:tomorrow
31,1,tomorrow,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",ɡenek̚,installed,,silkoch2011:J:i1:tomorrow
31,1,tomorrow,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",ɡenek̚,installed,,silkoch2011:K:i1:tomorrow
31,1,week,A,Garo,"Tura, West Garo Hills district, Meghalaya",ɑntʰi,installed,,silkoch2011:A:i1:week
31,1,week,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",hɑt̚pəksɑ,installed,,silkoch2011:B:i1:week
31,1,week,F,Koch-Rabha,"Debitola village, Dhubri district, Assam","soptɑ,",installed,,silkoch2011:F:i1:week
31,1,week,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",hɨtɨkɾuŋ,installed,,silkoch2011:F:i2:week
31,1,week,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",soptɑ,installed,,silkoch2011:I:i1:week
31,1,week,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",soptɑ,installed,,silkoch2011:G:i1:week
31,1,week,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",soptɑ,installed,,silkoch2011:H:i1:week
31,1,week,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",səptɑ,installed,,silkoch2011:D:i1:week
31,1,week,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",səptɑ,installed,,silkoch2011:E:i1:week
31,1,week,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",səptɑ,installed,,silkoch2011:C:i1:week
31,1,week,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",soptɑ,installed,,silkoch2011:J:i1:week
31,1,week,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",soptɑ,installed,,silkoch2011:K:i1:week
32,0,month,A,Garo,"Tura, West Garo Hills district, Meghalaya",d͡ʒɑ,installed,,silkoch2011:A:i1:month
32,0,month,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",mɑs,installed,,silkoch2011:B:i1:month
32,0,month,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya","mɑs,",installed,,silkoch2011:B:i2:month
32,0,month,F,Koch-Rabha,"Debitola village, Dhubri district, Assam","ɾɑŋɾet,",installed,,silkoch2011:F:i1:month
32,0,month,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",nɑɾet,installed,,silkoch2011:F:i2:month
32,0,month,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",mɑs,installed,,silkoch2011:I:i1:month
32,0,month,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",mɑs,installed,,silkoch2011:G:i1:month
32,0,month,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",mɑs,installed,,silkoch2011:H:i1:month
32,0,month,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",mɑs,installed,,silkoch2011:D:i1:month
32,0,month,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",mɑs,installed,,silkoch2011:E:i1:month
32,0,month,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",mɑs,installed,,silkoch2011:C:i1:month
32,0,month,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",mɑs,installed,,silkoch2011:J:i1:month
32,0,month,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",mɑs,installed,,silkoch2011:K:i1:month
32,0,year,A,Garo,"Tura, West Garo Hills district, Meghalaya",bɨlsi,installed,,silkoch2011:A:i1:year
32,0,year,B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",bosoɾ sɑ,installed,,silkoch2011:B:i1:year
32,0,year,F,Koch-Rabha,"Debitola village, Dhubri district, Assam","bɨsɨɾ,",installed,,silkoch2011:F:i1:year
32,0,year,F,Koch-Rabha,"Debitola village, Dhubri district, Assam",bot͡ʃoɾ,installed,,silkoch2011:F:i2:year
32,0,year,I,Tintekiya Koch,"Noksi village, West Garo Hills district, Meghalaya",bosoɾ,installed,,silkoch2011:I:i1:year
32,0,year,G,Wanang Koch,"Khalpara village, West Garo Hills district, Meghalaya",bosoɾ,installed,,silkoch2011:G:i1:year
32,0,year,H,Wanang Koch,"Khilbui village, West Garo Hills district, Meghalaya",bosoɾ,installed,,silkoch2011:H:i1:year
32,0,year,D,Harigaya Koch,"Harigaon village, West Garo Hills district, Meghalaya",bosoɾ,installed,,silkoch2011:D:i1:year
32,0,year,E,Harigaya Koch,"Ampati, West Garo Hills district, Meghalaya",bosoɾ,installed,,silkoch2011:E:i1:year
32,0,year,C,Margan Koch,"Marganpara village, West Garo Hills district, Meghalaya",bosoɾ,installed,,silkoch2011:C:i1:year
32,0,year,J,Tintekiya Koch,"Santipuri village, Goalpara district, Assam",bosoɾ,installed,,silkoch2011:J:i1:year
32,0,year,K,Tintekiya Koch,"Haldibari village, West Garo Hills district, Meghalaya",bosoɾ,installed,,silkoch2011:K:i1:year
32,0,old (things),A,Garo,"Tura, West Garo Hills district, Meghalaya",ɡət͡ʃɑm,installed,,silkoch2011:A:i1:old-things
32,0,old (things),B,Rongdani Rabha,"Tura, West Garo Hills district, Meghalaya",mɑjt͡ʃɑm,installed,,silkoch2011:B:i1:old-things
32,0,old (things),F,Koch-Rabha,"Debitola village, Dhubri district, Assam",mɑjt͡ʃɑm,installed,,silkoch2011:F:i1:old-things
