PDF_Page	Printed_Page	Page_Line	Item	Gloss	List	Source_Cell	Record_Type	Verified_Cell	Review_Status	Confidence	Review_Note	Extraction_Note
57	49	101	94	goat	North. Azad/Pak	1  bʌkɾi	response	1  bʌkɾi	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	102	94	goat	Centr. Azad/Pak	1  bʌkɽi	response	1  bʌkɽi	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	103	94	goat	Udhampur/J&K	1  bʌkɽi	response	1  bʌkɽi	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	104	94	goat	Jammu/J&K	1  bʌkɾi	response	1  bʌkɾi	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	105	94	goat	Chamba/H.P.	1  bʌkɾi	response	1  bʌkɾi	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	106	94	goat	Rampur/H.P.	1  bʌkɾi	response	1  bʌkɾi	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	107	94	goat	Nalagarh/H.P.	1  bʌkɾi	response	1  bʌkɾi	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	108	94	goat	Dehradun/U.P.	1  bʌkɾi	response	1  bʌkɾi	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	109	94	goat	Kotdwara/U.P.	1  bʌkɾi	response	1  bʌkɾi	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	110	94	goat	Haldwani/U.P.	1  bʌkɾi	response	1  bʌkɾi	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	114	95	dog	Urdu	1  kutːɑ	response	1  kutːɑ	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	115	95	dog	Chitral/Pak	1  kʊto	response	1  kʊto	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	116	95	dog	Settlet Swat/Pak	1  kotːɑ	response	1  kotːɑ	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	117	95	dog	Gilgit/Pak	1  kuto	response	1  kuto	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	118	95	dog	Kaghan/Pak	1  kuto	response	1  kuto	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	119	95	dog	North. Azad/Pak	1  kutːo	response	1  kutːo	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	120	95	dog	Centr. Azad/Pak	1  kuto	response	1  kuto	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	121	95	dog	Udhampur/J&K	1  kutːɑ	response	1  kutːɑ	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	122	95	dog	Jammu/J&K	1  kʊtːo	response	1  kʊtːo	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	123	95	dog	Chamba/H.P.	1  kʊtːʌ	response	1  kʊtːʌ	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	124	95	dog	Rampur/H.P.	1  kʊtːo	response	1  kʊtːo	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	125	95	dog	Nalagarh/H.P.	1  kʊtːo	response	1  kʊtːo	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	126	95	dog	Dehradun/U.P.	1  kʊtːo	response	1  kʊtːo	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	127	95	dog	Kotdwara/U.P.	1  kʊtːo	response	1  kʊtːo	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	128	95	dog	Haldwani/U.P.	1  kʊtːo	response	1  kʊtːo	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	132	96	snake	Urdu	1  sɑ̃ːp	response	1  sɑ̃ːp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	133	96	snake	Chitral/Pak	1  sʌp	response	1  sʌp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	134	96	snake	Settlet Swat/Pak	1  sʌph	response	1  sʌph	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	135	96	snake	Gilgit/Pak	1  sʌph	response	1  sʌph	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	136	96	snake	Kaghan/Pak	1  sʌph	response	1  sʌph	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	137	96	snake	North. Azad/Pak	1  sʌph	response	1  sʌph	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	138	96	snake	Centr. Azad/Pak	1  sʌp	response	1  sʌp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	139	96	snake	Udhampur/J&K	1  sʌp	response	1  sʌp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	140	96	snake	Jammu/J&K	1  sʌp	response	1  sʌp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	141	96	snake	Chamba/H.P.	1  sʌp	response	1  sʌp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	142	96	snake	Rampur/H.P.	1  sʌp	response	1  sʌp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	143	96	snake	Nalagarh/H.P.	1  sʌp	response	1  sʌp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	144	96	snake	Dehradun/U.P.	1  sʌp	response	1  sʌp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	145	96	snake	Kotdwara/U.P.	1  sʌp	response	1  sʌp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
57	49	146	96	snake	Haldwani/U.P.	1  sʌp	response	1  sʌp	complete	high	PDF p. 57 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	24	97	monkey	Urdu	1  bʌndʌɾ	response	1  bʌndʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	25	97	monkey	Chitral/Pak	2  budʒʊno	response	2  budʒʊno	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	26	97	monkey	Settlet Swat/Pak	2  bũdʒno	response	2  bũdʒno	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	27	97	monkey	Gilgit/Pak	2  budʒɑnõ	response	2  budʒɑnõ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	28	97	monkey	Kaghan/Pak	2  budʒno	response	2  budʒno	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	29	97	monkey	North. Azad/Pak	2  budʒʌno	response	2  budʒʌno	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	30	97	monkey	Centr. Azad/Pak	1  bɑndʌɾ / 2  budʒo	response	1  bɑndʌɾ / 2  budʒo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	31	97	monkey	Udhampur/J&K	1  bɑndʌɾ	response	1  bɑndʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	32	97	monkey	Jammu/J&K	1  bɑndʌɾ	response	1  bɑndʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	33	97	monkey	Chamba/H.P.	1  bɑndʌɾ	response	1  bɑndʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	34	97	monkey	Rampur/H.P.	1  bɑndʌɾ	response	1  bɑndʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	35	97	monkey	Nalagarh/H.P.	1  bɑndʌɾ	response	1  bɑndʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	36	97	monkey	Dehradun/U.P.	1  bɑndʌɾ	response	1  bɑndʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	37	97	monkey	Kotdwara/U.P.	1  bɑndʌɾ	response	1  bɑndʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	38	97	monkey	Haldwani/U.P.	1  bɑndʌɾ	response	1  bɑndʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	42	98	mosquito	Urdu	1  mʌtʃhʌɾ	response	1  mʌtʃhʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	43	98	mosquito	Chitral/Pak	1  mʌtʃʌɾ	response	1  mʌtʃʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	44	98	mosquito	Settlet Swat/Pak	1  mʌtʃːʌɾ	response	1  mʌtʃːʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	45	98	mosquito	Gilgit/Pak	1  mʌtʃʌɾ	response	1  mʌtʃʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	46	98	mosquito	Kaghan/Pak	1  mʌtʃʌɾ / 1  mʌtʃoɽ	response	1  mʌtʃʌɾ / 1  mʌtʃoɽ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	47	98	mosquito	North. Azad/Pak	1  mʌtʃʌɾ	response	1  mʌtʃʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	48	98	mosquito	Centr. Azad/Pak	1  mʌtʃʌɾ	response	1  mʌtʃʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	49	98	mosquito	Udhampur/J&K	1  mʌtʃhʌɾ	response	1  mʌtʃhʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	50	98	mosquito	Jammu/J&K	1  mʌʃʌɾ	response	1  mʌʃʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	51	98	mosquito	Chamba/H.P.	1  mʌtʃhʌɽ	response	1  mʌtʃhʌɽ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	52	98	mosquito	Rampur/H.P.	1  mʌtʃʌɾ	response	1  mʌtʃʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	53	98	mosquito	Nalagarh/H.P.	1  mʌtʃhʌɾ	response	1  mʌtʃhʌɾ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	54	98	mosquito	Dehradun/U.P.	1  mʌtʃhɛɽ	response	1  mʌtʃhɛɽ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	55	98	mosquito	Kotdwara/U.P.	1  mʌtʃhʌɽ	response	1  mʌtʃhʌɽ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	56	98	mosquito	Haldwani/U.P.	1  mʌtʃhʌɽ	response	1  mʌtʃhʌɽ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	60	99	ant	Urdu	4  tʃiũʈi	response	4  tʃiũʈi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	61	99	ant	Chitral/Pak	2  pi	response	2  pi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	62	99	ant	Settlet Swat/Pak	2  pi	response	2  pi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	63	99	ant	Gilgit/Pak	3  pɪɽɪ	response	3  pɪɽɪ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	64	99	ant	Kaghan/Pak	3  piɽɑ	response	3  piɽɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	65	99	ant	North. Azad/Pak	3  pili	response	3  pili	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	66	99	ant	Centr. Azad/Pak	1  kiɽi / 3  pili	response	1  kiɽi / 3  pili	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	67	99	ant	Udhampur/J&K	1  kiɽo	response	1  kiɽo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	68	99	ant	Jammu/J&K	1  kɪɽi	response	1  kɪɽi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	69	99	ant	Chamba/H.P.	1  kɪɽi	response	1  kɪɽi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	70	99	ant	Rampur/H.P.	1  kɪɽi	response	1  kɪɽi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	71	99	ant	Nalagarh/H.P.	1  kɪɽi	response	1  kɪɽi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	72	99	ant	Dehradun/U.P.	1  kɪɽi	response	1  kɪɽi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	73	99	ant	Kotdwara/U.P.	1  kɪɽi	response	1  kɪɽi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	74	99	ant	Haldwani/U.P.	1  kɪɽi	response	1  kɪɽi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	96	100	spider	Urdu	2  mʌkɽi	response	2  mʌkɽi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	97	100	spider	Chitral/Pak	3  dʒolɑ	response	3  dʒolɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	98	100	spider	Settlet Swat/Pak	3  dʒolɑ	response	3  dʒolɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	99	100	spider	Gilgit/Pak	3  dʒulɑ	response	3  dʒulɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	100	100	spider	Kaghan/Pak	1  bʌbhuʌ / 1  bʌbiʌ	response	1  bʌbhuʌ / 1  bʌbiʌ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	101	100	spider	North. Azad/Pak	1  bʌbuo	response	1  bʌbuo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	102	100	spider	Centr. Azad/Pak	1  bʌbuo	response	1  bʌbuo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	103	100	spider	Udhampur/J&K	1  bʌmbhuo	response	1  bʌmbhuo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	104	100	spider	Jammu/J&K	1  bʌbuo	response	1  bʌbuo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	105	100	spider	Chamba/H.P.	1  bubũwõ	response	1  bubũwõ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	106	100	spider	Rampur/H.P.	1  bʊbʊo	response	1  bʊbʊo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	107	100	spider	Nalagarh/H.P.	1  bʊboʌ	response	1  bʊboʌ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	108	100	spider	Dehradun/U.P.	2  mʌkɽi	response	2  mʌkɽi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	109	100	spider	Kotdwara/U.P.	1  bʌbhuo	response	1  bʌbhuo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	110	100	spider	Haldwani/U.P.	1  bubuɑ	response	1  bubuɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	114	101	name	Urdu	1  nɑm	response	1  nɑm	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	115	101	name	Chitral/Pak	1  nɑ / 1  nɑ̃	response	1  nɑ / 1  nɑ̃	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	116	101	name	Settlet Swat/Pak	1  nɑ	response	1  nɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	117	101	name	Gilgit/Pak	1  nɑ̃	response	1  nɑ̃	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	118	101	name	Kaghan/Pak	1  nɑ / 1  nɑ̃	response	1  nɑ / 1  nɑ̃	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	119	101	name	North. Azad/Pak	1  nɑ̃	response	1  nɑ̃	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	120	101	name	Centr. Azad/Pak	1  nɑ̃	response	1  nɑ̃	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	121	101	name	Udhampur/J&K	1  nɑ	response	1  nɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	122	101	name	Jammu/J&K	1  nɑ	response	1  nɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	123	101	name	Chamba/H.P.	1  nɑ	response	1  nɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	124	101	name	Rampur/H.P.	1  nɑ	response	1  nɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	125	101	name	Nalagarh/H.P.	1  nɑ	response	1  nɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	126	101	name	Dehradun/U.P.	1  nɑ	response	1  nɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	127	101	name	Kotdwara/U.P.	1  nɑ	response	1  nɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	128	101	name	Haldwani/U.P.	1  nɑ	response	1  nɑ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	132	102	man	Urdu	1  ɑdmi / 4  mʌɾd	response	1  ɑdmi / 4  mʌɾd	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	133	102	man	Chitral/Pak	1  ɑdmi / 2  dʒʌno	response	1  ɑdmi / 2  dʒʌno	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	134	102	man	Settlet Swat/Pak	1  ɑdmi / 2  dʒʌɳo	response	1  ɑdmi / 2  dʒʌɳo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	135	102	man	Gilgit/Pak	1  ɑdmi / 2  dʒʌno	response	1  ɑdmi / 2  dʒʌno	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	136	102	man	Kaghan/Pak	1  ɑdmi	response	1  ɑdmi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	137	102	man	North. Azad/Pak	1  ɑdmi / 2  dʒʌɳõ	response	1  ɑdmi / 2  dʒʌɳõ	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	138	102	man	Centr. Azad/Pak	1  ʌdmi / 3  bʌndo	response	1  ʌdmi / 3  bʌndo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	139	102	man	Udhampur/J&K	1  ɑdmi	response	1  ɑdmi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	140	102	man	Jammu/J&K	1  ɑdmi / 3  bʌndo	response	1  ɑdmi / 3  bʌndo	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	141	102	man	Chamba/H.P.	1  ɑdmi	response	1  ɑdmi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	142	102	man	Rampur/H.P.	1  ɑdmi	response	1  ɑdmi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	143	102	man	Nalagarh/H.P.	1  ɑdmi	response	1  ɑdmi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	144	102	man	Dehradun/U.P.	1  ɑdmi	response	1  ɑdmi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	145	102	man	Kotdwara/U.P.	1  ɑdmi	response	1  ɑdmi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
58	50	146	102	man	Haldwani/U.P.	1  ɑdmi	response	1  ɑdmi	complete	high	PDF p. 58 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	24	103	woman	Urdu	7  ɔɾʌt	response	7  ɔɾʌt	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	25	103	woman	Chitral/Pak	1  tɾɛm	response	1  tɾɛm	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	26	103	woman	Settlet Swat/Pak	4  diɑni	response	4  diɑni	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	27	103	woman	Gilgit/Pak	1  tɾɛm	response	1  tɾɛm	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	28	103	woman	Kaghan/Pak	4  diɑɽi / 6 buɖi /6 bedki	response	4  diɑɽi / 6 buɖi /6 bedki	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	29	103	woman	North. Azad/Pak	6  bɛʈki	response	6  bɛʈki	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	30	103	woman	Centr. Azad/Pak	5  kuɽi / 6  bɛʈki	response	5  kuɽi / 6  bɛʈki	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	31	103	woman	Udhampur/J&K	1  trimt	response	1  trimt	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	32	103	woman	Jammu/J&K	2  dʒʌnɑni	response	2  dʒʌnɑni	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	33	103	woman	Chamba/H.P.	2  dʒʌnɑni / 3  gedəɾi	response	2  dʒʌnɑni / 3  gedəɾi	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	34	103	woman	Rampur/H.P.	2  dʒʌnɑni / 7  ɔɾʌt	response	2  dʒʌnɑni / 7  ɔɾʌt	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
59	51	35	103	woman	Nalagarh/H.P.	2  dʒʌnɑni	response	2  dʒʌnɑni	complete	high	PDF p. 59 visually reviewed at 180 dpi; verified cell matches the rendered source, including all alternatives and diacritics.	
