PDF_Page	Printed_Page	Page_Line	Item	Gloss	List	Source_Cell	Record_Type	Extraction_Note
50	42	126	53	path (walking)	Dehradun/U.P.	2  ɾʌstɑ	response	
50	42	127	53	path (walking)	Kotdwara/U.P.	2  ɾʌstɑ	response	
50	42	128	53	path (walking)	Haldwani/U.P.	2  ɾʌstɔ	response	
50	42	132	54	sand	Urdu	1  ɾet	response	
50	42	133	54	sand	Chitral/Pak	1  ɾɛth	response	
50	42	134	54	sand	Settlet Swat/Pak	1  ɽɛth	response	
50	42	135	54	sand	Gilgit/Pak	1  ɾɛt	response	
50	42	136	54	sand	Kaghan/Pak	1  ɾɛth	response	
50	42	137	54	sand	North. Azad/Pak	1  ɾɛth	response	
50	42	138	54	sand	Centr. Azad/Pak	1  ɾɛth	response	
50	42	139	54	sand	Udhampur/J&K	1  ɾeti	response	
50	42	140	54	sand	Jammu/J&K	1  ɾet	response	
50	42	141	54	sand	Chamba/H.P.	1  ɾet	response	
50	42	142	54	sand	Rampur/H.P.	1  ɾet	response	
50	42	143	54	sand	Nalagarh/H.P.	1  ɾet	response	
50	42	144	54	sand	Dehradun/U.P.	1  ɾet	response	
50	42	145	54	sand	Kotdwara/U.P.	1  ɾet	response	
50	42	146	54	sand	Haldwani/U.P.	1  ɾet	response	
51	43	25	55	fire	Urdu	1  ɑg	response	
51	43	26	55	fire	Chitral/Pak	1  ʌg	response	
51	43	27	55	fire	Settlet Swat/Pak	1  ʌg	response	
51	43	28	55	fire	Gilgit/Pak	1  ʌg	response	
51	43	29	55	fire	Kaghan/Pak	1  ʌgh	response	
51	43	30	55	fire	North. Azad/Pak	1  ʌgh	response	
51	43	31	55	fire	Centr. Azad/Pak	1  ʌg	response	
51	43	32	55	fire	Udhampur/J&K	1  ɑg	response	
51	43	33	55	fire	Jammu/J&K	1  ʌg	response	
51	43	34	55	fire	Chamba/H.P.	1  ʌg	response	
51	43	35	55	fire	Rampur/H.P.	1  ʌg	response	
51	43	36	55	fire	Nalagarh/H.P.	1  ʌg	response	
51	43	37	55	fire	Dehradun/U.P.	1  ʌg	response	
51	43	38	55	fire	Kotdwara/U.P.	1  ʌg	response	
51	43	39	55	fire	Haldwani/U.P.	1  ʌg	response	
51	43	43	56	smoke	Urdu	3  dhuɑ̃	response	
51	43	44	56	smoke	Chitral/Pak	2  dhũ	response	
51	43	45	56	smoke	Settlet Swat/Pak	2  dhũ	response	
51	43	46	56	smoke	Gilgit/Pak	2  dhũ	response	
51	43	47	56	smoke	Kaghan/Pak	1  thuõ / 1  tũɑ̃ / 3  tũɑ̃	response	
51	43	48	56	smoke	North. Azad/Pak	1  thũõ	response	
51	43	49	56	smoke	Centr. Azad/Pak	1  tũɑ̃ / 3  tũɑ̃	response	
51	43	50	56	smoke	Udhampur/J&K	1  tuŋo	response	
51	43	51	56	smoke	Jammu/J&K	1  thũõ	response	
51	43	52	56	smoke	Chamba/H.P.	1  thũõ	response	
51	43	53	56	smoke	Rampur/H.P.	1  thũõ	response	
51	43	54	56	smoke	Nalagarh/H.P.	1  thũõ	response	
51	43	55	56	smoke	Dehradun/U.P.	1  thũõ	response	
51	43	56	56	smoke	Kotdwara/U.P.	1  thũõ	response	
51	43	57	56	smoke	Haldwani/U.P.	1  thũõ	response	
51	43	61	57	ash	Urdu	5  ɾɑkh	response	
51	43	62	57	ash	Chitral/Pak	1  sɑhgo	response	
51	43	63	57	ash	Settlet Swat/Pak	1  sɑgo	response	
51	43	64	57	ash	Gilgit/Pak	1  sɑgo / 1  sɑgɑ	response	
51	43	65	57	ash	Kaghan/Pak	4  tʃɑi	response	
51	43	66	57	ash	North. Azad/Pak	1  swɑgo / 4  tʃɑi	response	
51	43	67	57	ash	Centr. Azad/Pak	3  sʌdʒi	response	
51	43	68	57	ash	Udhampur/J&K	1  swɑgo	response	
51	43	69	57	ash	Jammu/J&K	2  sowɑ	response	
51	43	70	57	ash	Chamba/H.P.	1  swɑgo	response	
51	43	71	57	ash	Rampur/H.P.	2  sowɑ	response	
51	43	72	57	ash	Nalagarh/H.P.	2  sowɑ	response	
51	43	73	57	ash	Dehradun/U.P.	2  soɑ	response	
51	43	74	57	ash	Kotdwara/U.P.	2  sowɑ	response	
51	43	75	57	ash	Haldwani/U.P.	2  sowɑ	response	
51	43	97	58	mud (wet)	Urdu	5  kitʃʌɽ	response	
51	43	98	58	mud (wet)	Chitral/Pak	1  tʃɪqʌɾo	response	
51	43	99	58	mud (wet)	Settlet Swat/Pak	4  kʌtiɑ	response	
51	43	100	58	mud (wet)	Gilgit/Pak	1  tʃʌkʌɽo	response	
51	43	101	58	mud (wet)	Kaghan/Pak	1  tʃɪkʊɽ / 2  ghʌɽɑ	response	
51	43	102	58	mud (wet)	North. Azad/Pak	2  gɑɾo	response	
51	43	103	58	mud (wet)	Centr. Azad/Pak	2  gɑɾo	response	
51	43	104	58	mud (wet)	Udhampur/J&K	1  tʃikoɽ	response	
51	43	105	58	mud (wet)	Jammu/J&K	2  gɑɽo	response	
51	43	106	58	mud (wet)	Chamba/H.P.	1  tʃikəɽ / 3  pjõ	response	
51	43	107	58	mud (wet)	Rampur/H.P.	1  tʃikəɽ	response	
51	43	108	58	mud (wet)	Nalagarh/H.P.	2  gɑɾo	response	
51	43	109	58	mud (wet)	Dehradun/U.P.	1  tʃikʌɽ	response	
51	43	110	58	mud (wet)	Kotdwara/U.P.	2  gɑɽo	response	
51	43	111	58	mud (wet)	Haldwani/U.P.	2  gɑɾo	response	
51	43	115	59	dust	Urdu	1  mɪʈːi	response	
51	43	116	59	dust	Chitral/Pak	3  dhʊɽ	response	
51	43	117	59	dust	Settlet Swat/Pak	3  dhuɽ	response	
51	43	118	59	dust	Gilgit/Pak	1  mɪʈhi / 3  dhuɽ	response	
51	43	119	59	dust	Kaghan/Pak	1  mɪʈːi	response	
51	43	120	59	dust	North. Azad/Pak	3  dhuɽ	response	
51	43	121	59	dust	Centr. Azad/Pak	2  dudʌɾ / 3  tũːɽ	response	
51	43	122	59	dust	Udhampur/J&K	1  mɪʈi	response	
51	43	123	59	dust	Jammu/J&K	1  mɪʈːi / 3  tuɽ	response	
51	43	124	59	dust	Chamba/H.P.	1  mɪʈːi / 2  dudʌɽ	response	
51	43	125	59	dust	Rampur/H.P.	2  dudʌɽ	response	
51	43	126	59	dust	Nalagarh/H.P.	1  mɪʈːi / 2  dudʌɽ / 3  dhuɾ	response	
51	43	127	59	dust	Dehradun/U.P.	1  mɪʈːi	response	
51	43	128	59	dust	Kotdwara/U.P.	1  mɪʈːi	response	
51	43	129	59	dust	Haldwani/U.P.	1  mɪʈːi	response	
51	43	133	60	gold	Urdu	1  sonɑ	response	
51	43	134	60	gold	Chitral/Pak	2  rʌto zʌɾ	response	
51	43	135	60	gold	Settlet Swat/Pak	2  rʌto zʌɾɑ	response	
51	43	136	60	gold	Gilgit/Pak	2  zʌɾ	response	
51	43	137	60	gold	Kaghan/Pak	1  soɳʌ	response	
51	43	138	60	gold	North. Azad/Pak	1  sonõ	response	
51	43	139	60	gold	Centr. Azad/Pak	1  sono	response	
51	43	140	60	gold	Udhampur/J&K	1  sonɑ	response	
51	43	141	60	gold	Jammu/J&K	1  sono	response	
51	43	142	60	gold	Chamba/H.P.	1  sonɑ	response	
51	43	143	60	gold	Rampur/H.P.	1  sonɑ	response	
51	43	144	60	gold	Nalagarh/H.P.	1  sɔno	response	
51	43	145	60	gold	Dehradun/U.P.	1  sono	response	
51	43	146	60	gold	Kotdwara/U.P.	1  sɔno	response	
51	43	147	60	gold	Haldwani/U.P.	1  sono	response	
52	44	24	61	tree	Urdu	3  peɽ / 4  dʌɾʌxt	response	
52	44	25	61	tree	Chitral/Pak	2  ɾʊkh	response	
52	44	26	61	tree	Settlet Swat/Pak	2  ɾʊkh	response	
52	44	27	61	tree	Gilgit/Pak	2  ɾʊk	response	
52	44	28	61	tree	Kaghan/Pak	1  buʈɑ	response	
52	44	29	61	tree	North. Azad/Pak	1  bũʈõ	response	
52	44	30	61	tree	Centr. Azad/Pak	1  buto	response	
52	44	31	61	tree	Udhampur/J&K	1  buto	response	
52	44	32	61	tree	Jammu/J&K	1  buto	response	
52	44	33	61	tree	Chamba/H.P.	1  buʈo	response	
52	44	34	61	tree	Rampur/H.P.	1  budo	response	
52	44	35	61	tree	Nalagarh/H.P.	1  buʈo	response	
52	44	36	61	tree	Dehradun/U.P.	1  bhuto	response	
52	44	37	61	tree	Kotdwara/U.P.	1  bhuto	response	
52	44	38	61	tree	Haldwani/U.P.	1  buto	response	
52	44	42	62	leaf	Urdu	2  pʌtːɑ	response	
52	44	43	62	leaf	Chitral/Pak	1  pʌʈʌɽ	response	
52	44	44	62	leaf	Settlet Swat/Pak	1  pʌtʌɽ	response	
52	44	45	62	leaf	Gilgit/Pak	1  pʌtʌɾ	response	
52	44	46	62	leaf	Kaghan/Pak	1  pʌtoɾ	response	
52	44	47	62	leaf	North. Azad/Pak	1  pʌtʌɾ	response	
52	44	48	62	leaf	Centr. Azad/Pak	1  pʌtʌɾ / 1  pʌto / 2  pʌto	response	
52	44	49	62	leaf	Udhampur/J&K	1  pʌtːʌɾ	response	
52	44	50	62	leaf	Jammu/J&K	1  pʌtːʌɾ	response	
52	44	51	62	leaf	Chamba/H.P.	1  pʌtʌɾ	response	
52	44	52	62	leaf	Rampur/H.P.	1  pʌtʌɾ	response	
52	44	53	62	leaf	Nalagarh/H.P.	2  pʌt	response	
52	44	54	62	leaf	Dehradun/U.P.	2  pʌt	response	
52	44	55	62	leaf	Kotdwara/U.P.	2  pɐt	response	
52	44	56	62	leaf	Haldwani/U.P.	2  pʌt	response	
52	44	60	63	root	Urdu	1  dʒʌɽ	response	
52	44	61	63	root	Chitral/Pak	1  dʒʌɽ	response	
52	44	62	63	root	Settlet Swat/Pak	1  dʒʌɽ	response	
52	44	63	63	root	Gilgit/Pak	1  dʒʌɽ	response	
52	44	64	63	root	Kaghan/Pak	1  dʒʌɽ	response	
52	44	65	63	root	North. Azad/Pak	1  dʒʌɽ	response	
52	44	66	63	root	Centr. Azad/Pak	1  dʒʌɽ	response	
52	44	67	63	root	Udhampur/J&K	1  dʒʌɽ	response	
52	44	68	63	root	Jammu/J&K	1  dʒʌɽ	response	
52	44	69	63	root	Chamba/H.P.	1  dʒjʌɽ	response	
52	44	70	63	root	Rampur/H.P.	1  dʒʌɽ	response	
52	44	71	63	root	Nalagarh/H.P.	1  dʒʌɽ	response	
52	44	72	63	root	Dehradun/U.P.	1  dʒʌɽ	response	
52	44	73	63	root	Kotdwara/U.P.	1  dʒʌɽ	response	
52	44	74	63	root	Haldwani/U.P.	1  dʒʌɽ	response	
52	44	96	64	thorn	Urdu	1  kɑ̃ːʈɑ	response	
52	44	97	64	thorn	Chitral/Pak	1  kɪnɖʌ	response	
52	44	98	64	thorn	Settlet Swat/Pak	1  kʌɳɖo	response	
52	44	99	64	thorn	Gilgit/Pak	1  kʌɳɖo / 1  kʌɳɖɑ	response	
52	44	100	64	thorn	Kaghan/Pak	1  qʌɳɖo / 1  qʌɳɖɑ	response	
52	44	101	64	thorn	North. Azad/Pak	1  kʌɳɖo	response	
52	44	102	64	thorn	Centr. Azad/Pak	1  kʌɳɖo	response	
52	44	103	64	thorn	Udhampur/J&K	1  kʌɳɖo	response	
52	44	104	64	thorn	Jammu/J&K	1  kʌɳɖɑ	response	
52	44	105	64	thorn	Chamba/H.P.	1  kʌɳɖɑ	response	
52	44	106	64	thorn	Rampur/H.P.	1  kʌɳɖo	response	
52	44	107	64	thorn	Nalagarh/H.P.	1  kʌɳɖo	response	
52	44	108	64	thorn	Dehradun/U.P.	1  kʌɳɖo	response	
52	44	109	64	thorn	Kotdwara/U.P.	1  kʌɳɖo	response	
52	44	110	64	thorn	Haldwani/U.P.	1  kʌɳɖo	response	
52	44	114	65	flower	Urdu	1  phul	response	
52	44	115	65	flower	Chitral/Pak	1  phʊl	response	
52	44	116	65	flower	Settlet Swat/Pak	1  phʊl	response	
52	44	117	65	flower	Gilgit/Pak	1  phʊl	response	
52	44	118	65	flower	Kaghan/Pak	1  phʊl	response	
52	44	119	65	flower	North. Azad/Pak	1  phʊl	response	
52	44	120	65	flower	Centr. Azad/Pak	1  phʊl	response	
52	44	121	65	flower	Udhampur/J&K	1  phʊl	response	
52	44	122	65	flower	Jammu/J&K	1  ɸol	response	
52	44	123	65	flower	Chamba/H.P.	1  phʊl	response	
52	44	124	65	flower	Rampur/H.P.	1  ɸol	response	
52	44	125	65	flower	Nalagarh/H.P.	1  ɸol	response	
52	44	126	65	flower	Dehradun/U.P.	1  phʊl	response	
52	44	127	65	flower	Kotdwara/U.P.	1  phɔl	response	
52	44	128	65	flower	Haldwani/U.P.	1  phɔl	response	
52	44	132	66	fruit	Urdu	1  phʌl	response	
52	44	133	66	fruit	Chitral/Pak	2  mewɑ	response	
52	44	134	66	fruit	Settlet Swat/Pak	2  mia	response	
52	44	135	66	fruit	Gilgit/Pak	2  mewɑ / 2  mewo	response	
52	44	136	66	fruit	Kaghan/Pak	1  phʌɽ / 2  mɛwɑ	response	
52	44	137	66	fruit	North. Azad/Pak	2  mɛwo	response	
52	44	138	66	fruit	Centr. Azad/Pak	1  phʌl	response	
52	44	139	66	fruit	Udhampur/J&K	1  phʌl	response	
52	44	140	66	fruit	Jammu/J&K	1  ɸʌl	response	
52	44	141	66	fruit	Chamba/H.P.	1  phʌl	response	
52	44	142	66	fruit	Rampur/H.P.	1  ɸʌl	response	
52	44	143	66	fruit	Nalagarh/H.P.	1  ɸʌl	response	
52	44	144	66	fruit	Dehradun/U.P.	1  phʌl	response	
52	44	145	66	fruit	Kotdwara/U.P.	1  phʌl	response	
52	44	146	66	fruit	Haldwani/U.P.	1  phʌl	response	
53	45	24	67	mango	Urdu	1  ɑm	response	
53	45	25	67	mango	Chitral/Pak	1  ɑm	response	
53	45	26	67	mango	Settlet Swat/Pak	1  ɑːm	response	
53	45	27	67	mango	Gilgit/Pak	1  ʌm	response	
53	45	28	67	mango	Kaghan/Pak	1  ʌm	response	
53	45	29	67	mango	North. Azad/Pak	1  ɑmb	response	
53	45	30	67	mango	Centr. Azad/Pak	1  ʌm	response	
53	45	31	67	mango	Udhampur/J&K	1  ɑm	response	
53	45	32	67	mango	Jammu/J&K	1  ʌmb	response	
53	45	33	67	mango	Chamba/H.P.	1  ʌm	response	
53	45	34	67	mango	Rampur/H.P.	1  ʌmb	response	
53	45	35	67	mango	Nalagarh/H.P.	1  ʌm	response	
53	45	36	67	mango	Dehradun/U.P.	1  ɑmb	response	
53	45	37	67	mango	Kotdwara/U.P.	1  ɑmb	response	
53	45	38	67	mango	Haldwani/U.P.	1  ɑmb	response	
53	45	42	68	banana	Urdu	1  kelɑ	response	
53	45	43	68	banana	Chitral/Pak	1  kelʌ	response	
53	45	44	68	banana	Settlet Swat/Pak	1  kelɑ	response	
53	45	45	68	banana	Gilgit/Pak	1  kelɑ	response	
53	45	46	68	banana	Kaghan/Pak	1  kelo / 1  keɭo	response	
53	45	47	68	banana	North. Azad/Pak	1  kelo	response	
53	45	48	68	banana	Centr. Azad/Pak	1  kelo	response	
53	45	49	68	banana	Udhampur/J&K	1  kelo	response	
53	45	50	68	banana	Jammu/J&K	1  kelo	response	
53	45	51	68	banana	Chamba/H.P.	1  kelɑ	response	
53	45	52	68	banana	Rampur/H.P.	1  kelo	response	
53	45	53	68	banana	Nalagarh/H.P.	1  kelo	response	
53	45	54	68	banana	Dehradun/U.P.	1  kelɑ	response	
53	45	55	68	banana	Kotdwara/U.P.	1  kelɑ	response	
53	45	56	68	banana	Haldwani/U.P.	1  kelo	response	
53	45	60	69	wheat (husked)	Urdu	2  gehũ / 3  gʌndum	response	
53	45	61	69	wheat (husked)	Chitral/Pak	1  kɑɳʌkh	response	
53	45	62	69	wheat (husked)	Settlet Swat/Pak	1  kʌɳʌkh	response	
53	45	63	69	wheat (husked)	Gilgit/Pak	1  kʌɳʌk	response	
53	45	64	69	wheat (husked)	Kaghan/Pak	1  qʌnq / 1  qɑnɑq	response	
53	45	65	69	wheat (husked)	North. Azad/Pak	1  kʌɳʌk	response	
53	45	66	69	wheat (husked)	Centr. Azad/Pak	1  kʌɳʌk	response	
53	45	67	69	wheat (husked)	Udhampur/J&K	1  kãɽək	response	
53	45	68	69	wheat (husked)	Jammu/J&K	1  kʌɳʌkh	response	
53	45	69	69	wheat (husked)	Chamba/H.P.	1  kɑɳʌkh	response	
53	45	70	69	wheat (husked)	Rampur/H.P.	1  kɑɳʌkh	response	
53	45	71	69	wheat (husked)	Nalagarh/H.P.	1  kʌɳʌk	response	
53	45	72	69	wheat (husked)	Dehradun/U.P.	1  kɑɳʌkh	response	
53	45	73	69	wheat (husked)	Kotdwara/U.P.	1  kɑɳʌkh	response	
53	45	74	69	wheat (husked)	Haldwani/U.P.	1  kɑɳʌkh	response	
53	45	96	70	barley	Urdu	1  bɑdʒɾɑ	response	
53	45	97	70	barley	Chitral/Pak	0    no entry	blank	
53	45	98	70	barley	Settlet Swat/Pak	1  bɑdʒɾɑ	response	
53	45	99	70	barley	Gilgit/Pak	0    no entry	blank	
53	45	100	70	barley	Kaghan/Pak	1  bɑdʒɾo	response	
53	45	101	70	barley	North. Azad/Pak	1  bɑdʒɾo	response	
53	45	102	70	barley	Centr. Azad/Pak	1  bɑdʒɾo	response	
53	45	103	70	barley	Udhampur/J&K	1  bɑdʒɾo	response	
53	45	104	70	barley	Jammu/J&K	1  bɑdʒɾo	response	
53	45	105	70	barley	Chamba/H.P.	1  bɑdʒɾɑ	response	
53	45	106	70	barley	Rampur/H.P.	1  bɑdʒɾo	response	
53	45	107	70	barley	Nalagarh/H.P.	2  kodɾo	response	
53	45	108	70	barley	Dehradun/U.P.	1  bɑdʒɾɑ	response	
53	45	109	70	barley	Kotdwara/U.P.	1  bɑdʒɾɑ	response	
53	45	110	70	barley	Haldwani/U.P.	1  bɑdʒɾo	response	
53	45	114	71	rice (husked)	Urdu	1  tʃɑwʌl	response	
53	45	115	71	rice (husked)	Chitral/Pak	1  tʃɑo	response	
53	45	116	71	rice (husked)	Settlet Swat/Pak	1  tʃɑo	response	
53	45	117	71	rice (husked)	Gilgit/Pak	1  tʃɑwʌɽ	response	
53	45	118	71	rice (husked)	Kaghan/Pak	1  tʃauɭ / 1  tʃɑul	response	
53	45	119	71	rice (husked)	North. Azad/Pak	1  tʃɑwʌl	response	
53	45	120	71	rice (husked)	Centr. Azad/Pak	1  tʃɑʋʌl	response	
53	45	121	71	rice (husked)	Udhampur/J&K	1  tʃɑʋəl	response	
53	45	122	71	rice (husked)	Jammu/J&K	1  tʃɑwʌl	response	
53	45	123	71	rice (husked)	Chamba/H.P.	1  tʃoɭ / 1  tʃoɽ	response	
53	45	124	71	rice (husked)	Rampur/H.P.	1  tʃɑwʌl	response	
53	45	125	71	rice (husked)	Nalagarh/H.P.	1  tʃɑwʌl	response	
53	45	126	71	rice (husked)	Dehradun/U.P.	1  tʃɑʋʌl	response	
53	45	127	71	rice (husked)	Kotdwara/U.P.	1  tʃɑʋʌl	response	
53	45	128	71	rice (husked)	Haldwani/U.P.	1  tʃɑwʌl	response	
53	45	132	72	potato	Urdu	1  ɑlu	response	
53	45	133	72	potato	Chitral/Pak	1  ɑɭu	response	
53	45	134	72	potato	Settlet Swat/Pak	1  ɑlu	response	
53	45	135	72	potato	Gilgit/Pak	1  ɑlu	response	
53	45	136	72	potato	Kaghan/Pak	1  ɑlu	response	
53	45	137	72	potato	North. Azad/Pak	1  ɑɭu	response	
53	45	138	72	potato	Centr. Azad/Pak	1  ɑlu	response	
53	45	139	72	potato	Udhampur/J&K	1  ɑɭu	response	
53	45	140	72	potato	Jammu/J&K	1  ɑlu	response	
53	45	141	72	potato	Chamba/H.P.	1  ɑlu	response	
53	45	142	72	potato	Rampur/H.P.	1  ɑlu	response	
53	45	143	72	potato	Nalagarh/H.P.	1  ɑlːu	response	
53	45	144	72	potato	Dehradun/U.P.	1  ɑlːu	response	
53	45	145	72	potato	Kotdwara/U.P.	1  ɑlu	response	
53	45	146	72	potato	Haldwani/U.P.	1  ɑlu	response	
54	46	24	73	eggplant	Urdu	2  bæŋʌn	response	
54	46	25	73	eggplant	Chitral/Pak	4  bɑtɪŋgʌɾ	response	
54	46	26	73	eggplant	Settlet Swat/Pak	2  bɛŋgʌɳ	response	
54	46	27	73	eggplant	Gilgit/Pak	0    no entry	blank	
54	46	28	73	eggplant	Kaghan/Pak	5  tʃɛŋgɑɳ	response	
54	46	29	73	eggplant	North. Azad/Pak	2  bɛŋʌn	response	
54	46	30	73	eggplant	Centr. Azad/Pak	1  pʌʈhɑ / 2  begʌn	response	
54	46	31	73	eggplant	Udhampur/J&K	1  pʌʈho	response	
54	46	32	73	eggplant	Jammu/J&K	1  pʌʈhɑ	response	
54	46	33	73	eggplant	Chamba/H.P.	3  guŋgʊɭu	response	
54	46	34	73	eggplant	Rampur/H.P.	2  bæŋʌn	response	
54	46	35	73	eggplant	Nalagarh/H.P.	1  pʌʈːʌ	response	
54	46	36	73	eggplant	Dehradun/U.P.	2  bæŋʌn	response	
54	46	37	73	eggplant	Kotdwara/U.P.	2  beŋʌn	response	
54	46	38	73	eggplant	Haldwani/U.P.	1  pʌʈːo	response	
54	46	42	74	groundnut	Urdu	1  muŋphʌli	response	
54	46	43	74	groundnut	Chitral/Pak	1  bumpʌli	response	
54	46	44	74	groundnut	Settlet Swat/Pak	1  mũphʌli	response	
54	46	45	74	groundnut	Gilgit/Pak	1  mũphʌli	response	
54	46	46	74	groundnut	Kaghan/Pak	1  mũŋgphʌɭi / 2  phʌli	response	
54	46	47	74	groundnut	North. Azad/Pak	1  mũphʌli	response	
54	46	48	74	groundnut	Centr. Azad/Pak	1  muŋphʌli	response	
54	46	49	74	groundnut	Udhampur/J&K	1  mʊŋphʌli	response	
54	46	50	74	groundnut	Jammu/J&K	1  muŋgɸʌli	response	
54	46	51	74	groundnut	Chamba/H.P.	1  muŋgɸʌli	response	
54	46	52	74	groundnut	Rampur/H.P.	1  muŋgɸʌli	response	
54	46	53	74	groundnut	Nalagarh/H.P.	1  muŋgɸʌli	response	
54	46	54	74	groundnut	Dehradun/U.P.	1  muŋphʌli	response	
54	46	55	74	groundnut	Kotdwara/U.P.	1  muŋphʌli	response	
54	46	56	74	groundnut	Haldwani/U.P.	1  muŋgɸʌli	response	
54	46	60	75	chili (whole, red, dry)	Urdu	1  mɪɾtʃ	response	
54	46	61	75	chili (whole, red, dry)	Chitral/Pak	1  mɪɾtʃi kijɑ	response	
54	46	62	75	chili (whole, red, dry)	Settlet Swat/Pak	1  mɪɾtʃ	response	
54	46	63	75	chili (whole, red, dry)	Gilgit/Pak	1  mɛɾɪtʃ	response	
54	46	64	75	chili (whole, red, dry)	Kaghan/Pak	1  mʌɾtʃ	response	
54	46	65	75	chili (whole, red, dry)	North. Azad/Pak	1  mʌɾtʃ	response	
54	46	66	75	chili (whole, red, dry)	Centr. Azad/Pak	1  mʌɾtʃi	response	
54	46	67	75	chili (whole, red, dry)	Udhampur/J&K	1  mɑɾtʃ	response	
54	46	68	75	chili (whole, red, dry)	Jammu/J&K	1  mɑɾtʃ	response	
54	46	69	75	chili (whole, red, dry)	Chamba/H.P.	2  pɪpəɭi	response	
54	46	70	75	chili (whole, red, dry)	Rampur/H.P.	2  pɪpəli	response	
54	46	71	75	chili (whole, red, dry)	Nalagarh/H.P.	2  pɪpəli	response	
54	46	72	75	chili (whole, red, dry)	Dehradun/U.P.	2  pɪpəli	response	
54	46	73	75	chili (whole, red, dry)	Kotdwara/U.P.	2  pɪpəli	response	
54	46	74	75	chili (whole, red, dry)	Haldwani/U.P.	2  pɪpəɭi	response	
54	46	96	76	turmeric	Urdu	2  hʌldi	response	
54	46	97	76	turmeric	Chitral/Pak	1  hʌɾt	response	
54	46	98	76	turmeric	Settlet Swat/Pak	1  hɑːd	response	
54	46	99	76	turmeric	Gilgit/Pak	1  hɑɖ	response	
54	46	100	76	turmeric	Kaghan/Pak	1  hɑld / 2 hald / 4 lɛdul	response	
54	46	101	76	turmeric	North. Azad/Pak	2  ʌldi / 5 ʌldi	response	
54	46	102	76	turmeric	Centr. Azad/Pak	2  hʌldi	response	
54	46	103	76	turmeric	Udhampur/J&K	1  hɑld / 2 hald	response	
54	46	104	76	turmeric	Jammu/J&K	5  ʌldʌɾ	response	
54	46	105	76	turmeric	Chamba/H.P.	1  hɑɭɖ / 2 haɭɖ	response	
54	46	106	76	turmeric	Rampur/H.P.	3  bʌswɑɾ	response	
54	46	107	76	turmeric	Nalagarh/H.P.	3  bʌsɑɾ	response	
54	46	108	76	turmeric	Dehradun/U.P.	3  bʌsɑɾ	response	
54	46	109	76	turmeric	Kotdwara/U.P.	3  bʌsɑɾ	response	
54	46	110	76	turmeric	Haldwani/U.P.	3  bʌsɑɾ	response	
54	46	114	77	garlic	Urdu	2  lɛhsʌn	response	
54	46	115	77	garlic	Chitral/Pak	1  thum	response	
54	46	116	77	garlic	Settlet Swat/Pak	1  thum	response	
54	46	117	77	garlic	Gilgit/Pak	1  thũm	response	
54	46	118	77	garlic	Kaghan/Pak	1  thʊm	response	
54	46	119	77	garlic	North. Azad/Pak	1  thum	response	
54	46	120	77	garlic	Centr. Azad/Pak	1  thum	response	
54	46	121	77	garlic	Udhampur/J&K	1  thum	response	
54	46	122	77	garlic	Jammu/J&K	1  thɔm	response	
54	46	123	77	garlic	Chamba/H.P.	1  thɔ̃m	response	
54	46	124	77	garlic	Rampur/H.P.	1  thɔ̃m	response	
54	46	125	77	garlic	Nalagarh/H.P.	1  thɔ̃m	response	
54	46	126	77	garlic	Dehradun/U.P.	1  thɔm	response	
54	46	127	77	garlic	Kotdwara/U.P.	1  thɔm	response	
54	46	128	77	garlic	Haldwani/U.P.	1  thɔ̃m	response	
54	46	132	78	onion	Urdu	2  piɑz	response	
54	46	133	78	onion	Chitral/Pak	2  piɑdʒ	response	
54	46	134	78	onion	Settlet Swat/Pak	2  piɑdʒ	response	
54	46	135	78	onion	Gilgit/Pak	3  kʌʃu	response	
54	46	136	78	onion	Kaghan/Pak	2  piɑdʒʌ	response	
54	46	137	78	onion	North. Azad/Pak	2  piɑz	response	
54	46	138	78	onion	Centr. Azad/Pak	2  piɑz	response	
54	46	139	78	onion	Udhampur/J&K	1  gʌɳɖo	response	
54	46	140	78	onion	Jammu/J&K	1  gʌɳɖɑ	response	
54	46	141	78	onion	Chamba/H.P.	2  pjɑdʒ	response	
54	46	142	78	onion	Rampur/H.P.	2  piɑdʒ	response	
54	46	143	78	onion	Nalagarh/H.P.	1  gʌɳɖo	response	
54	46	144	78	onion	Dehradun/U.P.	1  gʌɳɖɑ	response	
54	46	145	78	onion	Kotdwara/U.P.	1  gʌɳɖɑ	response	
54	46	146	78	onion	Haldwani/U.P.	1  gʌɳɖo	response	
55	47	24	79	cauliflower	Urdu	1  phul gopi	response	
55	47	25	79	cauliflower	Chitral/Pak	1  gopi	response	
55	47	26	79	cauliflower	Settlet Swat/Pak	1  phul gopi	response	
55	47	27	79	cauliflower	Gilgit/Pak	1  phʊl gobi	response	
55	47	28	79	cauliflower	Kaghan/Pak	1  gobi / 1  phʊl gopi	response	
55	47	29	79	cauliflower	North. Azad/Pak	1  gobi	response	
55	47	30	79	cauliflower	Centr. Azad/Pak	1  phʊl gobi	response	
55	47	31	79	cauliflower	Udhampur/J&K	1  gobi	response	
55	47	32	79	cauliflower	Jammu/J&K	1  ɸʊl gobi	response	
55	47	33	79	cauliflower	Chamba/H.P.	1  gobi	response	
55	47	34	79	cauliflower	Rampur/H.P.	1  ɸʊl gobi	response	
55	47	35	79	cauliflower	Nalagarh/H.P.	1  ɸʊl gobi	response	
