PSTDr,d2495,čik-,"small; small, little",,,,"merriam2026dravidiandb[record 2691, DEDR 2495];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2691,,,,
PSTDr,d2496,cikuṛ,field-bean; the bean called Dolichos lablab; beans,,,,"merriam2026dravidiandb[record 2692, DEDR 2496]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2692,,,,
PSTDr,d2497,sik-,a comb; a sort of long comb with a few big teeth,,,,"merriam2026dravidiandb[record 2693, DEDR 2497]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2693,,,,
PDr,d2498,cilk-,"to be entangled; to be entangled, ensnared, be obtained, got, come to hand; n. a tangle, intricacy, difficulty, trouble; to get stuck; to snare",,,,"merriam2026dravidiandb[record 2694, DEDR 2498];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2694,,,,
PSD1,d2499,čik-,quickly,,,South Dravidian,"merriam2026dravidiandb[record 2695, DEDR 2499];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2695,,,,
PSTDr,d2500,sigg-,"shame; shame, disgrace, dishonour, bashfulness, shyness, coyness, modesty",,,,"merriam2026dravidiandb[record 2696, DEDR 2500];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2696,,,,
PSD1,d2501,siŋ-,plantain,,,South Dravidian,"merriam2026dravidiandb[record 2697, DEDR 2501];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2697,,,,
PSTDr,d2502,Siŋal- (?),a k. of ape; the great black monkey,,,,"merriam2026dravidiandb[record 2698, DEDR 2502]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2698,,,,
PDr,d2503,sir-ŋ-,"to diminish; to become lean or thin; (sun) to set; to be reduced (as body), fail (in flesh), pine in fear, etc.",,,,"merriam2026dravidiandb[record 2699, DEDR 2503]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2699,,,,
PSTDr,d2504,ǯiŋk-,antelope,,,,"merriam2026dravidiandb[record 2700, DEDR 2504];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2700,,,,
PDr,d2505,Suŋk-,"to pinch; to pinch slightly between the finger-ends, give a slight scratch (e.g. to a fruit to see if it is ripe)",,,,"merriam2026dravidiandb[record 2701, DEDR 2505]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2701,,,,
PSTDr,d2506,Sig-,a fly; mosquito,,,,"merriam2026dravidiandb[record 2702, DEDR 2506]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2702,,,,
PSTDr,d2507,čiṭik-,"a pinch; a pinch, as of snuff",,,,"merriam2026dravidiandb[record 2703, DEDR 2507]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2703,,,,
PSD1,d2508,čiṭ-i-,to throb,,,South Dravidian,"merriam2026dravidiandb[record 2704, DEDR 2508];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2704,,,,
PSD1,d2509,čiṭ-čiṭ-,a crackling noise,,,South Dravidian,"merriam2026dravidiandb[record 2705, DEDR 2509];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2705,,,,
PDr,d2510,čiṭ-,"to break, snap; to break, snap, crack, burst, etc.; to cut",,,,"merriam2026dravidiandb[record 2706, DEDR 2510];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2706,,,,
PDr,d2511,ciṭ-,to snap; a snap of the fingers; cracking of the knuckles (BB); to crack (as the fingers do),,,,"merriam2026dravidiandb[record 2707, DEDR 2511]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2707,,,,
PSTDr,d2512,čiṭ-,a small measure; one fourth of the measure called sōla,,,,"merriam2026dravidiandb[record 2708, DEDR 2512]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2708,,,,
PSTDr,d2513,čiṭ-,"small; small, little, young; small; mouse",,,,"merriam2026dravidiandb[record 2709, DEDR 2513];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2709,,,,
PSTDr,d2514,Siṭ-ai,border of cloth; a coloured border or edge of a cloth,,,,"merriam2026dravidiandb[record 2710, DEDR 2514]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2710,,,,
PDr,d2515,ǯiṛŋa,cattle-bell; cowbell,,,,"merriam2026dravidiandb[record 2711, DEDR 2515]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2711,,,,
PDr,d2516,ǯī̆nṭ- (?),"a smeary or greasy substance; oiliness, grease or greasiness, unctuousness; to stick to; resin, gum",,,,"merriam2026dravidiandb[record 2712, DEDR 2516];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2712,,,,
PSD2,d2517,sinḍu (*c-),"a trap for small birds, a snare",,,,"merriam2026dravidiandb[record 2713, DEDR 2517]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2713,,,,
PDr,d2518,čiḍ-r-,squirrel,,,,"merriam2026dravidiandb[record 2714, DEDR 2518];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2714,,,,
PSTDr,d2519,ǯiṇ-,"fine, thin; fine cloth; small, slight, fine, delicate",,,,"merriam2026dravidiandb[record 2715, DEDR 2519]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2715,,,,
PDr,d2520,ciṇ- (*č-),"to drizzle; a drop, a thin or drizzling rain, drizzle, sprinkle of rain; vb. to fall in drops; to drip, drop",,,,"merriam2026dravidiandb[record 2716, DEDR 2520];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2716,,,,
PSD1,d2521,ǯiṇ-,to whine; to murmur,,,South Dravidian,"merriam2026dravidiandb[record 2717, DEDR 2521];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2717,,,,
PSD2,d2522,siṇ- (*-ḷ-),"to shave; razor; to shave (beard, head, etc.)",,,,"merriam2026dravidiandb[record 2718, DEDR 2522]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2718,,,,
PSD1,d2523,sinḍ-,"stench, nasty smell",,,South Dravidian,"merriam2026dravidiandb[record 2719, DEDR 2523];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2719,,,,
PDr,d2524,čid-,raindrop; to begin to rain drop by drop,,,,"merriam2026dravidiandb[record 2720, DEDR 2524];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2720,,,,
PSTDr,d2525,SId-amb-,"to spoil, soften; dampness, moisture; moist, damp",,,,"merriam2026dravidiandb[record 2721, DEDR 2525]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2721,,,,
PDr,d2526,čid-,"to squeeze out; to injure; to be crushed, broken or smashed; break, burst; to be crushed (as an overripe fruit); to squeeze out the seed or stone from a fruit",,,,"merriam2026dravidiandb[record 2722, DEDR 2526];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2722,,,,
PCDr,d2527,Cit-,"to butt, gore",,,,"merriam2026dravidiandb[record 2723, DEDR 2527];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2723,,,,
PCDr,d2528,cint-,evening,,,,"merriam2026dravidiandb[record 2724, DEDR 2528];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2724,,,,
PDr,d2529,sint-,tamarind; tamarind tree; sour; tamarind,,,,"merriam2026dravidiandb[record 2725, DEDR 2529];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2725,,,,
PSTDr,d2530,Sind-,a musical composition; dancing,,,,"merriam2026dravidiandb[record 2726, DEDR 2530]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2726,,,,
PDr,d2531,Cinp,bracelet,,,,"merriam2026dravidiandb[record 2727, DEDR 2531]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2727,,,,
PDr,d2532,ćipar-,rib,,,,"merriam2026dravidiandb[record 2728, DEDR 2532]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2728,,,,
PSTDr,d2533,Cip-,a k. of grass; the fragrant grass Andropogon schoenanthus,,,,"merriam2026dravidiandb[record 2729, DEDR 2533]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2729,,,,
PSTDr,d2534,Sip-am,"bundle, parcel; a bundle or parcel",,,,"merriam2026dravidiandb[record 2730, DEDR 2534]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2730,,,,
PSTDr,d2535,śip-,"shell, oyster shell; a shell",,,,"merriam2026dravidiandb[record 2731, DEDR 2535];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2731,,,,
PSTDr,d2536,sibb-,a k. of spot on the body; a sort of discoloration and spots formed on the skin,,,,"merriam2026dravidiandb[record 2732, DEDR 2536]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2732,,,,
PSTDr,d2537,Cibbal-,"bamboo lid; lid, dish",,,,"merriam2026dravidiandb[record 2733, DEDR 2537]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2733,,,,
PSD1,d2538,ǯibb-,young areca-nut,,,South Dravidian,"merriam2026dravidiandb[record 2734, DEDR 2538];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2734,,,,
PSTDr,d2539,sim-,"moisture; cold; moisture, damp; moist, damp; drizzle",,,,"merriam2026dravidiandb[record 2735, DEDR 2539]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2735,,,,
PSD1,d2540,čim-,to tickle; to pinch,,,South Dravidian,"merriam2026dravidiandb[record 2736, DEDR 2540];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2736,,,,
PDr,d2541,čim-,"cricket; the grave cricket that destroys clothes; moth, bookworm, cockroach; dragonfly",,,,"merriam2026dravidiandb[record 2737, DEDR 2541];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2737,,,,
PSTDr,d2542,śimiẓ-,"to bind, entrap; to be contained within",,,,"merriam2026dravidiandb[record 2738, DEDR 2542]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2738,,,,
PSTDr,d2543,simṇ-a,"little, young; child, young of animal; child",,,,"merriam2026dravidiandb[record 2739, DEDR 2543]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2739,,,,
PDr,d2544,Cim-,"summit; end, point, tip, extremity; projecting point on a hill or mountain, peak, crag",,,,"merriam2026dravidiandb[record 2740, DEDR 2544];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2740,,,,
PSTDr,d2545,śim-,to wink; eyelid; to wink,,,,"merriam2026dravidiandb[record 2741, DEDR 2545];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2741,,,,
PSD1,d2546,Simb-,splinter,,,South Dravidian,"merriam2026dravidiandb[record 2742, DEDR 2546];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2742,,,,
PSD2,d2547,simbori,cloth,,,,"merriam2026dravidiandb[record 2743, DEDR 2547];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2743,,,,
PSTDr,d2548,čim-,"to discharge, throw forth; to throw, cast, fling, toss, spurt, squirt, thrust, butt as with the horns; n. a spurt, thrust, butt",,,,"merriam2026dravidiandb[record 2744, DEDR 2548]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2744,,,,
PDr,d2549,cij-,"flesh, muscle; muscle, flesh",,,,"merriam2026dravidiandb[record 2745, DEDR 2549]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2745,,,,
PSD1,d2550,ǵiraṭ-ai (?),coconut shell,,,South Dravidian,"merriam2026dravidiandb[record 2746, DEDR 2550];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2746,,,,
PSTDr,d2551,SIral-,kingfisher,,,,"merriam2026dravidiandb[record 2747, DEDR 2551]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2747,,,,
PDr,d2552,śir-,"night; darkness, shades, shadows; black, dark; charcoal; soot, charcoal; coal",,,,"merriam2026dravidiandb[record 2748, DEDR 2552];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2748,,,,
PDr,d2553,cir,day; just early in the morning,,,,"merriam2026dravidiandb[record 2749, DEDR 2553]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2749,,,,
PCDr,d2554,Cir,buffalo,,,,"merriam2026dravidiandb[record 2750, DEDR 2554];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2750,,,,
PCDr,d2555,CirmUl,sambar,,,,"merriam2026dravidiandb[record 2751, DEDR 2555];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2751,,,,
PDr,d2556,ǯir-,"gum, adhesive; gum, resin",,,,"merriam2026dravidiandb[record 2752, DEDR 2556]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2752,,,,
PSD2,d2557,riŋ- (caus. *rik-),"to untie; to loose, untie; (skin) to be flayed",,,,"merriam2026dravidiandb[record 2753, DEDR 2557]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2753,,,,
PSD2,d2558,sirs-a,bird's crop or gizzard; bird's crop or gizzard (BB),,,,"merriam2026dravidiandb[record 2754, DEDR 2558]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2754,,,,
PDr,d2559,śil-,not to be; be not; to forbid,,,,"merriam2026dravidiandb[record 2755, DEDR 2559];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2755,,,,
PSTDr,d2560,śil-,"clearing-nut tree; clearing-nut tree, Strychnos potatorum",,,,"merriam2026dravidiandb[record 2756, DEDR 2560]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2756,,,,
PSTDr,d2561,čilak-,"bolt, padlock; a padlock, the bolt or hasp of a door",,,,"merriam2026dravidiandb[record 2757, DEDR 2561]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2757,,,,
PSTDr,d2562,cel-,spider,,,,"merriam2026dravidiandb[record 2758, DEDR 2562];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2758,,,,
PSTDr,d2562,celand- (*-i-),spider,,,,"merriam2026dravidiandb[record 2759, DEDR 2562];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2759,,,,
PSTDr,d2563,Silan-,"pimple, boil; a kind of skin-disease",,,,"merriam2026dravidiandb[record 2760, DEDR 2563]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2760,,,,
PSD1,d2564,SIlamb-,fencing,,,South Dravidian,"merriam2026dravidiandb[record 2761, DEDR 2564];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2761,,,,
PSTDr,d2565,śilir-,to stand erect; to stand on end (hair),,,,"merriam2026dravidiandb[record 2762, DEDR 2565]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2762,,,,
PSD1,d2566,Sil-,"to open, split",,,South Dravidian,"merriam2026dravidiandb[record 2763, DEDR 2566];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2763,,,,
PSTDr,d2567,sil-,"trouble; mischief, trouble",,,,"merriam2026dravidiandb[record 2764, DEDR 2567]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2764,,,,
PSTDr,d2568,Sil-,"spike, staple; lance, javelin",,,,"merriam2026dravidiandb[record 2765, DEDR 2568]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2765,,,,
PDr,d2569,čil-,"to ooze, drizzle; to sprinkle (tr.), spirt, shed; be spilled; brook, river; to splash (intr.)",,,,"merriam2026dravidiandb[record 2766, DEDR 2569];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2766,,,,
PSTDr,d2570,čil-,"to churn, stir; to churn",,,,"merriam2026dravidiandb[record 2767, DEDR 2570]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2767,,,,
PSD1,d2571,SIl-ai,bow,,,South Dravidian,"merriam2026dravidiandb[record 2768, DEDR 2571];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2768,,,,
PDr,d2572,ǯīl-ā,bell; small bell,,,,"merriam2026dravidiandb[record 2769, DEDR 2572]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2769,,,,
PDr,d2573,ǯil-,"itching, itch; to itch, tingle; itching; a caterpillar whose touch causes the hand to itch severely",,,,"merriam2026dravidiandb[record 2770, DEDR 2573]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2770,,,,
PSTDr,d2574,čilar_-,"small amount of smth., small change; small, unimportant, insignificant, trifling, of no note or consequence, minor, non-essential, sundry, miscellaneous, odd, extra, additional; sundries, odds and ends, miscellaneous articles, change, small coins",,,,"merriam2026dravidiandb[record 2771, DEDR 2574];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2771,,,,
PSTDr,d2575,śil-i,"small hole; small hole as in a pot, paper, etc.",,,,"merriam2026dravidiandb[record 2772, DEDR 2575]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2772,,,,
PSTDr,d2576,ǯil-,"chill, cold; to feel or be very cold or chill; cold",,,,"merriam2026dravidiandb[record 2773, DEDR 2576];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2773,,,,
PSD1,d2577,cillai,"unruly mischievous disposition (as of a bull), wicked and libidinous woman",,,South Dravidian,"merriam2026dravidiandb[record 2774, DEDR 2577];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2774,,,,
PSTDr,d2578,arí-,"imit. sound used in the sensation of coldness or chill, of the taking effect of poison, of horripilation, of the pain of a wound; numbness, pins and needles",,,,"merriam2026dravidiandb[record 2775, DEDR 2578];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2775,,,,
PSTDr,d2579,siv-aŋ-,"lynx, leopard; hyaena",,,,"merriam2026dravidiandb[record 2776, DEDR 2579];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2776,,,,
PSTDr,d2580,siv-aŋ-,a fan; a chowrie,,,,"merriam2026dravidiandb[record 2777, DEDR 2580];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2777,,,,
PSD1,d2581,civu civu,the twittering of small birds; the peculiar cry of rats or mice,,,South Dravidian,"merriam2026dravidiandb[record 2778, DEDR 2581];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2778,,,,
PSD2,d2582,siṛ-,a kind of bird; parrot,,,,"merriam2026dravidiandb[record 2779, DEDR 2582]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2779,,,,
PSTDr,d2583,ṛīl-,a kind of cucumber; cucumber,,,,"merriam2026dravidiandb[record 2780, DEDR 2583]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2780,,,,
PSTDr,d2584,ciṛ-,"down, beneath, below, under; adj. lower, subordinate; low",,,,"merriam2026dravidiandb[record 2781, DEDR 2584]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2781,,,,
PDr,d2585,Sil-,"to strip, flay; to peel off; to be plucked, untied, loosened; skin, slough of snake, fruit-skin, rind",,,,"merriam2026dravidiandb[record 2782, DEDR 2585];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2782,,,,
PDr,d2586,cilp-,"stick and other small pieces of wood; piece of wood; chip of wood, bark; chip of wood",,,,"merriam2026dravidiandb[record 2783, DEDR 2586]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2783,,,,
PDr,d2587,ciḷ-,"branch, bifurcation; bifurcated; branch",,,,"merriam2026dravidiandb[record 2784, DEDR 2587];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2784,,,,
PSD1,d2588,ciḷḷ-en_al,"onom. expr. of being noisy, boisterous",,,South Dravidian,"merriam2026dravidiandb[record 2785, DEDR 2588];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2785,,,,
PSD1,d2589,"cir_a (-pp-, -tt-)","to be eminent, illustrious, surpass, be abundant, be auspicious, be graceful, rejoice",,,South Dravidian,"merriam2026dravidiandb[record 2786, DEDR 2589];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2786,,,,
PSTDr,d2590,čir_Vt-,"panther, leopard; leopard, cheetah",,,,"merriam2026dravidiandb[record 2787, DEDR 2590];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2787,,,,
PDr,d2591,[e]r_ek-,"wing; wing, upper arm",,,,"merriam2026dravidiandb[record 2788, DEDR 2591];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2788,,,,
PSTDr,d2592,Cin-ai-,"to form, rise; bud, egg; yolk of an egg",,,,"merriam2026dravidiandb[record 2789, DEDR 2592]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2789,,,,
PSD2,d2593,siner,"to boil, come to the boil; boiling water; water boiled for cooking food",,,,"merriam2026dravidiandb[record 2790, DEDR 2593]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2790,,,,
PDr,d2594,čin-,"small; small, little, young, younger, petty, mean, trifling, trivial",,,,"merriam2026dravidiandb[record 2791, DEDR 2594];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2791,,,,
PSD1,d2595,cinnañci,(Lush.) Lagerstroemia parviflora,,,South Dravidian,"merriam2026dravidiandb[record 2792, DEDR 2595];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2792,,,,
PSTDr,d2596,cin-,gold,,,,"merriam2026dravidiandb[record 2793, DEDR 2596];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2793,,,,
PSD1,d2597,cin_n_i,"Indian shrubby copper-leaf, Acalypha fruticosa",,,South Dravidian,"merriam2026dravidiandb[record 2794, DEDR 2597];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2794,,,,
PDr,d2598,śī-,"to give; to give, allow, permit",,,,"merriam2026dravidiandb[record 2795, DEDR 2598];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2795,,,,
PDr,d2599,Sei(p)-,"to sweep; a broom; broom; to rub, wipe, clean",,,,"merriam2026dravidiandb[record 2796, DEDR 2599];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2796,,,,
PDr,d2600,čī(v)-,"to scrape, cut; to cut, shave, pare, mend or sharpen (as a quill pen or pencil); wood",,,,"merriam2026dravidiandb[record 2797, DEDR 2600];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2797,,,,
PDr,d2601,Cīr-,to scratch,,,,"merriam2026dravidiandb[record 2798, DEDR 2601];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2798,,,,
PSD2,d2602,ǯī-,to shoot,,,,"merriam2026dravidiandb[record 2799, DEDR 2602]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2799,,,,
PSD1,d2603,čī,"fie, shame",,,South Dravidian,"merriam2026dravidiandb[record 2800, DEDR 2603];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2800,,,,
PDr,d2604,cīkaṭ-,"darkness, obscurity, gloom, dark; darkness",,,,"merriam2026dravidiandb[record 2801, DEDR 2604];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2801,,,,
PSD1,d2605,sīgaḍi,a very small kind of fish that is sold in a dried state,,,South Dravidian,"merriam2026dravidiandb[record 2802, DEDR 2605];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2802,,,,
PSD1,d2605,sīguḍi,a very small kind of fish that is sold in a dried state,,,South Dravidian,"merriam2026dravidiandb[record 2803, DEDR 2605];starostin2006dravidian",,"Upstream reconstruction attribution: Starostin, 2006–2013.",merriam2026dravidiandb:pdr:2803,,,,
PSTDr,d2606,cīkuru-vāyi,"cockroach; bat, cricket",,,,"merriam2026dravidiandb[record 2804, DEDR 2606]",,"Upstream reconstruction attribution: Merriam, 2025.",merriam2026dravidiandb:pdr:2804,,,,
