bagri_loonkansar,992,hu,I (1st singular),,hu,,bagri
mewati_hathiya,,bɐdɔbɦai,older brother,,bɐdɔbɦai,,mewati
mewati_jakhopur,,bɐdɔbɦai,older brother,,bɐdɔbɦai,,mewati
mewati_gulpeda,,bɐɖabɦeɽ,older brother,,bɐɖabɦeɽ,,mewati
mewati_jhambaus,,bəɖabɦai,older brother,,bəɖabɦai,,mewati
mewati_udaka,,bəɖabɦai,older brother,,bəɖabɦai,,mewati
mewati_goyla,,bəɖabɦai,older brother,,bəɖabɦai,,mewati
bagri_mirzawala,,bəɖɑ bɦɑi,older brother,,bəɖɑ bɦɑi,,bagri
dhundari_deladi,,bɛɖɔ bɦajɔ,older brother,,bɛɖɔ bɦajɔ,,dhundari
marwari_mukheri,,bɦai,older brother,,bɦai,,marwari
marwari_degana,,bɦai,older brother,,bɦai,,marwari
marwari_gomat,,bɦai,older brother,,bɦai,,marwari
marwari_degana,,bɦai sa,older brother,,bɦai sa,,marwari
mewati_chirkana,,bɦaj,older brother,,bɦaj,,mewati
mewari_khor,,bɦaj,older brother,,bɦaj,,mewari
mewati_akera,,bɦaj,older brother,,bɦaj,,mewati
dhundari_jorpura,,bɦajijɔ,older brother,,bɦajijɔ,,dhundari
mewari_godra,,bɦajo,older brother,,bɦajo,,mewari
mewari_kalnsas,,bɦajɔ,older brother,,bɦajɔ,,mewari
mewari_bannoda,,bɦɐjja,older brother,,bɦɐjja,,mewari
hadothi_kelwada,,bɦɐjjɐ,older brother,,bɦɐjjɐ,,hadothi
hadothi_gothda,,bɦɐjɔ,older brother,,bɦɐjɔ,,hadothi
marwari_degana,,d̪ad̪a bɦai,older brother,,d̪ad̪a bɦai,,marwari
dhundari_bamore,,d̪ad̪bɦaj,older brother,,d̪ad̪bɦaj,,dhundari
mewari_kalgav,,d̪ad̪ɐ,older brother,,d̪ad̪ɐ,,mewari
mewari_padarada,,d̪ad̪ɐ,older brother,,d̪ad̪ɐ,,mewari
dhundari_pathalvas,,d̪ad̪ɐbɦaĩɔ,older brother,,d̪ad̪ɐbɦaĩɔ,,dhundari
hadothi_silori,,d̪ad̪ɔ,older brother,,d̪ad̪ɔ,,hadothi
mewari_eklingpura,,d̪ad̪ɔ,older brother,,d̪ad̪ɔ,,mewari
hadothi_pakkarana,,d̪ad̪ɔ,older brother,,d̪ad̪ɔ,,hadothi
hadothi_kawai,,d̪ad̪ɔ,older brother,,d̪ad̪ɔ,,hadothi
dhundari_deladi,,d̪ad̪ɔ,older brother,,d̪ad̪ɔ,,dhundari
hadothi_devpura,,d̪ad̪ɔ,older brother,,d̪ad̪ɔ,,hadothi
mewari_kannouj,,d̪ad̪ɔ,older brother,,d̪ad̪ɔ,,mewari
hadothi_patera,,d̪ad̪ɔ baj,older brother,,d̪ad̪ɔ baj,,hadothi
dhundari_bhagatpur,,d̪ad̪ɔ bɦaji,older brother,,d̪ad̪ɔ bɦaji,,marwari
dhundari_bhagatpur,,d̪ad̪ɔ bɦaji,older brother,,d̪ad̪ɔ bɦaji,,dhundari
hadothi_shyampura,,d̪ad̪ːɐ,older brother,,d̪ad̪ːɐ,,hadothi
hadothi_shyampura,,d̪ad̪ːɔ,older brother,,d̪ad̪ːɔ,,hadothi
hadothi_piplia,,d̪ad̪ːɔ,older brother,,d̪ad̪ːɔ,,hadothi
mewari_dindoli,,d̪ad̪ːɔ,older brother,,d̪ad̪ːɔ,,mewari
mewari_gorana,,d̪ɐd̪a,older brother,,d̪ɐd̪a,,mewari
mewari_kishanji,,d̪ɐd̪ɔ,older brother,,d̪ɐd̪ɔ,,mewari
mewari_sangad,,d̪ɐd̪ɔ,older brother,,d̪ɐd̪ɔ,,mewari
mewari_pathera,,d̪ɐd̪ɔ,older brother,,d̪ɐd̪ɔ,,mewari
mewari_basad,,d̪ɐd̪ɔ,older brother,,d̪ɐd̪ɔ,,mewari
dhundari_chalkoi,,d̪ɐd̪ɔ bɦɐi,older brother,,d̪ɐd̪ɔ bɦɐi,,dhundari
mewari_hurda,,d̪ɐd̪ːa,older brother,,d̪ɐd̪ːa,,mewari
marwari_husangsar,,d̪ɐd̪ːɔ bɦaj,older brother,,d̪ɐd̪ːɔ bɦaj,,marwari
dhundari_chalkoi,,d̪ɐd̪ːɔ bɦaj,older brother,,d̪ɐd̪ːɔ bɦaj,,marwari
dhundari_badagaon,,d̪ɐd̪ːɔ bɦaji,older brother,,d̪ɐd̪ːɔ bɦaji,,marwari
mewari_bhunyakhedi,,d̪ɑd̪ɑ,older brother,,d̪ɑd̪ɑ,,mewari
mewari_jesingpura,,d̪ɑd̪ɑ,older brother,,d̪ɑd̪ɑ,,mewari
dhundari_badagaon,,d̪ʌd̪ɔ bɦai,older brother,,d̪ʌd̪ɔ bɦai,,dhundari
mewari_basad,,moʈa d̪ɐd̪o,older brother,,moʈa d̪ɐd̪o,,mewari
marwari_fatehgarh,,moʈobɦai,older brother,,moʈobɦai,,marwari
marwari_mukheri,,moʈobɦai,older brother,,moʈobɦai,,marwari
marwari_bagra,,moʈobɦai,older brother,,moʈobɦai,,marwari
marwari_kherwa,,moʈobɦai,older brother,,moʈobɦai,,marwari
marwari_falna,,moʈobɦai,older brother,,moʈobɦai,,marwari
mewari_dindoli,,moʈobɦai,older brother,,moʈobɦai,,mewari
bagri_makkasar,,moʈɔ bhaji,older brother,,moʈɔ bhaji,,bagri
bagri_panjkosi,,moʈɔ bhaji,older brother,,moʈɔ bhaji,,bagri
bagri_pallu,,moʈɔ bhaji,older brother,,moʈɔ bhaji,,bagri
bagri_loonkansar,,moʈɔ bhaji,older brother,,moʈɔ bhaji,,bagri
marwari_fatehgarh,,mɔʈɔbɦʌhu,older brother,,mɔʈɔbɦʌhu,,marwari
mewari_kalnsas,,110 younger sister (by name),older sister,,110 younger sister (by name),,mewari
mewari_bannoda,,110 younger sister (by name),older sister,,110 younger sister (by name),,mewari
mewari_dholpura,,110 younger sister (by name),older sister,,110 younger sister (by name),,mewari
mewari_kannouj,,110 younger sister (by name),older sister,,110 younger sister (by name),,mewari
mewari_jesingpura,,110 younger sister (by name),older sister,,110 younger sister (by name),,mewari
mewari_gorana,,110 younger sister (by name),older sister,,110 younger sister (by name),,mewari
mewari_hurda,,110 younger sister (by name),older sister,,110 younger sister (by name),,mewari
mewari_dindoli,,110 younger sister (by name),older sister,,110 younger sister (by name),,mewari
mewari_kishanji,,110 younger sister (by name),older sister,,110 younger sister (by name),,mewari
marwari_husangsar,,bai,older sister,,bai,,marwari
marwari_degana,,bai,older sister,,bai,,marwari
dhundari_jorpura,,bai,older sister,,bai,,dhundari
hadothi_pakkarana,,baj,older sister,,baj,,hadothi
marwari_gomat,,baji,older sister,,baji,,marwari
mewari_pathera,,baɳə,older sister,,baɳə,,mewari
mewari_godra,,baɳə,older sister,,baɳə,,mewari
bagri_sardarsahar,,behen,older sister,,behen,,bagri
bagri_makkasar,,behen,older sister,,behen,,bagri
bagri_fatehabad,,behen,older sister,,behen,,bagri
bagri_mannaksar,,behen,older sister,,behen,,bagri
bagri_mirzawala,,behen,older sister,,behen,,bagri
mewari_ajmer,,bein,older sister,,bein,,mewari
mewari_padarada,,ben,older sister,,ben,,mewari
mewari_kalgav,,ben,older sister,,ben,,mewari
hadothi_piplia,,ben,older sister,,ben,,hadothi
mewari_basad,,ben,older sister,,ben,,mewari
bagri_karnigedda,,bhai,older sister,,bhai,,bagri
bagri_loonkansar,,bhaji,older sister,,bhaji,,bagri
bagri_lakjikirani,,bhaji,older sister,,bhaji,,bagri
mewari_kalnsas,,bɐhan,older sister,,bɐhan,,mewari
bagri_jamal,,bɐhɐin,older sister,,bɐhɐin,,bagri
bagri_pallu,,bɐhɐin,older sister,,bɐhɐin,,bagri
mewari_sangad,,bɐhɐna,older sister,,bɐhɐna,,mewari
mewari_kannouj,,bɐhɐna,older sister,,bɐhɐna,,mewari
mewati_goyla,,bɐhɐɳ,older sister,,bɐhɐɳ,,mewati
mewati_akera,,bɐhɐɳ,older sister,,bɐhɐɳ,,mewati
mewati_udaka,,bɐhɐɳ,older sister,,bɐhɐɳ,,mewati
mewati_hathiya,,bɐhɐɳ,older sister,,bɐhɐɳ,,mewati
marwari_mukheri,,bɐi,older sister,,bɐi,,marwari
mewari_kalgav,,bɐj,older sister,,bɐj,,mewari
mewari_bannoda,,bɐjn,older sister,,bɐjn,,mewari
mewati_akera,,bɐɖibɐhɐɳ,older sister,,bɐɖibɐhɐɳ,,mewati
mewati_jakhopur,,bɐɖibɐhɐɳ,older sister,,bɐɖibɐhɐɳ,,mewati
hadothi_shyampura,,bɐɳa,older sister,,bɐɳa,,hadothi
hadothi_pakkarana,,bɐɳa,older sister,,bɐɳa,,hadothi
mewati_gulpeda,,bɐɽibɐhɐɳ,older sister,,bɐɽibɐhɐɳ,,mewati
bagri_loonkansar,,bəɖi bəhɛn,older sister,,bəɖi bəhɛn,,bagri
mewati_jhambaus,,bəɖibəhɪn,older sister,,bəɖibəhɪn,,mewati
mewari_gorana,,bɛna,older sister,,bɛna,,mewari
mewati_chirkana,,bɛɖibɛhɐɳ,older sister,,bɛɖibɛhɐɳ,,mewati
hadothi_devpura,,bɛɳə,older sister,,bɛɳə,,hadothi
hadothi_kawai,,dʒidʒ baj,older sister,,dʒidʒ baj,,hadothi
mewari_sangad,,dʒidʒa,older sister,,dʒidʒa,,mewari
mewari_padarada,,dʒidʒa,older sister,,dʒidʒa,,mewari
mewari_dindoli,,dʒidʒa,older sister,,dʒidʒa,,mewari
mewari_dholpura,,dʒidʒa,older sister,,dʒidʒa,,mewari
dhundari_bhagatpur,,dʒidʒi,older sister,,dʒidʒi,,dhundari
dhundari_chalkoi,,dʒidʒi,older sister,,dʒidʒi,,marwari
marwari_degana,,dʒidʒi,older sister,,dʒidʒi,,marwari
mewari_padarada,,dʒidʒi,older sister,,dʒidʒi,,mewari
dhundari_bhagatpur,,dʒidʒi,older sister,,dʒidʒi,,marwari
dhundari_badagaon,,dʒidʒi,older sister,,dʒidʒi,,dhundari
mewari_pathera,,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_hurda,,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_basad,,dʒidʒi,older sister,,dʒidʒi,,mewari
marwari_husangsar,,dʒidʒi,older sister,,dʒidʒi,,marwari
mewari_jesingpura,,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_ajmer,,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_bannoda,,dʒidʒi,older sister,,dʒidʒi,,mewari
hadothi_kelwada,,dʒidʒi,older sister,,dʒidʒi,,hadothi
mewari_gorana,,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_kalnsas,,dʒidʒi,older sister,,dʒidʒi,,mewari
dhundari_badagaon,,dʒidʒi,older sister,,dʒidʒi,,marwari
mewari_kannouj,,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_bhunyakhedi,,dʒidʒi,older sister,,dʒidʒi,,mewari
hadothi_patera,,dʒidʒi baj,older sister,,dʒidʒi baj,,hadothi
hadothi_shyampura,,dʒidʒi baj,older sister,,dʒidʒi baj,,hadothi
hadothi_gothda,,dʒidʒi baj,older sister,,dʒidʒi baj,,hadothi
hadothi_silori,,dʒidʒi baj,older sister,,dʒidʒi baj,,hadothi
hadothi_devpura,,dʒidʒi baj,older sister,,dʒidʒi baj,,hadothi
dhundari_deladi,,dʒidʒibai,older sister,,dʒidʒibai,,dhundari
mewari_godra,,dʒidʒibaj,older sister,,dʒidʒibaj,,mewari
dhundari_pathalvas,,dʒidʒɪbai,older sister,,dʒidʒɪbai,,dhundari
mewari_kishanji,,dʒidʒɪbai,older sister,,dʒidʒɪbai,,mewari
dhundari_bamore,,dʒidʒɪbai,older sister,,dʒidʒɪbai,,dhundari
dhundari_badagaon,,d̪id̪i,older sister,,d̪id̪i,,dhundari
bagri_mirzawala,,d̪id̪i,older sister,,d̪id̪i,,bagri
dhundari_chalkoi,,d̪id̪i,older sister,,d̪id̪i,,marwari
mewari_gorana,,d̪id̪i,older sister,,d̪id̪i,,mewari
dhundari_chalkoi,,d̪id̪i,older sister,,d̪id̪i,,dhundari
mewari_khor,,moʈiben,older sister,,moʈiben,,mewari
marwari_falna,,moʈibɛhan,older sister,,moʈibɛhan,,marwari
marwari_kherwa,,moʈibɛhɐn,older sister,,moʈibɛhɐn,,marwari
marwari_bagra,,moʈibɛn,older sister,,moʈibɛn,,marwari
marwari_fatehgarh,,moʈibɛn,older sister,,moʈibɛn,,marwari
mewari_khor,,moʈibɛn,older sister,,moʈibɛn,,mewari
mewari_eklingpura,,moʈkidʒidʒa,older sister,,moʈkidʒidʒa,,mewari
bagri_panjkosi,,mɔʈɔ bɐhɐn,older sister,,mɔʈɔ bɐhɐn,,bagri
mewari_padarada,,soʈiben,older sister,,soʈiben,,mewari
mewari_bhunyakhedi,,tʃhoʈibeːn,older sister,,tʃhoʈibeːn,,mewari
mewari_khor,,tʃoʈiben,older sister,,tʃoʈiben,,mewari
mewari_dindoli,,tʃoʈiben,older sister,,tʃoʈiben,,mewari
mewari_jesingpura,,tʃoʈibəhin,older sister,,tʃoʈibəhin,,mewari
mewari_eklingpura,,tʃoʈkibenə,older sister,,tʃoʈkibenə,,mewari
mewari_khor,,ek,one,,ek,,mewari
mewari_hurda,,ek,one,,ek,,mewari
mewari_bannoda,,ek,one,,ek,,mewari
dhundari_bhagatpur,,ek,one,,ek,,marwari
mewati_udaka,,ek,one,,ek,,mewati
marwari_falna,,ek,one,,ek,,marwari
dhundari_badagaon,,ek,one,,ek,,dhundari
mewari_kalnsas,,ek,one,,ek,,mewari
mewati_hathiya,,ek,one,,ek,,mewati
mewari_kannouj,,ek,one,,ek,,mewari
mewari_dholpura,,ek,one,,ek,,mewari
mewari_jesingpura,,ek,one,,ek,,mewari
dhundari_deladi,,ek,one,,ek,,dhundari
dhundari_jorpura,,ek,one,,ek,,dhundari
dhundari_pathalvas,,ek,one,,ek,,dhundari
mewari_gorana,,ek,one,,ek,,mewari
mewari_kalgav,,ek,one,,ek,,mewari
mewati_akera,,ek,one,,ek,,mewati
mewari_pathera,,ek,one,,ek,,mewari
mewari_godra,,ek,one,,ek,,mewari
marwari_kherwa,,ek,one,,ek,,marwari
mewari_padarada,,ek,one,,ek,,mewari
mewati_chirkana,,ek,one,,ek,,mewati
dhundari_badagaon,,ek,one,,ek,,marwari
marwari_bagra,,ek,one,,ek,,marwari
mewari_ajmer,,ek,one,,ek,,mewari
mewati_gulpeda,,ek,one,,ek,,mewati
mewari_eklingpura,,ek,one,,ek,,mewari
mewari_bhunyakhedi,,ek,one,,ek,,mewari
mewari_sangad,,ek,one,,ek,,mewari
marwari_mukheri,,ek,one,,ek,,marwari
dhundari_bhagatpur,,ek,one,,ek,,dhundari
marwari_fatehgarh,,ek,one,,ek,,marwari
mewati_jakhopur,,ek,one,,ek,,mewati
bagri_fatehabad,,ek,one,,ek,,bagri
mewari_dindoli,,ek,one,,ek,,mewari
marwari_gomat,,ek,one,,ek,,marwari
marwari_degana,,ek,one,,ek,,marwari
mewari_kishanji,,ek,one,,ek,,mewari
mewati_goyla,,ek,one,,ek,,mewati
marwari_husangsar,,ek,one,,ek,,marwari
dhundari_bamore,,ek,one,,ek,,dhundari
dhundari_chalkoi,,ek,one,,ek,,marwari
mewari_basad,,ekɭɔ,one,,ekɭɔ,,mewari
mewari_ajmer,,hek,one,,hek,,mewari
bagri_old_abaddi,,ɐk,one,,ɐk,,bagri
bagri_loonkansar,,ɛk,one,,ɛk,,bagri
bagri_panjkosi,,ɛk,one,,ɛk,,bagri
bagri_sardarsahar,,ɛk,one,,ɛk,,bagri
bagri_pallu,,ɛk,one,,ɛk,,bagri
bagri_lakjikirani,,ɛk,one,,ɛk,,bagri
bagri_makkasar,,ɛk,one,,ɛk,,bagri
bagri_mirzawala,,ɛk,one,,ɛk,,bagri
dhundari_chalkoi,,ɛk,one,,ɛk,,dhundari
bagri_mannaksar,,ɛk,one,,ɛk,,bagri
bagri_jamal,,ɛk,one,,ɛk,,bagri
mewati_jhambaus,,ɛk,one,,ɛk,,mewati
bagri_karnigedda,,ɛk,one,,ɛk,,bagri
mewari_bannoda,,ho,one hundred,,ho,,mewari
mewari_bhunyakhedi,,ho,one hundred,,ho,,mewari
mewari_jesingpura,,ho,one hundred,,ho,,mewari
mewari_basad,,ho,one hundred,,ho,,mewari
marwari_gomat,,hɐo,one hundred,,hɐo,,marwari
marwari_mukheri,,hɔ,one hundred,,hɔ,,marwari
mewari_kalnsas,,hɔ,one hundred,,hɔ,,mewari
marwari_bagra,,hɔ,one hundred,,hɔ,,marwari
mewari_kannouj,,hɔ,one hundred,,hɔ,,mewari
marwari_fatehgarh,,hɔ,one hundred,,hɔ,,marwari
mewari_sangad,,hɔ,one hundred,,hɔ,,mewari
mewari_dindoli,,hɔ,one hundred,,hɔ,,mewari
mewari_gorana,,hɔ,one hundred,,hɔ,,mewari
mewari_padarada,,hɔ,one hundred,,hɔ,,mewari
mewari_eklingpura,,hɔ,one hundred,,hɔ,,mewari
marwari_falna,,hɔ,one hundred,,hɔ,,marwari
marwari_kherwa,,hɔ,one hundred,,hɔ,,marwari
mewari_khor,,hɔ,one hundred,,hɔ,,mewari
dhundari_jorpura,,seikɖa,one hundred,,seikɖa,,dhundari
hadothi_gothda,,sekɖa,one hundred,,sekɖa,,hadothi
mewari_kalnsas,,sekəɖa,one hundred,,sekəɖa,,mewari
hadothi_devpura,,seŋkəɖɔ,one hundred,,seŋkəɖɔ,,hadothi
bagri_loonkansar,,so,one hundred,,so,,bagri
marwari_degana,,so,one hundred,,so,,marwari
bagri_mannaksar,,so,one hundred,,so,,bagri
bagri_pallu,,so,one hundred,,so,,bagri
bagri_lakjikirani,,so,one hundred,,so,,bagri
bagri_fatehabad,,so,one hundred,,so,,bagri
bagri_makkasar,,so,one hundred,,so,,bagri
bagri_sardarsahar,,so,one hundred,,so,,bagri
bagri_karnigedda,,so,one hundred,,so,,bagri
bagri_jamal,,so,one hundred,,so,,bagri
bagri_panjkosi,,so,one hundred,,so,,bagri
hadothi_pakkarana,,sãkɐɖɔ,one hundred,,sãkɐɖɔ,,hadothi
mewari_pathera,,sɔ,one hundred,,sɔ,,mewari
hadothi_piplia,,sɔ,one hundred,,sɔ,,hadothi
mewari_dindoli,,sɔ,one hundred,,sɔ,,mewari
dhundari_deladi,,sɔ,one hundred,,sɔ,,dhundari
dhundari_badagaon,,sɔ,one hundred,,sɔ,,dhundari
dhundari_bhagatpur,,sɔ,one hundred,,sɔ,,marwari
dhundari_chalkoi,,sɔ,one hundred,,sɔ,,marwari
mewari_kalnsas,,sɔ,one hundred,,sɔ,,mewari
hadothi_silori,,sɔ,one hundred,,sɔ,,hadothi
mewati_jakhopur,,sɔ,one hundred,,sɔ,,mewati
hadothi_kelwada,,sɔ,one hundred,,sɔ,,hadothi
hadothi_shyampura,,sɔ,one hundred,,sɔ,,hadothi
dhundari_pathalvas,,sɔ,one hundred,,sɔ,,dhundari
marwari_husangsar,,sɔ,one hundred,,sɔ,,marwari
mewati_hathiya,,sɔ,one hundred,,sɔ,,mewati
mewati_goyla,,sɔ,one hundred,,sɔ,,mewati
hadothi_patera,,sɔ,one hundred,,sɔ,,hadothi
dhundari_badagaon,,sɔ,one hundred,,sɔ,,marwari
mewati_gulpeda,,sɔ,one hundred,,sɔ,,mewati
hadothi_devpura,,sɔ,one hundred,,sɔ,,hadothi
hadothi_kawai,,sɔ,one hundred,,sɔ,,hadothi
mewari_ajmer,,sɔ,one hundred,,sɔ,,mewari
mewari_kishanji,,sɔ,one hundred,,sɔ,,mewari
mewati_chirkana,,sɔ,one hundred,,sɔ,,mewati
mewati_udaka,,sɔ,one hundred,,sɔ,,mewati
dhundari_bhagatpur,,sɔ,one hundred,,sɔ,,dhundari
hadothi_gothda,,sɔ,one hundred,,sɔ,,hadothi
dhundari_chalkoi,,sɔ,one hundred,,sɔ,,dhundari
mewati_jhambaus,,sɔ,one hundred,,sɔ,,mewati
dhundari_bamore,,sɔ,one hundred,,sɔ,,dhundari
bagri_old_abaddi,,sɔ,one hundred,,sɔ,,bagri
dhundari_jorpura,,sɔ,one hundred,,sɔ,,dhundari
bagri_mirzawala,,sɔ,one hundred,,sɔ,,bagri
mewari_kalgav,,sɔ,one hundred,,sɔ,,mewari
mewati_akera,,sɔ,one hundred,,sɔ,,mewati
dhundari_bhagatpur,,sɛjkɐɖa,one hundred,,sɛjkɐɖa,,marwari
dhundari_bhagatpur,,sɛjkʌɖa,one hundred,,sɛjkʌɖa,,dhundari
dhundari_chalkoi,,sʌikʌɖa,one hundred,,sʌikʌɖa,,dhundari
dhundari_deladi,,sʌikʌɖɔ,one hundred,,sʌikʌɖɔ,,dhundari
dhundari_badagaon,,sʌikʌɖɔ,one hundred,,sʌikʌɖɔ,,dhundari
dhundari_bamore,,sʌikʌɖɔ,one hundred,,sʌikʌɖɔ,,dhundari
dhundari_bamore,,sʌikʌɖə,one hundred,,sʌikʌɖə,,dhundari
hadothi_pakkarana,,sẽkɐɖɐ,one hundred,,sẽkɐɖɐ,,hadothi
mewari_hurda,,ɕekɖɐ,one hundred,,ɕekɖɐ,,mewari
mewari_godra,,ɕekəɖɔ,one hundred,,ɕekəɖɔ,,mewari
mewari_dholpura,,ʃɔ,one hundred,,ʃɔ,,mewari
marwari_fatehgarh,,duŋglijɔ,onion,,duŋglijɔ,,marwari
bagri_old_abaddi,,gaɳɖa,onion,,gaɳɖa,,bagri
hadothi_kelwada,,gõt̪ɐj,onion,,gõt̪ɐj,,hadothi
dhundari_badagaon,,gɦaʈija,onion,,gɦaʈija,,marwari
dhundari_badagaon,,gɦʌʈːɪja,onion,,gɦʌʈːɪja,,dhundari
bagri_sardarsahar,,kand̪a,onion,,kand̪a,,bagri
bagri_loonkansar,,kand̪a,onion,,kand̪a,,bagri
bagri_mannaksar,,kand̪a,onion,,kand̪a,,bagri
mewari_padarada,,kand̪ɐ,onion,,kand̪ɐ,,mewari
mewari_kannouj,,kan̪d̪a,onion,,kan̪d̪a,,mewari
mewari_kalgav,,kan̪d̪a,onion,,kan̪d̪a,,mewari
dhundari_badagaon,,kan̪d̪a,onion,,kan̪d̪a,,dhundari
hadothi_devpura,,kan̪d̪a,onion,,kan̪d̪a,,hadothi
dhundari_deladi,,kan̪d̪a,onion,,kan̪d̪a,,dhundari
mewari_kishanji,,kan̪d̪a,onion,,kan̪d̪a,,mewari
mewari_pathera,,kan̪d̪a,onion,,kan̪d̪a,,mewari
hadothi_kawai,,kan̪d̪a,onion,,kan̪d̪a,,hadothi
hadothi_shyampura,,kan̪d̪a,onion,,kan̪d̪a,,hadothi
hadothi_silori,,kan̪d̪a,onion,,kan̪d̪a,,hadothi
hadothi_gothda,,kan̪d̪a,onion,,kan̪d̪a,,hadothi
hadothi_patera,,kan̪d̪a,onion,,kan̪d̪a,,hadothi
hadothi_pakkarana,,kan̪d̪a,onion,,kan̪d̪a,,hadothi
mewari_dholpura,,kan̪d̪a,onion,,kan̪d̪a,,mewari
hadothi_kelwada,,kan̪d̪a,onion,,kan̪d̪a,,hadothi
mewari_bannoda,,kan̪d̪a,onion,,kan̪d̪a,,mewari
hadothi_piplia,,kan̪d̪ɐ,onion,,kan̪d̪ɐ,,hadothi
hadothi_piplia,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,hadothi
mewari_dindoli,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,mewari
mewari_khor,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,mewari
mewari_basad,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,mewari
mewari_gorana,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,mewari
marwari_mukheri,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,marwari
dhundari_bhagatpur,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,dhundari
dhundari_pathalvas,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,dhundari
dhundari_jorpura,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,dhundari
dhundari_bhagatpur,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,marwari
marwari_husangsar,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,marwari
marwari_degana,,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,marwari
mewari_kannouj,,kan̪t̪a,onion,,kan̪t̪a,,mewari
mewari_sangad,,kɐn̪d̪a,onion,,kɐn̪d̪a,,mewari
mewari_kalnsas,,kɐn̪d̪a,onion,,kɐn̪d̪a,,mewari
mewari_eklingpura,,kɐn̪d̪a,onion,,kɐn̪d̪a,,mewari
mewari_hurda,,kɐn̪d̪a,onion,,kɐn̪d̪a,,mewari
dhundari_bamore,,kɐn̪d̪a,onion,,kɐn̪d̪a,,dhundari
dhundari_chalkoi,,kɐn̪d̪a,onion,,kɐn̪d̪a,,marwari
mewari_godra,,kɐn̪d̪a,onion,,kɐn̪d̪a,,mewari
mewari_ajmer,,kɐ̃n̪d̪ɔ,onion,,kɐ̃n̪d̪ɔ,,mewari
mewari_jesingpura,,kɑnd̪o,onion,,kɑnd̪o,,mewari
mewari_bhunyakhedi,,kɑnd̪ɑ,onion,,kɑnd̪ɑ,,mewari
marwari_falna,,kɔd̪a,onion,,kɔd̪a,,marwari
marwari_bagra,,kɔd̪ɔ,onion,,kɔd̪ɔ,,marwari
mewari_khor,,kɔn̪d̪ɐ,onion,,kɔn̪d̪ɐ,,mewari
marwari_kherwa,,kɔn̪d̪ɔ,onion,,kɔn̪d̪ɔ,,marwari
marwari_gomat,,kɔɳɖɐ,onion,,kɔɳɖɐ,,marwari
marwari_gomat,,kɔɳɖɔ,onion,,kɔɳɖɔ,,marwari
marwari_fatehgarh,,kʌndɔ,onion,,kʌndɔ,,marwari
dhundari_chalkoi,,kʌn̪t̪ɐ,onion,,kʌn̪t̪ɐ,,dhundari
marwari_fatehgarh,,kʌɳdʌ,onion,,kʌɳdʌ,,marwari
mewati_udaka,,pjadʒ,onion,,pjadʒ,,mewati
mewati_jhambaus,,pjadʒ,onion,,pjadʒ,,mewati
mewati_jakhopur,,pjadʒ,onion,,pjadʒ,,mewati
mewati_goyla,,pjadʒ,onion,,pjadʒ,,mewati
mewati_akera,,pjadʒ,onion,,pjadʒ,,mewati
mewati_gulpeda,,pjadʒ,onion,,pjadʒ,,mewati
mewati_hathiya,,pjadʒ,onion,,pjadʒ,,mewati
mewati_chirkana,,pjadʒ,onion,,pjadʒ,,mewati
bagri_jamal,,pjadʒjɔ,onion,,pjadʒjɔ,,bagri
bagri_panjkosi,,pjadʒjɔ,onion,,pjadʒjɔ,,bagri
bagri_loonkansar,,pjadʒjɔ,onion,,pjadʒjɔ,,bagri
bagri_lakjikirani,,pjdʒija,onion,,pjdʒija,,bagri
bagri_pallu,,pjdʒija,onion,,pjdʒija,,bagri
bagri_makkasar,,pjɑdʒ,onion,,pjɑdʒ,,bagri
bagri_mirzawala,,pjɑdʒ,onion,,pjɑdʒ,,bagri
bagri_karnigedda,,pjɑdʒ,onion,,pjɑdʒ,,bagri
bagri_fatehabad,,pjɑdʒ,onion,,pjɑdʒ,,bagri
marwari_falna,,hat̪haɭi,palm,,hat̪haɭi,,marwari
bagri_makkasar,,hat̪heɭi,palm,,hat̪heɭi,,bagri
bagri_mirzawala,,hat̪heɭi,palm,,hat̪heɭi,,bagri
mewari_bannoda,,hɐtheli,palm,,hɐtheli,,mewari
marwari_mukheri,,hɐt̪aɭi,palm,,hɐt̪aɭi,,marwari
marwari_husangsar,,hɐt̪aɭi,palm,,hɐt̪aɭi,,marwari
mewari_dindoli,,hɐt̪eli,palm,,hɐt̪eli,,mewari
mewari_basad,,hɐt̪eli,palm,,hɐt̪eli,,mewari
