Koch,,sagu,sky,,sagu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 42, wordlist item 1, site b Nokshi]",,,silkochbd2011:i001:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,goŋ,village,,goŋ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 142, site c Kholchanda]",,,silkochbd2011:i142:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,gram,village,,gram,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 142, site q Uttor Nokshi]",,,silkochbd2011:i142:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,goŋ,village,,goŋ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 142, site r Chandabhoi]",,,silkochbd2011:i142:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,dukat,door,,dukat,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 144, site b Nokshi]",,,silkochbd2011:i144:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,dukat,door,,dukat,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 144, site c Kholchanda]",,,silkochbd2011:i144:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,duar,door,,duar,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 144, site q Uttor Nokshi]",,,silkochbd2011:i144:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,dukat,door,,dukat,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 144, site r Chandabhoi]",,,silkochbd2011:i144:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,kʰokai̯ duar,window,,kʰokai̯ duar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 145, site c Kholchanda]",,,silkochbd2011:i145:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,kokri dʰonda,window,,kokri dʰonda,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 145, site q Uttor Nokshi]",,,silkochbd2011:i145:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,nukʰaraŋ,roof,,nukʰaraŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 146, site b Nokshi]",,,silkochbd2011:i146:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,nukʰuraŋ,roof,,nukʰuraŋ,lexical-similarity group 1 | 3,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 146, site c Kholchanda]",,,silkochbd2011:i146:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tʃal,roof,,tʃal,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 146, site q Uttor Nokshi]",,,silkochbd2011:i146:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,nukʰraŋ,roof,,nukʰraŋ,lexical-similarity group 1 | 3,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 146, site r Chandabhoi]",,,silkochbd2011:i146:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,bɛra,wall (of house),,bɛra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 147, site b Nokshi]",,,silkochbd2011:i147:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,bɛra,wall (of house),,bɛra,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 147, site c Kholchanda]",,,silkochbd2011:i147:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,dolan,wall (of house),,dolan,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 147, site q Uttor Nokshi]",,,silkochbd2011:i147:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,kʰadʒa,wall (of house),,kʰadʒa,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 147, site r Chandabhoi]",,,silkochbd2011:i147:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,balus,pillow,,balus,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 148, site b Nokshi]",,,silkochbd2011:i148:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,baluʃ,pillow,,baluʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 148, site c Kholchanda]",,,silkochbd2011:i148:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,baliʃ,pillow,,baliʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 148, site q Uttor Nokshi]",,,silkochbd2011:i148:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,baliʃ,pillow,,baliʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 148, site r Chandabhoi]",,,silkochbd2011:i148:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,kɔmbol,blanket,,kɔmbol,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 149, site b Nokshi]",,,silkochbd2011:i149:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,kɔmbol,blanket,,kɔmbol,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 149, site c Kholchanda]",,,silkochbd2011:i149:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,kɔmbol,blanket,,kɔmbol,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 149, site q Uttor Nokshi]",,,silkochbd2011:i149:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,kɔmbol,blanket,,kɔmbol,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 51, wordlist item 149, site r Chandabhoi]",,,silkochbd2011:i149:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,antʰi,ring (on finger),,antʰi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 150, site b Nokshi]",,,silkochbd2011:i150:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,antʰi,ring (on finger),,antʰi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 150, site c Kholchanda]",,,silkochbd2011:i150:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,antʰi,ring (on finger),,antʰi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 150, site q Uttor Nokshi]",,,silkochbd2011:i150:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,aŋti,ring (on finger),,aŋti,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 150, site r Chandabhoi]",,,silkochbd2011:i150:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,soka,clothing,,soka,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 151, site b Nokshi]",,,silkochbd2011:i151:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,soka,clothing,,soka,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 151, site c Kholchanda]",,,silkochbd2011:i151:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,ʃoka,clothing,,ʃoka,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 151, site q Uttor Nokshi]",,,silkochbd2011:i151:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,ʃoka,clothing,,ʃoka,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 151, site r Chandabhoi]",,,silkochbd2011:i151:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,paŋkur,medicine,,paŋkur,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 153, site q Uttor Nokshi]",,,silkochbd2011:i153:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,kagodʒ,paper,,kagodʒ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 154, site q Uttor Nokshi]",,,silkochbd2011:i154:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,suʃi,needle,,suʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 155, site b Nokshi]",,,silkochbd2011:i155:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,suʃi,needle,,suʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 155, site c Kholchanda]",,,silkochbd2011:i155:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,bindi,needle,,bindi,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 155, site q Uttor Nokshi]",,,silkochbd2011:i155:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,ʃuʃi,needle,,ʃuʃi,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 155, site r Chandabhoi]",,,silkochbd2011:i155:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,kʰuntiŋ,thread,,kʰuntiŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 156, site b Nokshi]",,,silkochbd2011:i156:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,kʰuntiŋ,thread,,kʰuntiŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 156, site c Kholchanda]",,,silkochbd2011:i156:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,kintiŋ,thread,,kintiŋ,lexical-similarity group 1 | 2,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 156, site q Uttor Nokshi]",,,silkochbd2011:i156:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,kʰuntiŋ,thread,,kʰuntiŋ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 156, site r Chandabhoi]",,,silkochbd2011:i156:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tʃatabari,broom,,tʃatabari,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 157, site q Uttor Nokshi]",,,silkochbd2011:i157:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,kortʃali,spoon (for eating),,kortʃali,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 158, site b Nokshi]",,,silkochbd2011:i158:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,kortʃila,spoon (for eating),,kortʃila,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 158, site c Kholchanda]",,,silkochbd2011:i158:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,kortʃali,spoon (for eating),,kortʃali,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 158, site q Uttor Nokshi]",,,silkochbd2011:i158:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tʃamotʃ,spoon (for eating),,tʃamotʃ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 158, site r Chandabhoi]",,,silkochbd2011:i158:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,hatur,hammer,,hatur,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 160, site b Nokshi]",,,silkochbd2011:i160:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,hatur,hammer,,hatur,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 160, site c Kholchanda]",,,silkochbd2011:i160:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,hatur,hammer,,hatur,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 160, site q Uttor Nokshi]",,,silkochbd2011:i160:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,hatur,hammer,,hatur,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 160, site r Chandabhoi]",,,silkochbd2011:i160:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,wakɛŋ,axe,,wakɛŋ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 161, site b Nokshi]",,,silkochbd2011:i161:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,wakɛŋ,axe,,wakɛŋ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 161, site c Kholchanda]",,,silkochbd2011:i161:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,ruwa,axe,,ruwa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 161, site q Uttor Nokshi]",,,silkochbd2011:i161:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,wakɛŋ,axe,,wakɛŋ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 161, site r Chandabhoi]",,,silkochbd2011:i161:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,dʰonuk,bow,,dʰonuk,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 162, site b Nokshi]",,,silkochbd2011:i162:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,dʰonuk,bow,,dʰonuk,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 162, site c Kholchanda]",,,silkochbd2011:i162:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,dʰonuk,bow,,dʰonuk,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 162, site q Uttor Nokshi]",,,silkochbd2011:i162:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,dʰonuk,bow,,dʰonuk,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 162, site r Chandabhoi]",,,silkochbd2011:i162:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tir,arrow,,tir,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 163, site b Nokshi]",,,silkochbd2011:i163:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tir,arrow,,tir,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 163, site c Kholchanda]",,,silkochbd2011:i163:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tir,arrow,,tir,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 163, site q Uttor Nokshi]",,,silkochbd2011:i163:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tir,arrow,,tir,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 163, site r Chandabhoi]",,,silkochbd2011:i163:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,tʃɛwal,spear,,tʃɛwal,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 164, site b Nokshi]",,,silkochbd2011:i164:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,tʃɛwal,spear,,tʃɛwal,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 164, site c Kholchanda]",,,silkochbd2011:i164:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,tʃɛwal,spear,,tʃɛwal,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 164, site q Uttor Nokshi]",,,silkochbd2011:i164:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,tʃɛwal,spear,,tʃɛwal,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 164, site r Chandabhoi]",,,silkochbd2011:i164:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,war,fire,,war,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 165, site b Nokshi]",,,silkochbd2011:i165:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,war,fire,,war,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 165, site c Kholchanda]",,,silkochbd2011:i165:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,war,fire,,war,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 165, site q Uttor Nokshi]",,,silkochbd2011:i165:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,war,fire,,war,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 165, site r Chandabhoi]",,,silkochbd2011:i165:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,warkʰu,smoke,,warkʰu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 167, site b Nokshi]",,,silkochbd2011:i167:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,warkʰu,smoke,,warkʰu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 167, site c Kholchanda]",,,silkochbd2011:i167:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,dʰumʌ,smoke,,dʰumʌ,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 167, site q Uttor Nokshi]",,,silkochbd2011:i167:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,warkʰu,smoke,,warkʰu,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 52, wordlist item 167, site r Chandabhoi]",,,silkochbd2011:i167:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,mombati,candle,,mombati,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 168, site b Nokshi]",,,silkochbd2011:i168:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,mombati,candle,,mombati,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 168, site c Kholchanda]",,,silkochbd2011:i168:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,mombati,candle,,mombati,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 168, site q Uttor Nokshi]",,,silkochbd2011:i168:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,mombati,candle,,mombati,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 168, site r Chandabhoi]",,,silkochbd2011:i168:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,nau̯ka,boat,,nau̯ka,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 169, site b Nokshi]",,,silkochbd2011:i169:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,nau̯ka,boat,,nau̯ka,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 169, site c Kholchanda]",,,silkochbd2011:i169:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,nau̯ka,boat,,nau̯ka,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 169, site q Uttor Nokshi]",,,silkochbd2011:i169:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,nou̯ka,boat,,nou̯ka,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 169, site r Chandabhoi]",,,silkochbd2011:i169:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,lam,road,,lam,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 170, site b Nokshi]",,,silkochbd2011:i170:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,lam,road,,lam,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 170, site c Kholchanda]",,,silkochbd2011:i170:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,lam,road,,lam,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 170, site q Uttor Nokshi]",,,silkochbd2011:i170:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,lam,road,,lam,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 170, site r Chandabhoi]",,,silkochbd2011:i170:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,lai̯,to go,,lai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 172, site b Nokshi]",,,silkochbd2011:i172:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,lai̯,to go,,lai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 172, site c Kholchanda]",,,silkochbd2011:i172:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
Koch,,lai̯,to go,,lai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 172, site q Uttor Nokshi]",,,silkochbd2011:i172:q:1,,,,dialect:Koch:kochbd2011-q-uttor-nokshi:Uttor%20Nokshi%20%28Chapra%20Koch%29
Koch,,lai̯,to go,,lai̯,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 172, site r Chandabhoi]",,,silkochbd2011:i172:r:1,,,,dialect:Koch:kochbd2011-r-chandabhoi:Chandabhoi%20%28Tintekiya%20Koch%29
Koch,,pʰai̯na,to come,,pʰai̯na,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 173, site b Nokshi]",,,silkochbd2011:i173:b:1,,,,dialect:Koch:kochbd2011-b-nokshi:Nokshi%20%28Tintekiya%20Koch%29
Koch,,pʰai̯na,to come,,pʰai̯na,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kochbd[p. 53, wordlist item 173, site c Kholchanda]",,,silkochbd2011:i173:c:1,,,,dialect:Koch:kochbd2011-c-kholchanda:Kholchanda%20%28Tintekiya%20Koch%29
