humla_til,,zuwu,body,,zuwu,,devries2020humla[p. 49],,,humla:1:til:1
humla_yalbang,,tsʰa,salt,,tsʰa,,devries2020humla[p. 55],,,humla:80:yalbang:1
humla_kermi,,tsʰa,salt,,tsʰa,,devries2020humla[p. 55],,,humla:80:kermi:1
humla_yakpa,,tsʰa,salt,,tsʰa,,devries2020humla[p. 55],,,humla:80:yakpa:1
humla_bargaun,,tsʰa,salt,,tsʰa,,devries2020humla[p. 55],,,humla:80:bargaun:1
humla_dojam,,tsʰa,salt,,tsʰa,,devries2020humla[p. 55],,,humla:80:dojam:1
humla_til,,ʃia,meat,,ʃia,,devries2020humla[p. 55],,,humla:81:til:1
humla_muchu,,ʃa,meat,,ʃa,,devries2020humla[p. 55],,,humla:81:muchu:1
humla_yalbang,,ʃⁱa,meat,,ʃⁱa,,devries2020humla[p. 55],,,humla:81:yalbang:1
humla_kermi,,ʃia,meat,,ʃia,,devries2020humla[p. 55],,,humla:81:kermi:1
humla_yakpa,,ʃa,meat,,ʃa,,devries2020humla[p. 55],,,humla:81:yakpa:1
humla_bargaun,,ʃⁱa,meat,,ʃⁱa,,devries2020humla[p. 55],,,humla:81:bargaun:1
humla_dojam,,ʃa,meat,,ʃa,,devries2020humla[p. 55],,,humla:81:dojam:1
humla_til,,tsɪluk,fat,,tsɪluk,,devries2020humla[p. 55],,,humla:82:til:1
humla_muchu,,tsilup̚,fat,,tsilup̚,,devries2020humla[p. 55],,,humla:82:muchu:1
humla_yalbang,,tselu,fat,,tselu,,devries2020humla[p. 55],,,humla:82:yalbang:1
humla_kermi,,tselu,fat,,tselu,,devries2020humla[p. 55],,,humla:82:kermi:1
humla_yakpa,,tsʰɪlu,fat,,tsʰɪlu,,devries2020humla[p. 55],,,humla:82:yakpa:1
humla_bargaun,,tsɪlu,fat,,tsɪlu,,devries2020humla[p. 55],,,humla:82:bargaun:1
humla_dojam,,tsʰilu,fat,,tsʰilu,,devries2020humla[p. 55],,,humla:82:dojam:1
humla_til,,ɲⁱa,fish,,ɲⁱa,,devries2020humla[p. 55],,,humla:83:til:1
humla_muchu,,ɲa,fish,,ɲa,,devries2020humla[p. 55],,,humla:83:muchu:1
humla_yalbang,,ɲa,fish,,ɲa,,devries2020humla[p. 55],,,humla:83:yalbang:1
humla_kermi,,ɲia,fish,,ɲia,,devries2020humla[p. 55],,,humla:83:kermi:1
humla_yakpa,,ɲa,fish,,ɲa,,devries2020humla[p. 55],,,humla:83:yakpa:1
humla_bargaun,,ɲⁱa,fish,,ɲⁱa,,devries2020humla[p. 55],,,humla:83:bargaun:1
humla_dojam,,ɲⁱa,fish,,ɲⁱa,,devries2020humla[p. 55],,,humla:83:dojam:1
humla_til,,tsʲʰau,chicken (gen.),,tsʲʰau,,devries2020humla[p. 55],,,humla:84:til:1
humla_muchu,,tsʲau,chicken (gen.),,tsʲau,,devries2020humla[p. 55],,,humla:84:muchu:1
humla_yalbang,,tsʲʰau,chicken (gen.),,tsʲʰau,,devries2020humla[p. 55],,,humla:84:yalbang:1
humla_kermi,,tsʲʰau,chicken (gen.),,tsʲʰau,,devries2020humla[p. 55],,,humla:84:kermi:1
humla_yakpa,,tsʲaũ,chicken (gen.),,tsʲaũ,,devries2020humla[p. 55],,,humla:84:yakpa:1
humla_bargaun,,tsʲaũ,chicken (gen.),,tsʲaũ,,devries2020humla[p. 55],,,humla:84:bargaun:1
humla_dojam,,tsʲaũ,chicken (gen.),,tsʲaũ,,devries2020humla[p. 55],,,humla:84:dojam:1
humla_til,,goã,egg,,goã,,devries2020humla[p. 56],,,humla:85:til:1
humla_muchu,,gõ,egg,,gõ,,devries2020humla[p. 56],,,humla:85:muchu:1
humla_yalbang,,gõã,egg,,gõã,,devries2020humla[p. 56],,,humla:85:yalbang:1
humla_kermi,,gõ,egg,,gõ,,devries2020humla[p. 56],,,humla:85:kermi:1
humla_yakpa,,kõa,egg,,kõa,,devries2020humla[p. 56],,,humla:85:yakpa:1
humla_bargaun,,gõã,egg,,gõã,,devries2020humla[p. 56],,,humla:85:bargaun:1
humla_dojam,,gõ,egg,,gõ,,devries2020humla[p. 56],,,humla:85:dojam:1
humla_til,,palaŋ,cow,,palaŋ,,devries2020humla[p. 56],,,humla:86:til:1
humla_muchu,,palaŋ,cow,,palaŋ,,devries2020humla[p. 56],,,humla:86:muchu:1
humla_yalbang,,palaŋ,cow,,palaŋ,,devries2020humla[p. 56],,,humla:86:yalbang:1
humla_kermi,,palaŋ,cow,,palaŋ,,devries2020humla[p. 56],,,humla:86:kermi:1
humla_yakpa,,palaŋ,cow,,palaŋ,,devries2020humla[p. 56],,,humla:86:yakpa:1
humla_bargaun,,palaŋ,cow,,palaŋ,,devries2020humla[p. 56],,,humla:86:bargaun:1
humla_dojam,,palaŋ,cow,,palaŋ,,devries2020humla[p. 56],,,humla:86:dojam:1
humla_til,,mae,buffalo,,mae,,devries2020humla[p. 56],,,humla:87:til:1
humla_muchu,,mai,buffalo,,mai,,devries2020humla[p. 56],,,humla:87:muchu:1
humla_yalbang,,mai,buffalo,,mai,,devries2020humla[p. 56],,,humla:87:yalbang:1
humla_kermi,,mai,buffalo,,mai,,devries2020humla[p. 56],,,humla:87:kermi:1
humla_yakpa,,mai,buffalo,,mai,,devries2020humla[p. 56],,,humla:87:yakpa:1
humla_bargaun,,mai,buffalo,,mai,,devries2020humla[p. 56],,,humla:87:bargaun:1
humla_dojam,,mai,buffalo,,mai,,devries2020humla[p. 56],,,humla:87:dojam:1
humla_til,,ɦoa,milk,,ɦoa,,devries2020humla[p. 56],,,humla:88:til:1
humla_muchu,,ɦo,milk,,ɦo,,devries2020humla[p. 56],,,humla:88:muchu:1
humla_yalbang,,ɦõ,milk,,ɦõ,,devries2020humla[p. 56],,,humla:88:yalbang:1
humla_kermi,,ɦo,milk,,ɦo,,devries2020humla[p. 56],,,humla:88:kermi:1
humla_yakpa,,ɦõ,milk,,ɦõ,,devries2020humla[p. 56],,,humla:88:yakpa:1
humla_bargaun,,ɦõã,milk,,ɦõã,,devries2020humla[p. 56],,,humla:88:bargaun:1
humla_dojam,,homa,milk,,homa,,devries2020humla[p. 56],,,humla:88:dojam:1
humla_til,,radʲok̚,horn,,radʲok̚,,devries2020humla[p. 56],,,humla:89:til:1
humla_muchu,,racok̚,horn,,racok̚,,devries2020humla[p. 56],,,humla:89:muchu:1
humla_yalbang,,ratʲu,horn,,ratʲu,,devries2020humla[p. 56],,,humla:89:yalbang:1
humla_kermi,,rai,horn,,rai,,devries2020humla[p. 56],,,humla:89:kermi:1
humla_yakpa,,rai,horn,,rai,,devries2020humla[p. 56],,,humla:89:yakpa:1
humla_bargaun,,raʒu,horn,,raʒu,,devries2020humla[p. 56],,,humla:89:bargaun:1
humla_dojam,,raˑʒo,horn,,raˑʒo,,devries2020humla[p. 56],,,humla:89:dojam:1
humla_til,,ŋã,tail,,ŋã,,devries2020humla[p. 56],,,humla:90:til:1
humla_muchu,,ŋã,tail,,ŋã,,devries2020humla[p. 56],,,humla:90:muchu:1
humla_yalbang,,ŋã,tail,,ŋã,,devries2020humla[p. 56],,,humla:90:yalbang:1
humla_kermi,,ŋã,tail,,ŋã,,devries2020humla[p. 56],,,humla:90:kermi:1
humla_yakpa,,ŋã,tail,,ŋã,,devries2020humla[p. 56],,,humla:90:yakpa:1
humla_bargaun,,ŋã,tail,,ŋã,,devries2020humla[p. 56],,,humla:90:bargaun:1
humla_dojam,,ŋãma,tail,,ŋãma,,devries2020humla[p. 56],,,humla:90:dojam:1
humla_til,,ra,goat (gen.),,ra,,devries2020humla[p. 56],,,humla:91:til:1
humla_muchu,,ra,goat (gen.),,ra,,devries2020humla[p. 56],,,humla:91:muchu:1
humla_yalbang,,ra,goat (gen.),,ra,,devries2020humla[p. 56],,,humla:91:yalbang:1
humla_kermi,,ra,goat (gen.),,ra,,devries2020humla[p. 56],,,humla:91:kermi:1
humla_yakpa,,ra,goat (gen.),,ra,,devries2020humla[p. 56],,,humla:91:yakpa:1
humla_bargaun,,ra,goat (gen.),,ra,,devries2020humla[p. 56],,,humla:91:bargaun:1
humla_dojam,,ra,goat (gen.),,ra,,devries2020humla[p. 56],,,humla:91:dojam:1
humla_til,,luk,sheep (gen.),,luk,,devries2020humla[p. 56],,,humla:92:til:1
humla_muchu,,luk̚,sheep (gen.),,luk̚,,devries2020humla[p. 56],,,humla:92:muchu:1
humla_yalbang,,luk,sheep (gen.),,luk,,devries2020humla[p. 56],,,humla:92:yalbang:1
humla_kermi,,luk,sheep (gen.),,luk,,devries2020humla[p. 56],,,humla:92:kermi:1
humla_yakpa,,luk̚,sheep (gen.),,luk̚,,devries2020humla[p. 56],,,humla:92:yakpa:1
humla_bargaun,,luk,sheep (gen.),,luk,,devries2020humla[p. 56],,,humla:92:bargaun:1
humla_dojam,,luk,sheep (gen.),,luk,,devries2020humla[p. 56],,,humla:92:dojam:1
humla_til,,kʲʰi,dog,,kʲʰi,,devries2020humla[p. 56],,,humla:93:til:1
humla_muchu,,ci,dog,,ci,,devries2020humla[p. 56],,,humla:93:muchu:1
humla_yalbang,,ci,dog,,ci,,devries2020humla[p. 56],,,humla:93:yalbang:1
humla_kermi,,kʰi,dog,,kʰi,,devries2020humla[p. 56],,,humla:93:kermi:1
humla_yakpa,,cʰi,dog,,cʰi,,devries2020humla[p. 56],,,humla:93:yakpa:1
humla_bargaun,,cʰi,dog,,cʰi,,devries2020humla[p. 56],,,humla:93:bargaun:1
humla_dojam,,cʰi,dog,,cʰi,,devries2020humla[p. 56],,,humla:93:dojam:1
humla_til,,ɖul,snake,,ɖul,,devries2020humla[p. 56],,,humla:94:til:1
humla_muchu,,ɖul,snake,,ɖul,,devries2020humla[p. 56],,,humla:94:muchu:1
humla_yalbang,,ɖʰul,snake,,ɖʰul,,devries2020humla[p. 56],,,humla:94:yalbang:1
humla_kermi,,ɖul,snake,,ɖul,,devries2020humla[p. 56],,,humla:94:kermi:1
humla_yakpa,,ɖul,snake,,ɖul,,devries2020humla[p. 56],,,humla:94:yakpa:1
humla_bargaun,,ɖul,snake,,ɖul,,devries2020humla[p. 56],,,humla:94:bargaun:1
humla_dojam,,rul,snake,,rul,,devries2020humla[p. 56],,,humla:94:dojam:1
humla_til,,ʈiu,monkey,,ʈiu,,devries2020humla[p. 56],,,humla:95:til:1
humla_muchu,,ʈiu,monkey,,ʈiu,,devries2020humla[p. 56],,,humla:95:muchu:1
humla_yalbang,,ʈiu,monkey,,ʈiu,,devries2020humla[p. 56],,,humla:95:yalbang:1
humla_kermi,,ʈiu,monkey,,ʈiu,,devries2020humla[p. 56],,,humla:95:kermi:1
humla_yakpa,,riu,monkey,,riu,,devries2020humla[p. 56],,,humla:95:yakpa:1
humla_bargaun,,ʈiu,monkey,,ʈiu,,devries2020humla[p. 56],,,humla:95:bargaun:1
humla_dojam,,ʃiu,monkey,,ʃiu,,devries2020humla[p. 56],,,humla:95:dojam:1
humla_til,,ɖaŋma,fly,,ɖaŋma,,devries2020humla[p. 56],,,humla:96:til:1
humla_muchu,,ɖaŋma,fly,,ɖaŋma,,devries2020humla[p. 56],,,humla:96:muchu:1
humla_yalbang,,ɖaŋma,fly,,ɖaŋma,,devries2020humla[p. 56],,,humla:96:yalbang:1
humla_kermi,,ɖoŋma,fly,,ɖoŋma,,devries2020humla[p. 56],,,humla:96:kermi:1
humla_yakpa,,ɖaŋma,fly,,ɖaŋma,,devries2020humla[p. 56],,,humla:96:yakpa:1
humla_bargaun,,ɖoŋ,fly,,ɖoŋ,,devries2020humla[p. 56],,,humla:96:bargaun:1
humla_dojam,,remjakpa,fly,,remjakpa,,devries2020humla[p. 56],,,humla:96:dojam:1
humla_til,,ʈãjɛkpa,ant,,ʈãjɛkpa,,devries2020humla[p. 57],,,humla:97:til:1
humla_muchu,,ʈẽbu,ant,,ʈẽbu,,devries2020humla[p. 57],,,humla:97:muchu:1
humla_yalbang,,ʈẽbũ,ant,,ʈẽbũ,,devries2020humla[p. 57],,,humla:97:yalbang:1
humla_kermi,,tsʲãrakpa,ant,,tsʲãrakpa,,devries2020humla[p. 57],,,humla:97:kermi:1
humla_yakpa,,tsʲarakpa,ant,,tsʲarakpa,,devries2020humla[p. 57],,,humla:97:yakpa:1
humla_bargaun,,ʈãmu,ant,,ʈãmu,,devries2020humla[p. 57],,,humla:97:bargaun:1
humla_dojam,,tẽmjakpa,ant,,tẽmjakpa,,devries2020humla[p. 57],,,humla:97:dojam:1
humla_til,,paulia,spider,,paulia,,devries2020humla[p. 57],,,humla:98:til:1
humla_muchu,,balba,spider,,balba,,devries2020humla[p. 57],,,humla:98:muchu:1
humla_yalbang,,pabla,spider,,pabla,,devries2020humla[p. 57],,,humla:98:yalbang:1
humla_kermi,,papla,spider,,papla,,devries2020humla[p. 57],,,humla:98:kermi:1
humla_yakpa,,palba,spider,,palba,,devries2020humla[p. 57],,,humla:98:yakpa:1
humla_bargaun,,labʌmʒe,spider,,labʌmʒe,,devries2020humla[p. 57],,,humla:98:bargaun:1
humla_dojam,,pamlai,spider,,pamlai,,devries2020humla[p. 57],,,humla:98:dojam:1
humla_til,,miŋ,name,,miŋ,,devries2020humla[p. 57],,,humla:99:til:1
humla_muchu,,min,name,,min,,devries2020humla[p. 57],,,humla:99:muchu:1
humla_yalbang,,min̪,name,,min̪,,devries2020humla[p. 57],,,humla:99:yalbang:1
humla_kermi,,min,name,,min,,devries2020humla[p. 57],,,humla:99:kermi:1
humla_yakpa,,min̪,name,,min̪,,devries2020humla[p. 57],,,humla:99:yakpa:1
humla_bargaun,,miŋ,name,,miŋ,,devries2020humla[p. 57],,,humla:99:bargaun:1
humla_dojam,,min̪,name,,min̪,,devries2020humla[p. 57],,,humla:99:dojam:1
humla_til,,pʰosar,man,,pʰosar,,devries2020humla[p. 57],,,humla:100:til:1
humla_muchu,,tʰu,man,,tʰu,,devries2020humla[p. 57],,,humla:100:muchu:1
humla_yalbang,,tu,man,,tu,,devries2020humla[p. 57],,,humla:100:yalbang:1
humla_kermi,,piza,man,,piza,,devries2020humla[p. 57],,,humla:100:kermi:1
humla_yakpa,,piza,man,,piza,,devries2020humla[p. 57],,,humla:100:yakpa:1
humla_bargaun,,puʒa,man,,puʒa,,devries2020humla[p. 57],,,humla:100:bargaun:1
humla_dojam,,pʰipso,man,,pʰipso,,devries2020humla[p. 57],,,humla:100:dojam:1
humla_til,,põː,woman,,põː,,devries2020humla[p. 57],,,humla:101:til:1
humla_muchu,,põ,woman,,põ,,devries2020humla[p. 57],,,humla:101:muchu:1
humla_yalbang,,põ,woman,,põ,,devries2020humla[p. 57],,,humla:101:yalbang:1
humla_kermi,,põ,woman,,põ,,devries2020humla[p. 57],,,humla:101:kermi:1
humla_yakpa,,põ,woman,,põ,,devries2020humla[p. 57],,,humla:101:yakpa:1
humla_bargaun,,põ,woman,,põ,,devries2020humla[p. 57],,,humla:101:bargaun:1
humla_dojam,,pompʰʌ,woman,,pompʰʌ,,devries2020humla[p. 57],,,humla:101:dojam:1
humla_til,,ʈua,baby,,ʈua,,devries2020humla[p. 57],,,humla:102:til:1
humla_muchu,,tuka,baby,,tuka,,devries2020humla[p. 57],,,humla:102:muchu:1
humla_yalbang,,ʈuka,baby,,ʈuka,,devries2020humla[p. 57],,,humla:102:yalbang:1
humla_kermi,,ʈuo,baby,,ʈuo,,devries2020humla[p. 57],,,humla:102:kermi:1
humla_yakpa,,tugu,baby,,tugu,,devries2020humla[p. 57],,,humla:102:yakpa:1
humla_bargaun,,kãta,baby,,kãta,,devries2020humla[p. 57],,,humla:102:bargaun:1
humla_dojam,,ʈugu,baby,,ʈugu,,devries2020humla[p. 57],,,humla:102:dojam:1
humla_til,,ou,father,,ou,,devries2020humla[p. 57],,,humla:103:til:1
humla_muchu,,aʰja,father,,aʰja,,devries2020humla[p. 57],,,humla:103:muchu:1
humla_yalbang,,aija,father,,aija,,devries2020humla[p. 57],,,humla:103:yalbang:1
humla_kermi,,hawa,father,,hawa,,devries2020humla[p. 57],,,humla:103:kermi:1
humla_yakpa,,awa,father,,awa,,devries2020humla[p. 57],,,humla:103:yakpa:1
humla_bargaun,,aⁱja,father,,aⁱja,,devries2020humla[p. 57],,,humla:103:bargaun:1
humla_dojam,,aⁱja,father,,aⁱja,,devries2020humla[p. 57],,,humla:103:dojam:1
humla_til,,ãː,mother,,ãː,,devries2020humla[p. 57],,,humla:104:til:1
humla_muchu,,ã,mother,,ã,,devries2020humla[p. 57],,,humla:104:muchu:1
humla_yalbang,,ã,mother,,ã,,devries2020humla[p. 57],,,humla:104:yalbang:1
humla_kermi,,ãː,mother,,ãː,,devries2020humla[p. 57],,,humla:104:kermi:1
humla_yakpa,,ãː,mother,,ãː,,devries2020humla[p. 57],,,humla:104:yakpa:1
humla_bargaun,,ãː,mother,,ãː,,devries2020humla[p. 57],,,humla:104:bargaun:1
humla_dojam,,ama,mother,,ama,,devries2020humla[p. 57],,,humla:104:dojam:1
humla_til,,au,older brother,,au,,devries2020humla[p. 57],,,humla:105:til:1
humla_muchu,,azʲu,older brother,,azʲu,,devries2020humla[p. 57],,,humla:105:muchu:1
humla_yalbang,,azʲu,older brother,,azʲu,,devries2020humla[p. 57],,,humla:105:yalbang:1
humla_kermi,,ai,older brother,,ai,,devries2020humla[p. 57],,,humla:105:kermi:1
humla_yakpa,,ai,older brother,,ai,,devries2020humla[p. 57],,,humla:105:yakpa:1
humla_bargaun,,azʲu,older brother,,azʲu,,devries2020humla[p. 57],,,humla:105:bargaun:1
humla_dojam,,ajo,older brother,,ajo,,devries2020humla[p. 57],,,humla:105:dojam:1
humla_til,,nõː,younger brother,,nõː,,devries2020humla[p. 57],,,humla:106:til:1
humla_muchu,,nɔ̃,younger brother,,nɔ̃,,devries2020humla[p. 57],,,humla:106:muchu:1
humla_yalbang,,nã,younger brother,,nã,,devries2020humla[p. 57],,,humla:106:yalbang:1
humla_kermi,,nũ,younger brother,,nũ,,devries2020humla[p. 57],,,humla:106:kermi:1
humla_yakpa,,nũ,younger brother,,nũ,,devries2020humla[p. 57],,,humla:106:yakpa:1
humla_bargaun,,nõ,younger brother,,nõ,,devries2020humla[p. 57],,,humla:106:bargaun:1
humla_dojam,,nõː,younger brother,,nõː,,devries2020humla[p. 57],,,humla:106:dojam:1
humla_til,,ei,older sister,,ei,,devries2020humla[p. 57],,,humla:107:til:1
humla_muchu,,iː,older sister,,iː,,devries2020humla[p. 57],,,humla:107:muchu:1
humla_yalbang,,eʒi,older sister,,eʒi,,devries2020humla[p. 57],,,humla:107:yalbang:1
humla_kermi,,iː,older sister,,iː,,devries2020humla[p. 57],,,humla:107:kermi:1
humla_yakpa,,ei,older sister,,ei,,devries2020humla[p. 57],,,humla:107:yakpa:1
humla_bargaun,,aʒi,older sister,,aʒi,,devries2020humla[p. 57],,,humla:107:bargaun:1
humla_dojam,,ʌʒi,older sister,,ʌʒi,,devries2020humla[p. 57],,,humla:107:dojam:1
humla_til,,nõː,younger sister,,nõː,,devries2020humla[p. 57],,,humla:108:til:1
humla_muchu,,nũ,younger sister,,nũ,,devries2020humla[p. 57],,,humla:108:muchu:1
humla_yalbang,,nũ,younger sister,,nũ,,devries2020humla[p. 57],,,humla:108:yalbang:1
humla_kermi,,nũ,younger sister,,nũ,,devries2020humla[p. 57],,,humla:108:kermi:1
humla_yakpa,,nõ,younger sister,,nõ,,devries2020humla[p. 57],,,humla:108:yakpa:1
humla_bargaun,,nõː,younger sister,,nõː,,devries2020humla[p. 57],,,humla:108:bargaun:1
humla_dojam,,numu,younger sister,,numu,,devries2020humla[p. 57],,,humla:108:dojam:1
humla_til,,ʈu,son,,ʈu,,devries2020humla[p. 58],,,humla:109:til:1
humla_muchu,,ʈu,son,,ʈu,,devries2020humla[p. 58],,,humla:109:muchu:1
humla_yalbang,,ʈũ,son,,ʈũ,,devries2020humla[p. 58],,,humla:109:yalbang:1
humla_kermi,,piza,son,,piza,,devries2020humla[p. 58],,,humla:109:kermi:1
humla_yakpa,,piza,son,,piza,,devries2020humla[p. 58],,,humla:109:yakpa:1
humla_bargaun,,puʒa,son,,puʒa,,devries2020humla[p. 58],,,humla:109:bargaun:1
humla_dojam,,piza,son,,piza,,devries2020humla[p. 58],,,humla:109:dojam:1
humla_til,,põː,daughter,,põː,,devries2020humla[p. 58],,,humla:110:til:1
humla_muchu,,põ,daughter,,põ,,devries2020humla[p. 58],,,humla:110:muchu:1
humla_yalbang,,põ,daughter,,põ,,devries2020humla[p. 58],,,humla:110:yalbang:1
humla_kermi,,põ,daughter,,põ,,devries2020humla[p. 58],,,humla:110:kermi:1
humla_yakpa,,põ,daughter,,põ,,devries2020humla[p. 58],,,humla:110:yakpa:1
humla_bargaun,,põ,daughter,,põ,,devries2020humla[p. 58],,,humla:110:bargaun:1
humla_dojam,,pomu,daughter,,pomu,,devries2020humla[p. 58],,,humla:110:dojam:1
humla_til,,makpa,husband,,makpa,,devries2020humla[p. 58],,,humla:111:til:1
humla_muchu,,coka,husband,,coka,,devries2020humla[p. 58],,,humla:111:muchu:1
humla_yalbang,,makpa,husband,,makpa,,devries2020humla[p. 58],,,humla:111:yalbang:1
humla_kermi,,makpa,husband,,makpa,,devries2020humla[p. 58],,,humla:111:kermi:1
humla_yakpa,,kitʲal,husband,,kitʲal,,devries2020humla[p. 58],,,humla:111:yakpa:1
humla_bargaun,,makpa,husband,,makpa,,devries2020humla[p. 58],,,humla:111:bargaun:1
humla_dojam,,kʰimʒaŋ,husband,,kʰimʒaŋ,,devries2020humla[p. 58],,,humla:111:dojam:1
humla_til,,na,wife,,na,,devries2020humla[p. 58],,,humla:112:til:1
humla_muchu,,cemʒama,wife,,cemʒama,,devries2020humla[p. 58],,,humla:112:muchu:1
humla_yalbang,,na,wife,,na,,devries2020humla[p. 58],,,humla:112:yalbang:1
humla_kermi,,na,wife,,na,,devries2020humla[p. 58],,,humla:112:kermi:1
humla_yakpa,,paŋma,wife,,paŋma,,devries2020humla[p. 58],,,humla:112:yakpa:1
humla_bargaun,,paŋma,wife,,paŋma,,devries2020humla[p. 58],,,humla:112:bargaun:1
humla_dojam,,kʰimʒaŋmu,wife,,kʰimʒaŋmu,,devries2020humla[p. 58],,,humla:112:dojam:1
humla_til,,piza,boy (<15 yrs),,piza,,devries2020humla[p. 58],,,humla:113:til:1
humla_muchu,,ʈuʈuka,boy (<15 yrs),,ʈuʈuka,,devries2020humla[p. 58],,,humla:113:muchu:1
humla_yalbang,,nã,boy (<15 yrs),,nã,,devries2020humla[p. 58],,,humla:113:yalbang:1
humla_kermi,,piza,boy (<15 yrs),,piza,,devries2020humla[p. 58],,,humla:113:kermi:1
humla_yakpa,,tsʲoktɔŋ,boy (<15 yrs),,tsʲoktɔŋ,,devries2020humla[p. 58],,,humla:113:yakpa:1
humla_bargaun,,caktuŋ,boy (<15 yrs),,caktuŋ,,devries2020humla[p. 58],,,humla:113:bargaun:1
humla_dojam,,piza,boy (<15 yrs),,piza,,devries2020humla[p. 58],,,humla:113:dojam:1
humla_til,,põː,girl (<15 yrs),,põː,,devries2020humla[p. 58],,,humla:114:til:1
humla_muchu,,põ,girl (<15 yrs),,põ,,devries2020humla[p. 58],,,humla:114:muchu:1
humla_muchu,,ʈuka,girl (<15 yrs),,ʈuka,,devries2020humla[p. 58],,,humla:114:muchu:2
humla_yalbang,,nũ,girl (<15 yrs),,nũ,,devries2020humla[p. 58],,,humla:114:yalbang:1
humla_kermi,,põ,girl (<15 yrs),,põ,,devries2020humla[p. 58],,,humla:114:kermi:1
humla_yakpa,,najuŋ,girl (<15 yrs),,najuŋ,,devries2020humla[p. 58],,,humla:114:yakpa:1
humla_bargaun,,pũ,girl (<15 yrs),,pũ,,devries2020humla[p. 58],,,humla:114:bargaun:1
humla_dojam,,pomu,girl (<15 yrs),,pomu,,devries2020humla[p. 58],,,humla:114:dojam:1
humla_til,,ɕak,day,,ɕak,,devries2020humla[p. 58],,,humla:115:til:1
humla_muchu,,ʃak,day,,ʃak,,devries2020humla[p. 58],,,humla:115:muchu:1
humla_yalbang,,ʃak,day,,ʃak,,devries2020humla[p. 58],,,humla:115:yalbang:1
humla_kermi,,ʃak,day,,ʃak,,devries2020humla[p. 58],,,humla:115:kermi:1
humla_yakpa,,ʃak,day,,ʃak,,devries2020humla[p. 58],,,humla:115:yakpa:1
humla_bargaun,,ɕak,day,,ɕak,,devries2020humla[p. 58],,,humla:115:bargaun:1
humla_dojam,,jak,day,,jak,,devries2020humla[p. 58],,,humla:115:dojam:1
humla_til,,tsʰamỹn,night,,tsʰamỹn,,devries2020humla[p. 58],,,humla:116:til:1
humla_muchu,,tʃɛmɪn,night,,tʃɛmɪn,,devries2020humla[p. 58],,,humla:116:muchu:1
humla_yalbang,,tsʰamɪn,night,,tsʰamɪn,,devries2020humla[p. 58],,,humla:116:yalbang:1
humla_kermi,,tsʰamɪn,night,,tsʰamɪn,,devries2020humla[p. 58],,,humla:116:kermi:1
humla_yakpa,,tsʰamỹn,night,,tsʰamỹn,,devries2020humla[p. 58],,,humla:116:yakpa:1
humla_bargaun,,tsʰamỹn,night,,tsʰamỹn,,devries2020humla[p. 58],,,humla:116:bargaun:1
humla_dojam,,tsʰamʏn,night,,tsʰamʏn,,devries2020humla[p. 58],,,humla:116:dojam:1
humla_til,,nemeʔ,morning,,nemeʔ,,devries2020humla[p. 58],,,humla:117:til:1
humla_muchu,,ʃokle,morning,,ʃokle,,devries2020humla[p. 58],,,humla:117:muchu:1
humla_yalbang,,ʃaklai,morning,,ʃaklai,,devries2020humla[p. 58],,,humla:117:yalbang:1
humla_kermi,,ʃoklai,morning,,ʃoklai,,devries2020humla[p. 58],,,humla:117:kermi:1
humla_yakpa,,ʃɔklaⁱ,morning,,ʃɔklaⁱ,,devries2020humla[p. 58],,,humla:117:yakpa:1
humla_bargaun,,ʃɔkla,morning,,ʃɔkla,,devries2020humla[p. 58],,,humla:117:bargaun:1
humla_dojam,,toblaⁱ,morning,,toblaⁱ,,devries2020humla[p. 58],,,humla:117:dojam:1
humla_til,,ɲimʏn,afternoon,,ɲimʏn,,devries2020humla[p. 58],,,humla:118:til:1
humla_muchu,,ɲimɪn,afternoon,,ɲimɪn,,devries2020humla[p. 58],,,humla:118:muchu:1
humla_yalbang,,ɲigõŋ,afternoon,,ɲigõŋ,,devries2020humla[p. 58],,,humla:118:yalbang:1
humla_kermi,,ɲimɪn,afternoon,,ɲimɪn,,devries2020humla[p. 58],,,humla:118:kermi:1
humla_yakpa,,ɲimyn,afternoon,,ɲimyn,,devries2020humla[p. 58],,,humla:118:yakpa:1
humla_bargaun,,ɲimʏn,afternoon,,ɲimʏn,,devries2020humla[p. 58],,,humla:118:bargaun:1
humla_dojam,,ɲimʏn,afternoon,,ɲimʏn,,devries2020humla[p. 58],,,humla:118:dojam:1
humla_til,,gɔmʏn,evening,,gɔmʏn,,devries2020humla[p. 58],,,humla:119:til:1
humla_muchu,,gomɪn,evening,,gomɪn,,devries2020humla[p. 58],,,humla:119:muchu:1
humla_yalbang,,gomɪn,evening,,gomɪn,,devries2020humla[p. 58],,,humla:119:yalbang:1
humla_kermi,,gomʏn,evening,,gomʏn,,devries2020humla[p. 58],,,humla:119:kermi:1
humla_yakpa,,komʉn,evening,,komʉn,,devries2020humla[p. 58],,,humla:119:yakpa:1
humla_bargaun,,gʷoŋmʏn,evening,,gʷoŋmʏn,,devries2020humla[p. 58],,,humla:119:bargaun:1
humla_dojam,,kʰomʏn,evening,,kʰomʏn,,devries2020humla[p. 58],,,humla:119:dojam:1
humla_til,,tiriŋ,today,,tiriŋ,,devries2020humla[p. 58],,,humla:120:til:1
humla_muchu,,tiriŋ,today,,tiriŋ,,devries2020humla[p. 58],,,humla:120:muchu:1
