bagri_loonkansar,992,hu,I (1st singular),,hu,,bagri
mewati_goyla,9349,bɐhɐɳ,older sister,,bɐhɐɳ,,mewati
mewati_akera,9349,bɐhɐɳ,older sister,,bɐhɐɳ,,mewati
mewati_udaka,9349,bɐhɐɳ,older sister,,bɐhɐɳ,,mewati
mewati_hathiya,9349,bɐhɐɳ,older sister,,bɐhɐɳ,,mewati
marwari_mukheri,,bɐi,older sister,,bɐi,,marwari
mewari_kalgav,,bɐj,older sister,,bɐj,,mewari
mewari_bannoda,9349,bɐjn,younger sister,,bɐjn,,mewari
mewati_akera,,bɐɖibɐhɐɳ,older sister,,bɐɖibɐhɐɳ,,mewati
mewati_jakhopur,,bɐɖibɐhɐɳ,older sister,,bɐɖibɐhɐɳ,,mewati
hadothi_shyampura,9349,bɐɳa,older sister,,bɐɳa,,hadothi
hadothi_pakkarana,9349,bɐɳa,older sister,,bɐɳa,,hadothi
mewati_gulpeda,,bɐɽibɐhɐɳ,older sister,,bɐɽibɐhɐɳ,,mewati
bagri_loonkansar,,bəɖi bəhɛn,older sister,,bəɖi bəhɛn,,bagri
mewati_jhambaus,,bəɖibəhɪn,older sister,,bəɖibəhɪn,,mewati
mewari_gorana,9349,bɛna,younger sister,,bɛna,,mewari
mewati_chirkana,,bɛɖibɛhɐɳ,older sister,,bɛɖibɛhɐɳ,,mewati
hadothi_devpura,9349,bɛɳə,older sister,,bɛɳə,,hadothi
hadothi_kawai,,dʒidʒ baj,older sister,,dʒidʒ baj,,hadothi
mewari_sangad,5232,dʒidʒa,older sister,,dʒidʒa,,mewari
mewari_padarada,5232,dʒidʒa,older sister,,dʒidʒa,,mewari
mewari_dindoli,5232,dʒidʒa,older sister,,dʒidʒa,,mewari
mewari_dholpura,5232,dʒidʒa,older sister,,dʒidʒa,,mewari
dhundari_bhagatpur,5232,dʒidʒi,older sister,,dʒidʒi,,dhundari
dhundari_chalkoi,5232,dʒidʒi,older sister,,dʒidʒi,,marwari
marwari_degana,5232,dʒidʒi,older sister,,dʒidʒi,,marwari
mewari_padarada,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
dhundari_bhagatpur,5232,dʒidʒi,older sister,,dʒidʒi,,marwari
dhundari_badagaon,5232,dʒidʒi,older sister,,dʒidʒi,,dhundari
mewari_pathera,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_hurda,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_basad,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
marwari_husangsar,5232,dʒidʒi,older sister,,dʒidʒi,,marwari
mewari_jesingpura,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_ajmer,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_bannoda,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
hadothi_kelwada,5232,dʒidʒi,older sister,,dʒidʒi,,hadothi
mewari_gorana,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_kalnsas,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
dhundari_badagaon,5232,dʒidʒi,older sister,,dʒidʒi,,marwari
mewari_kannouj,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
mewari_bhunyakhedi,5232,dʒidʒi,older sister,,dʒidʒi,,mewari
hadothi_patera,,dʒidʒi baj,older sister,,dʒidʒi baj,,hadothi
hadothi_shyampura,,dʒidʒi baj,older sister,,dʒidʒi baj,,hadothi
hadothi_gothda,,dʒidʒi baj,older sister,,dʒidʒi baj,,hadothi
hadothi_silori,,dʒidʒi baj,older sister,,dʒidʒi baj,,hadothi
hadothi_devpura,,dʒidʒi baj,older sister,,dʒidʒi baj,,hadothi
dhundari_deladi,,dʒidʒibai,older sister,,dʒidʒibai,,dhundari
mewari_godra,,dʒidʒibaj,older sister,,dʒidʒibaj,,mewari
dhundari_pathalvas,,dʒidʒɪbai,older sister,,dʒidʒɪbai,,dhundari
mewari_kishanji,,dʒidʒɪbai,older sister,,dʒidʒɪbai,,mewari
dhundari_bamore,,dʒidʒɪbai,older sister,,dʒidʒɪbai,,dhundari
dhundari_badagaon,6327,d̪id̪i,older sister,,d̪id̪i,,dhundari
bagri_mirzawala,6327,d̪id̪i,older sister,,d̪id̪i,,bagri
dhundari_chalkoi,6327,d̪id̪i,older sister,,d̪id̪i,,marwari
mewari_gorana,6327,d̪id̪i,older sister,,d̪id̪i,,mewari
dhundari_chalkoi,6327,d̪id̪i,older sister,,d̪id̪i,,dhundari
mewari_khor,,moʈiben,older sister,,moʈiben,,mewari
marwari_falna,,moʈibɛhan,older sister,,moʈibɛhan,,marwari
marwari_kherwa,,moʈibɛhɐn,older sister,,moʈibɛhɐn,,marwari
marwari_bagra,,moʈibɛn,older sister,,moʈibɛn,,marwari
marwari_fatehgarh,,moʈibɛn,older sister,,moʈibɛn,,marwari
mewari_khor,,moʈibɛn,older sister,,moʈibɛn,,mewari
mewari_eklingpura,,moʈkidʒidʒa,older sister,,moʈkidʒidʒa,,mewari
bagri_panjkosi,,mɔʈɔ bɐhɐn,older sister,,mɔʈɔ bɐhɐn,,bagri
mewari_padarada,,soʈiben,younger sister,,soʈiben,,mewari
mewari_bhunyakhedi,,tʃhoʈibeːn,younger sister,,tʃhoʈibeːn,,mewari
mewari_khor,,tʃoʈiben,younger sister,,tʃoʈiben,,mewari
mewari_dindoli,,tʃoʈiben,younger sister,,tʃoʈiben,,mewari
mewari_jesingpura,,tʃoʈibəhin,younger sister,,tʃoʈibəhin,,mewari
mewari_eklingpura,,tʃoʈkibenə,younger sister,,tʃoʈkibenə,,mewari
mewari_khor,2462,ek,one,,ek,,mewari
mewari_hurda,2462,ek,one,,ek,,mewari
mewari_bannoda,2462,ek,one,,ek,,mewari
dhundari_bhagatpur,2462,ek,one,,ek,,marwari
mewati_udaka,2462,ek,one,,ek,,mewati
marwari_falna,2462,ek,one,,ek,,marwari
dhundari_badagaon,2462,ek,one,,ek,,dhundari
mewari_kalnsas,2462,ek,one,,ek,,mewari
mewati_hathiya,2462,ek,one,,ek,,mewati
mewari_kannouj,2462,ek,one,,ek,,mewari
mewari_dholpura,2462,ek,one,,ek,,mewari
mewari_jesingpura,2462,ek,one,,ek,,mewari
dhundari_deladi,2462,ek,one,,ek,,dhundari
dhundari_jorpura,2462,ek,one,,ek,,dhundari
dhundari_pathalvas,2462,ek,one,,ek,,dhundari
mewari_gorana,2462,ek,one,,ek,,mewari
mewari_kalgav,2462,ek,one,,ek,,mewari
mewati_akera,2462,ek,one,,ek,,mewati
mewari_pathera,2462,ek,one,,ek,,mewari
mewari_godra,2462,ek,one,,ek,,mewari
marwari_kherwa,2462,ek,one,,ek,,marwari
mewari_padarada,2462,ek,one,,ek,,mewari
mewati_chirkana,2462,ek,one,,ek,,mewati
dhundari_badagaon,2462,ek,one,,ek,,marwari
marwari_bagra,2462,ek,one,,ek,,marwari
mewari_ajmer,2462,ek,one,,ek,,mewari
mewati_gulpeda,2462,ek,one,,ek,,mewati
mewari_eklingpura,2462,ek,one,,ek,,mewari
mewari_bhunyakhedi,2462,ek,one,,ek,,mewari
mewari_sangad,2462,ek,one,,ek,,mewari
marwari_mukheri,2462,ek,one,,ek,,marwari
dhundari_bhagatpur,2462,ek,one,,ek,,dhundari
marwari_fatehgarh,2462,ek,one,,ek,,marwari
mewati_jakhopur,2462,ek,one,,ek,,mewati
bagri_fatehabad,2462,ek,one,,ek,,bagri
mewari_dindoli,2462,ek,one,,ek,,mewari
marwari_gomat,2462,ek,one,,ek,,marwari
marwari_degana,2462,ek,one,,ek,,marwari
mewari_kishanji,2462,ek,one,,ek,,mewari
mewati_goyla,2462,ek,one,,ek,,mewati
marwari_husangsar,2462,ek,one,,ek,,marwari
dhundari_bamore,2462,ek,one,,ek,,dhundari
dhundari_chalkoi,2462,ek,one,,ek,,marwari
mewari_basad,2462,ekɭɔ,one,,ekɭɔ,,mewari
mewari_ajmer,2462,hek,one,,hek,,mewari
bagri_old_abaddi,2462,ɐk,one,,ɐk,,bagri
bagri_loonkansar,2462,ɛk,one,,ɛk,,bagri
bagri_panjkosi,2462,ɛk,one,,ɛk,,bagri
bagri_sardarsahar,2462,ɛk,one,,ɛk,,bagri
bagri_pallu,2462,ɛk,one,,ɛk,,bagri
bagri_lakjikirani,2462,ɛk,one,,ɛk,,bagri
bagri_makkasar,2462,ɛk,one,,ɛk,,bagri
bagri_mirzawala,2462,ɛk,one,,ɛk,,bagri
dhundari_chalkoi,2462,ɛk,one,,ɛk,,dhundari
bagri_mannaksar,2462,ɛk,one,,ɛk,,bagri
bagri_jamal,2462,ɛk,one,,ɛk,,bagri
mewati_jhambaus,2462,ɛk,one,,ɛk,,mewati
bagri_karnigedda,2462,ɛk,one,,ɛk,,bagri
mewari_bannoda,12278,ho,one hundred,,ho,,mewari
mewari_bhunyakhedi,12278,ho,one hundred,,ho,,mewari
mewari_jesingpura,12278,ho,one hundred,,ho,,mewari
mewari_basad,12278,ho,one hundred,,ho,,mewari
marwari_gomat,12278,hɐo,one hundred,,hɐo,,marwari
marwari_mukheri,12278,hɔ,one hundred,,hɔ,,marwari
mewari_kalnsas,12278,hɔ,one hundred,,hɔ,,mewari
marwari_bagra,12278,hɔ,one hundred,,hɔ,,marwari
mewari_kannouj,12278,hɔ,one hundred,,hɔ,,mewari
marwari_fatehgarh,12278,hɔ,one hundred,,hɔ,,marwari
mewari_sangad,12278,hɔ,one hundred,,hɔ,,mewari
mewari_dindoli,12278,hɔ,one hundred,,hɔ,,mewari
mewari_gorana,12278,hɔ,one hundred,,hɔ,,mewari
mewari_padarada,12278,hɔ,one hundred,,hɔ,,mewari
mewari_eklingpura,12278,hɔ,one hundred,,hɔ,,mewari
marwari_falna,12278,hɔ,one hundred,,hɔ,,marwari
marwari_kherwa,12278,hɔ,one hundred,,hɔ,,marwari
mewari_khor,12278,hɔ,one hundred,,hɔ,,mewari
dhundari_jorpura,e42,seikɖa,one hundred,,seikɖa,,dhundari
hadothi_gothda,e42,sekɖa,one hundred,,sekɖa,,hadothi
mewari_kalnsas,e42,sekəɖa,one hundred,,sekəɖa,,mewari
hadothi_devpura,e42,seŋkəɖɔ,one hundred,,seŋkəɖɔ,,hadothi
bagri_loonkansar,12278,so,one hundred,,so,,bagri
marwari_degana,12278,so,one hundred,,so,,marwari
bagri_mannaksar,12278,so,one hundred,,so,,bagri
bagri_pallu,12278,so,one hundred,,so,,bagri
bagri_lakjikirani,12278,so,one hundred,,so,,bagri
bagri_fatehabad,12278,so,one hundred,,so,,bagri
bagri_makkasar,12278,so,one hundred,,so,,bagri
bagri_sardarsahar,12278,so,one hundred,,so,,bagri
bagri_karnigedda,12278,so,one hundred,,so,,bagri
bagri_jamal,12278,so,one hundred,,so,,bagri
bagri_panjkosi,12278,so,one hundred,,so,,bagri
hadothi_pakkarana,e42,sãkɐɖɔ,one hundred,,sãkɐɖɔ,,hadothi
mewari_pathera,12278,sɔ,one hundred,,sɔ,,mewari
hadothi_piplia,12278,sɔ,one hundred,,sɔ,,hadothi
mewari_dindoli,12278,sɔ,one hundred,,sɔ,,mewari
dhundari_deladi,12278,sɔ,one hundred,,sɔ,,dhundari
dhundari_badagaon,12278,sɔ,one hundred,,sɔ,,dhundari
dhundari_bhagatpur,12278,sɔ,one hundred,,sɔ,,marwari
dhundari_chalkoi,12278,sɔ,one hundred,,sɔ,,marwari
mewari_kalnsas,12278,sɔ,one hundred,,sɔ,,mewari
hadothi_silori,12278,sɔ,one hundred,,sɔ,,hadothi
mewati_jakhopur,12278,sɔ,one hundred,,sɔ,,mewati
hadothi_kelwada,12278,sɔ,one hundred,,sɔ,,hadothi
hadothi_shyampura,12278,sɔ,one hundred,,sɔ,,hadothi
dhundari_pathalvas,12278,sɔ,one hundred,,sɔ,,dhundari
marwari_husangsar,12278,sɔ,one hundred,,sɔ,,marwari
mewati_hathiya,12278,sɔ,one hundred,,sɔ,,mewati
mewati_goyla,12278,sɔ,one hundred,,sɔ,,mewati
hadothi_patera,12278,sɔ,one hundred,,sɔ,,hadothi
dhundari_badagaon,12278,sɔ,one hundred,,sɔ,,marwari
mewati_gulpeda,12278,sɔ,one hundred,,sɔ,,mewati
hadothi_devpura,12278,sɔ,one hundred,,sɔ,,hadothi
hadothi_kawai,12278,sɔ,one hundred,,sɔ,,hadothi
mewari_ajmer,12278,sɔ,one hundred,,sɔ,,mewari
mewari_kishanji,12278,sɔ,one hundred,,sɔ,,mewari
mewati_chirkana,12278,sɔ,one hundred,,sɔ,,mewati
mewati_udaka,12278,sɔ,one hundred,,sɔ,,mewati
dhundari_bhagatpur,12278,sɔ,one hundred,,sɔ,,dhundari
hadothi_gothda,12278,sɔ,one hundred,,sɔ,,hadothi
dhundari_chalkoi,12278,sɔ,one hundred,,sɔ,,dhundari
mewati_jhambaus,12278,sɔ,one hundred,,sɔ,,mewati
dhundari_bamore,12278,sɔ,one hundred,,sɔ,,dhundari
bagri_old_abaddi,12278,sɔ,one hundred,,sɔ,,bagri
dhundari_jorpura,12278,sɔ,one hundred,,sɔ,,dhundari
bagri_mirzawala,12278,sɔ,one hundred,,sɔ,,bagri
mewari_kalgav,12278,sɔ,one hundred,,sɔ,,mewari
mewati_akera,12278,sɔ,one hundred,,sɔ,,mewati
dhundari_bhagatpur,e42,sɛjkɐɖa,one hundred,,sɛjkɐɖa,,marwari
dhundari_bhagatpur,e42,sɛjkʌɖa,one hundred,,sɛjkʌɖa,,dhundari
dhundari_chalkoi,e42,sʌikʌɖa,one hundred,,sʌikʌɖa,,dhundari
dhundari_deladi,e42,sʌikʌɖɔ,one hundred,,sʌikʌɖɔ,,dhundari
dhundari_badagaon,e42,sʌikʌɖɔ,one hundred,,sʌikʌɖɔ,,dhundari
dhundari_bamore,e42,sʌikʌɖɔ,one hundred,,sʌikʌɖɔ,,dhundari
dhundari_bamore,e42,sʌikʌɖə,one hundred,,sʌikʌɖə,,dhundari
hadothi_pakkarana,e42,sẽkɐɖɐ,one hundred,,sẽkɐɖɐ,,hadothi
mewari_hurda,e42,ɕekɖɐ,one hundred,,ɕekɖɐ,,mewari
mewari_godra,e42,ɕekəɖɔ,one hundred,,ɕekəɖɔ,,mewari
mewari_dholpura,12278,ʃɔ,one hundred,,ʃɔ,,mewari
marwari_fatehgarh,,duŋglijɔ,onion,,duŋglijɔ,,marwari
bagri_old_abaddi,4354,gaɳɖa,onion,,gaɳɖa,,bagri
hadothi_kelwada,,gõt̪ɐj,onion,,gõt̪ɐj,,hadothi
dhundari_badagaon,,gɦaʈija,onion,,gɦaʈija,,marwari
dhundari_badagaon,,gɦʌʈːɪja,onion,,gɦʌʈːɪja,,dhundari
bagri_sardarsahar,2723,kand̪a,onion,,kand̪a,,bagri
bagri_loonkansar,2723,kand̪a,onion,,kand̪a,,bagri
bagri_mannaksar,2723,kand̪a,onion,,kand̪a,,bagri
mewari_padarada,2723,kand̪ɐ,onion,,kand̪ɐ,,mewari
mewari_kannouj,2723,kan̪d̪a,onion,,kan̪d̪a,,mewari
mewari_kalgav,2723,kan̪d̪a,onion,,kan̪d̪a,,mewari
dhundari_badagaon,2723,kan̪d̪a,onion,,kan̪d̪a,,dhundari
hadothi_devpura,2723,kan̪d̪a,onion,,kan̪d̪a,,hadothi
dhundari_deladi,2723,kan̪d̪a,onion,,kan̪d̪a,,dhundari
mewari_kishanji,2723,kan̪d̪a,onion,,kan̪d̪a,,mewari
mewari_pathera,2723,kan̪d̪a,onion,,kan̪d̪a,,mewari
hadothi_kawai,2723,kan̪d̪a,onion,,kan̪d̪a,,hadothi
hadothi_shyampura,2723,kan̪d̪a,onion,,kan̪d̪a,,hadothi
hadothi_silori,2723,kan̪d̪a,onion,,kan̪d̪a,,hadothi
hadothi_gothda,2723,kan̪d̪a,onion,,kan̪d̪a,,hadothi
hadothi_patera,2723,kan̪d̪a,onion,,kan̪d̪a,,hadothi
hadothi_pakkarana,2723,kan̪d̪a,onion,,kan̪d̪a,,hadothi
mewari_dholpura,2723,kan̪d̪a,onion,,kan̪d̪a,,mewari
hadothi_kelwada,2723,kan̪d̪a,onion,,kan̪d̪a,,hadothi
mewari_bannoda,2723,kan̪d̪a,onion,,kan̪d̪a,,mewari
hadothi_piplia,2723,kan̪d̪ɐ,onion,,kan̪d̪ɐ,,hadothi
hadothi_piplia,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,hadothi
mewari_dindoli,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,mewari
mewari_khor,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,mewari
mewari_basad,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,mewari
mewari_gorana,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,mewari
marwari_mukheri,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,marwari
dhundari_bhagatpur,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,dhundari
dhundari_pathalvas,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,dhundari
dhundari_jorpura,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,dhundari
dhundari_bhagatpur,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,marwari
marwari_husangsar,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,marwari
marwari_degana,2723,kan̪d̪ɔ,onion,,kan̪d̪ɔ,,marwari
mewari_kannouj,2723,kan̪t̪a,onion,,kan̪t̪a,,mewari
mewari_sangad,2723,kɐn̪d̪a,onion,,kɐn̪d̪a,,mewari
mewari_kalnsas,2723,kɐn̪d̪a,onion,,kɐn̪d̪a,,mewari
mewari_eklingpura,2723,kɐn̪d̪a,onion,,kɐn̪d̪a,,mewari
mewari_hurda,2723,kɐn̪d̪a,onion,,kɐn̪d̪a,,mewari
dhundari_bamore,2723,kɐn̪d̪a,onion,,kɐn̪d̪a,,dhundari
dhundari_chalkoi,2723,kɐn̪d̪a,onion,,kɐn̪d̪a,,marwari
mewari_godra,2723,kɐn̪d̪a,onion,,kɐn̪d̪a,,mewari
mewari_ajmer,2723,kɐ̃n̪d̪ɔ,onion,,kɐ̃n̪d̪ɔ,,mewari
mewari_jesingpura,2723,kɑnd̪o,onion,,kɑnd̪o,,mewari
mewari_bhunyakhedi,2723,kɑnd̪ɑ,onion,,kɑnd̪ɑ,,mewari
marwari_falna,2723,kɔd̪a,onion,,kɔd̪a,,marwari
marwari_bagra,2723,kɔd̪ɔ,onion,,kɔd̪ɔ,,marwari
mewari_khor,2723,kɔn̪d̪ɐ,onion,,kɔn̪d̪ɐ,,mewari
marwari_kherwa,2723,kɔn̪d̪ɔ,onion,,kɔn̪d̪ɔ,,marwari
marwari_gomat,2723,kɔɳɖɐ,onion,,kɔɳɖɐ,,marwari
marwari_gomat,2723,kɔɳɖɔ,onion,,kɔɳɖɔ,,marwari
marwari_fatehgarh,2723,kʌndɔ,onion,,kʌndɔ,,marwari
dhundari_chalkoi,2723,kʌn̪t̪ɐ,onion,,kʌn̪t̪ɐ,,dhundari
marwari_fatehgarh,2723,kʌɳdʌ,onion,,kʌɳdʌ,,marwari
mewati_udaka,n281,pjadʒ,onion,,pjadʒ,,mewati
mewati_jhambaus,n281,pjadʒ,onion,,pjadʒ,,mewati
mewati_jakhopur,n281,pjadʒ,onion,,pjadʒ,,mewati
mewati_goyla,n281,pjadʒ,onion,,pjadʒ,,mewati
mewati_akera,n281,pjadʒ,onion,,pjadʒ,,mewati
mewati_gulpeda,n281,pjadʒ,onion,,pjadʒ,,mewati
mewati_hathiya,n281,pjadʒ,onion,,pjadʒ,,mewati
mewati_chirkana,n281,pjadʒ,onion,,pjadʒ,,mewati
bagri_jamal,n281,pjadʒjɔ,onion,,pjadʒjɔ,,bagri
bagri_panjkosi,n281,pjadʒjɔ,onion,,pjadʒjɔ,,bagri
bagri_loonkansar,n281,pjadʒjɔ,onion,,pjadʒjɔ,,bagri
bagri_lakjikirani,n281,pjdʒija,onion,,pjdʒija,,bagri
bagri_pallu,n281,pjdʒija,onion,,pjdʒija,,bagri
bagri_makkasar,n281,pjɑdʒ,onion,,pjɑdʒ,,bagri
bagri_mirzawala,n281,pjɑdʒ,onion,,pjɑdʒ,,bagri
bagri_karnigedda,n281,pjɑdʒ,onion,,pjɑdʒ,,bagri
bagri_fatehabad,n281,pjɑdʒ,onion,,pjɑdʒ,,bagri
marwari_falna,14029,hat̪haɭi,palm,,hat̪haɭi,,marwari
bagri_makkasar,14029,hat̪heɭi,palm,,hat̪heɭi,,bagri
bagri_mirzawala,14029,hat̪heɭi,palm,,hat̪heɭi,,bagri
mewari_bannoda,14029,hɐtheli,palm,,hɐtheli,,mewari
marwari_mukheri,14029,hɐt̪aɭi,palm,,hɐt̪aɭi,,marwari
marwari_husangsar,14029,hɐt̪aɭi,palm,,hɐt̪aɭi,,marwari
mewari_dindoli,14029,hɐt̪eli,palm,,hɐt̪eli,,mewari
mewari_basad,14029,hɐt̪eli,palm,,hɐt̪eli,,mewari
hadothi_devpura,14029,hɐt̪eɭa,palm,,hɐt̪eɭa,,hadothi
hadothi_devpura,14029,hɐt̪eɭi,palm,,hɐt̪eɭi,,hadothi
hadothi_piplia,14029,hɐt̪eɭi,palm,,hɐt̪eɭi,,hadothi
mewari_jesingpura,14029,hɐt̪eɾi,palm,,hɐt̪eɾi,,mewari
mewati_chirkana,14029,hɐt̪h,palm,,hɐt̪h,,mewati
hadothi_kelwada,14029,hɐt̪hel,palm,,hɐt̪hel,,hadothi
dhundari_bhagatpur,14029,hɐt̪heli,palm,,hɐt̪heli,,marwari
mewari_kalgav,14029,hɐt̪heli,palm,,hɐt̪heli,,mewari
mewari_dholpura,14029,hɐt̪heli,palm,,hɐt̪heli,,mewari
mewari_gorana,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
dhundari_badagaon,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,marwari
dhundari_chalkoi,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,marwari
mewati_jakhopur,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewati
marwari_degana,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,marwari
dhundari_pathalvas,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,dhundari
mewari_kalnsas,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
hadothi_silori,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,hadothi
marwari_bagra,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,marwari
mewari_kannouj,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
mewati_udaka,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewati
mewati_chirkana,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewati
mewari_godra,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
mewari_sangad,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
mewati_hathiya,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewati
bagri_loonkansar,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,bagri
hadothi_patera,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,hadothi
mewati_gulpeda,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewati
mewari_hurda,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
bagri_lakjikirani,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,bagri
mewari_bhunyakhedi,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
mewati_jhambaus,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewati
mewari_kishanji,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
mewari_pathera,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
mewati_goyla,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewati
bagri_mannaksar,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,bagri
mewari_eklingpura,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
marwari_kherwa,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,marwari
hadothi_gothda,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,hadothi
bagri_panjkosi,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,bagri
hadothi_shyampura,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,hadothi
mewati_akera,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewati
mewari_padarada,14029,hɐt̪heɭi,palm,,hɐt̪heɭi,,mewari
dhundari_bamore,14029,hɐt̪heɭɔ,palm,,hɐt̪heɭɔ,,dhundari
mewari_kannouj,14029,hɐt̪heɭɔ,palm,,hɐt̪heɭɔ,,mewari
hadothi_kelwada,14029,hɐt̪heɾi,palm,,hɐt̪heɾi,,hadothi
marwari_gomat,14029,hɐt̪hɐɭi,palm,,hɐt̪hɐɭi,,marwari
marwari_fatehgarh,14029,hɐt̪hɐɭi,palm,,hɐt̪hɐɭi,,marwari
hadothi_pakkarana,14029,hɐt̪hɛli,palm,,hɐt̪hɛli,,hadothi
bagri_pallu,14029,hɐt̪ɛɭi,palm,,hɐt̪ɛɭi,,bagri
bagri_sardarsahar,14029,hɐt̪ɛɭi,palm,,hɐt̪ɛɭi,,bagri
bagri_karnigedda,14029,hɐt̪ɛɭi,palm,,hɐt̪ɛɭi,,bagri
bagri_jamal,14029,hɐt̪ɛɭi,palm,,hɐt̪ɛɭi,,bagri
hadothi_kawai,14029,hɐt̪ɛɭi,palm,,hɐt̪ɛɭi,,hadothi
mewari_khor,14029,hɐʈaɭi,palm,,hɐʈaɭi,,mewari
mewari_ajmer,14029,hɐʈaɭi,palm,,hɐʈaɭi,,mewari
dhundari_bamore,14029,hʌtheɭɔ,palm,,hʌtheɭɔ,,dhundari
dhundari_jorpura,14029,hʌt̪eɭi,palm,,hʌt̪eɭi,,dhundari
bagri_fatehabad,14029,hʌt̪heli,palm,,hʌt̪heli,,bagri
dhundari_bhagatpur,14029,hʌt̪heli,palm,,hʌt̪heli,,dhundari
dhundari_chalkoi,14029,hʌt̪heɭi,palm,,hʌt̪heɭi,,dhundari
dhundari_badagaon,14029,hʌt̪heɭi,palm,,hʌt̪heɭi,,dhundari
dhundari_deladi,14029,hʌt̪hleʈi,palm,,hʌt̪hleʈi,,dhundari
marwari_mukheri,,t̪hap,palm,,t̪hap,,marwari
marwari_husangsar,,t̪hap,palm,,t̪hap,,marwari
bagri_old_abaddi,5731,t̪ɐɭi,palm,,t̪ɐɭi,,bagri
hadothi_piplia,14029,ɐt̪eli,palm,,ɐt̪eli,,hadothi
marwari_falna,14029,ɐt̪hɐɭi,palm,,ɐt̪hɐɭi,,marwari
marwari_bagra,14029,ɐt̪t̪ɛɭi,palm,,ɐt̪t̪ɛɭi,,marwari
mewati_chirkana,,bɐdʒəɾi,sand,,bɐdʒəɾi,,mewati
mewati_udaka,11580,baɭu,sand,,baɭu,,mewati
mewati_hathiya,11580,baɭu,sand,,baɭu,,mewati
mewati_gulpeda,11580,baɭu,sand,,baɭu,,mewati
mewati_goyla,9530,bɦuɖ,sand,,bɦuɖ,,mewati
mewati_jakhopur,9530,bɦuɖ,sand,,bɦuɖ,,mewati
mewati_udaka,5523,d̪ɐgiɖa,path,,d̪ɐgiɖa,,mewati
mewati_goyla,5523,d̪ɐgɐdɔ,path,,d̪ɐgɐdɔ,,mewati
mewati_jakhopur,5523,d̪ɐgɐdɔ,path,,d̪ɐgɐdɔ,,mewati
mewati_chirkana,5523,d̪ɐgɐdɔ,path,,d̪ɐgɐdɔ,,mewati
mewati_gulpeda,5523,d̪ɐgɐɽa,path,,d̪ɐgɐɽa,,mewati
