B,,akaʃ,sky,,akaʃ,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 1, site 0 Bangla]",,,siltripura2011:i001:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,japha,palm,,japha,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site i Beltolipara]",,,siltripura2011:i113:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,japha,palm,,japha,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site m Laiphu Karbaripara]",,,siltripura2011:i113:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,japha,palm,,japha,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site n Krishna Dayalpara]",,,siltripura2011:i113:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,japha,palm,,japha,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site o Jarichandrapara]",,,siltripura2011:i113:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,japha,palm,,japha,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site p Doluchara]",,,siltripura2011:i113:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,japha,palm,,japha,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site q Satchari Tripura Basti]",,,siltripura2011:i113:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,japha,palm,,japha,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site r Khumulung]",,,siltripura2011:i113:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,japha,palm,,japha,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site s Barbakpur]",,,siltripura2011:i113:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,japha,palm,,japha,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site t Oldlankar]",,,siltripura2011:i113:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,japhablai ̯,palm,,japhablai ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site g Mildhanpara]",,,siltripura2011:i113:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Garo,,dʒak̚pha,palm,,dʒak̚pha,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site u Gajni]",,,siltripura2011:i113:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Kokborok,,dʒau̯pha,palm,,dʒau̯pha,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site a Boro Pharangsia]",,,siltripura2011:i113:a:2,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,dʒau̯pha,palm,,dʒau̯pha,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site b Choto Madhuk]",,,siltripura2011:i113:b:2,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,dʒau̯pha,palm,,dʒau̯pha,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site j Robertpara]",,,siltripura2011:i113:j:2,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,dʒau̯pha,palm,,dʒau̯pha,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site k Bethanipara]",,,siltripura2011:i113:k:2,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,dʒau̯pha,palm,,dʒau̯pha,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site l Katchaptali]",,,siltripura2011:i113:l:2,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Garo,,tʃak̚pha,palm,,tʃak̚pha,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site w Nalchapra]",,,siltripura2011:i113:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
Garo,,dʒak̚pha,palm,,dʒak̚pha,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site u Gajni]",,,siltripura2011:i113:u:2,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,dʒak̚phathai ̯,palm,,dʒak̚phathai ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 113, site v Nagar Sontosh]",,,siltripura2011:i113:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
B,,aŋgul,finger,,aŋgul,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site 0 Bangla]",,,siltripura2011:i114:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,dʒau̯ʂɔi ̯,finger,,dʒau̯ʂɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site a Boro Pharangsia]",,,siltripura2011:i114:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,dʒau̯ʂɔi ̯,finger,,dʒau̯ʂɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site b Choto Madhuk]",,,siltripura2011:i114:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,dʒau̯ʂɔi ̯,finger,,dʒau̯ʂɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site j Robertpara]",,,siltripura2011:i114:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,dʒau̯ʂɔi ̯,finger,,dʒau̯ʂɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site k Bethanipara]",,,siltripura2011:i114:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,dʒau̯ʂɔi ̯,finger,,dʒau̯ʂɔi ̯,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site l Katchaptali]",,,siltripura2011:i114:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,jaiʂ̯a,finger,,jaiʂ̯a,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site e Pakkhipara]",,,siltripura2011:i114:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,jaiʂ̯a,finger,,jaiʂ̯a,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site i Beltolipara]",,,siltripura2011:i114:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,jaiʂ̯a,finger,,jaiʂ̯a,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site o Jarichandrapara]",,,siltripura2011:i114:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,jaʂi,finger,,jaʂi,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site m Laiphu Karbaripara]",,,siltripura2011:i114:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,jaʂi,finger,,jaʂi,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site n Krishna Dayalpara]",,,siltripura2011:i114:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,jaʂi,finger,,jaʂi,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site p Doluchara]",,,siltripura2011:i114:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,jaʂi,finger,,jaʂi,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site q Satchari Tripura Basti]",,,siltripura2011:i114:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,jaʂi,finger,,jaʂi,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site r Khumulung]",,,siltripura2011:i114:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,jaʂma,finger,,jaʂma,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site c Dolchari]",,,siltripura2011:i114:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,jaʂoi ̯,finger,,jaʂoi ̯,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site t Oldlankar]",,,siltripura2011:i114:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,jaʂabathai ̯,finger,,jaʂabathai ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site d Lombapara]",,,siltripura2011:i114:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,jaʂibɨthai ̯,finger,,jaʂibɨthai ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site g Mildhanpara]",,,siltripura2011:i114:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,jaʂibɨthai ̯,finger,,jaʂibɨthai ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site h Noimail Gutchagram]",,,siltripura2011:i114:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,jɛʂipthai ̯,finger,,jɛʂipthai ̯,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site f Tongpaipara]",,,siltripura2011:i114:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,jaiʂ̯a,finger,,jaiʂ̯a,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site e Pakkhipara]",,,siltripura2011:i114:e:2,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,jaiʂ̯a,finger,,jaiʂ̯a,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site i Beltolipara]",,,siltripura2011:i114:i:2,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,jaiʂ̯a,finger,,jaiʂ̯a,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site o Jarichandrapara]",,,siltripura2011:i114:o:2,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Kokborok,,jaʂi,finger,,jaʂi,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site m Laiphu Karbaripara]",,,siltripura2011:i114:m:2,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,jaʂi,finger,,jaʂi,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site n Krishna Dayalpara]",,,siltripura2011:i114:n:2,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,jaʂi,finger,,jaʂi,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site p Doluchara]",,,siltripura2011:i114:p:2,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,jaʂi,finger,,jaʂi,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site q Satchari Tripura Basti]",,,siltripura2011:i114:q:2,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,jaʂi,finger,,jaʂi,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site r Khumulung]",,,siltripura2011:i114:r:2,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,jaʂoi ̯,finger,,jaʂoi ̯,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site t Oldlankar]",,,siltripura2011:i114:t:2,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,jaʃi,finger,,jaʃi,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site s Barbakpur]",,,siltripura2011:i114:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Garo,,dʒak̚ʃi,finger,,dʒak̚ʃi,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site u Gajni]",,,siltripura2011:i114:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,dʒak̚ʃi,finger,,dʒak̚ʃi,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site v Nagar Sontosh]",,,siltripura2011:i114:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Garo,,tʃak̚ʃi,finger,,tʃak̚ʃi,lexical-similarity group 6,"kim-kim-sangma-ahmad2011tripura[wordlist item 114, site w Nalchapra]",,,siltripura2011:i114:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
B,,nɔk,fingernail,,nɔk,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site 0 Bangla]",,,siltripura2011:i115:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,dʒau̯ʂku,fingernail,,dʒau̯ʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site a Boro Pharangsia]",,,siltripura2011:i115:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,dʒau̯ʂku,fingernail,,dʒau̯ʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site b Choto Madhuk]",,,siltripura2011:i115:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,dʒau̯ʂku,fingernail,,dʒau̯ʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site j Robertpara]",,,siltripura2011:i115:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,dʒau̯ʂku,fingernail,,dʒau̯ʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site k Bethanipara]",,,siltripura2011:i115:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,dʒau̯ʂku,fingernail,,dʒau̯ʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site l Katchaptali]",,,siltripura2011:i115:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,jaiʂ̯ku,fingernail,,jaiʂ̯ku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site c Dolchari]",,,siltripura2011:i115:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,jaiʂ̯ku,fingernail,,jaiʂ̯ku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site t Oldlankar]",,,siltripura2011:i115:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,jaiʂ̯uku,fingernail,,jaiʂ̯uku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site d Lombapara]",,,siltripura2011:i115:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,jaiʂ̯uku,fingernail,,jaiʂ̯uku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site e Pakkhipara]",,,siltripura2011:i115:e:1,,,,dialect:Kokborok:tripura2011-e-pakkhipara:Pakkhipara%20%28Kema%29
Kokborok,,jaiʂ̯uku,fingernail,,jaiʂ̯uku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site i Beltolipara]",,,siltripura2011:i115:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
Kokborok,,jaʂku,fingernail,,jaʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site g Mildhanpara]",,,siltripura2011:i115:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,jaʂku,fingernail,,jaʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site h Noimail Gutchagram]",,,siltripura2011:i115:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,jaʂku,fingernail,,jaʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site m Laiphu Karbaripara]",,,siltripura2011:i115:m:1,,,,dialect:Kokborok:tripura2011-m-laiphu-karbaripara:Laiphu%20Karbaripara%20%28Anok%29
Kokborok,,jaʂku,fingernail,,jaʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site n Krishna Dayalpara]",,,siltripura2011:i115:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,jaʂku,fingernail,,jaʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site p Doluchara]",,,siltripura2011:i115:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,jaʂku,fingernail,,jaʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site q Satchari Tripura Basti]",,,siltripura2011:i115:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,jaʂku,fingernail,,jaʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site r Khumulung]",,,siltripura2011:i115:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,jaʃku,fingernail,,jaʃku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site s Barbakpur]",,,siltripura2011:i115:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,jɛʂku,fingernail,,jɛʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site f Tongpaipara]",,,siltripura2011:i115:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,jau̯ktʃul,fingernail,,jau̯ktʃul,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site o Jarichandrapara]",,,siltripura2011:i115:o:1,,,,dialect:Kokborok:tripura2011-o-jarichandrapara:Jarichandrapara%20%28Phatung%29
Garo,,dʒak̚ʃukhul,fingernail,,dʒak̚ʃukhul,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site v Nagar Sontosh]",,,siltripura2011:i115:v:1,,,,dialect:Garo:tripura2011-v-nagar-sontosh:Nagar%20Sontosh%20%28Chibok%29
Garo,,dʒak̚sɨkhɨl,fingernail,,dʒak̚sɨkhɨl,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site u Gajni]",,,siltripura2011:i115:u:1,,,,dialect:Garo:tripura2011-u-gajni:Gajni%20%28Abeng%29
Garo,,tʃak̚ʃikhoɾ,fingernail,,tʃak̚ʃikhoɾ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 115, site w Nalchapra]",,,siltripura2011:i115:w:1,,,,dialect:Garo:tripura2011-w-nalchapra:Nalchapra%20%28A%E2%80%99tong%29
B,,haʈu,knee,,haʈu,lexical-similarity group 1,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site 0 Bangla]",,,siltripura2011:i116:0:1,,,,dialect:B:tripura2011-0-bangla:Bangla%20%28%29
Kokborok,,dʒaːʂku,knee,,dʒaːʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site a Boro Pharangsia]",,,siltripura2011:i116:a:1,,,,dialect:Kokborok:tripura2011-a-boro-pharangsia:Boro%20Pharangsia%20%28Usoi%29
Kokborok,,dʒaːʂku,knee,,dʒaːʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site b Choto Madhuk]",,,siltripura2011:i116:b:1,,,,dialect:Kokborok:tripura2011-b-choto-madhuk:Choto%20Madhuk%20%28Usoi%29
Kokborok,,dʒaːʂku,knee,,dʒaːʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site j Robertpara]",,,siltripura2011:i116:j:1,,,,dialect:Kokborok:tripura2011-j-robertpara:Robertpara%20%28Usoi%29
Kokborok,,dʒaːʂku,knee,,dʒaːʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site k Bethanipara]",,,siltripura2011:i116:k:1,,,,dialect:Kokborok:tripura2011-k-bethanipara:Bethanipara%20%28Usoi%29
Kokborok,,dʒaːʂku,knee,,dʒaːʂku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site l Katchaptali]",,,siltripura2011:i116:l:1,,,,dialect:Kokborok:tripura2011-l-katchaptali:Katchaptali%20%28Usoi%29
Kokborok,,jaʂkuː,knee,,jaʂkuː,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site r Khumulung]",,,siltripura2011:i116:r:1,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,jaʂuku,knee,,jaʂuku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site p Doluchara]",,,siltripura2011:i116:p:1,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,jaʂuku,knee,,jaʂuku,lexical-similarity group 2,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site q Satchari Tripura Basti]",,,siltripura2011:i116:q:1,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,jaiʂ̯ukuŋ,knee,,jaiʂ̯ukuŋ,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site d Lombapara]",,,siltripura2011:i116:d:1,,,,dialect:Kokborok:tripura2011-d-lombapara:Lombapara%20%28Naitong%29
Kokborok,,jaʂkuː,knee,,jaʂkuː,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site r Khumulung]",,,siltripura2011:i116:r:2,,,,dialect:Kokborok:tripura2011-r-khumulung:Khumulung%20%28Debbarma%29
Kokborok,,jaʂuku,knee,,jaʂuku,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site p Doluchara]",,,siltripura2011:i116:p:2,,,,dialect:Kokborok:tripura2011-p-doluchara:Doluchara%20%28Debbarma%29
Kokborok,,jaʂuku,knee,,jaʂuku,lexical-similarity group 3,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site q Satchari Tripura Basti]",,,siltripura2011:i116:q:2,,,,dialect:Kokborok:tripura2011-q-satchari-tripura-basti:Satchari%20Tripura%20Basti%20%28Debbarma%29
Kokborok,,jaʂkubɨthɔ,knee,,jaʂkubɨthɔ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site g Mildhanpara]",,,siltripura2011:i116:g:1,,,,dialect:Kokborok:tripura2011-g-mildhanpara:Mildhanpara%20%28Aslong%29
Kokborok,,jaʂkubɨthɔ,knee,,jaʂkubɨthɔ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site h Noimail Gutchagram]",,,siltripura2011:i116:h:1,,,,dialect:Kokborok:tripura2011-h-noimail-gutchagram:Noimail%20Gutchagram%20%28Dendak%29
Kokborok,,jaʂkubothɔ,knee,,jaʂkubothɔ,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site c Dolchari]",,,siltripura2011:i116:c:1,,,,dialect:Kokborok:tripura2011-c-dolchari:Dolchari%20%28Gabing%29
Kokborok,,jaʂkubutho,knee,,jaʂkubutho,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site f Tongpaipara]",,,siltripura2011:i116:f:1,,,,dialect:Kokborok:tripura2011-f-tongpaipara:Tongpaipara%20%28Tongpai%29
Kokborok,,jaʂkubutho,knee,,jaʂkubutho,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site n Krishna Dayalpara]",,,siltripura2011:i116:n:1,,,,dialect:Kokborok:tripura2011-n-krishna-dayalpara:Krishna%20Dayalpara%20%28Kewa%29
Kokborok,,jaʂkumuthɔr,knee,,jaʂkumuthɔr,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site t Oldlankar]",,,siltripura2011:i116:t:1,,,,dialect:Kokborok:tripura2011-t-oldlankar:Oldlankar%20%28Riang%29
Kokborok,,jaʃkubɔthɔr,knee,,jaʃkubɔthɔr,lexical-similarity group 4,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site s Barbakpur]",,,siltripura2011:i116:s:1,,,,dialect:Kokborok:tripura2011-s-barbakpur:Barbakpur%20%28Mukchak%29
Kokborok,,jaiʂ̯u,knee,,jaiʂ̯u,lexical-similarity group 5,"kim-kim-sangma-ahmad2011tripura[wordlist item 116, site i Beltolipara]",,,siltripura2011:i116:i:1,,,,dialect:Kokborok:tripura2011-i-beltolipara:Beltolipara%20%28Khali%29
