Entry_Key,Page_ID,Revision,Title,PIIr_Form,POS,Gloss,PIE_Parent,Uncertain,Sanskrit,Match_Key,Candidates,Matched_CDIAL_Head,Decision,Rank,Reason,Existing_Parent,Citations
enwikt:6335946,6335946,90776364,Reconstruction:Proto-Indo-Iranian/HbʰrúHs,HbʰrúHs,noun,eyebrow,*h₃bʰrúHs,,bhrū́,bʰrū,9688,9688,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_vpoi6uizvesos,
enwikt:6336222,6336222,92152057,Reconstruction:Proto-Indo-Iranian/Hrámati,Hrámati,verb,"to rest, relax",,,rámate,ramate,10628,10628,alternate,2,review:semantics — glosses do not overlap,,R:inc:IAIL; R:fa:Steingass[آرامیدن]
enwikt:6336522,6336522,92152318,Reconstruction:Proto-Indo-Iranian/ȷ́ʰángʰas,ȷ́ʰángʰas,noun,"ankle, shank",,,jáṅghā,jaŋgʰā,5082,5082,linked,1,unique spelling match,,R:inc:IAIL
enwikt:6336604,6336604,92152031,Reconstruction:Proto-Indo-Iranian/grā́mas,grā́mas,noun,"bunch, pile, bundle, collection",,,grā́ma,grāma,4368,4368,alternate,2,review:semantics — glosses do not overlap,,R:ira:ESIJa[290]
enwikt:6341915,6341915,89791920,Reconstruction:Proto-Indo-Iranian/bʰarȷ́ʰíš,bʰarȷ́ʰíš,noun,pillow; bed or layer of grass,,,barhís,barhis,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6342150,6342150,92152030,Reconstruction:Proto-Indo-Iranian/griHwáH,griHwáH,noun,"neck, throat",*gʷriHwéh₂,,grīvā́,grīvā,14463 4387,4387,linked,1,unique after collapsing addendum onto its main entry,,R:inc:IAIL; R:pal:Mackenzie; R:fa:Dehkhoda[گری]; R:la:Rundgren:1957[31–51]
enwikt:6342256,6342256,92152148,Reconstruction:Proto-Indo-Iranian/mŕ̥tas,mŕ̥tas,noun,"mortal, man",*mr̥tós,,márta,marta,9887,9887,linked,1,unique spelling match,,R:inc:IAIL
enwikt:6342267,6342267,91722085,Reconstruction:Proto-Indo-Iranian/mr̥tás,mr̥tás,verb,dead; mortal,*mr̥tós,,mṛtá; márta,mr̥ta; marta,10278 14756 9887,10278,linked,1,disambiguated by gloss overlap,,
enwikt:6342268,6342268,92152146,Reconstruction:Proto-Indo-Iranian/mártyas,mártyas,noun,"mortal, man",,,mártya,martya,14739 9888,9888,alternate,2,unique after collapsing addendum onto its main entry; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_jvi6sosv5ndks,R:inc:IAIL
enwikt:6342290,6342290,92152105,Reconstruction:Proto-Indo-Iranian/Háćšas,Háćšas,noun,axle,,,ákṣa,akṣa,21 22 23 24,21,linked,1,disambiguated by gloss overlap,,R:inc:IAIL; R:inc:LASA[79]
enwikt:6343724,6343724,92171780,Reconstruction:Proto-Indo-Iranian/Hnā́kš,Hnā́kš,noun,nail,,,nakhá,nakʰa,6914,6914,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_o3w4d2zjysjjy,R:inc:IAIL
enwikt:6343848,6343848,92152149,Reconstruction:Proto-Indo-Iranian/nadíH,nadíH,noun,river,,,nadī́,nadī,6943,6943,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_ptrzx3wqaumey,R:inc:IAIL
enwikt:6343863,6343863,92152163,Reconstruction:Proto-Indo-Iranian/ní,ní,adverb,"down, downwards; in, into; engrave, inscribe",*h₁én,,nīcá; ni,nīca; ni,7540,7540,alternate,2,review:semantics — glosses do not overlap,,R:inc:IAIL; R:iir-nur:NEL[ni]
enwikt:6345096,6345096,88599033,Reconstruction:Proto-Indo-Iranian/ćukrás,ćukrás,adjective,"white, bright; resplendent",,,śukra,śukra,12506,12506,linked,1,unique spelling match,,
enwikt:6345151,6345151,92152153,Reconstruction:Proto-Indo-Iranian/namrás,namrás,adjective,"submissive, humble",,,namrá,namra,6964,6964,linked,1,unique spelling match,,R:ine:EWAia; R:inc:IAIL; R:pal:Mackenzie[narm]
enwikt:6346275,6346275,92152294,Reconstruction:Proto-Indo-Iranian/čárma,čárma,noun,"skin; hide, pelt",,,cárman,carman,14488 4701,4701,linked,1,unique after collapsing addendum onto its main entry,,R:ine:EWAia[cárman-][537]
enwikt:6348157,6348157,92151991,Reconstruction:Proto-Indo-Iranian/bíHȷ́am,bíHȷ́am,noun,seed; semen,,,bī́ja,bīja,9250,9250,linked,1,unique spelling match,,R:iir-pro:Substrate; R:inc:IAIL[bī́ja-]
enwikt:6348258,6348258,91454478,Reconstruction:Proto-Indo-Iranian/maćšú,maćšú,adverb,"quickly, rapidly",*moḱs,,makṣū́,makṣū,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6348264,6348264,92152130,Reconstruction:Proto-Indo-Iranian/mazdʰáH,mazdʰáH,noun,"wisdom, intelligence",,,medhā́,medʰā,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL
enwikt:6348343,6348343,92152216,Reconstruction:Proto-Indo-Iranian/snušáH,snušáH,noun,daughter-in-law,*snusós,,snuṣā́,snuṣā,13801,13801,alternate,2,review:semantics — glosses do not overlap,,R:inc:IAIL[snuṣā́-][462]; R:xbc:Sims-Williams[195]; R:sog:Gharib[šwnš(h)][378]
enwikt:6361007,6361007,91806473,Reconstruction:Proto-Indo-Iranian/kʰáHs,kʰáHs,noun,"well, spring, source",,,khā́,kʰā,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[khā́-][277]
enwikt:6364802,6364802,67559271,Reconstruction:Proto-Indo-Iranian/tŕ̥šnas,tŕ̥šnas,noun,thirst,,,tṛ́ṣṇā,tr̥ṣṇā,14580 5941,5941,linked,1,disambiguated by gloss overlap,,R:iir:IIP
enwikt:6373334,6373334,88672139,Reconstruction:Proto-Indo-Iranian/Hsúškas,Hsúškas,adjective,"dry, dried out",,,śúṣka,śuṣka,12548,12548,linked,1,unique spelling match,,
enwikt:6379404,6379404,84284620,Reconstruction:Proto-Indo-Iranian/Haratníš,Haratníš,noun,elbow,*Heh₃l-,,aratní,aratni,14240 603,603,linked,1,unique after collapsing addendum onto its main entry,,
enwikt:6383504,6383504,91613529,Reconstruction:Proto-Indo-Iranian/Hákši,Hákši,noun,eye,,,ákṣi; anákṣ,akṣi; anakṣ,14195 43,43,alternate,2,unique after collapsing addendum onto its main entry; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_2kfzdukaqtncu,R:iir:Lipp:2009b[21]; R:ine:NIL; R:sa:Wackernagel[306]
enwikt:6383514,6383514,92152236,Reconstruction:Proto-Indo-Iranian/ukšā́,ukšā́,noun,bull,*uksḗn,,ukṣán,ukṣan,1628,1628,linked,1,unique spelling match,,R:kpv:Redei:1988[661]
enwikt:6383517,6383517,92152120,Reconstruction:Proto-Indo-Iranian/káćšas,káćšas,noun,armpit,,,kákṣa,kakṣa,14342 2588 2589,2588,linked,1,disambiguated by gloss overlap,,R:itc:EDL[coxa]; R:CDIAL[kákṣa]
enwikt:6383518,6383518,91600123,Reconstruction:Proto-Indo-Iranian/Háȷ́ati,Háȷ́ati,verb,"to drive, lead",*h₂éǵeti,,,,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6383841,6383841,92152239,Reconstruction:Proto-Indo-Iranian/walkás,walkás,noun,"bark, leaf",,,valká,valka,11417,11417,linked,1,unique spelling match,,R:inc:IAIL[548]; R:sa:EWAia[525-6]
enwikt:6384042,6384042,91010652,Reconstruction:Proto-Indo-Iranian/Hárbʰas,Hárbʰas,noun,"orphan; youth, child; young; small",*h₃órbʰos,,árbha; árbha,arbʰa,687a,687a,linked,1,unique spelling match,,
enwikt:6384091,6384091,92152095,Reconstruction:Proto-Indo-Iranian/Hárdʰas,Hárdʰas,noun,"division, half",,,ardhá; ṛ́dhak; árdha,ardʰa; r̥dʰak,643 644,644,alternate,2,disambiguated by gloss overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_ddljzz6jvcai6,R:inc:IAIL[árdha][52]; R:sa:EWAia[árdha-][119]; R:sla:EDSIL[377]
enwikt:6388723,6388723,89155036,Reconstruction:Proto-Indo-Iranian/parnám,parnám,noun,"leaf; feather, wing",*pornóm,,parṇá,parṇa,7918,7918,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_eglodhvxamalo,
enwikt:6390323,6390323,92152112,Reconstruction:Proto-Indo-Iranian/kapáwtas,kapáwtas,adjective,"grey-blue; pigeon, dove",,,kapotaká; kapóta,kapotaka; kapota,2753,2753,linked,1,unique spelling match,,R:inc:IAIL[kapóta-]
enwikt:6390712,6390712,87245930,Reconstruction:Proto-Indo-Iranian/kapā́las,kapā́las,noun,skull,*kap-,,,,,,unlinked,,no CDIAL head with this spelling,,R:CDIAL[kapā́la]
enwikt:6391241,6391241,92152032,Reconstruction:Proto-Indo-Iranian/gr̥Híš,gr̥Híš,noun,mountain,,,girí,giri,4161,4161,linked,1,unique spelling match,,R:ira:Cantera:2017; R:CDIAL[girí]
enwikt:6391390,6391390,92152231,Reconstruction:Proto-Indo-Iranian/táćšā,táćšā,noun,"carpenter, woodcutter",*tétḱō,,,,,,unlinked,,no CDIAL head with this spelling,,R:sa:EWAia[tákṣan-][613-4]
enwikt:6391593,6391593,67621341,Reconstruction:Proto-Indo-Iranian/takrám,takrám,noun,buttermilk,*ténkl̥-,,takrá,takra,5617,5617,linked,1,unique spelling match,,R:ine:EWAia[611-612]; R:ine:Mallory 2006[262]; R:pal:Mackenzie; R:CDIAL[takrá]
enwikt:6394065,6394065,92152246,Reconstruction:Proto-Indo-Iranian/wálćas,wálćas,noun,hair,,,válśa,valśa,,,unlinked,,no CDIAL head with this spelling,,R:inc:EWAia[vṛkṣá- - VṚJ][572]
enwikt:6394071,6394071,92151985,Reconstruction:Proto-Indo-Iranian/anćúš,anćúš,noun,the soma plant,,,aṃśú,aṁśu,4,4,linked,1,unique spelling match,,R:iir-pro:Substrate
enwikt:6394551,6394551,92171806,Reconstruction:Proto-Indo-Iranian/marwíš,marwíš,noun,ant,*morwís,,vamraká; vamrá; vamriya,vamraka; vamra; vamriya,11296 11297,11296,linked,1,disambiguated by gloss overlap,,R:pal:Mackenzie; R:ine:EIEC[24]; R:CDIAL; R:ae:deVaan:2003
enwikt:6398802,6398802,92171828,Reconstruction:Proto-Indo-Iranian/sinȷ́ʰás,sinȷ́ʰás,noun,lion,*sinǵʰós,,siṁhá,siṁha,13384,13384,linked,1,unique spelling match,,R:xcl:Martirosyan:2013[90]; R:ine:EWAia[727]
enwikt:6398842,6398842,92171764,Reconstruction:Proto-Indo-Iranian/bʰagás,bʰagás,noun,"portion, part, share, allotment; fate, destiny; ""the dispenser""; a god",,,bhága,bʰaga,9346 9347,,unlinked,,ambiguous: several CDIAL heads share this spelling,,R:xcl:Martirosyan:2013[99]; R:ira:ESIJa[48]
enwikt:6398978,6398978,92152218,Reconstruction:Proto-Indo-Iranian/stríH,stríH,noun,a woman,,,,,,,unlinked,,no CDIAL head with this spelling,,R:ine:HCHIEL[1951]
enwikt:6400673,6400673,84497810,Reconstruction:Proto-Indo-Iranian/parut,parut,adverb,last year,,,parut,parut,14680 7907,7907,linked,1,unique after collapsing addendum onto its main entry,,R:EWAia[parut][94-95]
enwikt:6405413,6405413,92152069,Reconstruction:Proto-Indo-Iranian/Hr̥ȷ́ipyás,Hr̥ȷ́ipyás,adjective,"straight-flying; something straight-flying, falcon, eagle",,,ṛjipyá,r̥jipya,,,unlinked,,no CDIAL head with this spelling,,R:inc:EWAia[ṛjipyá-][250-251]
enwikt:6406549,6406549,92152147,Reconstruction:Proto-Indo-Iranian/múHs,múHs,noun,mouse,*múHs,,mū́ṣ,mūṣ,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[míṣ-]
enwikt:6407575,6407575,92171781,Reconstruction:Proto-Indo-Iranian/Hrawpāćás,Hrawpāćás,noun,fox; jackal,,,lopāśá,lopāśa,11141,11141,linked,1,unique spelling match,,"R:Holopainen 2019[201]; R:ine:Palmer:2021; R:itc:EDL[volpēs, -is][688]"
enwikt:6408474,6408474,90089730,Reconstruction:Proto-Indo-Iranian/ȷ́ʰr̥Hanyam,ȷ́ʰr̥Hanyam,noun,gold,,,híraṇya,hiraṇya,14110,14110,linked,1,unique spelling match,,
enwikt:6409193,6409193,91939490,Reconstruction:Proto-Indo-Iranian/ráwčas,ráwčas,noun,day; light,*léwkos,,rócas,rocas,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6410127,6410127,92152279,Reconstruction:Proto-Indo-Iranian/ćráwniš,ćráwniš,noun,buttocks,*ḱlównis,,śróṇi,śroṇi,12729,12729,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_3vzcsetapjmw4,R:inc:IAIL; R:CDIAL[śrṓṇi]
enwikt:6422724,6422724,92152056,Reconstruction:Proto-Indo-Iranian/Hmaygʰás,Hmaygʰás,noun,cloud,,,meghá,megʰa,10302 14760,10302,linked,1,unique after collapsing addendum onto its main entry,,R:inc:IAIL[meghá-]; R:ira:ESIJa[140—142]
enwikt:6427173,6427173,84285914,Reconstruction:Proto-Indo-Iranian/wítastiš,wítastiš,noun,span (as a measure of length),,,,,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6428287,6428287,91554891,Reconstruction:Proto-Indo-Iranian/ćuHrás,ćuHrás,adjective,strong,,,śáviṣṭha; śū́ra,śaviṣṭʰa; śūra,12569 12570,12569,linked,1,disambiguated by gloss overlap,,
enwikt:6429779,6429779,92151981,Reconstruction:Proto-Indo-Iranian/agrúHs,agrúHs,noun,an unmarried girl; a virgin,,,agrū́,agrū,,,unlinked,,no CDIAL head with this spelling,,R:ae:Brill
enwikt:6445164,6445164,92152174,Reconstruction:Proto-Indo-Iranian/pr̥šćáti,pr̥šćáti,verb,to ask,*pr̥sḱéti,,pṛccháti,pr̥ccʰati,8352,8352,alternate,2,review:semantics — glosses do not overlap,,R:iir:Lipp:2009[176]; R:hi:Misra[54]; R:ira:EDIV[*fras/prs]
enwikt:6445169,6445169,92152164,Reconstruction:Proto-Indo-Iranian/náćyati,náćyati,verb,"to perish, be lost; to disappear",,,náśyati,naśyati,7027,7027,linked,1,unique spelling match,,"R:ira:Cheung:2007[*nas][282]; R:pal:Mackenzie[wināhīdan, wināh-]"
enwikt:6445185,6445185,92152098,Reconstruction:Proto-Indo-Iranian/Hártʰam,Hártʰam,noun,"affair, occurrence; object, thing; purpose",,,ártha,artʰa,638,638,linked,1,unique spelling match,,R:sa:EWAia[ártha-][117]; R:inc:IAIL[ártha-][55]
enwikt:6445654,6445654,92152045,Reconstruction:Proto-Indo-Iranian/Hangúštʰas,Hangúštʰas,noun,thumb; big toe; finger,*h₂eng-,,aṅgúṣṭha,aŋguṣṭʰa,137 14202,137,linked,1,unique after collapsing addendum onto its main entry,,R:inc:IAIL[aṅgus·t·há-][32]
enwikt:6446790,6446790,92307120,Reconstruction:Proto-Indo-Iranian/náyȷ́žʰam,náyȷ́žʰam,noun,"sharp tip, spear",,,níkṣati; nī́kṣaṇa; nékṣaṇa,nikṣati; nīkṣaṇa; nekṣaṇa,,,unlinked,,no CDIAL head with this spelling,,R:ine:EWAia[NIKṢ][41]; R:ira:Hinz[172]; R:xme:Janda[105]; R:ira:ESIJa[443–446]
enwikt:6447470,6447470,92152181,Reconstruction:Proto-Indo-Iranian/púšćas,púšćas,noun,tail,,,púccha,puccʰa,8249,8249,linked,1,unique spelling match,,R:iir-pro:Substrate[10]; R:CDIAL[púccha]
enwikt:6449638,6449638,87257184,Reconstruction:Proto-Indo-Iranian/ȷ́ānáHti,ȷ́ānáHti,verb,to know,*ǵn̥néh₃ti,,jānā́ti,jānāti,14517 5193,5193,alternate,2,glosses disjoint but the article cites CDIAL; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_xjxfzzzfc6pfy,R:CDIAL[jānā́ti]
enwikt:6450745,6450745,92152282,Reconstruction:Proto-Indo-Iranian/ćr̥náwti,ćr̥náwti,verb,"to listen, hear",*ḱl̥néwti,,,,,,unlinked,,no CDIAL head with this spelling,,R:ine:LIV[334]; R:ira:Cheung[*srau]
enwikt:6451675,6451675,92152232,Reconstruction:Proto-Indo-Iranian/udáras,udáras,noun,"belly, abdomen, stomach",*úderos,,udára,udara,1932,1932,linked,1,unique spelling match,,
enwikt:6451880,6451880,92171842,Reconstruction:Proto-Indo-Iranian/ud-,ud-,prefix,"up, upwards, away, out of",*úd,,ud-,ud,,,unlinked,,no CDIAL head with this spelling,,R:ine:EWAia[úd][214]
enwikt:6451956,6451956,92152240,Reconstruction:Proto-Indo-Iranian/utˢčáH,utˢčáH,adverb,"above, upwards",,,uccā́,uccā,,,unlinked,,no CDIAL head with this spelling,,R:iir:Lipp:2009[197]
enwikt:6452466,6452466,87170915,Reconstruction:Proto-Indo-Iranian/sáȷ́ʰas,sáȷ́ʰas,noun,"power, strength",*séǵʰos,,sahas,sahas,13306,13306,linked,1,unique spelling match,,R:inc:IAIL[sáhas-]; R:CDIAL[sáhas]; R:ira:ESIJa[*haźah-][393]
enwikt:6453268,6453268,88888868,Reconstruction:Proto-Indo-Iranian/kr̥ćás,kr̥ćás,adjective,"thin, emaciated; lean",*kr̥ḱós,,,,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[kr̥śá-][283]
enwikt:6454175,6454175,92152235,Reconstruction:Proto-Indo-Iranian/utˢtamás,utˢtamás,adjective,"highest, most elevated",,,uttamá,uttama,1765,1765,linked,1,unique spelling match,,R:ine:EWAia[úttara-][213]; R:ine:LIPP[827]
enwikt:6456135,6456135,91664019,Reconstruction:Proto-Indo-Iranian/-tamas,-tamas,suffix,,*-tm̥mos,,-tama,tama,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6457155,6457155,91481496,Reconstruction:Proto-Indo-Iranian/-ma,-ma,suffix,,[[*-mn̥,,-man,man,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6463869,6463869,85776827,Reconstruction:Proto-Indo-Iranian/was,was,pronoun,,*wos,,vas,vas,,,unlinked,,no CDIAL head with this spelling,,R:inc:IAIL[vas][565]; R:HCHIEL[1904]; R:ine:LIPP[856]; R:ae:Brill[71]
enwikt:6464724,6464724,92151998,Reconstruction:Proto-Indo-Iranian/bʰiš-,bʰiš-,root,"to heal; to cure; medicine, medicinal herb",*bʰeh₂-,,bhiṣákti; bhiṣáj,bʰiṣakti; bʰiṣaj,,,unlinked,,no CDIAL head with this spelling,,R:inc:EWAia[BHID - bhiṣáj-][264-265]; R:ira:ESIJa[62]; R:ira:EDIV[*bišaz]; R:iir-pro:Substrate; R:inc:IAIL[bhis.áj-]
enwikt:6468013,6468013,88096974,Reconstruction:Proto-Indo-Iranian/bʰárati,bʰárati,verb,to bear; to carry; to take (away),*bʰéreti,,bhárati,bʰarati,9397,9397,alternate,2,review:semantics — glosses do not overlap,,
enwikt:6468016,6468016,91726409,Reconstruction:Proto-Indo-Iranian/bʰáwdʰati,bʰáwdʰati,verb,to be awake,*bʰéwdʰeti,,bódhati,bodʰati,9315,9315,alternate,2,review:semantics — glosses do not overlap,,
enwikt:6471387,6471387,87390960,Reconstruction:Proto-Indo-Iranian/ćráwas,ćráwas,noun,fame,*ḱléwos,,,,,,unlinked,,no CDIAL head with this spelling,,R:CDIAL[śrávas]
enwikt:6471397,6471397,89497953,Reconstruction:Proto-Indo-Iranian/-tás,-tás,suffix,,*-tós,,-tá,ta,5612,5612,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_xzsp2v7gufqmg,
enwikt:6471408,6471408,90321088,Reconstruction:Proto-Indo-Iranian/suHnúš,suHnúš,noun,son,*suHnús,,sūnu,sūnu,13569,13569,linked,1,unique spelling match,,
enwikt:6471418,6471418,92152109,Reconstruction:Proto-Indo-Iranian/Háǰʰiš,Háǰʰiš,noun,snake,*h₁ógʷʰis,,áhi,ahi,994,994,linked,1,unique spelling match,,R:inc:IAIL[áhi-][18]; R:sa:EWAia[áhi-][156]
enwikt:6471420,6471420,88096978,Reconstruction:Proto-Indo-Iranian/tawtáH,tawtáH,noun,"people, folk; crowd, masses",*tewtéh₂,,,,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6471657,6471657,84334553,Reconstruction:Proto-Indo-Iranian/HásHr̥,HásHr̥,noun,blood,*h₁ésh₂r̥,,ásṛj,asr̥j,971,971,linked,1,unique spelling match,,
enwikt:6471826,6471826,91554865,Reconstruction:Proto-Indo-Iranian/HyúHā,HyúHā,adjective,"youthful, young",*h₂yuh₁en-,,yáviṣṭha; yúvan,yaviṣṭʰa; yuvan,10508,10508,linked,1,unique spelling match,,
enwikt:6472191,6472191,88673258,Reconstruction:Proto-Indo-Iranian/sráwtas,sráwtas,noun,"river; current, torrent",*srew-,,srótas,srotas,13889,13889,alternate,2,review:semantics — glosses do not overlap,,
enwikt:6473164,6473164,92152077,Reconstruction:Proto-Indo-Iranian/Hwásati,Hwásati,verb,"to dwell, live; to stay, spend the night",*h₂wéseti,,vásati,vasati,11435 14796a,,unlinked,,ambiguous: several CDIAL heads share this spelling,,R:CDIAL[vásati]; R:ira:Cheung[*Hṷah²][202-203]
enwikt:6474396,6474396,92152018,Reconstruction:Proto-Indo-Iranian/dʰawgʰ-,dʰawgʰ-,root,to milk,*dʰewgʰ-,,dugdhá; duh; dugh,dugdʰa; duh; dugʰ,6391,6391,linked,1,unique spelling match,,R:ira:Cheung[66-7]; R:sa:EWAia[747-8]
enwikt:6474445,6474445,92152128,Reconstruction:Proto-Indo-Iranian/mayū́kʰas,mayū́kʰas,noun,"peg, nail",,,mayū́kha,mayūkʰa,,,unlinked,,no CDIAL head with this spelling,,R:iir-pro:Substrate
enwikt:6474615,6474615,89216192,Reconstruction:Proto-Indo-Iranian/dʰáwgdʰi,dʰáwgdʰi,verb,to milk,*dʰéwgʰti,,dógdhi; dugdhá,dogdʰi; dugdʰa,6391,6391,alternate,2,unique spelling match; review:duplicate-claim — wiir-6474396 already claims this head-word,,R:ira:Cheung[dauč<sup>1</sup> (*dauǰ ?)]
enwikt:6476352,6476352,91311591,Reconstruction:Proto-Indo-Iranian/dyā́wš,dyā́wš,noun,"sky, heaven",*dyḗws,,,,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6477780,6477780,88658146,Reconstruction:Proto-Indo-Iranian/Wr̥tragʰnás,Wr̥tragʰnás,proper noun,the name of a god of victory,*wer-,,*vṛtraghná; vārtraghna,vr̥tragʰna; vārtragʰna,,,unlinked,,no CDIAL head with this spelling,,R:xcl:HAnB[Վահագն][8–9]; R:xcl:AG[75–78]; R:ira:Justi[361–365]; R:inc:IAIL[vṛtrá-]
enwikt:6478318,6478318,88655891,Reconstruction:Proto-Indo-Iranian/gaHtʰás,gaHtʰás,noun,song,,,gā́thā; gāthá,gātʰā; gātʰa,4126,4126,linked,1,unique spelling match,,R:CDIAL[gāˊthā]
enwikt:6479163,6479163,89786358,Reconstruction:Proto-Indo-Iranian/dáwš,dáwš,noun,"forearm, arm",*dóws,,dós,dos,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6482682,6482682,89949298,Reconstruction:Proto-Indo-Iranian/-kas,-kas,suffix,,*-kos,,-kasa; -ka,kasa; ka,2574,2574,alternate,2,unique spelling match; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_dywfn5ulgfrk6,R:iir:Ciancaglini:2012[91]
enwikt:6492278,6492278,92152186,Reconstruction:Proto-Indo-Iranian/r̥šíš,r̥šíš,noun,seer,*h₁ers-,,ṛ́ṣi,r̥ṣi,2460,2460,alternate,2,review:semantics — glosses do not overlap,,R:iir-pro:Substrate[313]; R:ine:IEW[336-337]; R:sa:EWAia[261]; R:sa:KEWA[125]
enwikt:6495125,6495125,88894264,Reconstruction:Proto-Indo-Iranian/Hánȷ́ʰas,Hánȷ́ʰas,noun,"distress, anxiety, fear; trouble",*h₂énǵʰos,,áṃhas,aṁhas,9,9,linked,1,unique spelling match,,
enwikt:6499404,6499404,91591830,Reconstruction:Proto-Indo-Iranian/táwkma,táwkma,noun,seed,,,tókman,tokman,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6499551,6499551,92152019,Reconstruction:Proto-Indo-Iranian/dʰruwás,dʰruwás,adjective,"fixed, firm",,,dhruvá,dʰruva,6892,6892,linked,1,unique spelling match,,R:ira:ESIJa[359-60]; R:inc:IAIL[dhruvá-]; R:ine:EWAia[dhruvá-][798-799]; R:CDIAL[dhruvá]
enwikt:6499579,6499579,92171772,Reconstruction:Proto-Indo-Iranian/bʰúHmiš,bʰúHmiš,noun,"earth, land",*bʰuH-,,bhū́mi,bʰūmi,9557,9557,linked,1,unique spelling match,,R:sa:EWAia[bhū́mi][268]
enwikt:6515849,6515849,92151987,Reconstruction:Proto-Indo-Iranian/andʰás,andʰás,adjective,blind,,yes,andhá,andʰa,14219 385,385,linked,1,unique after collapsing addendum onto its main entry,,R:inc:IAIL[andʰá-]; R:iir:Lubotsky:1999[11]; R:ira:ESIJa[*anda-][165]
enwikt:6517790,6517790,91794708,Reconstruction:Proto-Indo-Iranian/Hárǰʰati,Hárǰʰati,verb,"to be worth, have value; to cost",*h₂elgʷʰ-,,árhati,arhati,691,691,linked,1,unique spelling match,,
enwikt:6519487,6519487,88181606,Reconstruction:Proto-Indo-Iranian/páyHas,páyHas,noun,milk,*peyH-,,páyas; pāyasa,payas; pāyasa,14671 7790 8099,,unlinked,,ambiguous: several CDIAL heads share this spelling,,
enwikt:6519844,6519844,92152170,Reconstruction:Proto-Indo-Iranian/pr̥Hnás,pr̥Hnás,adjective,"full, filled",*pl̥h₁nós,,pūrṇa,pūrṇa,8339,8339,linked,1,unique spelling match,,R:ira:Novák:2013[208]
enwikt:6520441,6520441,92152052,Reconstruction:Proto-Indo-Iranian/Hláwpiš,Hláwpiš,noun,fox,,,,,,,unlinked,,no CDIAL head with this spelling,,R:ine:Palmer:2021[239]
enwikt:6525099,6525099,67559471,Reconstruction:Proto-Indo-Iranian/rayšás,rayšás,noun,"injury, wound, sore",,,reṣá,reṣa,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6525116,6525116,88041510,Reconstruction:Proto-Indo-Iranian/bʰayšaȷ́ás,bʰayšaȷ́ás,adjective,"healing, curative",,,bheṣajyá; bheṣajá,bʰeṣajya; bʰeṣaja,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6525542,6525542,92152183,Reconstruction:Proto-Indo-Iranian/rayš-,rayš-,root,"to be hurt, to be wounded, to suffer injury",,,ríṣyati; reṣáyati; riṣṭá,riṣyati; reṣayati; riṣṭa,10747 10749,10749,linked,1,disambiguated by gloss overlap,,R:sa:EWAia[462-3]; R:ira:ESIJa[355-6]; R:ira:Cheung[309]
enwikt:6526241,6526241,81824793,Reconstruction:Proto-Indo-Iranian/bʰuȷ́ás,bʰuȷ́ás,noun,goat,*bʰuǵ-,,,,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6529579,6529579,88041516,Reconstruction:Proto-Indo-Iranian/ȷ́ʰáyas,ȷ́ʰáyas,noun,horse,*ǵʰéyos,,háya,haya,,,unlinked,,no CDIAL head with this spelling,,
enwikt:6531824,6531824,87171008,Reconstruction:Proto-Indo-Iranian/párćuš,párćuš,noun,rib,*pérḱus,,párśu,parśu,7948 7949,7948,alternate,2,disambiguated by gloss overlap; review:duplicate — the head already has a Proto-Indo-Iranian parent,f_2vzayjui2s54c,
enwikt:6531868,6531868,92152173,Reconstruction:Proto-Indo-Iranian/pr̥štʰás,pr̥štʰás,noun,back,,,pṛṣṭhá,pr̥ṣṭʰa,14700 8371,8371,linked,1,unique after collapsing addendum onto its main entry,,R:sa:EWAia[165-6]; R:iir-nur:Hegedus:2012[160]
