Item	Site_Code	PDF_Page	Printed_Page	Column	OCR_Candidate	OCR_Row_Top	OCR_Pitch	Review_Status
103	BMA	106	97	right		365	33	unreviewed
103	BOP	106	97	right	3 kuri	398	33	unreviewed
103	BRA	106	97	right	1 ica	431	33	unreviewed
103	BGH	106	97	right	3 kudi hon	464	33	unreviewed
103	MU1	106	97	right	3 kudi	497	33	unreviewed
103	MU2	106	97	right	1 ica	530	33	unreviewed
103	SA1	106	97	right	1 era, 3 kori	563	33	unreviewed
103	SBA	106	97	right	3 kuri	596	33	unreviewed
103	OCU	106	97	right	4 maedziu	629	33	unreviewed
104	HO1	106	97	left	1 sitija, 3 hon	862	33	unreviewed
104	HTH	106	97	left	3 hon	895	33	unreviewed
104	HKA	106	97	left	3 hon	928	33	unreviewed
104	HKE	106	97	left	3 hon	961	33	unreviewed
104	HCH	106	97	left	1 sitie	994	33	unreviewed
104	HCU	106	97	left	3 hon	1027	33	unreviewed
104	HSU	106	97	left	3 hon	1060	33	unreviewed
104	HSA	106	97	left	3 hon	1093	33	unreviewed
104	HJO	106	97	left	3 hon	1126	33	unreviewed
104	HDH	106	97	left	3 hon	1159	33	unreviewed
104	HBG	106	97	left	3 hon	1192	33	unreviewed
104	HO2	106	97	left	1 sitia, 3 hon	1225	33	unreviewed
104	HRA	106	97	left	3 hon	1258	33	unreviewed
104	HO3	106	97	left	3 hon	1291	33	unreviewed
104	HOP	106	97	right	3 hon	862	33	unreviewed
104	HBA	106	97	right	3 hon	895	33	unreviewed
104	HNI	106	97	right	3 hon	928	33	unreviewed
104	BBG	106	97	right	3 hon	994	33	unreviewed
104	BMA	106	97	right	3 hone	1027	33	unreviewed
104	BOP	106	97	right	3 hon	1060	33	unreviewed
104	BRA	106	97	right	4 koda	1093	33	unreviewed
104	BGH	106	97	right	3 hone	1126	33	unreviewed
104	MU1	106	97	right	3 hon	1159	33	unreviewed
104	MU2	106	97	right	3 hon	1192	33	unreviewed
104	SA1	106	97	right	5 gidra	1225	33	unreviewed
104	SBA	106	97	right	5 gidra	1258	33	unreviewed
104	OCU	106	97	right	2 pil-a	1291	33	unreviewed
105	HO1	106	97	left	1 apu	1457	33	unreviewed
105	HTH	106	97	left	1 apu	1490	33	unreviewed
105	HKA	106	97	left	1 apu	1523	33	unreviewed
105	HKE	106	97	left	1 apu	1556	33	unreviewed
105	HCH	106	97	left	1 apu, 2 baba	1589	33	unreviewed
105	HCU	106	97	left	1 apu	1622	33	unreviewed
105	HSU	106	97	left	1 apu	1655	33	unreviewed
105	HSA	106	97	left	1 apu	1688	33	unreviewed
105	HJO	106	97	left	1 apu	1721	33	unreviewed
105	HDH	106	97	left	1 apu	1754	33	unreviewed
105	HBG	106	97	left	1 apu	1787	33	unreviewed
105	HO2	106	97	left	1 apu	1820	33	unreviewed
105	HRA	106	97	left	2 babu	1853	33	unreviewed
105	HO3	106	97	left	1 apu	1886	33	unreviewed
105	HOP	106	97	right	1 apu	1457	33	unreviewed
105	HBA	106	97	right	2 bapa	1490	33	unreviewed
105	HNI	106	97	right	2 bapa	1523	33	unreviewed
105	BBG	106	97	right	1, 2 aba	1589	33	unreviewed
105	BMA	106	97	right	2 babu	1622	33	unreviewed
105	BOP	106	97	right	1, 2 aba	1655	33	unreviewed
105	BRA	106	97	right	2 ba	1688	33	unreviewed
105	BGH	106	97	right	2 babu _	1721	33	unreviewed
105	MU1	106	97	right	1 apu	1754	33	unreviewed
105	MU2	106	97	right	1 apu, 1, 2 aba	1787	33	unreviewed
105	SA1	106	97	right	1, 2 apa, 2 ba	1820	33	unreviewed
105	SBA	106	97	right	2 baba	1853	33	unreviewed
105	OCU	106	97	right	2 bapa	1886	33	unreviewed
106	HO1	107	98	left	1 ma, 2 enga	265	32	unreviewed
106	HTH	107	98	left	enga	297	32	unreviewed
106	HKA	107	98	left	enga	329	32	unreviewed
106	HKE	107	98	left	inga	361	32	unreviewed
106	HCH	107	98	left	1 ma, 2 enga	393	32	unreviewed
106	HCU	107	98	left	wnga	425	32	unreviewed
106	HSU	107	98	left	enga	457	32	unreviewed
106	HSA	107	98	left	enga	489	32	unreviewed
106	HJO	107	98	left	2 enga	521	32	unreviewed
106	HDH	107	98	left	2 inga	553	32	unreviewed
106	HBG	107	98	left	2 tnga	585	32	unreviewed
106	HO2	107	98	left	2 enga	617	32	unreviewed
106	HRA	107	98	left	1 map, 2 enga	649	32	unreviewed
106	HO3	107	98	left	2 enga	681	32	unreviewed
106	HOP	107	98	right	2 inga	265	32	unreviewed
106	HBA	107	98	right	1 map	297	32	unreviewed
106	HNI	107	98	right	t map	329	32	unreviewed
106	BBG	107	98	right	| ma-	393	32	unreviewed
106	BMA	107	98	right	1 map	425	32	unreviewed
106	BOP	107	98	right	1 ma	457	32	unreviewed
106	BRA	107	98	right	1 map	489	32	unreviewed
106	BGH	107	98	right	| man	521	32	unreviewed
106	MU1	107	98	right	2 enga	553	32	unreviewed
106	MU2	107	98	right	2 enga	585	32	unreviewed
106	SA1	107	98	right	2 enga, 3 ayo	617	32	unreviewed
106	SBA	107	98	right	3 ayo	649	32	unreviewed
106	OCU	107	98	right	| ma?	681	32	unreviewed
107	HO1	107	98	left	1 bau, 3 dada	843	32	unreviewed
107	HTH	107	98	left	1 baute	875	32	unreviewed
107	HKA	107	98	left	1 baute, 3 dada	907	32	unreviewed
107	HKE	107	98	left	1 bau	939	32	unreviewed
107	HCH	107	98	left	1 baun	971	32	unreviewed
107	HCU	107	98	left	1 bauy	1003	32	unreviewed
107	HSU	107	98	left	3 dada	1035	32	unreviewed
107	HSA	107	98	left	3 dada	1067	32	unreviewed
107	HJO	107	98	left	3 marayn dada	1099	32	unreviewed
107	HDH	107	98	left	1 bau, 3 dada	1131	32	unreviewed
107	HBG	107	98	left	3 dada i	1163	32	unreviewed
107	HO2	107	98	left	1 bauu	1195	32	unreviewed
107	HRA	107	98	left	3 dada	1227	32	unreviewed
107	HO3	107	98	left	1 bao	1259	32	unreviewed
107	HOP	107	98	right	3 macan dada	843	32	unreviewed
107	HBA	107	98	right	3 macayn dada	875	32	unreviewed
107	HNI	107	98	right	3 macan dada	907	32	unreviewed
107	BBG	107	98	right	3 dada	971	32	unreviewed
107	BMA	107	98	right	3 dada	1003	32	unreviewed
107	BOP	107	98	right	3 maran dada	1035	32	unreviewed
107	BRA	107	98	right	3 maran dada	1067	32	unreviewed
107	BGH	107	98	right	3 dada	1099	32	unreviewed
107	MU1	107	98	right	-----	1131	32	unreviewed
107	MU2	107	98	right	-----	1163	32	unreviewed
107	SA1	107	98	right	3 dada	1195	32	unreviewed
107	SBA	107	98	right	3 dada	1227	32	unreviewed
107	OCU	107	98	right	2 nna?	1259	32	unreviewed
108	HO1	107	98	left	1 undi, 3 boko, 5 babu	1420	32	unreviewed
108	HTH	107	98	left	1 undite	1452	32	unreviewed
108	HKA	107	98	left	1 undip kuva	1484	32	unreviewed
108	HKE	107	98	left	1 undi	1516	32	unreviewed
108	HCH	107	98	left	1 undip .	1548	32	unreviewed
108	HCU	107	98	left	1 undi	1580	32	unreviewed
108	HSU	107	98	left	1 undi kuya	1612	32	unreviewed
108	HSA	107	98	left	1 undi	1644	32	unreviewed
108	HJO	107	98	left	1 undip kuva	1676	32	unreviewed
108	HDH	107	98	left	1 undi	1708	32	unreviewed
108	HBG	107	98	left	1 hurty undi	1740	32	unreviewed
108	HO2	107	98	left	1 undi, 4 haga	1772	32	unreviewed
108	HRA	107	98	left	3 boyo	1804	32	unreviewed
108	HO3	107	98	left	1 undite	1836	32	unreviewed
108	HOP	107	98	right	4 hudin haga	1420	32	unreviewed
108	HBA	107	98	right	4 hudin haga	1452	32	unreviewed
108	HNI	107	98	right	4 undin haga	1484	32	unreviewed
108	BBG	107	98	right	3 boko	1548	32	unreviewed
108	BMA	107	98	right	3 boko	1580	32	unreviewed
108	BOP	107	98	right	5S babu	1612	32	unreviewed
108	BRA	107	98	right	3 hudin boko	1644	32	unreviewed
108	BGH	107	98	right	4 hon haga	1676	32	unreviewed
108	MU1	107	98	right	4 haga	1708	32	unreviewed
108	MU2	107	98	right	4 haga	1740	32	unreviewed
108	SA1	107	98	right	3 bokot kora	1772	32	unreviewed
108	SBA	107	98	right	5 babu	1804	32	unreviewed
108	OCU	107	98	right	2 tfrota bfai	1836	32	unreviewed
109	HO1	108	99	left	1 adgi, 4 dai	263	32	unreviewed
109	HTH	108	99	left	1 adzite	295	32	unreviewed
109	HKA	108	99	left	1 adzite, 4 dai	327	32	unreviewed
109	HKE	108	99	left	1 adgi, 4 dai	359	32	unreviewed
109	HCH	108	99	left	1 adgip	391	32	unreviewed
109	HCU	108	99	left	dai	423	32	unreviewed
109	HSU	108	99	left	4 dai	455	32	unreviewed
109	HSA	108	99	left	4 dai	487	32	unreviewed
109	HJO	108	99	left	4 gai	519	32	unreviewed
109	HDH	108	99	left	1 adgi	551	32	unreviewed
109	HBG	108	99	left	-----	583	32	unreviewed
109	HO2	108	99	left	| adzi	615	32	unreviewed
109	HRA	108	99	left	2 nana	647	32	unreviewed
109	HO3	108	99	left	-----	679	32	unreviewed
109	HOP	108	99	right	dai	263	32	unreviewed
109	HBA	108	99	right	nani	295	32	unreviewed
109	HNI	108	99	right	dai	327	32	unreviewed
109	BBG	108	99	right	dai	391	32	unreviewed
109	BMA	108	99	right	nana	423	32	unreviewed
109	BOP	108	99	right	dai	455	32	unreviewed
109	BRA	108	99	right	nana	487	32	unreviewed
109	BGH	108	99	right	3 didi	519	32	unreviewed
109	MU1	108	99	right	-----	551	32	unreviewed
109	MU2	108	99	right	2 nana	583	32	unreviewed
109	SA1	108	99	right	1 adgi, 4 gai	615	32	unreviewed
109	SBA	108	99	right	4 da- i	647	32	unreviewed
109	OCU	108	99	right	2 nan-i. 3 didi	679	32	unreviewed
110	HO1	108	99	left	1 undi kui, 4(3 misidera, 8	837	32	unreviewed
110	HTH	108	99	left	1 undife kui	869	32	unreviewed
110	HKA	108	99	left	1 undip kui	901	32	unreviewed
110	HKE	108	99	left	1 undi kui	933	32	unreviewed
110	HCH	108	99	left	1 undip kui	965	32	unreviewed
110	HCU	108	99	left	1 undi kui	997	32	unreviewed
110	HSU	108	99	left	1 undi kui	1029	32	unreviewed
110	HSA	108	99	left	10 misi kui	1061	32	unreviewed
110	HJO	108	99	left	1 undip kui	1093	32	unreviewed
110	HDH	108	99	left	1 undi kui	1125	32	unreviewed
110	HBG	108	99	left	3 uring misi	1157	32	unreviewed
110	HO2	108	99	left	1 uqdi kui, 4 misi era	1189	32	unreviewed
110	HRA	108	99	left	6 biti	1221	32	unreviewed
110	HO3	108	99	left	3 misi	1253	32	unreviewed
110	HOP	108	99	right	5 budi	837	32	unreviewed
110	HBA	108	99	right	3 hudin nani	869	32	unreviewed
110	HNI	108	99	right	7 urin bokop	901	32	unreviewed
110	BBG	108	99	right	3 urty misi	965	32	unreviewed
110	BMA	108	99	right	4 misi wca	997	32	unreviewed
110	BOP	108	99	right	5 budi	1029	32	unreviewed
110	BRA	108	99	right	4 misi ica	1061	32	unreviewed
110	BGH	108	99	right	11 hon misi	1093	32	unreviewed
110	MU1	108	99	right	3 misi	1125	32	unreviewed
110	MU2	108	99	right	3 misi	1157	32	unreviewed
110	SA1	108	99	right	7 bokot kuri	1189	32	unreviewed
110	SBA	108	99	right	8 ma-i	1221	32	unreviewed
110	OCU	108	99	right	2 sane bfouni	1253	32	unreviewed
111	HO1	108	99	left	1 kowa hon, 3 hon	1411	32	unreviewed
111	HTH	108	99	left	1 kuwa hon	1443	32	unreviewed
111	HKA	108	99	left	1 kuwa hon	1475	32	unreviewed
111	HKE	108	99	left	1 kuwa hon	1507	32	unreviewed
111	HCH	108	99	left	1 kuwa hon	1539	32	unreviewed
111	HCU	108	99	left	1 kuwa hon	1571	32	unreviewed
111	HSU	108	99	left	1 kuwa hon	1603	32	unreviewed
111	HSA	108	99	left	1 kuwa hon	1635	32	unreviewed
111	HJO	108	99	left	1 kuwa hon	1667	32	unreviewed
111	HDH	108	99	left	3 hon	1699	32	unreviewed
111	HBG	108	99	left	1 koca hon	1731	32	unreviewed
111	HO2	108	99	left	1 kowa hon, 3 hon	1763	32	unreviewed
111	HRA	108	99	left	1 kuwa hon	1795	32	unreviewed
111	HO3	108	99	left	1 kowa hon	1827	32	unreviewed
111	HOP	108	99	right	5 horel hon	1411	32	unreviewed
111	HBA	108	99	right	1 kuwa hon	1443	32	unreviewed
111	HNI	108	99	right	5 hon herel	1475	32	unreviewed
111	BBG	108	99	right	1 kora hon	1539	32	unreviewed
111	BMA	108	99	right	1 kuda hone	1571	32	unreviewed
111	BOP	108	99	right	1 kora hon	1603	32	unreviewed
111	BRA	108	99	right	3 hone	1635	32	unreviewed
111	BGH	108	99	right	5 hon herel	1667	32	unreviewed
111	MU1	108	99	right	1 kora	1699	32	unreviewed
111	MU2	108	99	right	3 hon	1731	32	unreviewed
111	SA1	108	99	right	1 koca hopon, 3 hon	1763	32	unreviewed
111	SBA	108	99	right	-----	1795	32	unreviewed
111	OCU	108	99	right	2 pu-o	1827	32	unreviewed
112	HO1	109	100	left	1 kui hon, 3 hon era	264	32	unreviewed
112	HTH	109	100	left	| kui hon	296	32	unreviewed
112	HKA	109	100	left	t kui hon	328	32	unreviewed
112	HKE	109	100	left	1 kui hon	360	32	unreviewed
112	HCH	109	100	left	1 kut hon	392	32	unreviewed
112	HCU	109	100	left	1 kui hon	424	32	unreviewed
112	HSU	109	100	left	1 kui hon	456	32	unreviewed
112	HSA	109	100	left	1 kui hon	488	32	unreviewed
112	HJO	109	100	left	1 kui hon	520	32	unreviewed
112	HDH	109	100	left	hon ica	552	32	unreviewed
112	HBG	109	100	left	1 kui hon	584	32	unreviewed
112	HO2	109	100	left	1 kuti hon	616	32	unreviewed
112	HRA	109	100	left	1 kui hon	648	32	unreviewed
112	HO3	109	100	left	1 kui hon	680	32	unreviewed
112	HOP	109	100	right	3 tea hon	264	32	unreviewed
112	HBA	109	100	right	3 ira hon	296	32	unreviewed
112	HNI	109	100	right	3 hon era	328	32	unreviewed
112	BBG	109	100	right	1 kuri hon	392	32	unreviewed
112	BMA	109	100	right	1 kudi hone	424	32	unreviewed
112	BOP	109	100	right	1 kuri hon	456	32	unreviewed
112	BRA	109	100	right	1 kudi hone	488	32	unreviewed
112	BGH	109	100	right	3 hon era	520	32	unreviewed
112	MU1	109	100	right	1 kori	552	32	unreviewed
112	MU2	109	100	right	1 kuri hon	584	32	unreviewed
112	SA1	109	100	right	3 hopon eca	616	32	unreviewed
112	SBA	109	100	right	-----	648	32	unreviewed
112	OCU	109	100	right	2 dzl-o	680	32	unreviewed
113	HO1	109	100	left	1 ham, 3 herel, 4 kowa	846	32	unreviewed
113	HTH	109	100	left	kuwa	878	32	unreviewed
113	HKA	109	100	left	kuwa	910	32	unreviewed
113	HKE	109	100	left	1 ham	942	32	unreviewed
113	HCH	109	100	left	1 ham	974	32	unreviewed
113	HCU	109	100	left	kuwa	1006	32	unreviewed
113	HSU	109	100	left	kuwa	1038	32	unreviewed
113	HSA	109	100	left	kuwa	1070	32	unreviewed
113	HJO	109	100	left	kuwa	1102	32	unreviewed
113	HDH	109	100	left	1 ham	1134	32	unreviewed
113	HBG	109	100	left	1 haram	1166	32	unreviewed
113	HO2	109	100	left	1 ham, 3 hecel	1198	32	unreviewed
113	HRA	109	100	left	kuwa	1230	32	unreviewed
113	HO3	109	100	left		1262	32	unreviewed
113	HOP	109	100	right	1 ham buda	846	32	unreviewed
113	HBA	109	100	right	3 herel	878	32	unreviewed
113	HNI	109	100	right	3 herel	910	32	unreviewed
113	BBG	109	100	right	6 kisap ;	974	32	unreviewed
113	BMA	109	100	right	4 kuda	1006	32	unreviewed
113	BOP	109	100	right	-----	1038	32	unreviewed
113	BRA	109	100	right	4 koda	1070	32	unreviewed
113	BGH	109	100	right	4 koda	1102	32	unreviewed
113	MU1	109	100	right	-----	1134	32	unreviewed
113	MU2	109	100	right	4 koa, 5 purus	1166	32	unreviewed
113	SA1	109	100	right	3 herel, 7 dzawae	1198	32	unreviewed
113	SBA	109	100	right	S==2~.	1230	32	unreviewed
113	OCU	109	100	right	2 suami	1262	32	unreviewed
114	HO1	109	100	left	era, 3 budi	1424	33	unreviewed
114	HTH	109	100	left	iva	1457	33	unreviewed
114	HKA	109	100	left	ira	1490	33	unreviewed
114	HKE	109	100	left	ham budi	1523	33	unreviewed
114	HCH	109	100	left	ira	1556	33	unreviewed
114	HCU	109	100	left	Ira	1589	33	unreviewed
114	HSU	109	100	left	ica	1622	33	unreviewed
114	HSA	109	100	left	kui tani	1655	33	unreviewed
114	HJO	109	100	left	tea	1688	33	unreviewed
114	HDH	109	100	left	ica, 3 ham budi	1721	33	unreviewed
114	HBG	109	100	left	budi	1754	33	unreviewed
114	HO2	109	100	left	era	1787	33	unreviewed
114	HRA	109	100	left	ica	1820	33	unreviewed
114	HO3	109	100	left	era	1853	33	unreviewed
114	HOP	109	100	right	ham budi	1424	33	unreviewed
114	HBA	109	100	right	1 tra	1457	33	unreviewed
114	HNI	109	100	right	1 era	1490	33	unreviewed
114	BBG	109	100	right	kuri	1556	33	unreviewed
114	BMA	109	100	right	1 ira, 3 budi_	1589	33	unreviewed
114	BOP	109	100	right	hadam budi	1622	33	unreviewed
114	BRA	109	100	right	1 era	1655	33	unreviewed
114	BGH	109	100	right	1 ica	1688	33	unreviewed
114	MU1	109	100	right	1 era	1721	33	unreviewed
114	MU2	109	100	right	kui 5 o¢a horo	1754	33	unreviewed
114	SA1	109	100	right	opak hor, 6 bahu	1787	33	unreviewed
114	SBA	109	100	right		1820	33	unreviewed
114	OCU	109	100	right	stri	1853	33	unreviewed
115	HO1	110	101	left	1 kowa hon	261	32	unreviewed
115	HTH	110	101	left	kuwa hon	293	32	unreviewed
115	HKA	110	101	left	1 kuwa hon	325	32	unreviewed
115	HKE	110	101	left	1 kuwa hon	357	32	unreviewed
115	HCH	110	101	left	1 kuwa hon	389	32	unreviewed
115	HCU	110	101	left	1 kuwa hon	421	32	unreviewed
115	HSU	110	101	left	1 kuwa hon	453	32	unreviewed
115	HSA	110	101	left	kuwa hon	485	32	unreviewed
115	HJO	110	101	left	1 kuwa hoa	517	32	unreviewed
115	HDH	110	101	left	1 kuwa hon	549	32	unreviewed
115	HBG	110	101	left	! kora hon	581	32	unreviewed
115	HO2	110	101	left		613	32	unreviewed
115	HRA	110	101	left	1 kowa hon	645	32	unreviewed
115	HO3	110	101	left	kowa hon	677	32	unreviewed
115	HOP	110	101	right	here hol	261	32	unreviewed
115	HBA	110	101	right	1 kuwa hon	293	32	unreviewed
115	HNI	110	101	right		325	32	unreviewed
115	BBG	110	101	right	1 kora hon	389	32	unreviewed
115	BMA	110	101	right	| kuda hon	421	32	unreviewed
115	BOP	110	101	right	1 hon koda	453	32	unreviewed
115	BRA	110	101	right	1 koda hone	485	32	unreviewed
115	BGH	110	101	right	| koda hone	517	32	unreviewed
115	MU1	110	101	right	1 kova	549	32	unreviewed
115	MU2	110	101	right	hon	581	32	unreviewed
115	SA1	110	101	right	1 kora	613	32	unreviewed
115	SBA	110	101	right	1 kora	645	32	unreviewed
115	OCU	110	101	right	pu-o, pila?	677	32	unreviewed
116	HO1	110	101	left	kui hon	834	32	unreviewed
116	HTH	110	101	left	kui hon	866	32	unreviewed
116	HKA	110	101	left	kui hon	898	32	unreviewed
116	HKE	110	101	left	kui hon	930	32	unreviewed
116	HCH	110	101	left	kui hon	962	32	unreviewed
116	HCU	110	101	left	kui hon	994	32	unreviewed
116	HSU	110	101	left	kui hon	1026	32	unreviewed
116	HSA	110	101	left	ica hon	1058	32	unreviewed
116	HJO	110	101	left	kui hon	1090	32	unreviewed
116	HDH	110	101	left	kui hon	1122	32	unreviewed
116	HBG	110	101	left	kuri hon	1154	32	unreviewed
116	HO2	110	101	left		1186	32	unreviewed
116	HRA	110	101	left	kui hon	1218	32	unreviewed
116	HO3	110	101	left	kui	1250	32	unreviewed
116	HOP	110	101	right	3 ica hon	834	32	unreviewed
116	HBA	110	101	right	-----	866	32	unreviewed
116	HNI	110	101	right	-----	898	32	unreviewed
116	BBG	110	101	right	1 kuri hon	962	32	unreviewed
116	BMA	110	101	right	1 kudi hon	994	32	unreviewed
116	BOP	110	101	right	1 kui hon	1026	32	unreviewed
116	BRA	110	101	right	1 kudi hone	1058	32	unreviewed
116	BGH	110	101	right	1 kudi hone	1090	32	unreviewed
116	MU1	110	101	right	1 kori	1122	32	unreviewed
116	MU2	110	101	right	1 kuri hon	1154	32	unreviewed
116	SA1	110	101	right	1 kuri	1186	32	unreviewed
116	SBA	110	101	right	1 kuri	1218	32	unreviewed
116	OCU	110	101	right	2 dzio pila?	1250	32	unreviewed
117	HO1	110	101	left	1 singi, 2 din	1407	32	unreviewed
117	HTH	110	101	left	1 singi	1439	32	unreviewed
117	HKA	110	101	left	1 singi	1471	32	unreviewed
117	HKE	110	101	left	singi	1503	32	unreviewed
117	HCH	110	101	left	1 singi	1535	32	unreviewed
117	HCU	110	101	left	1 singi	1567	32	unreviewed
117	HSU	110	101	left	1 singi	1599	32	unreviewed
117	HSA	110	101	left	singi	1631	32	unreviewed
117	HJO	110	101	left	1 singi	1663	32	unreviewed
117	HDH	110	101	left	singi	1695	32	unreviewed
117	HBG	110	101	left	singi	1727	32	unreviewed
117	HO2	110	101	left	hula, 4 betaran	1759	32	unreviewed
117	HRA	110	101	left	singi	1791	32	unreviewed
117	HO3	110	101	left		1823	32	unreviewed
117	HOP	110	101	right	1 singi	1407	32	unreviewed
117	HBA	110	101	right	1 singi	1439	32	unreviewed
117	HNI	110	101	right	1 singi	1471	32	unreviewed
117	BBG	110	101	right	1 singi	1535	32	unreviewed
117	BMA	110	101	right	1 singi	1567	32	unreviewed
117	BOP	110	101	right	1 singi	1599	32	unreviewed
117	BRA	110	101	right	1 singi	1631	32	unreviewed
117	BGH	110	101	right	1 singi	1663	32	unreviewed
117	MU1	110	101	right	-----	1695	32	unreviewed
117	MU2	110	101	right	3 din, 3 hulayg	1727	32	unreviewed
117	SA1	110	101	right	5 hilok	1759	32	unreviewed
117	SBA	110	101	right	2 din	1791	32	unreviewed
117	OCU	110	101	right	2 dino	1823	32	unreviewed
118	HO1	111	102	left	1 nide	266	32	unreviewed
118	HTH	111	102	left	1 nide	298	32	unreviewed
118	HKA	111	102	left	1 nide	330	32	unreviewed
118	HKE	111	102	left	1 nide	362	32	unreviewed
118	HCH	111	102	left	t nide	394	32	unreviewed
118	HCU	111	102	left	1 nide	426	32	unreviewed
118	HSU	111	102	left	1 nide	458	32	unreviewed
118	HSA	111	102	left	1 nide	490	32	unreviewed
118	HJO	111	102	left	1 nide	522	32	unreviewed
118	HDH	111	102	left	1 nide	554	32	unreviewed
118	HBG	111	102	left	1 nide	586	32	unreviewed
118	HO2	111	102	left	1 nida	618	32	unreviewed
118	HRA	111	102	left	1 nide	650	32	unreviewed
118	HO3	111	102	left	-----	682	32	unreviewed
118	HOP	111	102	right	1 nigde	266	32	unreviewed
118	HBA	111	102	right	1 nide	298	32	unreviewed
118	HNI	111	102	right	-----	330	32	unreviewed
118	BBG	111	102	right	1 nida	394	32	unreviewed
118	BMA	111	102	right	1 nide	426	32	unreviewed
118	BOP	111	102	right	1 nide	458	32	unreviewed
118	BRA	111	102	right	1 nTtde	490	32	unreviewed
118	BGH	111	102	right	1 nida	522	32	unreviewed
118	MU1	111	102	right	-----	554	32	unreviewed
118	MU2	111	102	right	1 nida	586	32	unreviewed
118	SA1	111	102	right	1 ninda	618	32	unreviewed
118	SBA	111	102	right	1 nide	650	32	unreviewed
118	OCU	111	102	right	2 rati	682	32	unreviewed
119	HO1	111	102	left	1 sebata	848	32	unreviewed
119	HTH	111	102	left	1 sita?a	880	32	unreviewed
119	HKA	111	102	left	1 sita?a	912	32	unreviewed
119	HKE	111	102	left	1 stta?a	944	32	unreviewed
119	HCH	111	102	left	1 sita?a	976	32	unreviewed
119	HCU	111	102	left	1 sita?a	1008	32	unreviewed
119	HSU	111	102	left	1 sifa?a	1040	32	unreviewed
119	HSA	111	102	left	1 sita?a	1072	32	unreviewed
119	HJO	111	102	left	1 sita?a	1104	32	unreviewed
119	HDH	111	102	left	1 sita?a	1136	32	unreviewed
119	HBG	111	102	left	1 sita	1168	32	unreviewed
119	HO2	111	102	left	1 seta	1200	32	unreviewed
119	HRA	111	102	left	1 sita?a	1232	32	unreviewed
119	HO3	111	102	left	-----	1264	32	unreviewed
119	HOP	111	102	right	1 seta?a	848	32	unreviewed
119	HBA	111	102	right	1 sita?a	880	32	unreviewed
119	HNI	111	102	right	1 seta?	912	32	unreviewed
119	BBG	111	102	right	1 stt-a	976	32	unreviewed
119	BMA	111	102	right	1 sita?a	1008	32	unreviewed
119	BOP	111	102	right	1 seta?a	1040	32	unreviewed
119	BRA	111	102	right	1 sita?a	1072	32	unreviewed
119	BGH	111	102	right	1 sita?	1104	32	unreviewed
119	MU1	111	102	right	-----	1136	32	unreviewed
119	MU2	111	102	right	1 seta, 3 iday	1168	32	unreviewed
119	SA1	111	102	right	1 setak	1200	32	unreviewed
119	SBA	111	102	right	1 seta?	1232	32	unreviewed
119	OCU	111	102	right	2 sokale	1264	32	unreviewed
120	HO1	111	102	left	1 bikin	1428	32	unreviewed
120	HTH	111	102	left	1 Likin	1460	32	unreviewed
120	HKA	111	102	left	I tikin	1492	32	unreviewed
120	HKE	111	102	left	1 tikin	1524	32	unreviewed
120	HCH	111	102	left	1 tikin	1556	32	unreviewed
120	HCU	111	102	left	1 tikin	1588	32	unreviewed
120	HSU	111	102	left	1 tikin	1620	32	unreviewed
120	HSA	111	102	left	1 Likin	1652	32	unreviewed
120	HJO	111	102	left	1 bikin	1684	32	unreviewed
120	HDH	111	102	left	ft tikin	1716	32	unreviewed
120	HBG	111	102	left	1 tikin	1748	32	unreviewed
120	HO2	111	102	left	1 tikin	1780	32	unreviewed
120	HRA	111	102	left	1 Likin	1812	32	unreviewed
120	HO3	111	102	left	~---=	1844	32	unreviewed
120	HOP	111	102	right	1 kikin	1428	32	unreviewed
120	HBA	111	102	right	1 tikin	1460	32	unreviewed
120	HNI	111	102	right	1 tikin	1492	32	unreviewed
120	BBG	111	102	right	1 £tikin	1556	32	unreviewed
120	BMA	111	102	right	1 -ikin	1588	32	unreviewed
120	BOP	111	102	right	1 bikin	1620	32	unreviewed
120	BRA	111	102	right	1 bikin	1652	32	unreviewed
120	BGH	111	102	right	3 d®upac	1684	32	unreviewed
120	MU1	111	102	right	-----	1716	32	unreviewed
120	MU2	111	102	right	1 bikin	1748	32	unreviewed
120	SA1	111	102	right	1 £ikin	1780	32	unreviewed
120	SBA	111	102	right	1 tikin	1812	32	unreviewed
120	OCU	111	102	right	2 mad* jan-a	1844	32	unreviewed
121	HO1	112	103	left	ajub	258	32	unreviewed
121	HTH	112	103	left	aup	290	32	unreviewed
121	HKA	112	103	left	aup	322	32	unreviewed
121	HKE	112	103	left	ajub	354	32	unreviewed
121	HCH	112	103	left	1 aub singi	386	32	unreviewed
121	HCU	112	103	left	ajup	418	32	unreviewed
121	HSU	112	103	left	aub	450	32	unreviewed
121	HSA	112	103	left	aub	482	32	unreviewed
121	HJO	112	103	left	1 aupen	514	32	unreviewed
121	HDH	112	103	left	1 ajub	546	32	unreviewed
121	HBG	112	103	left	1 aijup	578	32	unreviewed
121	HO2	112	103	left	1 aiub	610	32	unreviewed
121	HRA	112	103	left	1 ajub	642	32	unreviewed
121	HO3	112	103	left		674	32	unreviewed
121	HOP	112	103	right	ajup	258	32	unreviewed
121	HBA	112	103	right	aub	290	32	unreviewed
121	HNI	112	103	right	ajup	322	32	unreviewed
121	BBG	112	103	right	aijupsa	386	32	unreviewed
