Item	Gloss	Site_Code	Scope	PDF_Page	Printed_Page	Column	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Disposition	Citation	Entry_Key
113	husband	HKA	target	109	100	left	4 kuwa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HKA]	ho2024-hka-i113
113	husband	HKE	target	109	100	left	1 ham	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HKE]	ho2024-hke-i113
113	husband	HCH	target	109	100	left	1 ham	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HCH]	ho2024-hch-i113
113	husband	HCU	target	109	100	left	4 kuwa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HCU]	ho2024-hcu-i113
113	husband	HSU	target	109	100	left	4 kuwa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HSU]	ho2024-hsu-i113
113	husband	HSA	target	109	100	left	4 kuwa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HSA]	ho2024-hsa-i113
113	husband	HJO	target	109	100	left	4 kuwa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HJO]	ho2024-hjo-i113
113	husband	HDH	target	109	100	left	1 ham	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HDH]	ho2024-hdh-i113
113	husband	HBG	target	109	100	left	1 haram	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HBG]	ho2024-hbg-i113
113	husband	HO2	republished_control	109	100	left	1 ham, 3 herel	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HO2]	
113	husband	HRA	target	109	100	left	4 kuwa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HRA]	ho2024-hra-i113
113	husband	HO3	republished_control	109	100	left		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HO3]	
113	husband	HOP	target	109	100	right	1 ham buɖa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HOP]	ho2024-hop-i113
113	husband	HBA	target	109	100	right	3 herel	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HBA]	ho2024-hba-i113
113	husband	HNI	target	109	100	right	3 herel	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list HNI]	ho2024-hni-i113
113	husband	BBG	comparison_control	109	100	right	6 kisan	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list BBG]	
113	husband	BMA	comparison_control	109	100	right	4 kuɖa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list BMA]	
113	husband	BOP	comparison_control	109	100	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list BOP]	
113	husband	BRA	comparison_control	109	100	right	4 koɖa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list BRA]	
113	husband	BGH	comparison_control	109	100	right	4 koɖa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list BGH]	
113	husband	MU1	comparison_control	109	100	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list MU1]	
113	husband	MU2	comparison_control	109	100	right	4 kora, 5 purus	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list MU2]	
113	husband	SA1	comparison_control	109	100	right	3 herel, 7 dʒãwae	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list SA1]	
113	husband	SBA	comparison_control	109	100	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list SBA]	
113	husband	OCU	comparison_control	109	100	right	2 suami	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 113, list OCU]	
114	wife	HO1	republished_control	109	100	left	1 era, 3 buɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HO1]	
114	wife	HTH	target	109	100	left	1 ira	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HTH]	ho2024-hth-i114
114	wife	HKA	target	109	100	left	1 ira	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HKA]	ho2024-hka-i114
114	wife	HKE	target	109	100	left	3 ham buɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HKE]	ho2024-hke-i114
114	wife	HCH	target	109	100	left	1 ira	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HCH]	ho2024-hch-i114
114	wife	HCU	target	109	100	left	1 ira	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HCU]	ho2024-hcu-i114
114	wife	HSU	target	109	100	left	1 ira	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HSU]	ho2024-hsu-i114
114	wife	HSA	target	109	100	left	7 kui ṯani	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HSA]	ho2024-hsa-i114
114	wife	HJO	target	109	100	left	1 ira	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HJO]	ho2024-hjo-i114
114	wife	HDH	target	109	100	left	1 ira, 3 ham buɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HDH]	ho2024-hdh-i114
114	wife	HBG	target	109	100	left	3 buɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HBG]	ho2024-hbg-i114
114	wife	HO2	republished_control	109	100	left	1 era	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HO2]	
114	wife	HRA	target	109	100	left	1 ira	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HRA]	ho2024-hra-i114
114	wife	HO3	republished_control	109	100	left	1 era	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HO3]	
114	wife	HOP	target	109	100	right	3 ham buɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HOP]	ho2024-hop-i114
114	wife	HBA	target	109	100	right	1 ira	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HBA]	ho2024-hba-i114
114	wife	HNI	target	109	100	right	1 era	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list HNI]	ho2024-hni-i114
114	wife	BBG	comparison_control	109	100	right	4 kuri	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list BBG]	
114	wife	BMA	comparison_control	109	100	right	1 ira, 3 buɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list BMA]	
114	wife	BOP	comparison_control	109	100	right	3 haɖam buɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list BOP]	
114	wife	BRA	comparison_control	109	100	right	1 era	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list BRA]	
114	wife	BGH	comparison_control	109	100	right	1 ira	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list BGH]	
114	wife	MU1	comparison_control	109	100	right	1 era	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list MU1]	
114	wife	MU2	comparison_control	109	100	right	4 kuri 5 ora horo	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list MU2]	
114	wife	SA1	comparison_control	109	100	right	5 orak hor, 6 bahu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list SA1]	
114	wife	SBA	comparison_control	109	100	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list SBA]	
114	wife	OCU	comparison_control	109	100	right	2 sṯri	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 100, item 114, list OCU]	
115	boy	HO1	republished_control	110	101	left	1 kowa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HO1]	
115	boy	HTH	target	110	101	left	1 kuwa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HTH]	ho2024-hth-i115
115	boy	HKA	target	110	101	left	1 kuwa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HKA]	ho2024-hka-i115
115	boy	HKE	target	110	101	left	1 kuwa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HKE]	ho2024-hke-i115
115	boy	HCH	target	110	101	left	1 kuwa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HCH]	ho2024-hch-i115
115	boy	HCU	target	110	101	left	1 kuwa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HCU]	ho2024-hcu-i115
115	boy	HSU	target	110	101	left	1 kuwa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HSU]	ho2024-hsu-i115
115	boy	HSA	target	110	101	left	1 kuwa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HSA]	ho2024-hsa-i115
115	boy	HJO	target	110	101	left	1 kuwa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HJO]	ho2024-hjo-i115
115	boy	HDH	target	110	101	left	1 kuwa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HDH]	ho2024-hdh-i115
115	boy	HBG	target	110	101	left	1 kora hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HBG]	ho2024-hbg-i115
115	boy	HO2	republished_control	110	101	left		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HO2]	
115	boy	HRA	target	110	101	left	1 kowa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HRA]	ho2024-hra-i115
115	boy	HO3	republished_control	110	101	left	1 kowa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HO3]	
115	boy	HOP	target	110	101	right	4 here hol	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HOP]	ho2024-hop-i115
115	boy	HBA	target	110	101	right	1 kuwa hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HBA]	ho2024-hba-i115
115	boy	HNI	target	110	101	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	missing	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list HNI]	
115	boy	BBG	comparison_control	110	101	right	1 kora hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list BBG]	
115	boy	BMA	comparison_control	110	101	right	1 kuɖa hon	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list BMA]	
115	boy	BOP	comparison_control	110	101	right	1 hon koɖa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list BOP]	
115	boy	BRA	comparison_control	110	101	right	1 koɖa hone	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list BRA]	
115	boy	BGH	comparison_control	110	101	right	1 koɖa hone	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list BGH]	
115	boy	MU1	comparison_control	110	101	right	1 kora	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list MU1]	
115	boy	MU2	comparison_control	110	101	right	3 hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list MU2]	
115	boy	SA1	comparison_control	110	101	right	1 kora	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list SA1]	
115	boy	SBA	comparison_control	110	101	right	1 kora	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list SBA]	
115	boy	OCU	comparison_control	110	101	right	2 pu·o, pila?	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 115, list OCU]	
116	girl	HO1	republished_control	110	101	left	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HO1]	
116	girl	HTH	target	110	101	left	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HTH]	ho2024-hth-i116
116	girl	HKA	target	110	101	left	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HKA]	ho2024-hka-i116
116	girl	HKE	target	110	101	left	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HKE]	ho2024-hke-i116
116	girl	HCH	target	110	101	left	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HCH]	ho2024-hch-i116
116	girl	HCU	target	110	101	left	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HCU]	ho2024-hcu-i116
116	girl	HSU	target	110	101	left	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HSU]	ho2024-hsu-i116
116	girl	HSA	target	110	101	left	3 ira hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HSA]	ho2024-hsa-i116
116	girl	HJO	target	110	101	left	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HJO]	ho2024-hjo-i116
116	girl	HDH	target	110	101	left	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HDH]	ho2024-hdh-i116
116	girl	HBG	target	110	101	left	1 kuri hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HBG]	ho2024-hbg-i116
116	girl	HO2	republished_control	110	101	left		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HO2]	
116	girl	HRA	target	110	101	left	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HRA]	ho2024-hra-i116
116	girl	HO3	republished_control	110	101	left	1 kui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HO3]	
116	girl	HOP	target	110	101	right	3 ira hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HOP]	ho2024-hop-i116
116	girl	HBA	target	110	101	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	missing	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HBA]	
116	girl	HNI	target	110	101	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	missing	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list HNI]	
116	girl	BBG	comparison_control	110	101	right	1 kuri hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list BBG]	
116	girl	BMA	comparison_control	110	101	right	1 kuɖi hon	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list BMA]	
116	girl	BOP	comparison_control	110	101	right	1 kui hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list BOP]	
116	girl	BRA	comparison_control	110	101	right	1 kuɖi hone	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list BRA]	
116	girl	BGH	comparison_control	110	101	right	1 kuɖi hone	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list BGH]	
116	girl	MU1	comparison_control	110	101	right	1 kori	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list MU1]	
116	girl	MU2	comparison_control	110	101	right	1 kuri hon	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list MU2]	
116	girl	SA1	comparison_control	110	101	right	1 kuri	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list SA1]	
116	girl	SBA	comparison_control	110	101	right	1 kuri	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list SBA]	
116	girl	OCU	comparison_control	110	101	right	2 dʒio pila?	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 116, list OCU]	
117	day	HO1	republished_control	110	101	left	1 siŋgi, 2 ɖin	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HO1]	
117	day	HTH	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HTH]	ho2024-hth-i117
117	day	HKA	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HKA]	ho2024-hka-i117
117	day	HKE	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HKE]	ho2024-hke-i117
117	day	HCH	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HCH]	ho2024-hch-i117
117	day	HCU	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HCU]	ho2024-hcu-i117
117	day	HSU	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HSU]	ho2024-hsu-i117
117	day	HSA	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HSA]	ho2024-hsa-i117
117	day	HJO	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HJO]	ho2024-hjo-i117
117	day	HDH	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HDH]	ho2024-hdh-i117
117	day	HBG	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HBG]	ho2024-hbg-i117
117	day	HO2	republished_control	110	101	left	3 hula, 4 betaraŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HO2]	
117	day	HRA	target	110	101	left	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HRA]	ho2024-hra-i117
117	day	HO3	republished_control	110	101	left		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HO3]	
117	day	HOP	target	110	101	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HOP]	ho2024-hop-i117
117	day	HBA	target	110	101	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HBA]	ho2024-hba-i117
117	day	HNI	target	110	101	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	staged	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list HNI]	ho2024-hni-i117
117	day	BBG	comparison_control	110	101	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list BBG]	
117	day	BMA	comparison_control	110	101	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list BMA]	
117	day	BOP	comparison_control	110	101	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list BOP]	
117	day	BRA	comparison_control	110	101	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list BRA]	
117	day	BGH	comparison_control	110	101	right	1 siŋgi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list BGH]	
117	day	MU1	comparison_control	110	101	right		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	control-excluded	varenkamp2024ho[Appendix D.3, printed p. 101, item 117, list MU1]	
