Item	Gloss	Site_Code	PDF_Page	Printed_Page	Column	OCR_Evidence_Only	Manual_Transcription	Review_Status	Confidence	Uncertainty	Reviewer_Method	Reviewed_At	Reviewer_Declaration
97	monkey	HKE	104	95	left	1 gai	1 gʌi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HCH	104	95	left	1 gai	1 gai	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HCU	104	95	left	4 sai	4 sai	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HSU	104	95	left	1 gai	1 gai	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HSA	104	95	left	1 gai	1 gai	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HJO	104	95	left	1 gai	1 gai	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HDH	104	95	left	1 gai	1 gai	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HBG	104	95	left	1 gai	1 gai	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HO2	104	95	left	1 gai, 3 sara	1 gai, 3 sara	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HRA	104	95	left	1 galLi	1 gaɭi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HO3	104	95	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HOP	104	95	right	2 makad	2 makʌɖ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HBA	104	95	right	2 makodo ~	2 mʌkodo	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	HNI	104	95	right			blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	BBG	104	95	right	1 gaqi, 5 hanuman	1 gaɖi, 5 hanuman	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	BMA	104	95	right	| gadi	1 gaɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	BOP	104	95	right	1 gaLi	1 gaɭi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	BRA	104	95	right	1 gali	1 gaɭi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	BGH	104	95	right	1 gaqi	1 gaɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	MU1	104	95	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	MU2	104	95	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	SA1	104	95	right	1 gaeT	1 gãrɨ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	SBA	104	95	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
97	monkey	OCU	104	95	right	2 mankers	2 maŋkərə	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HO1	104	95	left	1 siki	1 siki	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HTH	104	95	left	1 sikig	1 sikiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HKA	104	95	left	1 sikig	1 sikiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HKE	104	95	left	1 sikT	1 sikɨ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HCH	104	95	left	1 siki	1 siki	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HCU	104	95	left	1 sikT	1 sikɨ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HSU	104	95	left	1 sikin	1 sikiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HSA	104	95	left	1 sikig	1 sikiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HJO	104	95	left	1 sikin	1 sikiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HDH	104	95	left	1 siki-	1 siki·	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HBG	104	95	left	1 sikT	1 sikɨ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HO2	104	95	left	1 sikin	1 sikin	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HRA	104	95	left	1 sikT	1 sikɨ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HO3	104	95	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HOP	104	95	right	1 sikip	1 sikiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HBA	104	95	right	1 sikin	1 sikiŋ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	HNI	104	95	right	1 stki	1 siki	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	BBG	104	95	right	1 stk*ni	1 sikʌŋi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	BMA	104	95	right	1 sikini	1 sikiŋi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	BOP	104	95	right	1 sikni	1 sikŋi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	BRA	104	95	right	| siknT	1 siknɨ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	BGH	104	95	right	3 luti	3 luti	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	MU1	104	95	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	MU2	104	95	right	3 bfusri	3 bʰusci	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	SA1	104	95	right	1 sikcTtf	1 sikritʃ	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	SBA	104	95	right	1 sikni	1 sikŋi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
98	mosquito	OCU	104	95	right	2 motfha	2 motʃʰa	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HO1	104	95	left	1 mu?i	1 mu?i	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HTH	104	95	left	1 moi	1 moi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HKA	104	95	left	1 moi	1 moi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HKE	104	95	left	1 mu?i	1 mu?i	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HCH	104	95	left	1 mo?i	1 mo?i	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HCU	104	95	left	1 mu?i	1 mu?i	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HSU	104	95	left	1 moi .	1 moi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HSA	104	95	left	1 moi	1 moi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HJO	104	95	left	1 moi	1 moi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HDH	104	95	left	1 mu?i	1 mu?i	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HBG	104	95	left	1 mai	1 mɨi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HO2	104	95	left	1 muin	1 muin	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HRA	104	95	left	1 mu?i	1 mu?i	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HO3	104	95	left	----- P ;		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HOP	104	95	right	1 mOi	1 mɨi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HBA	104	95	right	| moi	1 moi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	HNI	104	95	right	1 mo?i	1 mo?i	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	BBG	104	95	right	1 mii	1 mɨi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	BMA	104	95	right	1 mui?	1 mui?	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	BOP	104	95	right	1 mO?i	1 mɨ?i	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	BRA	104	95	right	1 mo?t	1 mo?t	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	BGH	104	95	right	1 mu-i	1 mu·i	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	MU1	104	95	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	MU2	104	95	right	1 mui	1 mui	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	SA1	104	95	right	2 mutf? -	2 mutʃ?	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	SBA	104	95	right	1 mui?	1 mui?	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
99	ant	OCU	104	95	right	2 matfi	2 matʃi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HO1	105	96	left	1 bindicam	1 bindiram	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HTH	105	96	left	1 bipdicem	1 biŋɖirem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HKA	105	96	left	1 bipdicem	1 biŋɖirem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HKE	105	96	left	1 bindicam	1 bindirʌm	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HCH	105	96	left	1 bipdirem	1 biŋɖirem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HCU	105	96	left	1 bindirem	1 bindirem	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HSU	105	96	left	1 bipdirem	1 biŋɖirem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HSA	105	96	left	1 bidicem	1 bidirem	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HJO	105	96	left	1 bidieram	1 biɖeram	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HDH	105	96	left	1 bindicam	1 bindirʌm	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HBG	105	96	left	| bipdicem	1 biŋɖirem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HO2	105	96	left	1 bindicam	1 bindiram	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HRA	105	96	left	1 binderem	1 biŋɖerem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HO3	105	96	left	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HOP	105	96	right	tfantul	2 tʃanṯul	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HBA	105	96	right	1 bidicem	1 biɖirem	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	HNI	105	96	right	tantula	2 ṯanṯula	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	BBG	105	96	right	1 bipdiri	1 bindiri	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	BMA	105	96	right	taptale	2 ṯaŋtale	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	BOP	105	96	right	1 bindiri	1 bindiri	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	BRA	105	96	right	1. bindi	1 biŋɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	BGH	105	96	right	2 tantula	2 ṯʌnṯula	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	MU1	105	96	right	-----		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	MU2	105	96	right	1 bindcam	1 bindram	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	SA1	105	96	right	1	1 bindi	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	SBA	105	96	right	1 bindgi	1 biŋɖi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
100	spider	OCU	105	96	right	3 bud* tani	3 budʰiaŋi	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HO1	105	96	left	name	1 nuṯum, 2 numu	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HTH	105	96	left		1 noṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HKA	105	96	left	ft nutum, 2 numu	1 noṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HKE	105	96	left	ft nolum	1 nuṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HCH	105	96	left	1 notum	1 noṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HCU	105	96	left	1 nutum	1 nuṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HSU	105	96	left	1 nokum	1 noṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HSA	105	96	left	1 nutum	1 noṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HJO	105	96	left	1 nokum	1 noṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HDH	105	96	left	1 noLum	1 nutum	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HBG	105	96	left	1 notum	1 luṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HO2	105	96	left	1 nutum	1 noṯum, 2 numu	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HRA	105	96	left	1 lutum	1 nuṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HO3	105	96	left	1 notum, 2 numu		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HOP	105	96	right		1 luṯum, nuṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HBA	105	96	right		1 noṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	HNI	105	96	right	1 lutum, nutum	1 luṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	BBG	105	96	right	ft lutum	1 nuṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	BMA	105	96	right		2 numu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	BOP	105	96	right	1 nutum	1 nutum	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	BRA	105	96	right	2 numu	2 numu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	BGH	105	96	right	1 nutum	2 numu	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	MU1	105	96	right	2 numu		blank	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	MU2	105	96	right	2 numu	1 nuṯum, 2 num	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	SA1	105	96	right	-----	1 nuṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	SBA	105	96	right	1 nutum, 2 num	1 nuṯum	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
101	name	OCU	105	96	right	1 nutum	3 na·mɔ	attested	medium	diplomatic Unicode rendering of legacy survey-alphabet glyphs	manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
102	man	HO1	105	96	left	man	1 ho, 3 horo, 4 kowa	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
102	man	HTH	105	96	left		1 ho	attested	high		manual-source-image; rendered-180dpi; OCR-not-accepted	2026-08-28	hand-keyed-from-rendered-source; OCR-not-copied
