Item	Gloss	Similarity_Group	Raw_Form	Form	Site_Codes	Printed_Page	Response	Review
101	neck	1	la	gɔla	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	2	k	ŋɐk	78	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	2	k	ŋʌk	13	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	3	akhm	ŋakʈʃhʌm	2	52	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
101	neck	3	km	ŋʌkʃʌm	456	52	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	1	ul	ʈʃul	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	2	sm	s̥ʌm	6	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	2	am	ʃam	123	52	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	2	m	ʃʌm	45	52	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
102	hair	2	sm	sɐm	78	52	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
103	eye	1	ok	ʈʃok	0	52	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
103	eye	2	mt	mɪt	12345678	52	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
104	nose	1	nak	nak	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
104	nose	2	ntn	nɐːtɔːn	7	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
104	nose	2	ntn	nɐtɔːn	8	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
104	nose	2	naton	naton	123456	53	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
105	ear	1	kan	kan	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
105	ear	2	na	na	123456	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
105	ear	2	n	nɐː	78	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	1	al	gal	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	2	uba	ʈʃuba	16	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	3	khzi	khɐzɐi	78	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
106	cheek	3	khadai	khadʒai̯	2345	53	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	1	ibuk	ʈʃibuk	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	2	khd	khɐdɐ	7	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	2	khd	khɐdɐːŋ	8	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
107	chin	2	khada	khadaŋ	123456	53	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
108	mouth	1	muk	muk	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
108	mouth	2	n	ʈʃɪn	123456	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
108	mouth	2	tsn	tsɪn	7	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
108	mouth	3	tsmbl	tsɪmbɐːl	8	53	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
109	tongue	1	db	dʒɪb	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
109	tongue	2	leiton	lei̯ton	123456	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
109	tongue	3	li	ləi	78	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
110	tooth	1	dat	dãt	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
110	tooth	2	ja	ja	16	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
110	tooth	2	j	jɐː	78	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
110	tooth	3	da	dʒa	2345	53	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	1	konui	konui	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	2	khun	khunɪŋ	123456	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	2	khuni	khuniŋ	8	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
111	elbow	2	khutn	khutnɪŋ	7	53	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
112	hand	1	hat	hat	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
112	hand	2	khut	khut	12345678	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
113	palm	1	hatr tla	hatɛr tɔla	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
113	palm	2	khb	khʊbɐʔ	8	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
113	palm	2	khubk	khubɐːk	7	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
113	palm	2	khubak	khubak	12346	53	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
113	palm	2	khupak	khupak	5	53	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	1	aur	aŋgur	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	2	khus	khusɐː	8	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
114	finger	2	khuz	khuzɐː	7	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
115	fingernail	1	nk	nɔk	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
115	fingernail	2	khudn	khudʒɪn	123456	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
115	fingernail	2	khuzin	khuzin	78	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	1	hau	haʈu	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	2	khuklu	khuklu	126	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	2	khuklu	khukluː	7	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	2	khuu	khuɾu	4	53	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
116	knee	3	khu	khu	358	53	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
117	foot	1	pd	pɔd	0	53	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
117	foot	2	kho	khoŋ	123456	53	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
117	foot	3	khbk	khɔŋbɐːk	7	53	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
117	foot	3	khpk	khɔŋpɐk	8	53	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	1	ha	haɽ	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	2	au	ʃaɾu	12345	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	2	u	ʃʌɾu	6	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	2	su	sɐɹu	7	54	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	3	su	sɐɹu	7	54	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
118	bone	3	su	sɐɹuʔ	8	54	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
119	fat	1	orbi	ʈʃorbi	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
119	fat	2	mhw	mɐhɐw	7	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
119	fat	2	mahao	mahao̯	1236	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
119	fat	3	mato	matoŋ	245	54	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
119	fat	4	sd	sɐdɔːŋ	8	54	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
120	skin	1	ama	ʈʃamɾa	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
120	skin	2	maor	maor	1	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
120	skin	2	mor	mʌor	6	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
120	skin	3	un	un	2345	54	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
120	skin	4	uns	unsɐː	78	54	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
121	blood	1	rkto	rɔkto	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
121	blood	2	i	i	123456	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
121	blood	2	i	iː	78	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
122	sweat	1	ham	gham	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
122	sweat	2	hum	humɐːŋ	7	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
122	sweat	2	huma	humaŋ	123456	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
122	sweat	2	khum	khumɐːŋ	8	54	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
123	belly	1	p	pɛʈ	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
123	belly	2	puk	puk	12345678	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
124	heart (organ)	1	idi	ɾidɔi̯	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
124	heart (organ)	2	thmi	thɐmɔi	7	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
124	heart (organ)	2	thamoi	thamoi̯	123	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
124	heart (organ)	3	mihun	mihun	456	54	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
124	heart (organ)	4	thbmbi	thɐbɔːmbi	8	54	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
125	back	1	pih	piʈh	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
125	back	2	abl	ŋaŋbʌl	1	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
125	back	2	an	ŋaŋgʌn	23456	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
125	back	2	nn	nɪŋʑɔːn	8	54	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
125	back	3	khw	khwɐːŋ	7	54	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
126	body	1	a	ga	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
126	body	2	hkts	hɐktsɐːŋ	78	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
126	body	2	haka	hakʃaŋ	16	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
126	body	2	haka	hakʈʃaŋ	2345	54	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
127	person	1	lok	lok	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
127	person	2	mi	mi	123456	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
127	person	2	mi	miː	8	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
127	person	2	m	mɪː	7	54	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
128	man	1	puu	puɾuʃ	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
128	man	2	nipa	nipa	12456	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
128	man	2	nip	nipɐ	8	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
128	man	2	nupa	nupa	3	54	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
128	man	2	nup	nupɐː	7	54	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
129	woman	1	mohla	mohɪla	0	54	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
129	woman	2	nupi	nupi	1234568	54	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
129	woman	2	nup	nupɪː	7	54	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
130	father	1	bb	bɐːbɐ	7	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
130	father	1	baba	baba	0	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
130	father	1	mp	mɐpɐː	8	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
130	father	2	ipa	ipa	123456	55	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
131	mother	1	ma	ma	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
131	mother	2	m	ɪmɐ	7	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
131	mother	2	ima	ima	123456	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
131	mother	2	mm	mɐmɐː	8	55	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
132	husband	1	ami	ʃami	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
132	husband	2	mw	mɐwɐː	7	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
132	husband	2	mawa	mawa	16	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
132	husband	3	mpib	mɐpɐːɹɔibɐ	8	55	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
132	husband	3	mapuroiba	mapuroi̯ba	235	55	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
132	husband	3	mapuruiba	mapurui̯ba	4	55	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
133	wife	1	sti	stɾi	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
133	wife	2	mtu	mɐtuː	7	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
133	wife	2	matu	matu	12345	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
133	wife	2	mtu	mʌtu	6	55	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
133	wife	3	linb	lɔinɐbɪ	8	55	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
134	son	1	hl	ʈʃhɛlɛ	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
134	son	2	ia nipa	iʈʃa nipa	1256	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
134	son	2	mtsnup	mɐtsɐːnupɐ	7	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
134	son	2	mtsnup	mɐtsɐnupɐ	8	55	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
134	son	2	nipa maa	nipa maʈʃa	4	55	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
134	son	2	nupa maa	nupa maʈʃa	3	55	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
135	daughter	1	mj	mɛjɛ	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
135	daughter	2	ia nupi	iʈʃa nupi	12	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
135	daughter	2	mtsnupi	mɐtsɐːnupi	7	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
135	daughter	2	mtsnupi	mɐtsɐnupi	8	55	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
135	daughter	2	nupi maa	nupi maʈʃa	3456	55	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
136	elder brother	1	bo bhai	bɔɽo bhai̯	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
136	elder brother	2	ttsw	tɐtsɔw	7	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
136	elder brother	2	taao	taʈʃao̯	16	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
136	elder brother	3	jiamba	jia̯mba	2345	55	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
136	elder brother	4	mjmb	mɐjɐːmbɐ	8	55	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
137	elder sister	1	bo bon	bɔɽo bon	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
137	elder sister	2	phl	pɛhɛl	1	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
137	elder sister	3	i	iʈʃɛ	2345	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
137	elder sister	3	iou	iʈʃou̯	6	55	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
137	elder sister	4	ts	ɪtsɛː	7	55	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
137	elder sister	4	mtse	mɐtse	8	55	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
137	elder sister	5	ts	ɪtsɛː	7	55	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
137	elder sister	5	i	iʈʃɛ	2345	55	8	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
138	younger brother	1	hoto bhai	ʈʃhoto bhai̯	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
138	younger brother	2	inao	inao̯	1245	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
138	younger brother	3	inao nipa	inao̯ nipa	6	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
138	younger brother	3	mnwnip	mɐnɐwnipɐ	8	55	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
138	younger brother	3	mnwnup	mɐnɐwnupɐ	7	55	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
138	younger brother	4	ijupa	ijupa	3	55	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
139	younger sister	1	hoto bon	ʈʃhoto bon	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
139	younger sister	2	inao nupi	inao̯ nupi	1346	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
139	younger sister	3	ian nupi	iʈʃan nupi	2	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
139	younger sister	3	mtsnupi	mɐtsɐnupi	8	55	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
139	younger sister	4	ian	iʈʃan	5	55	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
139	younger sister	5	mtsn	mɐtsɐn	7	55	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
140	friend	1	bondhu	bondhu	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
140	friend	2	mup	mɐɹup	78	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
140	friend	2	maup / itao	maɾup / itao	123456	55	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
141	name	1	nam	nam	0	55	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
141	name	2	m	mɪŋ	12345678	55	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
142	village	1	am	gɾam	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
142	village	2	khun	khun	1234578	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
142	village	3	khlak	khlak	6	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
142	village	4	liki	lɛikɐi	78	56	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
143	house	1	bai / hr	baɽi / ghɔr	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
143	house	2	m	ɪm	16	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
143	house	3	dum	dʒum	2345	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
143	house	4	jum	jum	78	56	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
144	door	1	drda	dɔrdʒa	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
144	door	2	th	thɔːŋ	78	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
144	door	2	th	thɔŋ	45	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
144	door	2	tho	thoŋ	1236	56	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
145	window	1	danala	dʒanala	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
145	window	2	thnw	thɔːŋnɐw	78	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
146	roof	1	had	ʈʃhad	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
146	roof	2	dumthk	dʒumthʌk	2	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
146	roof	2	mthk	ɪmthʌk	16	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
146	roof	2	jumthk	jumthɐk	7	56	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
146	roof	3	phua	phuɾa	45	56	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
147	wall of house	1	dal	dɛal	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
147	wall of house	2	pkl	pɐklɐːŋ	7	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
147	wall of house	2	phkl	phɐklɐŋ	8	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
147	wall of house	2	phakla	phaklaŋ	16	56	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
147	wall of house	2	phala	phalaŋ	5	56	5	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
147	wall of house	3	lei	lei̯ɾʌŋ	23	56	6	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
147	wall of house	4	phua	phuɾa	4	56	7	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
148	pillow	1	bal	balɪʃ	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
148	pillow	2	mn	mɔːn	78	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
148	pillow	2	mol	mol	16	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
148	pillow	2	mon	mon	2345	56	4	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
149	blanket	1	kmbl	kɐmbɐl	8	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
149	blanket	1	km	kɐmɔːɹ	7	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
149	blanket	1	kmbol	kɔmbol	0	56	3	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
150	ring (on finger)	1	ati	aŋti	0	56	1	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
150	ring (on finger)	2	khudp	khudɔp	78	56	2	official PDF text layer; SAG-IPA bytes converted with SIL's SAGIPA2Uni.map v1.0
