Related_Source	Relation	Dhule_Site	Related_Site	Item	Gloss	Dhule_PDF_Page	Related_PDF_Pages	Dhule_Status	Dhule_Form	Related_Status	Related_Forms	Related_Entry_Keys	Comparison	Dhule_Disposition	Related_Disposition	Evidence
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	98	mosquito	110	119	attested	ɖaha, t̪s̪at̪s̪ʌɖio	attested	d̪aha | ts̪a̪ts̪ʌ̪ɖiɑ	silbareli2018:g098:sil-bareli-2018-bareli-pauri-mandvi:i1|silbareli2018:g098:sil-bareli-2018-bareli-pauri-mandvi:i2	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	99	ant	110	119	attested	kiɖawi	attested	kiɖawi	silbareli2018:g099:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	100	spider	111	119	attested	hʌʈkuli	attested	hʌʈkuɭi	silbareli2018:g100:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	101	name	111	120	attested	nau	attested	nau	silbareli2018:g101:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	102	man	111	120	attested	mati	attested	maʈi	silbareli2018:g102:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	103	woman	111	120	attested	baihro	attested	baihɾo	silbareli2018:g103:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	104	child	111	121	attested	puriʌ	attested	puɾiʌ	silbareli2018:g104:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	105	father	112	121	attested	babu	attested	babu	silbareli2018:g105:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	106	mother	112	121	attested	ai	attested	ɑi	silbareli2018:g106:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	107	older_brother	112	122	attested	motto-baih, ɖaɖa	attested	moʈɬo-baih | d̪ad̪a	silbareli2018:g107:sil-bareli-2018-bareli-pauri-mandvi:i1|silbareli2018:g107:sil-bareli-2018-bareli-pauri-mandvi:i2	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	108	younger_brother	112	122	attested	aiʈlo-baih	attested	aitl̪o-baih	silbareli2018:g108:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	109	older_sister	112	122	attested	bai	attested	bai	silbareli2018:g109:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	110	younger_sister	113	123	attested	aiʈli-boɳihɪ	attested	aitl̪i-boɳihĩ	silbareli2018:g110:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	111	son	113	123	attested	ʂuru	attested	su̪ɾu	silbareli2018:g111:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	112	daughter	113	123	attested	ʂuri	attested	su̪ɾi	silbareli2018:g112:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	113	husband	113	124	attested	mati	attested	maʈi	silbareli2018:g113:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	114	wife	113	124	attested	laɖi	attested	la̪d̪i	silbareli2018:g114:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	115	boy	114	124	attested	ʂuru	attested	su̪ɾu	silbareli2018:g115:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	116	girl	114	125	attested	ʂuri	attested	su̪ɾi	silbareli2018:g116:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	117	day	114	125	attested	ɖih	attested	d̪ih	silbareli2018:g117:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	118	night	114	125	attested	raʈ	attested	ɾat̪	silbareli2018:g118:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	119	morning	114	126	attested	haɳɖare	attested	hʌn̪d̪aɾe	silbareli2018:g119:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	120	noon	115	126	attested	mathe-ɖihi	attested	math̪e-d̪ihi | mate̪-d̪ɦahaɖu	silbareli2018:g120:sil-bareli-2018-bareli-pauri-mandvi:i1|silbareli2018:g120:sil-bareli-2018-bareli-pauri-mandvi:i2	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	121	evening/afternoon	115	126	attested	hanspʌr	attested	hanspʌɾ	silbareli2018:g121:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	122	yesterday	115	127	attested	kal	attested	kaɭ	silbareli2018:g122:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	123	today	115	127	attested	adʒ	attested	ad̪z̪	silbareli2018:g123:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	124	tomorrow	115	127	attested	waɳe	attested	waɳe	silbareli2018:g124:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	125	week	116	128	attested	hapʈu	attested	haptu̪	silbareli2018:g125:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	126	month	116	128	attested	maonu	attested	maonu	silbareli2018:g126:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	127	year	116	128	attested	wari	attested	wʌɾi	silbareli2018:g127:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	128	old	116	129	attested	dʒunlo	attested	d̪zu̪ nɭo	silbareli2018:g128:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	129	new	116	129	attested	ɳaoɭʌ	attested	n̪aoɭʌ	silbareli2018:g129:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	130	good	117	129	attested	haɖzlʌ	attested	had̪zɭ̪ʌ	silbareli2018:g130:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	131	bad	117	130	attested	ne-hadzʌ	attested	ne-hadzʌ	silbareli2018:g131:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	132	wet	117	130	attested	bigli	attested	bigɭi	silbareli2018:g132:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	133	dry	117	130	attested	huklʌ	attested	hukɭʌ	silbareli2018:g133:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	134	long	117	131	attested	ɳambʌlʌ	attested	n̪ambʌɭʌ	silbareli2018:g134:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	135	short	118	131	attested	tsuʈlʌ	attested	tsuʈɭʌ	silbareli2018:g135:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	136	hot	118	131	attested	t̪aʈʌlo	attested	ta̪tʌ̪ɭo	silbareli2018:g136:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	137	cold	118	132	attested	helːo	attested	helːo	silbareli2018:g137:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	138	right	118	132	attested	dzeuɖu	attested	dzeuɖu	silbareli2018:g138:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	139	left	118	132	attested	ɖakhʌri	attested	ɖakhʌɾi	silbareli2018:g139:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	140	near	119	133	attested	ahɳe	attested	ahn̪e	silbareli2018:g140:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	141	far	119	133	attested	ʂetu	attested	se̪ʈu	silbareli2018:g141:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	142	big	119	133	attested	motu	attested	moʈu	silbareli2018:g142:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	143	small	119	134	attested	aiʈu	attested	aitu̪	silbareli2018:g143:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	144	heavy	119	134	attested	baro	attested	baɾo	silbareli2018:g144:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	145	light	120	134	attested	ol:wo	attested	olːwo	silbareli2018:g145:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	146	above	120	135	attested	upʌr	attested	upʌɾ	silbareli2018:g146:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	147	below	120	135	attested	buɳɖe	attested	bun̪d̪e	silbareli2018:g147:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	148	white	120	135	attested	bul:o	attested	bulːo	silbareli2018:g148:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	149	black	120	136	attested	kal:o	attested	kaalːo	silbareli2018:g149:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	150	red	121	136	attested	raʈʌlo	attested	ɾatʌ̪ɭo	silbareli2018:g150:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	151	one	121	136	attested	ek	attested	ek	silbareli2018:g151:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	152	two	121	137	attested	ɖwi	attested	d̪wi	silbareli2018:g152:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	153	three	121	137	attested	ʈiɳ	attested	ti̪n	silbareli2018:g153:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	154	four	121	137	attested	tʃar	attested	tʃar	silbareli2018:g154:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	155	five	122	138	attested	pats	attested	pats	silbareli2018:g155:sil-bareli-2018-bareli-pauri-mandvi:i1	exact-single-form	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	156	six	122	138	attested	soʌ	attested	soa	silbareli2018:g156:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
varkey-vunnamatla2018bareli	later-republication-of-dhule-list	MAN	sil-bareli-2018-bareli-pauri-mandvi	157	seven	122	138	attested	haʈ	attested	hat[	silbareli2018:g157:sil-bareli-2018-bareli-pauri-mandvi:i1	same-source-representation-differs	primary-target-install-candidate	retain later citation/reading; merge only if complete compiled lexical identity agrees	ESR 2018-011 Appendix C.2 identifies this list as sourced from Watters's Dhule district report; later form text is post-freeze reconciliation evidence only
