Kurux,,məⁱjə,sky,,məⁱjə,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 38, wordlist item 1, site A Dima]",,,silkurux2011:i001:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,bɛli,door,,bɛli,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 144, site A Dima]",,,silkurux2011:i144:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,bali,door,,bali,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 144, site B Gabindanagar]",,,silkurux2011:i144:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,bɛli,door,,bɛli,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 144, site C Boldipukur]",,,silkurux2011:i144:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,bɛli,door,,bɛli,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 144, site D Lohanipara]",,,silkurux2011:i144:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,bɛli,door,,bɛli,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 144, site E Dulhapur]",,,silkurux2011:i144:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,dʒanla,window,,dʒanla,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 145, site B Gabindanagar]",,,silkurux2011:i145:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,dʒanla,window,,dʒanla,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 145, site C Boldipukur]",,,silkurux2011:i145:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,dʒanla,window,,dʒanla,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 145, site D Lohanipara]",,,silkurux2011:i145:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,dʒanla,window,,dʒanla,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 145, site E Dulhapur]",,,silkurux2011:i145:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tʃʰɛⁱn,roof,,tʃʰɛⁱn,lexical-similarity group 4,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 146, site A Dima]",,,silkurux2011:i146:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,tʰat,roof,,tʰat,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 146, site B Gabindanagar]",,,silkurux2011:i146:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,tʃal,roof,,tʃal,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 146, site C Boldipukur]",,,silkurux2011:i146:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,tʃal,roof,,tʃal,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 146, site D Lohanipara]",,,silkurux2011:i146:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tʃal,roof,,tʃal,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 46, wordlist item 146, site E Dulhapur]",,,silkurux2011:i146:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,dɛal,wall of house,,dɛal,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 147, site B Gabindanagar]",,,silkurux2011:i147:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,dɛal,wall of house,,dɛal,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 147, site C Boldipukur]",,,silkurux2011:i147:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,pɛtʃi,wall of house,,pɛtʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 147, site D Lohanipara]",,,silkurux2011:i147:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,pɛtʃi,wall of house,,pɛtʃi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 147, site E Dulhapur]",,,silkurux2011:i147:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,dɛal,wall of house,,dɛal,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 147, site E Dulhapur]",,,silkurux2011:i147:E:2,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,baliʃ,pillow,,baliʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 148, site B Gabindanagar]",,,silkurux2011:i148:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,baliʃ,pillow,,baliʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 148, site C Boldipukur]",,,silkurux2011:i148:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,baliʃ,pillow,,baliʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 148, site D Lohanipara]",,,silkurux2011:i148:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,baliʃ,pillow,,baliʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 148, site E Dulhapur]",,,silkurux2011:i148:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,kɔmbol,blanket,,kɔmbol,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 149, site B Gabindanagar]",,,silkurux2011:i149:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,duʃa,blanket,,duʃa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 149, site C Boldipukur]",,,silkurux2011:i149:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,kɔmbol,blanket,,kɔmbol,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 149, site C Boldipukur]",,,silkurux2011:i149:C:2,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,kamɽa,blanket,,kamɽa,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 149, site D Lohanipara]",,,silkurux2011:i149:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,kɔmbol,blanket,,kɔmbol,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 149, site E Dulhapur]",,,silkurux2011:i149:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,əŋti,ring (on finger),,əŋti,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 150, site A Dima]",,,silkurux2011:i150:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,mukti,ring (on finger),,mukti,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 150, site B Gabindanagar]",,,silkurux2011:i150:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,mutdi,ring (on finger),,mutdi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 150, site C Boldipukur]",,,silkurux2011:i150:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,mutdi,ring (on finger),,mutdi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 150, site D Lohanipara]",,,silkurux2011:i150:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,mutdi,ring (on finger),,mutdi,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 150, site E Dulhapur]",,,silkurux2011:i150:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,aŋti,ring (on finger),,aŋti,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 150, site E Dulhapur]",,,silkurux2011:i150:E:2,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,kitʃəri,clothing,,kitʃəri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 151, site A Dima]",,,silkurux2011:i151:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,kitʃʰri,clothing,,kitʃʰri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 151, site B Gabindanagar]",,,silkurux2011:i151:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,kitʃʰri,clothing,,kitʃʰri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 151, site C Boldipukur]",,,silkurux2011:i151:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,kitʃʰri,clothing,,kitʃʰri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 151, site D Lohanipara]",,,silkurux2011:i151:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,kitʃʰri,clothing,,kitʃʰri,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 151, site E Dulhapur]",,,silkurux2011:i151:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,mandar,medicine,,mandar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 153, site B Gabindanagar]",,,silkurux2011:i153:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,mandar,medicine,,mandar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 153, site C Boldipukur]",,,silkurux2011:i153:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,mandar,medicine,,mandar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 153, site D Lohanipara]",,,silkurux2011:i153:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,mandar,medicine,,mandar,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 153, site E Dulhapur]",,,silkurux2011:i153:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,kagodʒ,paper,,kagodʒ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 154, site B Gabindanagar]",,,silkurux2011:i154:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,kagodʒ,paper,,kagodʒ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 154, site C Boldipukur]",,,silkurux2011:i154:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,kagodʒ,paper,,kagodʒ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 154, site D Lohanipara]",,,silkurux2011:i154:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,kagodʒ,paper,,kagodʒ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 154, site E Dulhapur]",,,silkurux2011:i154:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,sui,needle,,sui,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 155, site A Dima]",,,silkurux2011:i155:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,ʃutʃ / ʃui,needle,,ʃutʃ / ʃui,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 155, site B Gabindanagar]",,,silkurux2011:i155:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,ʃutʃ / ʃui,needle,,ʃutʃ / ʃui,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 155, site C Boldipukur]",,,silkurux2011:i155:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,ʃutʃ / ʃui,needle,,ʃutʃ / ʃui,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 155, site D Lohanipara]",,,silkurux2011:i155:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,ʃutʃ / ʃui,needle,,ʃutʃ / ʃui,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 155, site E Dulhapur]",,,silkurux2011:i155:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,sutɛ,thread,,sutɛ,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 156, site A Dima]",,,silkurux2011:i156:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,mɛr,thread,,mɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 156, site B Gabindanagar]",,,silkurux2011:i156:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,mɛr,thread,,mɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 156, site C Boldipukur]",,,silkurux2011:i156:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,mɛr,thread,,mɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 156, site D Lohanipara]",,,silkurux2011:i156:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,mɛr,thread,,mɛr,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 156, site E Dulhapur]",,,silkurux2011:i156:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tʃʰɛlki,broom,,tʃʰɛlki,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 157, site A Dima]",,,silkurux2011:i157:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,tʃalki,broom,,tʃalki,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 157, site B Gabindanagar]",,,silkurux2011:i157:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,tʃalki,broom,,tʃalki,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 157, site C Boldipukur]",,,silkurux2011:i157:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,tʃalki,broom,,tʃalki,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 157, site D Lohanipara]",,,silkurux2011:i157:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tʃalki,broom,,tʃalki,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 157, site E Dulhapur]",,,silkurux2011:i157:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tʃamotʃ,spoon (for eating),,tʃamotʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 158, site B Gabindanagar]",,,silkurux2011:i158:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,tʃamotʃ,spoon (for eating),,tʃamotʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 158, site C Boldipukur]",,,silkurux2011:i158:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,tʃamotʃ,spoon (for eating),,tʃamotʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 158, site D Lohanipara]",,,silkurux2011:i158:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tʃamotʃ,spoon (for eating),,tʃamotʃ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 158, site E Dulhapur]",,,silkurux2011:i158:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,qanto,knife (to cut meat),,qanto,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 159, site A Dima]",,,silkurux2011:i159:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,kanto,knife (to cut meat),,kanto,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 159, site B Gabindanagar]",,,silkurux2011:i159:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,kanto,knife (to cut meat),,kanto,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 159, site C Boldipukur]",,,silkurux2011:i159:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,kanto,knife (to cut meat),,kanto,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 159, site D Lohanipara]",,,silkurux2011:i159:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,kanto,knife (to cut meat),,kanto,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 159, site E Dulhapur]",,,silkurux2011:i159:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,metʰul,hammer,,metʰul,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 160, site A Dima]",,,silkurux2011:i160:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,haturi,hammer,,haturi,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 160, site B Gabindanagar]",,,silkurux2011:i160:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,mugɽa,hammer,,mugɽa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 160, site C Boldipukur]",,,silkurux2011:i160:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,mugɽa,hammer,,mugɽa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 160, site D Lohanipara]",,,silkurux2011:i160:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,mugɽa,hammer,,mugɽa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 160, site E Dulhapur]",,,silkurux2011:i160:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,təŋgə,axe,,təŋgə,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 161, site A Dima]",,,silkurux2011:i161:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,toŋːɛ,axe,,toŋːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 161, site B Gabindanagar]",,,silkurux2011:i161:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,toŋːɛ,axe,,toŋːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 161, site C Boldipukur]",,,silkurux2011:i161:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,toŋːɛ,axe,,toŋːɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 161, site D Lohanipara]",,,silkurux2011:i161:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,toŋgɛ,axe,,toŋgɛ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 161, site E Dulhapur]",,,silkurux2011:i161:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,dʰɔnuk,bow,,dʰɔnuk,lexical-similarity group 3,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 162, site B Gabindanagar]",,,silkurux2011:i162:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,guntʰa,bow,,guntʰa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 162, site C Boldipukur]",,,silkurux2011:i162:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,guntʰa,bow,,guntʰa,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 162, site D Lohanipara]",,,silkurux2011:i162:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,tʃiɛri,bow,,tʃiɛri,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 162, site E Dulhapur]",,,silkurux2011:i162:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,pʰala,spear,,pʰala,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 164, site B Gabindanagar]",,,silkurux2011:i164:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
Kurux,,pʰala,spear,,pʰala,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 164, site C Boldipukur]",,,silkurux2011:i164:C:1,,,,dialect:Kurux:kurux2011-C-boldipukur:Boldipukur%20%28Boldipukur%2C%20Bangladesh%29
Kurux,,pʰala,spear,,pʰala,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 164, site D Lohanipara]",,,silkurux2011:i164:D:1,,,,dialect:Kurux:kurux2011-D-lohanipara:Lohanipara%20%28Lohanipara%2C%20Bangladesh%29
Kurux,,pʰala,spear,,pʰala,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 47, wordlist item 164, site E Dulhapur]",,,silkurux2011:i164:E:1,,,,dialect:Kurux:kurux2011-E-dulhapur:Dulhapur%20%28Dulhapur%2C%20Bangladesh%29
Kurux,,tʃʰitʃʰ,fire,,tʃʰitʃʰ,lexical-similarity group 1,"kim-ahmad-kim-sangma2011kurux[p. 48, wordlist item 165, site A Dima]",,,silkurux2011:i165:A:1,,,,dialect:Kurux:kurux2011-A-dima:Dima%20%28Dima%2C%20West%20Bengal%2C%20India%29
Kurux,,tʃitʃi,fire,,tʃitʃi,lexical-similarity group 2,"kim-ahmad-kim-sangma2011kurux[p. 48, wordlist item 165, site B Gabindanagar]",,,silkurux2011:i165:B:1,,,,dialect:Kurux:kurux2011-B-gabindanagar:Gabindanagar%20%28Gabindanagar%2C%20Bangladesh%29
