item	site_code	site_variant	manual_entry_key	manual_physical_page	manual_printed_page	manual_line_id	manual_gloss	manual_group	manual_status	manual_form	legacy_pdf_page	legacy_group	legacy_status	legacy_raw_form	legacy_entry_key	legacy_reason	gloss_match	group_match	comparison
147	D	1	silkurux2011:i147:D:1	48	47	P048-L002	wall of house	1	attested	pɛtʃi	47	1	attested	pɑtʃi	silkurux2011:i147:D:1		true	true	form_difference
147	E	1	silkurux2011:i147:E:1	48	47	P048-L002	wall of house	1	attested	pɛtʃi	47	1	attested	pɑtʃi	silkurux2011:i147:E:1		true	true	form_difference
147	E	2	silkurux2011:i147:E:2	48	47	P048-L003	wall of house	2	attested	dɛal	47	2	attested	dɛal	silkurux2011:i147:E:2		true	true	form_exact
147	0	1	silkurux2011:i147:0:1	48	47	P048-L003	wall of house	2	attested	dɛal	47	2	attested	dɛal	silkurux2011:i147:0:1		true	true	form_exact
148	A	1	silkurux2011:i148:A:1	48	47	P048-L004	pillow	0	blank		47	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
148	B	1	silkurux2011:i148:B:1	48	47	P048-L005	pillow	1	attested	baliʃ	47	1	attested	balɪʃ	silkurux2011:i148:B:1		true	true	form_difference
148	C	1	silkurux2011:i148:C:1	48	47	P048-L005	pillow	1	attested	baliʃ	47	1	attested	balɪʃ	silkurux2011:i148:C:1		true	true	form_difference
148	D	1	silkurux2011:i148:D:1	48	47	P048-L005	pillow	1	attested	baliʃ	47	1	attested	balɪʃ	silkurux2011:i148:D:1		true	true	form_difference
148	E	1	silkurux2011:i148:E:1	48	47	P048-L005	pillow	1	attested	baliʃ	47	1	attested	balɪʃ	silkurux2011:i148:E:1		true	true	form_difference
148	0	1	silkurux2011:i148:0:1	48	47	P048-L005	pillow	1	attested	baliʃ	47	1	attested	balɪʃ	silkurux2011:i148:0:1		true	true	form_difference
149	A	1	silkurux2011:i149:A:1	48	47	P048-L006	blanket	0	blank		47	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
149	B	1	silkurux2011:i149:B:1	48	47	P048-L009	blanket	3	attested	kɔmbol	47	3	attested	k mbol	silkurux2011:i149:B:1		true	true	form_difference
149	C	1	silkurux2011:i149:C:1	48	47	P048-L007	blanket	1	attested	duʃa	47	1	attested	duʃa	silkurux2011:i149:C:1		true	true	form_exact
149	C	2	silkurux2011:i149:C:2	48	47	P048-L009	blanket	3	attested	kɔmbol	47	3	attested	k mbol	silkurux2011:i149:C:2		true	true	form_difference
149	D	1	silkurux2011:i149:D:1	48	47	P048-L008	blanket	2	attested	kamɽa	47	2	attested	kamɽa	silkurux2011:i149:D:1		true	true	form_exact
149	E	1	silkurux2011:i149:E:1	48	47	P048-L009	blanket	3	attested	kɔmbol	47	3	attested	k mbol	silkurux2011:i149:E:1		true	true	form_difference
149	0	1	silkurux2011:i149:0:1	48	47	P048-L009	blanket	3	attested	kɔmbol	47	3	attested	k mbol	silkurux2011:i149:0:1		true	true	form_difference
150	A	1	silkurux2011:i150:A:1	48	47	P048-L013	ring (on finger)	2	attested	əŋti	47	2	unresolved	ə!ti		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
150	B	1	silkurux2011:i150:B:1	48	47	P048-L010	ring (on finger)	1	attested	mukti	47	1	attested	mukti	silkurux2011:i150:B:1		true	true	form_exact
150	C	1	silkurux2011:i150:C:1	48	47	P048-L011	ring (on finger)	1	attested	mutdi	47	1	attested	mutdi	silkurux2011:i150:C:1		true	true	form_exact
150	D	1	silkurux2011:i150:D:1	48	47	P048-L011	ring (on finger)	1	attested	mutdi	47	1	attested	mutdi	silkurux2011:i150:D:1		true	true	form_exact
150	E	1	silkurux2011:i150:E:1	48	47	P048-L011	ring (on finger)	1	attested	mutdi	47	1	attested	mutdi	silkurux2011:i150:E:1		true	true	form_exact
150	E	2	silkurux2011:i150:E:2	48	47	P048-L012	ring (on finger)	2	attested	aŋti	47	2	unresolved	a!ti		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
150	0	1	silkurux2011:i150:0:1	48	47	P048-L012	ring (on finger)	2	attested	aŋti	47	2	unresolved	a!ti		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
151	A	1	silkurux2011:i151:A:1	48	47	P048-L014	clothing	1	attested	kitʃəri	47	1	attested	kɪtʃəɾi	silkurux2011:i151:A:1		true	true	form_difference
151	B	1	silkurux2011:i151:B:1	48	47	P048-L015	clothing	1	attested	kitʃʰri	47	1	attested	kitʃhɽi	silkurux2011:i151:B:1		true	true	form_difference
151	C	1	silkurux2011:i151:C:1	48	47	P048-L015	clothing	1	attested	kitʃʰri	47	1	attested	kitʃhɽi	silkurux2011:i151:C:1		true	true	form_difference
151	D	1	silkurux2011:i151:D:1	48	47	P048-L015	clothing	1	attested	kitʃʰri	47	1	attested	kitʃhɽi	silkurux2011:i151:D:1		true	true	form_difference
151	E	1	silkurux2011:i151:E:1	48	47	P048-L015	clothing	1	attested	kitʃʰri	47	1	attested	kitʃhɽi	silkurux2011:i151:E:1		true	true	form_difference
151	0	1	silkurux2011:i151:0:1	48	47	P048-L016	clothing	2	attested	poʃak	47	2	attested	poʃak	silkurux2011:i151:0:1		true	true	form_exact
152	A	1	silkurux2011:i152:A:1	48	47	P048-L017	cloth	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
152	B	1	silkurux2011:i152:B:1	48	47	P048-L017	cloth	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
152	C	1	silkurux2011:i152:C:1	48	47	P048-L017	cloth	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
152	D	1	silkurux2011:i152:D:1	48	47	P048-L017	cloth	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
152	E	1	silkurux2011:i152:E:1	48	47	P048-L017	cloth	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
152	0	1	silkurux2011:i152:0:1	48	47	P048-L017	cloth	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
153	A	1	silkurux2011:i153:A:1	48	47	P048-L018	medicine	0	blank		47	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
153	B	1	silkurux2011:i153:B:1	48	47	P048-L019	medicine	1	attested	mandar	47	1	attested	mandar	silkurux2011:i153:B:1		true	true	form_exact
153	C	1	silkurux2011:i153:C:1	48	47	P048-L019	medicine	1	attested	mandar	47	1	attested	mandar	silkurux2011:i153:C:1		true	true	form_exact
153	D	1	silkurux2011:i153:D:1	48	47	P048-L019	medicine	1	attested	mandar	47	1	attested	mandar	silkurux2011:i153:D:1		true	true	form_exact
153	E	1	silkurux2011:i153:E:1	48	47	P048-L019	medicine	1	attested	mandar	47	1	attested	mandar	silkurux2011:i153:E:1		true	true	form_exact
153	0	1	silkurux2011:i153:0:1	48	47	P048-L020	medicine	2	attested	oʃud	47	2	attested	oʃud	silkurux2011:i153:0:1		true	true	form_exact
154	A	1	silkurux2011:i154:A:1	48	47	P048-L021	paper	0	blank		47	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
154	B	1	silkurux2011:i154:B:1	48	47	P048-L022	paper	1	attested	kagodʒ	47	1	attested	kaɡodʒ	silkurux2011:i154:B:1		true	true	form_difference
154	C	1	silkurux2011:i154:C:1	48	47	P048-L022	paper	1	attested	kagodʒ	47	1	attested	kaɡodʒ	silkurux2011:i154:C:1		true	true	form_difference
154	D	1	silkurux2011:i154:D:1	48	47	P048-L022	paper	1	attested	kagodʒ	47	1	attested	kaɡodʒ	silkurux2011:i154:D:1		true	true	form_difference
154	E	1	silkurux2011:i154:E:1	48	47	P048-L022	paper	1	attested	kagodʒ	47	1	attested	kaɡodʒ	silkurux2011:i154:E:1		true	true	form_difference
154	0	1	silkurux2011:i154:0:1	48	47	P048-L022	paper	1	attested	kagodʒ	47	1	attested	kaɡodʒ	silkurux2011:i154:0:1		true	true	form_difference
155	A	1	silkurux2011:i155:A:1	48	47	P048-L024	needle	1	attested	sui	47	1	attested	sui	silkurux2011:i155:A:1		true	true	form_exact
155	B	1	silkurux2011:i155:B:1	48	47	P048-L023	needle	1	attested	ʃutʃ / ʃui	47	1	attested	ʃutʃ /ʃui	silkurux2011:i155:B:1		true	true	form_difference
155	C	1	silkurux2011:i155:C:1	48	47	P048-L023	needle	1	attested	ʃutʃ / ʃui	47	1	attested	ʃutʃ /ʃui	silkurux2011:i155:C:1		true	true	form_difference
155	D	1	silkurux2011:i155:D:1	48	47	P048-L023	needle	1	attested	ʃutʃ / ʃui	47	1	attested	ʃutʃ /ʃui	silkurux2011:i155:D:1		true	true	form_difference
155	E	1	silkurux2011:i155:E:1	48	47	P048-L023	needle	1	attested	ʃutʃ / ʃui	47	1	attested	ʃutʃ /ʃui	silkurux2011:i155:E:1		true	true	form_difference
155	0	1	silkurux2011:i155:0:1	48	47	P048-L023	needle	1	attested	ʃutʃ / ʃui	47	1	attested	ʃutʃ /ʃui	silkurux2011:i155:0:1		true	true	form_difference
156	A	1	silkurux2011:i156:A:1	48	47	P048-L027	thread	2	attested	sutɛ	47	2	attested	sutɑ	silkurux2011:i156:A:1		true	true	form_difference
156	B	1	silkurux2011:i156:B:1	48	47	P048-L025	thread	1	attested	mɛr	47	1	attested	mɛr	silkurux2011:i156:B:1		true	true	form_exact
156	C	1	silkurux2011:i156:C:1	48	47	P048-L025	thread	1	attested	mɛr	47	1	attested	mɛr	silkurux2011:i156:C:1		true	true	form_exact
156	D	1	silkurux2011:i156:D:1	48	47	P048-L025	thread	1	attested	mɛr	47	1	attested	mɛr	silkurux2011:i156:D:1		true	true	form_exact
156	E	1	silkurux2011:i156:E:1	48	47	P048-L025	thread	1	attested	mɛr	47	1	attested	mɛr	silkurux2011:i156:E:1		true	true	form_exact
156	0	1	silkurux2011:i156:0:1	48	47	P048-L026	thread	2	attested	ʃuta	47	2	attested	ʃuta	silkurux2011:i156:0:1		true	true	form_exact
157	A	1	silkurux2011:i157:A:1	48	47	P048-L029	broom	1	attested	tʃʰɛlki	47	1	attested	tʃhəlki	silkurux2011:i157:A:1		true	true	form_difference
157	B	1	silkurux2011:i157:B:1	48	47	P048-L028	broom	1	attested	tʃalki	47	1	attested	tʃalki	silkurux2011:i157:B:1		true	true	form_exact
157	C	1	silkurux2011:i157:C:1	48	47	P048-L028	broom	1	attested	tʃalki	47	1	attested	tʃalki	silkurux2011:i157:C:1		true	true	form_exact
157	D	1	silkurux2011:i157:D:1	48	47	P048-L028	broom	1	attested	tʃalki	47	1	attested	tʃalki	silkurux2011:i157:D:1		true	true	form_exact
157	E	1	silkurux2011:i157:E:1	48	47	P048-L028	broom	1	attested	tʃalki	47	1	attested	tʃalki	silkurux2011:i157:E:1		true	true	form_exact
157	0	1	silkurux2011:i157:0:1	48	47	P048-L030	broom	2	attested	dʒʰaɽu	47	2	attested	dʒhaɽu	silkurux2011:i157:0:1		true	true	form_difference
158	A	1	silkurux2011:i158:A:1	48	47	P048-L031	spoon (for eating)	0	blank		47	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
158	B	1	silkurux2011:i158:B:1	48	47	P048-L032	spoon (for eating)	1	attested	tʃamotʃ	47	1	attested	tʃamotʃ	silkurux2011:i158:B:1		true	true	form_exact
158	C	1	silkurux2011:i158:C:1	48	47	P048-L032	spoon (for eating)	1	attested	tʃamotʃ	47	1	attested	tʃamotʃ	silkurux2011:i158:C:1		true	true	form_exact
158	D	1	silkurux2011:i158:D:1	48	47	P048-L032	spoon (for eating)	1	attested	tʃamotʃ	47	1	attested	tʃamotʃ	silkurux2011:i158:D:1		true	true	form_exact
158	E	1	silkurux2011:i158:E:1	48	47	P048-L032	spoon (for eating)	1	attested	tʃamotʃ	47	1	attested	tʃamotʃ	silkurux2011:i158:E:1		true	true	form_exact
158	0	1	silkurux2011:i158:0:1	48	47	P048-L032	spoon (for eating)	1	attested	tʃamotʃ	47	1	attested	tʃamotʃ	silkurux2011:i158:0:1		true	true	form_exact
159	A	1	silkurux2011:i159:A:1	48	47	P048-L034	knife (to cut meat)	1	attested	qanto	47	1	attested	qanto	silkurux2011:i159:A:1		true	true	form_exact
159	B	1	silkurux2011:i159:B:1	48	47	P048-L033	knife (to cut meat)	1	attested	kanto	47	1	attested	kanto	silkurux2011:i159:B:1		true	true	form_exact
159	C	1	silkurux2011:i159:C:1	48	47	P048-L033	knife (to cut meat)	1	attested	kanto	47	1	attested	kanto	silkurux2011:i159:C:1		true	true	form_exact
159	D	1	silkurux2011:i159:D:1	48	47	P048-L033	knife (to cut meat)	1	attested	kanto	47	1	attested	kanto	silkurux2011:i159:D:1		true	true	form_exact
159	E	1	silkurux2011:i159:E:1	48	47	P048-L033	knife (to cut meat)	1	attested	kanto	47	1	attested	kanto	silkurux2011:i159:E:1		true	true	form_exact
159	0	1	silkurux2011:i159:0:1	48	47	P048-L035	knife (to cut meat)	2	attested	tʃʰuri	47	2	attested	tʃhuɾi	silkurux2011:i159:0:1		true	true	form_difference
160	A	1	silkurux2011:i160:A:1	48	47	P048-L038	hammer	3	attested	metʰul	47	3	attested	mɑthul	silkurux2011:i160:A:1		true	true	form_difference
160	B	1	silkurux2011:i160:B:1	48	47	P048-L037	hammer	2	attested	haturi	47	2	attested	hatuɾi	silkurux2011:i160:B:1		true	true	form_difference
160	C	1	silkurux2011:i160:C:1	48	47	P048-L036	hammer	1	attested	mugɽa	47	1	attested	muɡɽa	silkurux2011:i160:C:1		true	true	form_difference
160	D	1	silkurux2011:i160:D:1	48	47	P048-L036	hammer	1	attested	mugɽa	47	1	attested	muɡɽa	silkurux2011:i160:D:1		true	true	form_difference
160	E	1	silkurux2011:i160:E:1	48	47	P048-L036	hammer	1	attested	mugɽa	47	1	attested	muɡɽa	silkurux2011:i160:E:1		true	true	form_difference
160	0	1	silkurux2011:i160:0:1	48	47	P048-L037	hammer	2	attested	haturi	47	2	attested	hatuɾi	silkurux2011:i160:0:1		true	true	form_difference
161	A	1	silkurux2011:i161:A:1	48	47	P048-L039	axe	1	attested	təŋgə	47	1	unresolved	tə!ɡə		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
161	B	1	silkurux2011:i161:B:1	48	47	P048-L040	axe	1	attested	toŋːɛ	47	1	unresolved	to!%ɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
161	C	1	silkurux2011:i161:C:1	48	47	P048-L040	axe	1	attested	toŋːɛ	47	1	unresolved	to!%ɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
161	D	1	silkurux2011:i161:D:1	48	47	P048-L040	axe	1	attested	toŋːɛ	47	1	unresolved	to!%ɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
161	E	1	silkurux2011:i161:E:1	48	47	P048-L041	axe	1	attested	toŋgɛ	47	1	unresolved	to!ɡɛ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
161	0	1	silkurux2011:i161:0:1	48	47	P048-L042	axe	2	attested	kutʰar	47	2	attested	kuthar	silkurux2011:i161:0:1		true	true	form_difference
162	A	1	silkurux2011:i162:A:1	48	47	P048-L043	bow	0	blank		47	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
162	B	1	silkurux2011:i162:B:1	48	47	P048-L046	bow	3	attested	dʰɔnuk	47	3	attested	dh nuk	silkurux2011:i162:B:1		true	true	form_difference
162	C	1	silkurux2011:i162:C:1	48	47	P048-L044	bow	1	attested	guntʰa	47	1	attested	ɡuntha	silkurux2011:i162:C:1		true	true	form_difference
162	D	1	silkurux2011:i162:D:1	48	47	P048-L044	bow	1	attested	guntʰa	47	1	attested	ɡuntha	silkurux2011:i162:D:1		true	true	form_difference
162	E	1	silkurux2011:i162:E:1	48	47	P048-L045	bow	2	attested	tʃiɛri	47	2	attested	tʃiɛɾ( i	silkurux2011:i162:E:1		true	true	form_difference
162	0	1	silkurux2011:i162:0:1	48	47	P048-L046	bow	3	attested	dʰɔnuk	47	3	attested	dh nuk	silkurux2011:i162:0:1		true	true	form_difference
163	A	1	silkurux2011:i163:A:1	48	47	P048-L047	arrow	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
163	B	1	silkurux2011:i163:B:1	48	47	P048-L047	arrow	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
163	C	1	silkurux2011:i163:C:1	48	47	P048-L047	arrow	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
163	D	1	silkurux2011:i163:D:1	48	47	P048-L047	arrow	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
163	E	1	silkurux2011:i163:E:1	48	47	P048-L047	arrow	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
163	0	1	silkurux2011:i163:0:1	48	47	P048-L047	arrow	0	not_used		47	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
164	A	1	silkurux2011:i164:A:1	48	47	P048-L048	spear	0	blank		47	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
164	B	1	silkurux2011:i164:B:1	48	47	P048-L049	spear	1	attested	pʰala	47	1	attested	phala	silkurux2011:i164:B:1		true	true	form_difference
164	C	1	silkurux2011:i164:C:1	48	47	P048-L049	spear	1	attested	pʰala	47	1	attested	phala	silkurux2011:i164:C:1		true	true	form_difference
164	D	1	silkurux2011:i164:D:1	48	47	P048-L049	spear	1	attested	pʰala	47	1	attested	phala	silkurux2011:i164:D:1		true	true	form_difference
164	E	1	silkurux2011:i164:E:1	48	47	P048-L049	spear	1	attested	pʰala	47	1	attested	phala	silkurux2011:i164:E:1		true	true	form_difference
164	0	1	silkurux2011:i164:0:1	48	47	P048-L050	spear	2	attested	bɔrʃa	47	2	attested	b rʃa	silkurux2011:i164:0:1		true	true	form_difference
165	A	1	silkurux2011:i165:A:1	49	48	P049-L001	fire	1	attested	tʃʰitʃʰ	48	1	attested	tʃhitʃh	silkurux2011:i165:A:1		true	true	form_difference
165	B	1	silkurux2011:i165:B:1	49	48	P049-L004	fire	2	attested	tʃitʃi	48	2	attested	tʃitʃi	silkurux2011:i165:B:1		true	true	form_exact
165	C	1	silkurux2011:i165:C:1	49	48	P049-L002	fire	1	attested	tʃitʃʰi	48	1	attested	tʃitʃhi	silkurux2011:i165:C:1		true	true	form_difference
165	C	2	silkurux2011:i165:C:2	49	48	P049-L003	fire	2	attested	tʃitʃʰi	48	2	attested	tʃitʃhi	silkurux2011:i165:C:2		true	true	form_difference
165	D	1	silkurux2011:i165:D:1	49	48	P049-L004	fire	2	attested	tʃitʃi	48	2	attested	tʃitʃi	silkurux2011:i165:D:1		true	true	form_exact
165	E	1	silkurux2011:i165:E:1	49	48	P049-L004	fire	2	attested	tʃitʃi	48	2	attested	tʃitʃi	silkurux2011:i165:E:1		true	true	form_exact
165	0	1	silkurux2011:i165:0:1	49	48	P049-L005	fire	3	attested	agun	48	3	attested	aɡun	silkurux2011:i165:0:1		true	true	form_difference
166	A	1	silkurux2011:i166:A:1	49	48	P049-L006	ashes	1	attested	tʃind	48	1	attested	tʃɪnd	silkurux2011:i166:A:1		true	true	form_difference
166	B	1	silkurux2011:i166:B:1	49	48	P049-L007	ashes	1	attested	tʃindi	48	1	attested	tʃindi	silkurux2011:i166:B:1		true	true	form_exact
166	C	1	silkurux2011:i166:C:1	49	48	P049-L007	ashes	1	attested	tʃindi	48	1	attested	tʃindi	silkurux2011:i166:C:1		true	true	form_exact
166	D	1	silkurux2011:i166:D:1	49	48	P049-L007	ashes	1	attested	tʃindi	48	1	attested	tʃindi	silkurux2011:i166:D:1		true	true	form_exact
166	E	1	silkurux2011:i166:E:1	49	48	P049-L007	ashes	1	attested	tʃindi	48	1	attested	tʃindi	silkurux2011:i166:E:1		true	true	form_exact
166	0	1	silkurux2011:i166:0:1	49	48	P049-L008	ashes	2	attested	tʃʰai	48	2	attested	tʃhai	silkurux2011:i166:0:1		true	true	form_difference
167	A	1	silkurux2011:i167:A:1	49	48	P049-L012	smoke	3	attested	dʰuŋgijɛ	48	3	unresolved	dhu!ɡijɑ		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
167	B	1	silkurux2011:i167:B:1	49	48	P049-L009	smoke	1	attested	duŋga	48	1	unresolved	du!ɡa		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
167	C	1	silkurux2011:i167:C:1	49	48	P049-L009	smoke	1	attested	duŋga	48	1	unresolved	du!ɡa		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
167	D	1	silkurux2011:i167:D:1	49	48	P049-L009	smoke	1	attested	duŋga	48	1	unresolved	du!ɡa		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
167	E	1	silkurux2011:i167:E:1	49	48	P049-L010	smoke	1	attested	duŋgu	48	1	unresolved	du!ɡu		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
167	0	1	silkurux2011:i167:0:1	49	48	P049-L011	smoke	2	attested	dʰõa	48	2	unresolved	dhoa�		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
168	A	1	silkurux2011:i168:A:1	49	48	P049-L013	candle	0	blank		48	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
168	B	1	silkurux2011:i168:B:1	49	48	P049-L014	candle	1	attested	mombati	48	1	attested	mombati	silkurux2011:i168:B:1		true	true	form_exact
168	C	1	silkurux2011:i168:C:1	49	48	P049-L014	candle	1	attested	mombati	48	1	attested	mombati	silkurux2011:i168:C:1		true	true	form_exact
168	D	1	silkurux2011:i168:D:1	49	48	P049-L014	candle	1	attested	mombati	48	1	attested	mombati	silkurux2011:i168:D:1		true	true	form_exact
168	E	1	silkurux2011:i168:E:1	49	48	P049-L014	candle	1	attested	mombati	48	1	attested	mombati	silkurux2011:i168:E:1		true	true	form_exact
168	0	1	silkurux2011:i168:0:1	49	48	P049-L014	candle	1	attested	mombati	48	1	attested	mombati	silkurux2011:i168:0:1		true	true	form_exact
169	A	1	silkurux2011:i169:A:1	49	48	P049-L015	boat	0	blank		48	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
169	B	1	silkurux2011:i169:B:1	49	48	P049-L018	boat	2	attested	nou̯ka	48	2	attested	nouk( a	silkurux2011:i169:B:1		true	true	form_difference
169	C	1	silkurux2011:i169:C:1	49	48	P049-L016	boat	1	attested	nau̯	48	1	attested	nau (	silkurux2011:i169:C:1		true	true	form_difference
169	D	1	silkurux2011:i169:D:1	49	48	P049-L016	boat	1	attested	nau̯	48	1	attested	nau (	silkurux2011:i169:D:1		true	true	form_difference
169	E	1	silkurux2011:i169:E:1	49	48	P049-L017	boat	2	attested	lau̯kɛ	48	2	attested	lauk( ɛ	silkurux2011:i169:E:1		true	true	form_difference
169	0	1	silkurux2011:i169:0:1	49	48	P049-L018	boat	2	attested	nou̯ka	48	2	attested	nouk( a	silkurux2011:i169:0:1		true	true	form_difference
170	A	1	silkurux2011:i170:A:1	49	48	P049-L020	road	1	attested	dɛhɛrɛ	48	1	attested	dəheɾɛ	silkurux2011:i170:A:1		true	true	form_difference
170	B	1	silkurux2011:i170:B:1	49	48	P049-L019	road	1	attested	daharɛ	48	1	attested	dahaɾɛ	silkurux2011:i170:B:1		true	true	form_difference
170	C	1	silkurux2011:i170:C:1	49	48	P049-L019	road	1	attested	daharɛ	48	1	attested	dahaɾɛ	silkurux2011:i170:C:1		true	true	form_difference
170	D	1	silkurux2011:i170:D:1	49	48	P049-L019	road	1	attested	daharɛ	48	1	attested	dahaɾɛ	silkurux2011:i170:D:1		true	true	form_difference
170	E	1	silkurux2011:i170:E:1	49	48	P049-L019	road	1	attested	daharɛ	48	1	attested	dahaɾɛ	silkurux2011:i170:E:1		true	true	form_difference
170	0	1	silkurux2011:i170:0:1	49	48	P049-L021	road	2	attested	rasta	48	2	attested	ɾasta	silkurux2011:i170:0:1		true	true	form_difference
171	A	1	silkurux2011:i171:A:1	49	48	P049-L022	path	0	not_used		48	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
171	B	1	silkurux2011:i171:B:1	49	48	P049-L022	path	0	not_used		48	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
171	C	1	silkurux2011:i171:C:1	49	48	P049-L022	path	0	not_used		48	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
171	D	1	silkurux2011:i171:D:1	49	48	P049-L022	path	0	not_used		48	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
171	E	1	silkurux2011:i171:E:1	49	48	P049-L022	path	0	not_used		48	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
171	0	1	silkurux2011:i171:0:1	49	48	P049-L022	path	0	not_used		48	0	not_used	[not used]		printed gap: the item was not elicited at any site	true	true	not_used_match
172	A	1	silkurux2011:i172:A:1	49	48	P049-L023	to go	1	attested	gəl	48	1	attested	ɡəl	silkurux2011:i172:A:1		true	true	form_difference
172	B	1	silkurux2011:i172:B:1	49	48	P049-L024	to go	1	attested	kal	48	1	attested	kal	silkurux2011:i172:B:1		true	true	form_exact
172	C	1	silkurux2011:i172:C:1	49	48	P049-L024	to go	1	attested	kal	48	1	attested	kal	silkurux2011:i172:C:1		true	true	form_exact
172	D	1	silkurux2011:i172:D:1	49	48	P049-L024	to go	1	attested	kal	48	1	attested	kal	silkurux2011:i172:D:1		true	true	form_exact
172	E	1	silkurux2011:i172:E:1	49	48	P049-L024	to go	1	attested	kal	48	1	attested	kal	silkurux2011:i172:E:1		true	true	form_exact
172	0	1	silkurux2011:i172:0:1	49	48	P049-L025	to go	2	attested	dʒawa	48	2	attested	dʒawa	silkurux2011:i172:0:1		true	true	form_exact
173	A	1	silkurux2011:i173:A:1	49	48	P049-L026	to come	1	attested	bɛr	48	1	attested	bɑr	silkurux2011:i173:A:1		true	true	form_difference
173	B	1	silkurux2011:i173:B:1	49	48	P049-L027	to come	1	attested	bar	48	1	attested	bar	silkurux2011:i173:B:1		true	true	form_exact
173	C	1	silkurux2011:i173:C:1	49	48	P049-L027	to come	1	attested	bar	48	1	attested	bar	silkurux2011:i173:C:1		true	true	form_exact
173	D	1	silkurux2011:i173:D:1	49	48	P049-L027	to come	1	attested	bar	48	1	attested	bar	silkurux2011:i173:D:1		true	true	form_exact
173	E	1	silkurux2011:i173:E:1	49	48	P049-L027	to come	1	attested	bar	48	1	attested	bar	silkurux2011:i173:E:1		true	true	form_exact
173	0	1	silkurux2011:i173:0:1	49	48	P049-L028	to come	2	attested	aʃa	48	2	attested	aʃa	silkurux2011:i173:0:1		true	true	form_exact
174	A	1	silkurux2011:i174:A:1	49	48	P049-L029	to stand	0	blank		48	0	blank	no entry		printed gap: the item was not elicited at this site	true	true	blank_match
174	B	1	silkurux2011:i174:B:1	49	48	P049-L030	to stand	1	attested	idʒu	48	1	unresolved	i$ʒu		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
174	C	1	silkurux2011:i174:C:1	49	48	P049-L030	to stand	1	attested	idʒu	48	1	unresolved	i$ʒu		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
174	D	1	silkurux2011:i174:D:1	49	48	P049-L030	to stand	1	attested	idʒu	48	1	unresolved	i$ʒu		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
174	E	1	silkurux2011:i174:E:1	49	48	P049-L030	to stand	1	attested	idʒu	48	1	unresolved	i$ʒu		contains a glyph with no verified reading	true	true	manual_recovered_legacy_unresolved
