entry_key	item	site_code	site_variant	role	language_id	dialect_id	status	form	gloss	physical_page	printed_page	line_id	disposition	reason
silkurux2011:i160:C:1	160	C	1	target	Kurux	kurux2011-C-boldipukur	attested	mugɽa	hammer	48	47	P048-L036	staged_target	attested Kurux target-site form
silkurux2011:i160:D:1	160	D	1	target	Kurux	kurux2011-D-lohanipara	attested	mugɽa	hammer	48	47	P048-L036	staged_target	attested Kurux target-site form
silkurux2011:i160:E:1	160	E	1	target	Kurux	kurux2011-E-dulhapur	attested	mugɽa	hammer	48	47	P048-L036	staged_target	attested Kurux target-site form
silkurux2011:i160:0:1	160	0	1	control	B	kurux2011-0-bangla	attested	haturi	hammer	48	47	P048-L037	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i161:A:1	161	A	1	target	Kurux	kurux2011-A-dima	attested	təŋgə	axe	48	47	P048-L039	staged_target	attested Kurux target-site form
silkurux2011:i161:B:1	161	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	toŋːɛ	axe	48	47	P048-L040	staged_target	attested Kurux target-site form
silkurux2011:i161:C:1	161	C	1	target	Kurux	kurux2011-C-boldipukur	attested	toŋːɛ	axe	48	47	P048-L040	staged_target	attested Kurux target-site form
silkurux2011:i161:D:1	161	D	1	target	Kurux	kurux2011-D-lohanipara	attested	toŋːɛ	axe	48	47	P048-L040	staged_target	attested Kurux target-site form
silkurux2011:i161:E:1	161	E	1	target	Kurux	kurux2011-E-dulhapur	attested	toŋgɛ	axe	48	47	P048-L041	staged_target	attested Kurux target-site form
silkurux2011:i161:0:1	161	0	1	control	B	kurux2011-0-bangla	attested	kutʰar	axe	48	47	P048-L042	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i162:A:1	162	A	1	target	Kurux	kurux2011-A-dima	blank		bow	48	47	P048-L043	excluded_blank	printed no-entry cell
silkurux2011:i162:B:1	162	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	dʰɔnuk	bow	48	47	P048-L046	staged_target	attested Kurux target-site form
silkurux2011:i162:C:1	162	C	1	target	Kurux	kurux2011-C-boldipukur	attested	guntʰa	bow	48	47	P048-L044	staged_target	attested Kurux target-site form
silkurux2011:i162:D:1	162	D	1	target	Kurux	kurux2011-D-lohanipara	attested	guntʰa	bow	48	47	P048-L044	staged_target	attested Kurux target-site form
silkurux2011:i162:E:1	162	E	1	target	Kurux	kurux2011-E-dulhapur	attested	tʃiɛri	bow	48	47	P048-L045	staged_target	attested Kurux target-site form
silkurux2011:i162:0:1	162	0	1	control	B	kurux2011-0-bangla	attested	dʰɔnuk	bow	48	47	P048-L046	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i163:A:1	163	A	1	target	Kurux	kurux2011-A-dima	not_used		arrow	48	47	P048-L047	excluded_not_used	item printed [not used] for all sites
silkurux2011:i163:B:1	163	B	1	target	Kurux	kurux2011-B-gabindanagar	not_used		arrow	48	47	P048-L047	excluded_not_used	item printed [not used] for all sites
silkurux2011:i163:C:1	163	C	1	target	Kurux	kurux2011-C-boldipukur	not_used		arrow	48	47	P048-L047	excluded_not_used	item printed [not used] for all sites
silkurux2011:i163:D:1	163	D	1	target	Kurux	kurux2011-D-lohanipara	not_used		arrow	48	47	P048-L047	excluded_not_used	item printed [not used] for all sites
silkurux2011:i163:E:1	163	E	1	target	Kurux	kurux2011-E-dulhapur	not_used		arrow	48	47	P048-L047	excluded_not_used	item printed [not used] for all sites
silkurux2011:i163:0:1	163	0	1	control	B	kurux2011-0-bangla	not_used		arrow	48	47	P048-L047	excluded_not_used	item printed [not used] for all sites
silkurux2011:i164:A:1	164	A	1	target	Kurux	kurux2011-A-dima	blank		spear	48	47	P048-L048	excluded_blank	printed no-entry cell
silkurux2011:i164:B:1	164	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	pʰala	spear	48	47	P048-L049	staged_target	attested Kurux target-site form
silkurux2011:i164:C:1	164	C	1	target	Kurux	kurux2011-C-boldipukur	attested	pʰala	spear	48	47	P048-L049	staged_target	attested Kurux target-site form
silkurux2011:i164:D:1	164	D	1	target	Kurux	kurux2011-D-lohanipara	attested	pʰala	spear	48	47	P048-L049	staged_target	attested Kurux target-site form
silkurux2011:i164:E:1	164	E	1	target	Kurux	kurux2011-E-dulhapur	attested	pʰala	spear	48	47	P048-L049	staged_target	attested Kurux target-site form
silkurux2011:i164:0:1	164	0	1	control	B	kurux2011-0-bangla	attested	bɔrʃa	spear	48	47	P048-L050	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i165:A:1	165	A	1	target	Kurux	kurux2011-A-dima	attested	tʃʰitʃʰ	fire	49	48	P049-L001	staged_target	attested Kurux target-site form
silkurux2011:i165:B:1	165	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	tʃitʃi	fire	49	48	P049-L004	staged_target	attested Kurux target-site form
silkurux2011:i165:C:1	165	C	1	target	Kurux	kurux2011-C-boldipukur	attested	tʃitʃʰi	fire	49	48	P049-L002	staged_target	attested Kurux target-site form
silkurux2011:i165:C:2	165	C	2	target	Kurux	kurux2011-C-boldipukur	attested	tʃitʃʰi	fire	49	48	P049-L003	staged_target	attested Kurux target-site form
silkurux2011:i165:D:1	165	D	1	target	Kurux	kurux2011-D-lohanipara	attested	tʃitʃi	fire	49	48	P049-L004	staged_target	attested Kurux target-site form
silkurux2011:i165:E:1	165	E	1	target	Kurux	kurux2011-E-dulhapur	attested	tʃitʃi	fire	49	48	P049-L004	staged_target	attested Kurux target-site form
silkurux2011:i165:0:1	165	0	1	control	B	kurux2011-0-bangla	attested	agun	fire	49	48	P049-L005	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i166:A:1	166	A	1	target	Kurux	kurux2011-A-dima	attested	tʃind	ashes	49	48	P049-L006	staged_target	attested Kurux target-site form
silkurux2011:i166:B:1	166	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	tʃindi	ashes	49	48	P049-L007	staged_target	attested Kurux target-site form
silkurux2011:i166:C:1	166	C	1	target	Kurux	kurux2011-C-boldipukur	attested	tʃindi	ashes	49	48	P049-L007	staged_target	attested Kurux target-site form
silkurux2011:i166:D:1	166	D	1	target	Kurux	kurux2011-D-lohanipara	attested	tʃindi	ashes	49	48	P049-L007	staged_target	attested Kurux target-site form
silkurux2011:i166:E:1	166	E	1	target	Kurux	kurux2011-E-dulhapur	attested	tʃindi	ashes	49	48	P049-L007	staged_target	attested Kurux target-site form
silkurux2011:i166:0:1	166	0	1	control	B	kurux2011-0-bangla	attested	tʃʰai	ashes	49	48	P049-L008	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i167:A:1	167	A	1	target	Kurux	kurux2011-A-dima	attested	dʰuŋgijɛ	smoke	49	48	P049-L012	staged_target	attested Kurux target-site form
silkurux2011:i167:B:1	167	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	duŋga	smoke	49	48	P049-L009	staged_target	attested Kurux target-site form
silkurux2011:i167:C:1	167	C	1	target	Kurux	kurux2011-C-boldipukur	attested	duŋga	smoke	49	48	P049-L009	staged_target	attested Kurux target-site form
silkurux2011:i167:D:1	167	D	1	target	Kurux	kurux2011-D-lohanipara	attested	duŋga	smoke	49	48	P049-L009	staged_target	attested Kurux target-site form
silkurux2011:i167:E:1	167	E	1	target	Kurux	kurux2011-E-dulhapur	attested	duŋgu	smoke	49	48	P049-L010	staged_target	attested Kurux target-site form
silkurux2011:i167:0:1	167	0	1	control	B	kurux2011-0-bangla	attested	dʰõa	smoke	49	48	P049-L011	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i168:A:1	168	A	1	target	Kurux	kurux2011-A-dima	blank		candle	49	48	P049-L013	excluded_blank	printed no-entry cell
silkurux2011:i168:B:1	168	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	mombati	candle	49	48	P049-L014	staged_target	attested Kurux target-site form
silkurux2011:i168:C:1	168	C	1	target	Kurux	kurux2011-C-boldipukur	attested	mombati	candle	49	48	P049-L014	staged_target	attested Kurux target-site form
silkurux2011:i168:D:1	168	D	1	target	Kurux	kurux2011-D-lohanipara	attested	mombati	candle	49	48	P049-L014	staged_target	attested Kurux target-site form
silkurux2011:i168:E:1	168	E	1	target	Kurux	kurux2011-E-dulhapur	attested	mombati	candle	49	48	P049-L014	staged_target	attested Kurux target-site form
silkurux2011:i168:0:1	168	0	1	control	B	kurux2011-0-bangla	attested	mombati	candle	49	48	P049-L014	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i169:A:1	169	A	1	target	Kurux	kurux2011-A-dima	blank		boat	49	48	P049-L015	excluded_blank	printed no-entry cell
silkurux2011:i169:B:1	169	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	nou̯ka	boat	49	48	P049-L018	staged_target	attested Kurux target-site form
silkurux2011:i169:C:1	169	C	1	target	Kurux	kurux2011-C-boldipukur	attested	nau̯	boat	49	48	P049-L016	staged_target	attested Kurux target-site form
silkurux2011:i169:D:1	169	D	1	target	Kurux	kurux2011-D-lohanipara	attested	nau̯	boat	49	48	P049-L016	staged_target	attested Kurux target-site form
silkurux2011:i169:E:1	169	E	1	target	Kurux	kurux2011-E-dulhapur	attested	lau̯kɛ	boat	49	48	P049-L017	staged_target	attested Kurux target-site form
silkurux2011:i169:0:1	169	0	1	control	B	kurux2011-0-bangla	attested	nou̯ka	boat	49	48	P049-L018	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i170:A:1	170	A	1	target	Kurux	kurux2011-A-dima	attested	dɛhɛrɛ	road	49	48	P049-L020	staged_target	attested Kurux target-site form
silkurux2011:i170:B:1	170	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	daharɛ	road	49	48	P049-L019	staged_target	attested Kurux target-site form
silkurux2011:i170:C:1	170	C	1	target	Kurux	kurux2011-C-boldipukur	attested	daharɛ	road	49	48	P049-L019	staged_target	attested Kurux target-site form
silkurux2011:i170:D:1	170	D	1	target	Kurux	kurux2011-D-lohanipara	attested	daharɛ	road	49	48	P049-L019	staged_target	attested Kurux target-site form
silkurux2011:i170:E:1	170	E	1	target	Kurux	kurux2011-E-dulhapur	attested	daharɛ	road	49	48	P049-L019	staged_target	attested Kurux target-site form
silkurux2011:i170:0:1	170	0	1	control	B	kurux2011-0-bangla	attested	rasta	road	49	48	P049-L021	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i171:A:1	171	A	1	target	Kurux	kurux2011-A-dima	not_used		path	49	48	P049-L022	excluded_not_used	item printed [not used] for all sites
silkurux2011:i171:B:1	171	B	1	target	Kurux	kurux2011-B-gabindanagar	not_used		path	49	48	P049-L022	excluded_not_used	item printed [not used] for all sites
silkurux2011:i171:C:1	171	C	1	target	Kurux	kurux2011-C-boldipukur	not_used		path	49	48	P049-L022	excluded_not_used	item printed [not used] for all sites
silkurux2011:i171:D:1	171	D	1	target	Kurux	kurux2011-D-lohanipara	not_used		path	49	48	P049-L022	excluded_not_used	item printed [not used] for all sites
silkurux2011:i171:E:1	171	E	1	target	Kurux	kurux2011-E-dulhapur	not_used		path	49	48	P049-L022	excluded_not_used	item printed [not used] for all sites
silkurux2011:i171:0:1	171	0	1	control	B	kurux2011-0-bangla	not_used		path	49	48	P049-L022	excluded_not_used	item printed [not used] for all sites
silkurux2011:i172:A:1	172	A	1	target	Kurux	kurux2011-A-dima	attested	gəl	to go	49	48	P049-L023	staged_target	attested Kurux target-site form
silkurux2011:i172:B:1	172	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	kal	to go	49	48	P049-L024	staged_target	attested Kurux target-site form
silkurux2011:i172:C:1	172	C	1	target	Kurux	kurux2011-C-boldipukur	attested	kal	to go	49	48	P049-L024	staged_target	attested Kurux target-site form
silkurux2011:i172:D:1	172	D	1	target	Kurux	kurux2011-D-lohanipara	attested	kal	to go	49	48	P049-L024	staged_target	attested Kurux target-site form
silkurux2011:i172:E:1	172	E	1	target	Kurux	kurux2011-E-dulhapur	attested	kal	to go	49	48	P049-L024	staged_target	attested Kurux target-site form
silkurux2011:i172:0:1	172	0	1	control	B	kurux2011-0-bangla	attested	dʒawa	to go	49	48	P049-L025	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i173:A:1	173	A	1	target	Kurux	kurux2011-A-dima	attested	bɛr	to come	49	48	P049-L026	staged_target	attested Kurux target-site form
silkurux2011:i173:B:1	173	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	bar	to come	49	48	P049-L027	staged_target	attested Kurux target-site form
silkurux2011:i173:C:1	173	C	1	target	Kurux	kurux2011-C-boldipukur	attested	bar	to come	49	48	P049-L027	staged_target	attested Kurux target-site form
silkurux2011:i173:D:1	173	D	1	target	Kurux	kurux2011-D-lohanipara	attested	bar	to come	49	48	P049-L027	staged_target	attested Kurux target-site form
silkurux2011:i173:E:1	173	E	1	target	Kurux	kurux2011-E-dulhapur	attested	bar	to come	49	48	P049-L027	staged_target	attested Kurux target-site form
silkurux2011:i173:0:1	173	0	1	control	B	kurux2011-0-bangla	attested	aʃa	to come	49	48	P049-L028	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i174:A:1	174	A	1	target	Kurux	kurux2011-A-dima	blank		to stand	49	48	P049-L029	excluded_blank	printed no-entry cell
silkurux2011:i174:B:1	174	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	idʒu	to stand	49	48	P049-L030	staged_target	attested Kurux target-site form
silkurux2011:i174:C:1	174	C	1	target	Kurux	kurux2011-C-boldipukur	attested	idʒu	to stand	49	48	P049-L030	staged_target	attested Kurux target-site form
silkurux2011:i174:D:1	174	D	1	target	Kurux	kurux2011-D-lohanipara	attested	idʒu	to stand	49	48	P049-L030	staged_target	attested Kurux target-site form
silkurux2011:i174:E:1	174	E	1	target	Kurux	kurux2011-E-dulhapur	attested	idʒu	to stand	49	48	P049-L030	staged_target	attested Kurux target-site form
silkurux2011:i174:0:1	174	0	1	control	B	kurux2011-0-bangla	attested	darano	to stand	49	48	P049-L031	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i175:A:1	175	A	1	target	Kurux	kurux2011-A-dima	attested	ok	to sit	49	48	P049-L032	staged_target	attested Kurux target-site form
silkurux2011:i175:B:1	175	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	ok	to sit	49	48	P049-L032	staged_target	attested Kurux target-site form
silkurux2011:i175:C:1	175	C	1	target	Kurux	kurux2011-C-boldipukur	attested	ok	to sit	49	48	P049-L032	staged_target	attested Kurux target-site form
silkurux2011:i175:D:1	175	D	1	target	Kurux	kurux2011-D-lohanipara	attested	ok	to sit	49	48	P049-L032	staged_target	attested Kurux target-site form
silkurux2011:i175:E:1	175	E	1	target	Kurux	kurux2011-E-dulhapur	attested	ok	to sit	49	48	P049-L032	staged_target	attested Kurux target-site form
silkurux2011:i175:0:1	175	0	1	control	B	kurux2011-0-bangla	attested	bɔʃa	to sit	49	48	P049-L033	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i176:A:1	176	A	1	target	Kurux	kurux2011-A-dima	attested	tʃut	to lie down	49	48	P049-L036	staged_target	attested Kurux target-site form
silkurux2011:i176:B:1	176	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	bɛdɽo	to lie down	49	48	P049-L034	staged_target	attested Kurux target-site form
silkurux2011:i176:C:1	176	C	1	target	Kurux	kurux2011-C-boldipukur	attested	bɛdɽo	to lie down	49	48	P049-L034	staged_target	attested Kurux target-site form
silkurux2011:i176:D:1	176	D	1	target	Kurux	kurux2011-D-lohanipara	attested	bɛdɽo	to lie down	49	48	P049-L034	staged_target	attested Kurux target-site form
silkurux2011:i176:E:1	176	E	1	target	Kurux	kurux2011-E-dulhapur	attested	bɛdɽo	to lie down	49	48	P049-L034	staged_target	attested Kurux target-site form
silkurux2011:i176:0:1	176	0	1	control	B	kurux2011-0-bangla	attested	ʃoa	to lie down	49	48	P049-L035	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i177:A:1	177	A	1	target	Kurux	kurux2011-A-dima	attested	ɛk	to walk	49	48	P049-L037	staged_target	attested Kurux target-site form
silkurux2011:i177:B:1	177	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	ɛk	to walk	49	48	P049-L037	staged_target	attested Kurux target-site form
silkurux2011:i177:C:1	177	C	1	target	Kurux	kurux2011-C-boldipukur	attested	ɛk	to walk	49	48	P049-L037	staged_target	attested Kurux target-site form
silkurux2011:i177:D:1	177	D	1	target	Kurux	kurux2011-D-lohanipara	attested	ɛk	to walk	49	48	P049-L037	staged_target	attested Kurux target-site form
silkurux2011:i177:E:1	177	E	1	target	Kurux	kurux2011-E-dulhapur	attested	ɛk	to walk	49	48	P049-L037	staged_target	attested Kurux target-site form
silkurux2011:i177:0:1	177	0	1	control	B	kurux2011-0-bangla	attested	hãʈa	to walk	49	48	P049-L038	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i178:A:1	178	A	1	target	Kurux	kurux2011-A-dima	attested	orakɛrɛ	to fly	49	48	P049-L041	staged_target	attested Kurux target-site form
silkurux2011:i178:B:1	178	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	uriar	to fly	49	48	P049-L039	staged_target	attested Kurux target-site form
silkurux2011:i178:C:1	178	C	1	target	Kurux	kurux2011-C-boldipukur	attested	uriar	to fly	49	48	P049-L039	staged_target	attested Kurux target-site form
silkurux2011:i178:D:1	178	D	1	target	Kurux	kurux2011-D-lohanipara	attested	uriar	to fly	49	48	P049-L039	staged_target	attested Kurux target-site form
silkurux2011:i178:E:1	178	E	1	target	Kurux	kurux2011-E-dulhapur	attested	uriar	to fly	49	48	P049-L039	staged_target	attested Kurux target-site form
silkurux2011:i178:0:1	178	0	1	control	B	kurux2011-0-bangla	attested	ora	to fly	49	48	P049-L040	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i179:A:1	179	A	1	target	Kurux	kurux2011-A-dima	blank		to enter	49	48	P049-L042	excluded_blank	printed no-entry cell
silkurux2011:i179:B:1	179	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	kor	to enter	49	48	P049-L043	staged_target	attested Kurux target-site form
silkurux2011:i179:C:1	179	C	1	target	Kurux	kurux2011-C-boldipukur	attested	kor	to enter	49	48	P049-L043	staged_target	attested Kurux target-site form
silkurux2011:i179:D:1	179	D	1	target	Kurux	kurux2011-D-lohanipara	attested	kor	to enter	49	48	P049-L043	staged_target	attested Kurux target-site form
silkurux2011:i179:E:1	179	E	1	target	Kurux	kurux2011-E-dulhapur	attested	kor	to enter	49	48	P049-L043	staged_target	attested Kurux target-site form
silkurux2011:i179:0:1	179	0	1	control	B	kurux2011-0-bangla	attested	dʰoka	to enter	49	48	P049-L044	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i180:A:1	180	A	1	target	Kurux	kurux2011-A-dima	blank		to kick	49	48	P049-L045	excluded_blank	printed no-entry cell
silkurux2011:i180:B:1	180	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	latʰ	to kick	49	48	P049-L046	staged_target	attested Kurux target-site form
silkurux2011:i180:C:1	180	C	1	target	Kurux	kurux2011-C-boldipukur	attested	latʰ	to kick	49	48	P049-L046	staged_target	attested Kurux target-site form
silkurux2011:i180:D:1	180	D	1	target	Kurux	kurux2011-D-lohanipara	attested	lɔtʰ	to kick	49	48	P049-L047	staged_target	attested Kurux target-site form
silkurux2011:i180:E:1	180	E	1	target	Kurux	kurux2011-E-dulhapur	attested	lɔtʰi	to kick	49	48	P049-L048	staged_target	attested Kurux target-site form
silkurux2011:i180:0:1	180	0	1	control	B	kurux2011-0-bangla	attested	latʰi mara	to kick	49	48	P049-L049	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i181:A:1	181	A	1	target	Kurux	kurux2011-A-dima	blank		to swim	49	48	P049-L050	excluded_blank	printed no-entry cell
silkurux2011:i181:B:1	181	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	ug	to swim	49	48	P049-L051	staged_target	attested Kurux target-site form
silkurux2011:i181:C:1	181	C	1	target	Kurux	kurux2011-C-boldipukur	attested	ug	to swim	49	48	P049-L051	staged_target	attested Kurux target-site form
silkurux2011:i181:D:1	181	D	1	target	Kurux	kurux2011-D-lohanipara	attested	ug	to swim	49	48	P049-L051	staged_target	attested Kurux target-site form
silkurux2011:i181:E:1	181	E	1	target	Kurux	kurux2011-E-dulhapur	attested	ug	to swim	49	48	P049-L051	staged_target	attested Kurux target-site form
silkurux2011:i181:0:1	181	0	1	control	B	kurux2011-0-bangla	attested	ʃatar kaʈa	to swim	49	48	P049-L052	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i182:A:1	182	A	1	target	Kurux	kurux2011-A-dima	attested	ɛr	to see	49	48	P049-L053	staged_target	attested Kurux target-site form
silkurux2011:i182:B:1	182	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	ɛr	to see	49	48	P049-L053	staged_target	attested Kurux target-site form
silkurux2011:i182:C:1	182	C	1	target	Kurux	kurux2011-C-boldipukur	attested	ɛr	to see	49	48	P049-L053	staged_target	attested Kurux target-site form
silkurux2011:i182:D:1	182	D	1	target	Kurux	kurux2011-D-lohanipara	attested	ɛr	to see	49	48	P049-L053	staged_target	attested Kurux target-site form
silkurux2011:i182:E:1	182	E	1	target	Kurux	kurux2011-E-dulhapur	attested	ɛr	to see	49	48	P049-L053	staged_target	attested Kurux target-site form
silkurux2011:i182:0:1	182	0	1	control	B	kurux2011-0-bangla	attested	dɛkʰa	to see	49	48	P049-L054	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i183:A:1	183	A	1	target	Kurux	kurux2011-A-dima	attested	min	to hear	50	49	P050-L002	staged_target	attested Kurux target-site form
silkurux2011:i183:B:1	183	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	mɛn	to hear	50	49	P050-L001	staged_target	attested Kurux target-site form
silkurux2011:i183:C:1	183	C	1	target	Kurux	kurux2011-C-boldipukur	attested	mɛn	to hear	50	49	P050-L001	staged_target	attested Kurux target-site form
silkurux2011:i183:D:1	183	D	1	target	Kurux	kurux2011-D-lohanipara	attested	mɛn	to hear	50	49	P050-L001	staged_target	attested Kurux target-site form
silkurux2011:i183:E:1	183	E	1	target	Kurux	kurux2011-E-dulhapur	attested	mɛn	to hear	50	49	P050-L001	staged_target	attested Kurux target-site form
silkurux2011:i183:0:1	183	0	1	control	B	kurux2011-0-bangla	attested	ʃona	to hear	50	49	P050-L003	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i184:A:1	184	A	1	target	Kurux	kurux2011-A-dima	blank		to wait	50	49	P050-L004	excluded_blank	printed no-entry cell
silkurux2011:i184:B:1	184	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	xap	to wait	50	49	P050-L005	staged_target	attested Kurux target-site form
silkurux2011:i184:C:1	184	C	1	target	Kurux	kurux2011-C-boldipukur	attested	xap	to wait	50	49	P050-L005	staged_target	attested Kurux target-site form
silkurux2011:i184:D:1	184	D	1	target	Kurux	kurux2011-D-lohanipara	attested	xap	to wait	50	49	P050-L005	staged_target	attested Kurux target-site form
silkurux2011:i184:E:1	184	E	1	target	Kurux	kurux2011-E-dulhapur	attested	xap	to wait	50	49	P050-L005	staged_target	attested Kurux target-site form
silkurux2011:i184:0:1	184	0	1	control	B	kurux2011-0-bangla	attested	ɔpɛkkʰa kɔra	to wait	50	49	P050-L006	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i185:A:1	185	A	1	target	Kurux	kurux2011-A-dima	blank		to cry	50	49	P050-L007	excluded_blank	printed no-entry cell
silkurux2011:i185:B:1	185	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	tʃixo	to cry	50	49	P050-L009	staged_target	attested Kurux target-site form
silkurux2011:i185:C:1	185	C	1	target	Kurux	kurux2011-C-boldipukur	attested	tʃiho	to cry	50	49	P050-L008	staged_target	attested Kurux target-site form
silkurux2011:i185:D:1	185	D	1	target	Kurux	kurux2011-D-lohanipara	attested	tʃiho	to cry	50	49	P050-L008	staged_target	attested Kurux target-site form
silkurux2011:i185:E:1	185	E	1	target	Kurux	kurux2011-E-dulhapur	attested	tʃixo	to cry	50	49	P050-L009	staged_target	attested Kurux target-site form
silkurux2011:i185:0:1	185	0	1	control	B	kurux2011-0-bangla	attested	kãda	to cry	50	49	P050-L010	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i186:A:1	186	A	1	target	Kurux	kurux2011-A-dima	blank		to cook	50	49	P050-L011	excluded_blank	printed no-entry cell
silkurux2011:i186:B:1	186	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	bit	to cook	50	49	P050-L012	staged_target	attested Kurux target-site form
silkurux2011:i186:C:1	186	C	1	target	Kurux	kurux2011-C-boldipukur	attested	bit	to cook	50	49	P050-L012	staged_target	attested Kurux target-site form
silkurux2011:i186:D:1	186	D	1	target	Kurux	kurux2011-D-lohanipara	attested	bit	to cook	50	49	P050-L012	staged_target	attested Kurux target-site form
silkurux2011:i186:E:1	186	E	1	target	Kurux	kurux2011-E-dulhapur	attested	bit	to cook	50	49	P050-L012	staged_target	attested Kurux target-site form
silkurux2011:i186:0:1	186	0	1	control	B	kurux2011-0-bangla	attested	ranna kɔra	to cook	50	49	P050-L013	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i187:A:1	187	A	1	target	Kurux	kurux2011-A-dima	blank		to boil (water)	50	49	P050-L014	excluded_blank	printed no-entry cell
silkurux2011:i187:B:1	187	B	1	target	Kurux	kurux2011-B-gabindanagar	blank		to boil (water)	50	49	P050-L014	excluded_blank	printed no-entry cell
silkurux2011:i187:C:1	187	C	1	target	Kurux	kurux2011-C-boldipukur	attested	bit	to boil (water)	50	49	P050-L015	staged_target	attested Kurux target-site form
silkurux2011:i187:D:1	187	D	1	target	Kurux	kurux2011-D-lohanipara	attested	bit	to boil (water)	50	49	P050-L015	staged_target	attested Kurux target-site form
silkurux2011:i187:E:1	187	E	1	target	Kurux	kurux2011-E-dulhapur	attested	bit	to boil (water)	50	49	P050-L015	staged_target	attested Kurux target-site form
silkurux2011:i187:0:1	187	0	1	control	B	kurux2011-0-bangla	attested	ʃiddʰo kɔra	to boil (water)	50	49	P050-L016	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i188:A:1	188	A	1	target	Kurux	kurux2011-A-dima	attested	on	to eat	50	49	P050-L017	staged_target	attested Kurux target-site form
silkurux2011:i188:B:1	188	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	on	to eat	50	49	P050-L017	staged_target	attested Kurux target-site form
silkurux2011:i188:C:1	188	C	1	target	Kurux	kurux2011-C-boldipukur	attested	on	to eat	50	49	P050-L017	staged_target	attested Kurux target-site form
silkurux2011:i188:D:1	188	D	1	target	Kurux	kurux2011-D-lohanipara	attested	on	to eat	50	49	P050-L017	staged_target	attested Kurux target-site form
silkurux2011:i188:E:1	188	E	1	target	Kurux	kurux2011-E-dulhapur	attested	on	to eat	50	49	P050-L017	staged_target	attested Kurux target-site form
silkurux2011:i188:0:1	188	0	1	control	B	kurux2011-0-bangla	attested	kʰawa	to eat	50	49	P050-L018	excluded_control	standard Bangla comparison control retained audit-only
silkurux2011:i189:A:1	189	A	1	target	Kurux	kurux2011-A-dima	attested	on	to drink	50	49	P050-L019	staged_target	attested Kurux target-site form
silkurux2011:i189:B:1	189	B	1	target	Kurux	kurux2011-B-gabindanagar	attested	on	to drink	50	49	P050-L019	staged_target	attested Kurux target-site form
silkurux2011:i189:C:1	189	C	1	target	Kurux	kurux2011-C-boldipukur	attested	on	to drink	50	49	P050-L019	staged_target	attested Kurux target-site form
silkurux2011:i189:D:1	189	D	1	target	Kurux	kurux2011-D-lohanipara	attested	on	to drink	50	49	P050-L019	staged_target	attested Kurux target-site form
